2014 Dispensing Encoding,2015 Dispensing Encoding,2016 Dispensing Encoding,2017 Dispensing Encoding,2018 Dispensing Encoding,2019 Dispensing Encoding,2020 Dispensing Encoding
-21.010374,-19.68144,-18.914154,-16.780445,-13.989876,-7.1408515,-8.881898
31.866814,27.23143,25.344866,22.942356,19.714737,20.142685,19.887566
-152.47415,-142.61853,-138.84743,-125.67174,-109.979996,-66.277664,-62.946457
-171.25015,-156.56943,-151.52939,-136.32841,-118.01592,-74.04364,-71.967896
-124.08349,-113.85204,-107.74157,-96.20426,-84.72265,-54.15133,-51.10775
29.82379,27.182562,24.562141,21.637617,19.302324,11.218171,9.987137
-103.286705,-95.835434,-92.26705,-84.931755,-76.24985,-55.180187,-52.805634
42.379635,39.480015,39.18543,35.241817,30.492643,21.144072,19.873827
13.6673975,11.107215,10.643333,11.329576,9.705914,1.8909928,1.920921
-72.066124,-66.82848,-61.379845,-54.886074,-47.23207,-38.40225,-35.69109
3.5726228,3.4075646,4.0211587,2.2769437,0.7235036,-7.522884,-5.638844
-2.5836322,-0.40566504,-2.6679904,-3.467059,-3.7876232,-11.174815,-10.15523
-5.3402023,-5.573368,-5.7967453,-4.1046715,-3.8686655,-5.170965,-4.792872
-154.12553,-141.9804,-135.29964,-121.28013,-106.38244,-74.04174,-70.71627
-54.56095,-50.082703,-46.656696,-41.236893,-37.02942,-28.2025,-26.325665
80.53656,74.037796,68.834015,61.27165,55.91512,33.72997,32.01407
11.443035,10.299248,9.390593,8.771785,6.8293447,13.884695,12.50258
126.2957,117.53978,114.071144,102.94937,90.35045,59.782482,56.94212
-24.079803,-22.400637,-20.651243,-18.09844,-14.643876,2.0658836,-0.000303166
-78.92276,-74.002396,-72.352875,-65.62433,-58.37706,-32.270546,-30.470839
2.34974,3.2859068,0.6680879,0.5993051,-0.10180005,-2.5310316,-3.347499
50.7009,45.61566,45.45449,40.65471,35.93456,22.920053,20.910303
303.8774,281.16428,268.9498,241.57823,212.94925,138.77713,131.06656
104.462105,96.234726,87.68822,77.825325,65.52906,31.838907,30.330803
14.298262,13.687999,14.17338,13.438527,13.103201,10.994942,9.450308
58.39184,53.816936,52.844204,46.840797,42.23108,34.49706,33.215958
2.2136905,2.5099218,-0.24431925,-0.24385576,-0.046570104,-5.4433837,-4.1044774
-11.501282,-11.390472,-5.627653,-5.2821083,-3.9503992,21.904652,20.898008
-10.295922,-9.403617,-6.172434,-6.995076,-5.904682,-9.117495,-9.572353
3.898987,4.0672574,4.875609,5.1370854,3.1944697,-0.5876071,-2.02229
43.20831,39.03581,37.60043,32.934433,30.795662,8.487947,7.514615
66.48127,58.078747,57.638927,53.248463,48.19494,49.199875,46.419952
-46.415543,-43.04337,-41.509583,-37.877594,-33.539505,-17.031195,-17.03673
16.483027,15.623761,15.6087885,13.614728,11.544332,5.586499,5.449973
18.641392,17.67886,15.229456,13.206934,11.267369,-7.0386543,-7.691694
-34.109066,-29.641006,-29.185036,-26.618694,-24.573788,-30.244064,-28.016901
-95.67901,-88.43472,-86.86654,-78.599754,-69.87876,-47.239864,-45.98219
-1.7722065,-0.46811792,0.983691,-0.8206284,-0.22317813,-15.632294,-14.387284
103.76803,96.88912,93.04422,84.18136,73.6371,56.033985,52.72026
94.920425,87.44673,84.979416,76.2075,66.10322,36.14532,33.14378
40.960484,40.696934,38.137993,34.447647,28.887344,13.918824,12.117464
-17.292673,-14.541449,-14.012803,-11.684908,-10.677038,0.76901436,0.9010267
-87.449814,-79.87025,-76.641,-70.026695,-62.152065,-28.482822,-27.052536
73.08215,68.6691,64.95828,58.754734,52.32374,22.561674,20.814522
-56.707474,-52.268414,-49.27138,-43.9406,-39.27424,-28.809654,-27.366776
-11.395951,-8.113831,-8.138078,-6.4416604,-5.290823,4.191426,5.6985507
5.470143,4.229626,1.543134,1.9201424,2.114258,-1.3292959,-1.1444147
59.67649,55.029724,50.733208,46.939476,42.08207,27.067549,25.978195
9.491311,9.601058,8.4011965,6.864444,5.967067,20.29186,19.50855
-21.86519,-19.5087,-20.609682,-18.31581,-16.805792,-15.653514,-15.518545
39.222458,34.820335,33.728065,30.388958,26.732033,5.6214294,5.144724
-17.263172,-14.818589,-13.812676,-13.129415,-12.541697,-1.6414782,-2.726758
207.25122,191.6172,181.6775,163.61163,144.56105,92.7221,88.37307
65.37275,58.76703,55.27186,49.67141,43.268192,16.551962,15.461586
9.10353,8.965001,8.370723,8.757379,7.5416613,10.81919,10.656444
128.74072,118.17087,111.79082,98.7633,87.066475,63.512047,60.99843
31.472832,28.975567,27.141136,22.645872,20.144732,3.806452,3.4344637
-31.658003,-28.983932,-26.64639,-23.45343,-20.754057,-12.443678,-12.560543
-152.38577,-141.7787,-135.17996,-122.41865,-108.13062,-61.124725,-58.63308
-211.34865,-195.60634,-188.43596,-171.35881,-151.3394,-101.883606,-95.50744
45.642166,40.558224,40.33892,37.31514,33.421722,28.852533,29.338324
-38.18066,-34.050648,-32.03243,-27.83668,-25.57214,-12.237958,-11.221589
7.595745,7.022337,8.623182,5.7576294,5.806387,4.506076,4.146043
100.22559,94.50776,92.30619,82.68406,71.85436,36.885475,35.7287
24.050026,23.779541,21.605614,19.64407,17.021301,25.900314,25.522568
-0.9195616,0.04207636,1.1092823,1.6181486,2.1471927,-6.627863,-5.849387
93.70772,87.82942,85.88165,77.49302,67.34229,51.213894,47.86568
-130.79358,-119.78296,-115.31123,-103.83876,-90.69385,-55.6124,-52.655704
54.484837,48.928963,47.31311,41.868874,37.6884,24.987026,24.615778
-90.48548,-84.781,-80.75287,-71.931946,-63.575417,-37.988297,-37.044724
205.89116,188.31052,180.93993,163.89262,144.76624,81.80497,77.74542
19.72665,17.402946,18.533484,16.65053,13.076848,3.9582555,1.4921529
-13.887374,-12.925307,-13.094958,-10.731448,-9.881396,-2.8436515,-2.108834
-59.490036,-54.55783,-54.452557,-48.53417,-42.467896,-35.971573,-31.993967
-84.89456,-77.64651,-71.92931,-65.5363,-57.709084,-28.755527,-27.575052
132.92587,121.30831,113.52648,101.320076,89.77311,43.133137,41.46802
-54.08266,-50.407074,-47.73288,-44.12945,-38.984528,-21.32528,-20.29819
-8.658832,-7.528415,-3.049316,-3.454328,-1.9962249,19.431612,18.451426
-4.9517417,-7.190967,-7.4039083,-5.6256194,-5.048367,1.8327878,0.4053623
-35.19489,-33.518253,-32.81109,-29.300865,-25.148865,-14.803626,-14.932587
48.20766,45.66985,41.763287,37.53261,33.94985,20.718225,18.714516
-199.29878,-182.96994,-177.86176,-160.56697,-140.22221,-83.67711,-79.30036
-25.017014,-23.392744,-23.786827,-21.385586,-18.527466,-8.827798,-8.154725
-19.632822,-15.611283,-14.511971,-12.2468405,-10.593032,-4.8810844,-4.2429247
-1.8798665,-0.46621597,-1.8272847,-2.2099867,-1.146159,-17.21812,-17.203827
31.860966,28.61153,26.158092,23.842644,20.75771,10.774174,10.292694
-20.74348,-18.470362,-17.71928,-17.492165,-14.308425,-11.446617,-10.50423
13.352167,13.692991,11.133116,10.2151375,10.461903,13.650301,12.091005
35.444267,30.823332,28.772268,25.149084,22.378506,23.541956,23.24922
-54.908844,-51.048454,-47.42224,-42.141396,-37.640926,-37.709743,-34.887836
-126.081795,-116.49423,-111.50258,-98.77021,-86.03811,-49.752197,-46.445576
24.18241,21.206282,19.943792,18.243298,16.174927,10.600644,10.924998
-5.691468,-4.811318,-5.430163,-5.848328,-5.7975526,-16.573063,-15.034529
73.31589,67.33206,63.91772,56.23795,49.488445,24.841656,22.11496
15.295731,14.691711,15.36518,13.091699,11.635144,-1.0352455,0.05651507
-125.677124,-115.17372,-110.69531,-100.66789,-88.82436,-53.541126,-51.861225
85.95435,80.17124,77.48976,68.23202,60.63615,21.144392,20.352686
1.8243443,2.507791,1.4934365,1.3983599,1.6975695,-5.4554753,-4.3364472
46.053085,42.036957,40.001312,36.578526,32.612923,28.489237,26.073112
-43.209778,-39.863132,-38.291115,-35.593346,-32.038292,-21.258638,-20.25777
36.939373,34.503563,35.643803,32.58317,28.786667,18.413424,19.181263
-115.11493,-105.81639,-99.488205,-88.70017,-76.43878,-41.26414,-39.658264
-59.25798,-53.898502,-52.04165,-46.882664,-41.2763,-29.453938,-28.17023
32.505386,30.985796,32.11967,28.601007,24.973684,27.567495,26.789059
2.5201025,3.159934,3.9387503,2.9062223,1.5213462,1.364339,1.4056045
0.42638177,0.08195275,1.4487588,1.6137407,1.1301172,-10.575054,-11.043304
-158.48041,-148.40054,-141.17513,-128.20125,-113.25411,-75.58698,-71.034294
56.47047,51.33243,48.997425,43.424717,37.12941,26.456305,25.000546
-9.210418,-8.251212,-9.34122,-9.131011,-7.6329274,2.8978431,3.1994421
151.65474,141.93701,133.83017,120.722855,104.96682,63.033096,60.276695
-66.71956,-62.460835,-61.4063,-56.321556,-49.468876,-30.514124,-28.177265
16.703175,16.449814,17.593662,17.148869,15.117152,27.45362,26.945354
-42.616287,-41.523182,-38.296387,-34.600754,-31.462542,-25.012655,-24.085218
-45.653313,-41.634365,-40.109898,-35.362717,-31.758522,-18.638367,-16.383423
-104.40219,-95.1403,-89.755936,-81.755905,-71.10276,-42.419422,-39.469578
131.60925,121.92306,117.17067,106.01918,92.46082,68.39446,65.538925
-78.28962,-72.038574,-68.0668,-61.022022,-54.0689,-33.622482,-31.171167
116.06438,107.59438,104.78854,96.67437,85.4336,68.68449,66.04795
-31.864075,-29.281944,-27.03089,-24.965439,-22.275862,-26.303429,-24.661814
-15.954319,-14.649603,-17.508652,-17.305489,-16.085281,-23.448387,-22.296526
-21.626673,-19.834984,-18.763962,-16.770983,-12.395115,0.30325282,-0.95735013
-13.7066765,-14.486605,-11.775824,-8.690965,-5.757938,-1.4635116,0.15525621
-162.47713,-151.16754,-141.46162,-126.5482,-110.78656,-69.02475,-67.7366
-5.9802346,-5.3366075,-2.9662385,-3.5349736,-4.450483,1.4537377,2.486209
-72.53905,-65.72395,-63.818485,-57.52577,-50.997208,-36.48097,-33.41801
-5.5075727,-4.434426,-5.141667,-2.6672997,-1.0660996,-1.1474404,-0.8859171
149.35274,138.9009,132.26915,117.72199,104.35283,69.020386,66.23035
58.968513,53.464024,49.808308,43.53605,38.723747,35.26188,33.51385
-171.46051,-158.93292,-150.64868,-135.27939,-118.701706,-79.62805,-75.0584
-15.575739,-14.260624,-13.03097,-10.263677,-8.550085,-9.419189,-9.324841
50.929348,46.031544,41.95717,34.714775,27.961008,5.9843383,6.367769
-32.690735,-30.430578,-32.086906,-29.337217,-25.383108,-15.793601,-15.490121
7.14191,5.8154597,6.0010457,6.769341,5.694329,2.3867702,2.3220851
48.219086,45.6914,41.81015,37.679756,33.52389,20.891722,20.766506
-24.400194,-23.17778,-21.166367,-20.257769,-18.516895,-17.43833,-16.204784
100.76915,90.9995,87.14522,78.53276,69.19714,33.40589,33.337265
-180.30722,-165.88982,-157.91649,-141.72209,-126.76453,-72.63826,-70.771286
61.627884,56.69996,52.676487,48.039276,42.187542,22.25478,21.27201
53.423595,49.64453,44.471916,41.3109,34.817886,23.06968,22.23709
-78.13751,-71.32513,-66.659225,-58.496773,-51.128777,-13.7433195,-14.159296
12.211907,13.315418,13.867183,12.472273,11.465477,14.886009,12.400412
80.450195,75.51564,73.7318,67.04107,61.681713,41.542866,39.56821
-141.64432,-130.47571,-127.88311,-115.52941,-99.68924,-72.29123,-68.952065
-78.2581,-70.47156,-67.30076,-61.44465,-53.64435,-31.827932,-29.552778
-20.284746,-18.983316,-19.386597,-17.411446,-15.58298,-14.416849,-14.578193
125.33993,115.12184,111.64824,101.289215,89.11676,63.485386,60.112194
-115.949585,-106.044945,-101.62859,-91.54775,-79.80613,-30.847475,-30.083952
-19.12234,-19.168941,-19.852379,-18.759577,-17.272545,-0.0017808899,0.81766665
181.66936,166.45294,158.81483,141.35173,122.63996,75.66042,71.808525
44.13244,40.660076,37.721386,32.975742,29.010708,14.552854,14.947905
43.29399,38.99477,37.16399,31.993317,29.728533,18.14308,16.735939
-127.70609,-119.937706,-115.18304,-103.72255,-91.36806,-62.43756,-59.69922
12.705932,11.429221,10.466079,8.789479,6.4563766,30.484344,28.405405
-231.81027,-211.95088,-197.18932,-178.21484,-156.10544,-95.036835,-90.2857
-14.309519,-13.985779,-15.058468,-14.018103,-12.370042,-0.7157883,-0.6900191
51.7711,47.05897,44.793205,40.271088,35.793076,19.0736,17.673525
-0.1339851,0.7353634,1.9766393,3.4356942,3.1268983,5.89815,5.8649745
5.30888,5.110153,2.8711002,2.8035934,1.5879495,-3.7653942,-4.2580795
-55.57046,-50.207592,-47.0894,-43.505825,-38.750114,-28.928888,-28.884209
21.273842,20.402945,18.273298,17.292711,15.975003,11.227328,9.946382
5.603563,5.1419673,4.8903804,4.2489734,3.4013305,-0.72800314,0.209
-19.134975,-16.21084,-17.358416,-14.077458,-11.435458,3.986085,3.6588573
-98.142784,-91.27983,-86.968056,-78.87281,-69.064,-42.802376,-41.289177
-8.661442,-7.59964,-4.212879,-2.7779233,-1.5945548,8.648422,9.699644
-164.8881,-152.5795,-146.99489,-132.92824,-118.73782,-74.45616,-70.532036
176.13434,162.54169,153.36624,136.84256,120.13762,69.83049,64.6542
-47.625717,-44.39756,-42.351074,-36.929153,-32.187813,-20.649294,-20.018055
-129.91675,-120.26804,-119.2011,-107.85478,-94.7679,-74.42076,-70.247185
41.512753,37.01924,35.28285,31.14795,27.712936,20.161045,18.157454
-224.35443,-207.8644,-197.02736,-177.47334,-155.02534,-88.255585,-83.62612
-183.82848,-170.33826,-160.83589,-144.7485,-127.1696,-83.100975,-77.97258
100.63549,94.53461,90.95232,80.99243,70.673355,28.438335,27.061111
90.57849,84.16781,82.332726,73.644455,65.384026,35.506313,32.361855
-16.558146,-15.385656,-15.66387,-14.525106,-12.094118,-11.596655,-10.42231
-8.724536,-8.283349,-8.196342,-8.149219,-7.38227,1.829528,2.2945783
16.80951,17.525229,15.920698,15.23431,13.425728,8.462292,5.8465376
64.540436,62.099865,58.181797,51.558613,43.38565,24.511856,22.041677
-65.953064,-60.035255,-57.950443,-52.211758,-46.288197,-31.393135,-29.1196
-186.59222,-172.0699,-167.17973,-150.26761,-132.02072,-84.32052,-79.02765
69.91029,64.82988,63.078438,57.413578,52.250248,20.025728,18.96629
1.4041883,1.707604,-0.14109264,-0.45603073,0.65584433,-7.464699,-6.186081
113.03695,105.30929,101.02439,91.499916,81.45117,58.619576,55.866604
56.987343,51.47406,51.028973,45.050972,37.06567,16.997797,16.906029
-144.00674,-133.85551,-129.9693,-117.35046,-103.07855,-55.209656,-52.21498
-61.841766,-57.03342,-53.14435,-48.38582,-43.219364,-30.021833,-28.1295
4.8732934,1.918911,2.066875,1.6050944,0.45724255,2.3021438,1.909636
45.324387,42.305283,40.022263,36.71192,34.945797,39.03606,36.810867
-6.6011887,-7.7350883,-10.142357,-8.66251,-6.876934,-2.4431725,-0.5950946
28.655499,24.412521,24.216042,23.161398,21.387787,7.898493,6.3623805
-10.060974,-8.344776,-7.5950985,-5.9411435,-4.174791,1.1359313,3.0727632
43.93913,40.10897,40.644974,36.243317,32.224747,25.089684,21.720564
135.46822,123.47622,117.63912,106.018684,93.094696,69.79744,66.60743
95.00297,85.66474,81.18982,72.51022,62.271435,39.348507,38.033993
6.0220137,4.0352125,4.375922,3.2759545,3.6558983,-7.270485,-6.602133
6.7793784,4.611667,6.45104,6.936476,6.3024993,3.7682097,4.398133
56.97435,52.860237,53.20411,50.741505,45.49119,25.3998,25.586918
0.1262006,-0.9631396,-1.1312839,-1.1791736,-0.3778163,10.764971,10.075344
-96.06852,-89.0905,-81.850494,-75.95456,-68.17322,-50.196026,-46.84181
0.6284026,2.6689463,1.6824702,0.34508693,0.2537006,0.037725095,-0.23838997
-124.84736,-114.31704,-108.36095,-97.60937,-87.46521,-58.367893,-54.647316
-142.1589,-129.78127,-123.44252,-109.27655,-96.12038,-50.75323,-47.72128
-9.923501,-10.201104,-8.925992,-8.103884,-8.840803,-1.2759707,-2.536988
26.453968,23.64463,23.600576,21.04992,18.154032,11.334716,11.298074
-30.34231,-28.33524,-24.720188,-21.226757,-17.360868,-17.200764,-15.740224
-72.40139,-67.27624,-63.407978,-59.152065,-52.039604,-35.18422,-33.85988
-90.59052,-82.1382,-78.004456,-69.974304,-61.50562,-18.508232,-16.54126
-121.988144,-113.62183,-107.96345,-96.74596,-84.243614,-45.041027,-43.993725
3.1316385,4.1622243,2.7961884,2.6271868,2.3439448,-6.042659,-6.431886
53.360825,47.257645,44.364506,39.389038,34.23874,17.786436,17.323479
-15.33058,-13.077135,-11.144697,-7.811032,-6.359692,15.840223,14.337782
-63.544407,-59.2797,-57.34795,-51.463074,-44.690742,-16.950123,-16.80004
78.41547,72.63407,67.97976,60.819786,54.04439,36.605938,34.664692
-8.791971,-6.4993505,-5.192243,-4.874149,-3.4446485,1.0231286,0.6423628
-40.66546,-39.776443,-34.696133,-31.487488,-27.82555,-2.2533097,-3.551818
-122.975914,-112.0144,-106.4752,-95.49456,-83.82931,-45.20935,-41.384148
-69.34017,-63.15007,-64.82585,-59.493767,-53.005966,-30.002829,-28.774471
-62.374054,-57.927185,-56.211876,-51.900497,-46.60867,-47.636784,-44.62929
94.60645,86.741844,82.01632,74.51287,66.01765,50.29619,47.28564
-70.701515,-66.08012,-64.960075,-57.417484,-49.490913,-29.648798,-26.580784
18.00692,14.832717,11.936763,10.983138,8.608575,10.515698,10.134324
-95.66648,-86.894775,-84.378334,-75.82216,-67.67678,-48.06449,-47.50199
-72.89698,-68.85726,-63.355015,-57.3261,-50.053898,-24.031752,-22.633375
-124.93785,-117.303474,-112.39349,-102.04578,-89.72105,-52.767265,-49.831562
37.85784,36.633034,33.47606,28.616306,24.228678,11.742358,10.947418
-45.820965,-43.364162,-40.576073,-36.931705,-32.84965,-24.359268,-22.945496
12.134422,11.692407,11.499942,9.8204155,7.966784,-7.260758,-6.4079123
44.202198,39.93577,38.383057,35.111042,29.56932,17.539043,16.595285
-79.94017,-76.07113,-71.66866,-63.944065,-56.278103,-28.837355,-27.200905
9.888461,8.132696,5.325603,4.337092,3.0953784,-0.35802323,-1.5871067
2.3187659,1.6029851,-0.70525336,-1.0487826,-1.4869273,-8.843805,-6.614184
30.895231,27.0136,24.396532,21.418818,19.313972,8.884853,7.4262676
114.79586,104.85804,100.217384,89.71395,80.266914,52.663338,49.256767
-51.86959,-47.217426,-45.882534,-42.69556,-36.605312,-22.167522,-20.479206
-14.602401,-14.124593,-11.61277,-10.263745,-9.704472,-11.678801,-9.635259
-91.50838,-84.37418,-81.071014,-73.55411,-65.90925,-37.246704,-36.182735
-17.222506,-16.03466,-15.770405,-13.363296,-9.974303,1.2125463,1.4700108
-2.1069846,-0.06579149,-1.0490297,-1.5607466,-2.8504844,7.4230294,6.4079957
107.31154,100.434296,94.74472,85.065994,73.03939,33.29258,30.508999
-184.21362,-168.78456,-158.8755,-141.57771,-125.349174,-82.90232,-79.25558
19.56033,20.027218,17.165428,15.977003,14.742571,7.368618,7.420868
21.643541,18.53499,17.747837,16.243341,14.2661085,6.551655,4.949705
-6.745896,-6.960055,-6.8911443,-6.5685105,-7.0901036,-4.1015306,-2.3113616
-73.03462,-68.93199,-65.93697,-57.919983,-49.762115,-14.193355,-14.531847
67.732635,60.110588,56.339977,50.673992,42.93807,38.62533,37.469994
74.418884,68.12158,64.276566,57.22225,50.850624,24.94882,23.68285
-18.65374,-15.85023,-18.03199,-16.735527,-14.028241,-5.853684,-5.2365017
-23.148474,-23.677092,-22.800951,-20.46631,-17.935015,-11.665802,-10.81145
4.282451,4.0084395,1.7952114,1.714975,1.8755203,-5.9314075,-5.0886054
54.620407,48.448685,47.52961,42.28794,37.958935,34.787987,32.654152
11.59442,10.88574,10.629859,8.19999,6.7219563,7.9636745,7.5847273
1.3406346,3.2461245,0.71763927,-0.7816612,-1.1987822,-3.6542022,-3.9165494
37.58451,35.830418,35.518394,31.23464,24.293074,17.564325,16.618998
83.745575,76.39381,71.326935,63.975605,55.48264,31.563416,30.459877
-14.769978,-12.975254,-11.552546,-9.417839,-8.140533,1.1202347,1.3035367
37.262657,36.01491,33.19822,30.831297,27.88792,-1.96991,-2.4261951
1.0022179,1.1238905,1.7941357,2.7702107,2.14356,12.428069,11.803735
-43.605473,-38.897396,-37.658405,-34.17453,-30.885105,-45.553505,-44.0719
9.067899,7.739331,8.0970545,7.255375,8.0827,16.136337,15.32265
158.28748,147.16513,141.2721,127.07792,109.5651,76.34917,71.735535
-55.43771,-50.68445,-47.104153,-41.486988,-37.922245,-24.75632,-22.390923
84.23642,76.81378,71.00178,63.723915,53.11727,31.479954,30.041246
152.083,140.28691,135.20259,121.75453,104.91058,50.62101,48.502876
138.28093,127.33147,121.455154,109.53587,96.440475,55.186172,51.35971
-28.851227,-26.556648,-24.601738,-21.678898,-18.927925,3.9573834,3.7816591
2.7314541,2.097508,1.0545757,-0.5211957,-2.0544968,-0.8380068,-1.1223261
-49.636555,-43.097492,-41.48621,-37.57394,-32.82231,-24.074558,-22.53613
-7.020698,-4.68354,-6.2636294,-5.4926143,-4.479091,-22.271404,-21.687944
-5.1775355,-5.20293,-5.4927382,-3.6384904,-0.8184658,6.591274,6.0857606
-186.77382,-172.72115,-163.90828,-148.31297,-129.6602,-73.77646,-70.43249
56.421436,51.128227,46.64787,41.865234,36.668163,5.8872766,6.3129554
-11.036544,-9.1252575,-10.785915,-9.203915,-7.486924,-8.550438,-9.728095
-24.012836,-20.369007,-20.432026,-17.562592,-14.352019,4.6509867,3.8800879
25.392946,23.93016,20.620316,19.453093,16.441769,17.772427,15.608611
-2.5695279,-2.6527188,-3.098181,-3.1196396,-3.8049433,7.369955,8.528676
-35.177113,-33.288044,-32.198265,-28.994722,-25.46876,-18.089294,-17.38487
-175.34116,-160.90543,-155.75287,-140.56241,-124.33014,-77.11804,-72.9259
-18.875607,-16.831272,-16.340221,-14.013851,-12.424959,-26.268936,-24.794403
78.99861,73.40107,69.346886,60.702606,52.722256,47.02784,45.024803
-51.125687,-48.75414,-48.607716,-45.434586,-41.569454,-24.227757,-24.440819
-13.247073,-13.383399,-10.90268,-9.470499,-10.1974,-2.870255,-1.6883485
53.04085,47.065517,44.467815,39.52509,34.656033,9.363666,8.559176
-4.1446557,-3.548676,-4.0320916,-4.860476,-3.8845887,-4.8598676,-5.0595956
102.83419,94.68239,89.9885,80.40961,72.20483,49.12906,46.942337
56.188236,52.670437,50.96336,46.642826,39.99268,14.970881,15.25615
7.231347,5.953307,5.4674215,4.839822,4.484071,17.879267,17.624893
-0.49695745,2.7014987,0.58979166,0.0605248,-0.641801,-13.422234,-13.126709
-198.47476,-182.92632,-175.2647,-157.14085,-137.67216,-86.69528,-82.36315
16.874424,16.837492,13.804684,12.670273,12.431323,1.6711247,0.8957065
-1.8476447,-2.6653996,-2.0838,-0.16457216,0.13836057,-4.7001824,-2.9920201
-23.962564,-21.832468,-19.55501,-18.338661,-17.737577,-22.561079,-21.398823
39.93203,37.156284,35.348885,30.539963,26.374027,18.917662,19.86287
-87.66566,-82.45318,-77.27849,-68.84646,-60.076973,-33.69235,-31.198927
50.362816,46.61649,46.777393,42.69188,37.263504,22.421282,21.711208
136.41351,124.94121,119.707634,105.83588,92.70448,53.094955,50.501724
