2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding
36.01,30.15,24.29,28.14,32.0,31.48,30.97
23.72,23.58,23.43,18.56,13.69,9.3,4.9
47.85,48.61,49.38,51.52,53.65,57.42,61.2
47.85,52.97,58.1,47.2,36.29,32.52,28.74
43.11,41.63,40.15,25.66,11.17,12.96,14.74
56.73,47.34,37.95,27.81,17.67,19.24,20.81
22.32,16.4,10.47,8.04,5.6,4.72,3.85
34.16,37.16,40.15,31.36,22.57,19.62,16.68
9.11,16.27,23.43,14.68,5.92,7.28,8.63
89.62,89.5,89.37,83.5,77.62,79.34,81.06
48.93,44.03,39.13,35.57,32.0,31.48,30.97
33.4,33.92,34.45,29.27,24.1,22.46,20.81
68.26,61.92,55.59,41.04,26.49,18.69,10.88
68.26,54.21,40.15,49.12,58.1,38.01,17.92
26.52,21.82,17.13,10.96,4.78,2.71,0.64
37.89,31.43,24.96,26.1,27.25,34.06,40.87
16.71,18.92,21.14,21.86,22.57,14.16,5.76
3.09,3.33,3.57,2.73,1.88,1.53,1.18
10.32,10.06,9.81,14.5,19.2,20.0,20.81
44.03,49.81,55.59,50.94,46.29,35.76,25.24
9.11,8.71,8.31,6.54,4.78,3.47,2.16
16.05,28.1,40.15,30.28,20.41,13.08,5.76
48.93,32.2,15.47,18.55,21.62,37.7,53.79
79.53,53.08,26.62,15.42,4.23,2.64,1.05
25.25,30.67,36.1,26.88,17.67,14.81,11.94
21.46,18.8,16.14,15.99,15.85,23.41,30.97
45.78,46.08,46.39,50.02,53.65,48.93,44.21
0.38,0.49,0.6,0.76,0.92,0.9,0.89
12.61,13.82,15.03,11.75,8.47,19.72,30.97
18.94,24.6,30.25,19.36,8.47,8.55,8.63
65.87,67.89,69.91,67.4,64.88,48.5,32.11
9.11,6.46,3.82,7.83,11.84,14.26,16.68
34.16,35.62,37.09,29.35,21.62,23.04,24.47
55.71,52.54,49.38,30.9,12.42,6.83,1.24
19.8,26.59,33.37,29.93,26.49,42.13,57.77
9.11,9.46,9.81,8.89,7.96,8.07,8.18
20.89,16.02,11.14,12.08,13.02,21.44,29.85
0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.89,36.42,37.95,36.07,34.19,36.89,39.59
48.93,58.18,67.43,55.96,44.48,41.42,38.35
60.94,60.51,60.08,43.28,26.49,23.3,20.11
25.25,21.88,18.5,15.46,12.42,9.66,6.91
38.78,37.44,36.1,26.58,17.06,24.01,30.97
64.37,52.26,40.15,32.49,24.83,18.74,12.64
3.57,3.0,2.42,2.61,2.8,19.0,35.2
15.09,13.9,12.7,7.83,2.96,6.67,10.38
72.62,55.88,39.13,21.36,3.6,1.8,0.0
19.8,17.97,16.14,11.03,5.92,3.4,0.89
24.45,26.86,29.26,30.08,30.91,26.31,21.71
7.45,10.08,12.7,9.83,6.97,12.44,17.92
41.45,46.26,51.07,42.1,33.14,46.29,59.45
31.65,29.14,26.62,35.07,43.52,40.2,36.89
8.25,8.66,9.07,10.12,11.17,9.9,8.63
77.17,76.72,76.28,76.71,77.14,81.55,85.96
48.93,52.7,56.48,55.82,55.17,49.69,44.21
94.49,95.51,96.53,97.61,98.69,98.72,98.76
97.55,97.93,98.31,98.48,98.66,98.86,99.05
54.76,51.53,48.3,44.06,39.83,36.58,33.32
76.5,72.7,68.9,69.72,70.55,70.78,71.01
90.51,92.48,94.46,95.66,96.85,97.65,98.44
91.56,86.48,81.41,78.57,75.74,76.0,76.26
83.79,84.78,85.77,88.33,90.89,88.72,86.54
93.92,91.06,88.19,88.74,89.3,90.08,90.87
52.66,47.87,43.08,39.68,36.29,43.37,50.45
26.52,31.31,36.1,35.67,35.24,26.26,17.28
92.36,89.88,87.39,87.78,88.16,90.92,93.67
91.44,93.03,94.62,85.18,75.74,77.44,79.15
92.04,92.79,93.54,93.78,94.01,93.12,92.23
86.44,80.12,73.8,71.81,69.82,73.42,77.02
80.64,82.41,84.18,80.66,77.14,69.17,61.2
92.96,93.71,94.46,93.01,91.56,89.4,87.24
16.71,17.6,18.5,17.18,15.85,15.3,14.74
89.62,89.97,90.32,84.21,78.1,67.44,56.78
72.62,74.21,75.8,66.33,56.86,67.34,77.82
60.17,59.14,58.1,57.83,57.56,64.96,72.37
69.79,72.41,75.04,77.62,80.2,78.0,75.81
60.17,55.11,50.05,51.13,52.21,57.78,63.34
96.75,95.46,94.17,94.62,95.07,94.99,94.91
77.17,78.74,80.32,80.83,81.34,85.46,89.59
63.67,65.2,66.73,73.46,80.2,81.3,82.4
65.87,68.56,71.25,69.36,67.46,65.1,62.73
88.98,90.08,91.18,92.98,94.78,94.84,94.91
91.82,92.14,92.45,93.5,94.56,94.88,95.19
98.5,98.38,98.25,97.4,96.56,96.42,96.28
78.16,76.98,75.8,75.77,75.74,75.77,75.81
41.45,38.78,36.1,36.2,36.29,39.49,42.68
97.39,97.94,98.5,98.65,98.79,98.57,98.35
75.96,74.88,73.8,76.42,79.05,82.8,86.54
88.16,82.54,76.92,73.74,70.55,72.59,74.63
91.44,91.54,91.63,91.96,92.3,92.03,91.76
78.16,73.08,68.0,69.62,71.25,78.74,86.22
62.56,65.0,67.43,71.28,75.14,72.39,69.64
87.81,89.06,90.32,89.48,88.63,89.24,89.85
90.19,89.78,89.37,86.1,82.84,73.48,64.13
93.22,94.43,95.64,93.97,92.3,86.94,81.57
73.96,81.08,88.19,89.27,90.35,85.96,81.57
94.49,92.4,90.32,92.16,94.01,94.27,94.53
83.79,82.6,81.41,82.12,82.84,84.69,86.54
97.39,95.78,94.17,94.25,94.33,91.76,89.18
27.19,26.9,26.62,24.12,21.62,19.77,17.92
97.99,97.85,97.71,95.37,93.03,92.4,91.76
93.7,93.2,92.71,91.96,91.21,91.04,90.87
66.92,67.91,68.9,72.02,75.14,75.11,75.08
81.95,81.39,80.83,77.2,73.58,74.33,75.08
82.74,84.26,85.77,82.98,80.2,75.6,71.01
63.67,61.51,59.34,53.24,47.15,36.62,26.1
80.64,75.28,69.91,73.76,77.62,80.31,83.0
85.8,84.32,82.84,80.94,79.05,75.71,72.37
79.08,76.44,73.8,77.57,81.34,77.28,73.23
54.76,52.92,51.07,47.3,43.52,46.01,48.5
93.92,92.29,90.67,89.24,87.81,89.0,90.2
62.56,56.82,51.07,55.38,59.69,56.74,53.79
44.73,43.9,43.08,39.68,36.29,28.55,20.81
98.89,96.76,94.62,87.41,80.2,79.01,77.82
81.95,75.93,69.91,76.78,83.64,88.36,93.09
29.96,31.66,33.37,37.4,41.42,45.93,50.45
69.02,68.96,68.9,54.36,39.83,51.58,63.34
94.08,93.4,92.71,91.68,90.64,92.78,94.91
75.96,77.34,78.73,83.68,88.63,89.54,90.45
65.87,57.08,48.3,50.97,53.65,60.38,67.12
81.31,81.73,82.14,80.39,78.64,83.91,89.18
81.95,83.86,85.77,86.79,87.81,91.5,95.19
88.98,81.74,74.5,71.73,68.96,72.39,75.81
41.45,37.41,33.37,38.92,44.48,42.36,40.23
96.34,93.76,91.18,87.9,84.62,87.41,90.2
92.36,89.72,87.07,85.36,83.64,80.33,77.02
31.65,36.36,41.07,41.78,42.5,37.91,33.32
5.16,6.11,7.07,8.52,9.96,10.42,10.88
90.51,93.41,96.31,97.01,97.71,98.44,99.17
85.8,89.8,93.79,93.26,92.74,91.29,89.85
70.49,68.61,66.73,67.1,67.46,69.24,71.01
26.52,24.6,22.67,22.62,22.57,22.78,22.98
69.02,72.03,75.04,70.95,66.86,63.16,59.45
85.8,87.2,88.6,87.25,85.9,82.13,78.36
82.74,83.72,84.69,85.16,85.64,83.8,81.95
23.02,24.82,26.62,30.93,35.24,36.07,36.89
46.74,48.9,51.07,53.12,55.17,60.74,66.3
69.79,67.56,65.33,68.29,71.25,62.52,53.79
96.05,96.12,96.18,95.26,94.33,92.6,90.87
69.02,70.68,72.33,74.74,77.14,80.31,83.48
92.04,92.09,92.14,94.49,96.85,97.71,98.57
77.17,77.04,76.92,80.98,85.04,84.26,83.48
64.37,66.64,68.9,71.24,73.58,68.46,63.34
88.67,86.42,84.18,84.78,85.39,83.67,81.95
62.56,63.08,63.61,68.97,74.34,78.37,82.4
80.01,81.9,83.79,82.56,81.34,74.23,67.12
1.34,1.0,0.67,0.74,0.8,0.84,0.89
23.02,25.32,27.63,26.23,24.83,25.46,26.1
29.96,26.0,22.03,28.11,34.19,40.2,46.21
22.32,16.4,10.47,7.03,3.6,7.77,11.94
80.64,81.94,83.25,78.42,73.58,74.69,75.81
92.96,93.12,93.28,90.54,87.81,77.46,67.12
50.08,47.14,44.19,48.2,52.21,52.57,52.93
52.66,52.42,52.18,37.38,22.57,13.21,3.85
33.4,24.22,15.03,17.42,19.8,16.22,12.64
26.52,29.94,33.37,27.97,22.57,33.39,44.21
22.32,32.22,42.12,34.68,27.25,19.94,12.64
74.59,75.76,76.92,78.92,80.93,82.92,84.91
30.82,34.98,39.13,35.57,32.0,32.06,32.11
84.24,76.57,68.9,76.76,84.62,83.28,81.95
73.96,65.22,56.48,60.35,64.22,61.0,57.77
32.51,35.23,37.95,40.22,42.5,41.68,40.87
32.51,32.44,32.38,33.81,35.24,37.74,40.23
64.37,62.22,60.08,61.83,63.58,64.14,64.7
27.19,43.64,60.08,76.7,93.31,85.34,77.37
70.49,69.24,68.0,67.43,66.86,72.11,77.37
51.74,47.41,43.08,33.96,24.83,21.06,17.28
8.63,6.99,5.35,5.07,4.78,4.54,4.3
3.76,3.02,2.29,2.08,1.88,2.34,2.8
82.43,86.55,90.67,88.28,85.9,72.18,58.47
23.02,14.92,6.81,11.6,16.4,42.35,68.3
97.07,80.34,63.61,69.68,75.74,84.83,93.92
31.65,34.37,37.09,36.17,35.24,53.56,71.87
75.33,69.85,64.37,59.54,54.7,51.6,48.5
79.08,79.51,79.94,76.38,72.81,70.56,68.3
50.08,44.02,37.95,36.07,34.19,39.2,44.21
79.08,73.26,67.43,67.94,68.45,56.84,45.23
79.08,76.02,72.97,74.06,75.14,80.41,85.68
32.51,29.56,26.62,24.12,21.62,20.15,18.68
73.48,67.26,61.03,54.54,48.04,50.92,53.79
15.09,15.62,16.14,13.66,11.17,9.68,8.18
77.84,69.44,61.03,64.24,67.46,72.91,78.36
8.63,8.14,7.64,9.74,11.84,10.68,9.52
37.89,32.26,26.62,19.23,11.84,10.68,9.52
39.83,38.46,37.09,30.96,24.83,19.43,14.04
24.45,48.71,72.97,69.91,66.86,53.86,40.87
85.8,81.36,76.92,75.25,73.58,75.97,78.36
66.92,63.98,61.03,56.01,51.0,60.32,69.64
71.76,72.04,72.33,69.9,67.46,68.22,68.97
24.45,25.53,26.62,34.02,41.42,56.21,71.01
0.45,0.45,0.45,0.49,0.54,0.54,0.54
52.66,56.0,59.34,46.24,33.14,48.24,63.34
38.78,40.93,43.08,38.11,33.14,28.36,23.58
34.16,33.27,32.38,33.28,34.19,36.27,38.35
71.76,74.34,76.92,77.98,79.05,77.66,76.26
62.56,32.49,2.42,3.74,5.06,36.09,67.12
45.78,44.43,43.08,39.68,36.29,32.52,28.74
29.96,41.07,52.18,59.22,66.25,69.31,72.37
88.67,85.96,83.25,80.94,78.64,84.86,91.09
3.57,2.42,1.27,1.23,1.18,0.7,0.22
19.8,17.42,15.03,8.54,2.04,3.47,4.9
69.79,67.92,66.06,71.22,76.38,75.73,75.08
96.75,96.64,96.53,96.52,96.5,93.18,89.85
24.45,29.83,35.21,28.89,22.57,28.39,34.21
5.76,5.56,5.35,5.07,4.78,5.27,5.76
39.83,48.96,58.1,66.62,75.14,79.31,83.48
10.98,8.69,6.4,7.44,8.47,7.69,6.91
53.68,61.8,69.91,73.52,77.14,82.0,86.86
1.88,1.77,1.66,1.53,1.4,1.86,2.32
62.56,63.95,65.33,62.51,59.69,61.52,63.34
87.33,91.45,95.57,92.22,88.86,88.52,88.19
78.16,86.9,95.64,94.19,92.74,86.7,80.65
70.49,70.87,71.25,60.65,50.05,26.73,3.41
98.15,98.38,98.6,98.38,98.15,93.32,88.48
90.89,88.57,86.25,88.73,91.21,86.8,82.4
36.01,30.98,25.95,21.18,16.4,12.29,8.18
85.32,88.25,91.18,95.18,99.17,93.44,87.71
25.25,21.88,18.5,16.81,15.12,16.2,17.28
28.18,31.7,35.21,34.7,34.19,32.02,29.85
15.09,11.7,8.31,14.06,19.8,23.46,27.12
79.53,81.86,84.18,85.48,86.79,88.83,90.87
68.26,64.17,60.08,53.62,47.15,49.17,51.18
27.19,31.64,36.1,41.2,46.29,46.25,46.21
61.64,59.06,56.48,64.26,72.05,70.84,69.64
37.89,36.55,35.21,27.81,20.41,23.76,27.12
99.17,97.4,95.64,90.13,84.62,77.81,71.01
1.46,1.48,1.5,1.28,1.05,0.97,0.89
90.89,90.6,90.32,80.78,71.25,61.22,51.18
67.62,67.53,67.43,73.6,79.78,80.86,81.95
71.12,70.52,69.91,59.98,50.05,56.69,63.34
25.25,22.48,19.71,16.37,13.02,18.74,24.47
25.25,27.26,29.26,30.08,30.91,27.69,24.47
47.85,38.56,29.26,35.34,41.42,50.86,60.31
68.26,56.76,45.27,36.86,28.46,26.85,25.24
0.03,0.06,0.1,0.14,0.19,3.84,7.48
86.44,85.12,83.79,73.68,63.58,61.02,58.47
84.75,82.34,79.94,74.88,69.82,66.98,64.13
50.08,51.48,52.88,60.66,68.45,53.4,38.35
56.73,58.4,60.08,60.41,60.74,54.62,48.5
43.11,43.65,44.19,43.34,42.5,36.18,29.85
40.75,36.04,31.33,32.76,34.19,37.53,40.87
25.25,23.2,21.14,20.78,20.41,22.44,24.47
15.09,13.37,11.65,14.36,17.06,14.5,11.94
68.26,77.26,86.25,84.94,83.64,81.4,79.15
86.82,91.4,95.99,93.6,91.21,89.97,88.73
15.09,17.67,20.25,28.94,37.63,31.86,26.1
93.7,93.18,92.65,91.93,91.21,90.53,89.85
57.62,50.9,44.19,44.81,45.43,52.87,60.31
4.81,4.57,4.33,4.09,3.85,4.07,4.3
34.89,28.02,21.14,18.5,15.85,31.03,46.21
16.05,17.62,19.2,22.02,24.83,30.86,36.89
95.7,97.44,99.17,97.2,95.22,90.88,86.54
5.48,5.26,5.03,4.18,3.34,4.33,5.32
8.63,5.38,2.13,12.84,23.56,47.0,70.43
71.76,68.91,66.06,64.31,62.56,68.2,73.84
34.16,32.2,30.25,28.75,27.25,26.24,25.24
74.59,73.27,71.95,71.25,70.55,70.1,69.64
37.03,38.08,39.13,44.1,49.06,45.87,42.68
55.71,46.83,37.95,29.78,21.62,22.6,23.58
65.27,66.64,68.0,65.79,63.58,56.54,49.49
82.43,76.17,69.91,70.58,71.25,78.08,84.91
71.76,64.12,56.48,57.29,58.1,59.2,60.31
97.61,97.86,98.12,98.48,98.85,96.69,94.53
65.87,64.2,62.53,58.09,53.65,49.44,45.23
50.08,60.0,69.91,71.74,73.58,66.52,59.45
15.09,12.08,9.07,14.14,19.2,21.39,23.58
85.32,84.56,83.79,71.74,59.69,57.76,55.82
54.76,61.83,68.9,70.86,72.81,73.94,75.08
91.44,90.24,89.05,80.55,72.05,66.18,60.31
98.98,89.65,80.32,65.66,51.0,54.74,58.47
44.73,39.05,33.37,34.83,36.29,40.76,45.23
90.51,92.84,95.16,96.54,97.93,94.06,90.2
75.96,68.02,60.08,54.57,49.06,52.44,55.82
14.45,14.74,15.03,11.99,8.95,9.44,9.93
80.01,83.13,86.25,88.3,90.35,80.39,70.43
89.62,82.33,75.04,59.76,44.48,36.21,27.94
22.32,22.18,22.03,21.22,20.41,18.55,16.68
28.18,39.12,50.05,40.12,30.18,26.88,23.58
0.89,44.74,88.6,91.3,94.01,73.47,52.93
88.98,93.48,97.99,98.82,99.65,82.82,65.98
78.16,78.79,79.43,78.53,77.62,71.16,64.7
71.76,76.95,82.14,86.24,90.35,88.8,87.24
4.39,2.2,0.0,10.2,20.41,25.69,30.97
59.22,41.32,23.43,56.78,90.13,93.9,97.68
46.74,47.52,48.3,46.86,45.43,38.77,32.11
79.08,80.24,81.41,85.14,88.86,85.63,82.4
71.12,72.04,72.97,72.51,72.05,75.94,79.82
30.82,35.48,40.15,46.18,52.21,56.71,61.2
52.66,60.33,68.0,72.19,76.38,83.12,89.85
85.8,87.42,89.05,79.8,70.55,57.38,44.21
78.16,74.42,70.68,68.46,66.25,53.56,40.87
58.42,55.65,52.88,42.44,32.0,25.72,19.45
47.85,43.49,39.13,54.48,69.82,70.42,71.01
73.96,71.94,69.91,67.74,65.58,63.39,61.2
60.94,65.42,69.91,65.78,61.64,60.54,59.45
19.8,20.47,21.14,30.94,40.75,56.56,72.37
73.48,68.92,64.37,71.0,77.62,79.34,81.06
96.05,96.18,96.31,96.58,96.85,96.69,96.53
73.48,86.34,99.2,92.12,85.04,92.52,100.0
37.89,40.01,42.12,38.68,35.24,30.24,25.24
74.59,75.76,76.92,82.36,87.81,89.26,90.71
60.94,66.64,72.33,77.2,82.08,78.94,75.81
26.52,25.74,24.96,27.1,29.23,29.54,29.85
96.75,96.64,96.53,90.96,85.39,69.16,52.93
59.22,56.05,52.88,53.27,53.65,56.98,60.31
94.08,93.93,93.79,91.8,89.81,90.0,90.2
27.19,21.11,15.03,10.48,5.92,11.92,17.92
60.94,56.91,52.88,55.94,58.99,52.11,45.23
48.93,44.54,40.15,50.9,61.64,60.54,59.45
66.92,63.5,60.08,54.57,49.06,38.5,27.94
60.17,53.74,47.31,52.43,57.56,61.93,66.3
94.49,95.7,96.91,94.24,91.56,93.68,95.8
18.31,12.98,7.64,5.94,4.23,4.39,4.55
89.62,89.11,88.6,80.32,72.05,59.61,47.17
51.19,64.34,77.49,86.28,95.07,92.12,89.18
65.87,61.98,58.1,57.1,56.1,55.96,55.82
73.48,75.48,77.49,79.99,82.49,79.93,77.37
11.97,10.89,9.81,8.39,6.97,6.74,6.52
28.18,28.72,29.26,18.61,7.96,7.05,6.14
94.97,89.83,84.69,81.87,79.05,78.7,78.36
75.33,79.76,84.18,81.61,79.05,77.07,75.08
38.78,43.04,47.31,54.94,62.56,64.84,67.12
70.49,73.39,76.28,69.42,62.56,63.63,64.7
88.16,92.94,97.71,93.76,89.81,75.06,60.31
80.01,75.34,70.68,73.21,75.74,80.85,85.96
46.74,40.98,35.21,32.7,30.18,26.58,22.98
6.91,9.02,11.14,9.8,8.47,11.84,15.21
54.76,52.07,49.38,38.32,27.25,15.78,4.3
71.12,66.07,61.03,61.8,62.56,61.43,60.31
66.92,69.95,72.97,72.89,72.81,70.89,68.97
59.22,62.64,66.06,64.82,63.58,64.94,66.3
27.19,25.31,23.43,23.0,22.57,21.34,20.11
18.94,26.7,34.45,32.68,30.91,28.51,26.1
20.89,20.57,20.25,18.33,16.4,13.39,10.38
97.1,95.86,94.62,91.39,88.16,89.62,91.09
18.31,18.4,18.5,16.81,15.12,17.61,20.11
92.96,91.48,90.0,89.08,88.16,90.3,92.43
75.33,79.29,83.25,78.42,73.58,78.29,83.0
11.46,13.24,15.03,15.08,15.12,13.0,10.88
9.71,7.53,5.35,4.79,4.23,2.22,0.22
76.5,86.96,97.42,97.35,97.29,97.98,98.66
92.96,90.32,87.68,79.87,72.05,69.02,65.98
43.11,33.27,23.43,16.42,9.42,11.73,14.04
91.82,91.5,91.18,92.1,93.03,89.36,85.68
50.08,52.14,54.19,44.72,35.24,31.59,27.94
59.22,52.24,45.27,40.78,36.29,44.1,51.91
1.69,2.05,2.42,2.41,2.39,1.86,1.34
15.09,25.15,35.21,37.06,38.9,56.06,73.23
53.68,54.3,54.92,55.89,56.86,52.02,47.17
92.68,92.98,93.28,95.6,97.93,98.37,98.82
98.31,98.25,98.19,98.17,98.15,98.54,98.92
75.96,78.68,81.41,85.45,89.49,85.72,81.95
55.71,49.4,43.08,44.26,45.43,56.86,68.3
73.48,66.78,60.08,60.41,60.74,66.98,73.23
24.45,16.04,7.64,5.94,4.23,3.82,3.41
44.03,39.62,35.21,36.42,37.63,41.43,45.23
39.83,56.4,72.97,74.06,75.14,78.1,81.06
57.62,64.44,71.25,74.68,78.1,71.4,64.7
57.62,60.08,62.53,58.61,54.7,49.1,43.51
33.4,31.33,29.26,29.72,30.18,28.14,26.1
19.8,17.97,16.14,16.9,17.67,26.78,35.9
82.74,77.0,71.25,70.54,69.82,63.8,57.77
52.66,56.84,61.03,72.57,84.11,83.8,83.48
18.31,14.98,11.65,34.88,58.1,29.06,0.03
74.59,83.94,93.28,85.45,77.62,62.4,47.17
5.76,4.23,2.71,4.84,6.97,4.22,1.46
61.64,67.3,72.97,70.22,67.46,65.1,62.73
8.25,8.28,8.31,7.93,7.55,7.03,6.52
61.64,59.87,58.1,53.58,49.06,47.64,46.21
84.75,76.38,68.0,56.72,45.43,65.82,86.22
64.37,58.63,52.88,59.56,66.25,57.38,48.5
74.59,81.6,88.6,86.36,84.11,81.96,79.82
58.42,51.3,44.19,39.72,35.24,33.67,32.11
40.75,38.92,37.09,35.64,34.19,36.27,38.35
3.76,3.38,2.99,2.51,2.04,2.07,2.1
97.33,98.11,98.89,98.95,99.01,98.18,97.36
94.49,94.7,94.91,95.98,97.04,96.37,95.7
79.53,76.25,72.97,68.92,64.88,69.36,73.84
22.32,22.88,23.43,12.91,2.39,2.16,1.94
41.45,35.85,30.25,36.88,43.52,60.45,77.37
15.09,22.18,29.26,36.39,43.52,50.15,56.78
74.59,72.25,69.91,70.98,72.05,63.49,54.93
51.19,48.79,46.39,45.91,45.43,46.3,47.17
8.63,6.62,4.62,3.5,2.39,3.86,5.32
28.18,33.06,37.95,24.56,11.17,11.9,12.64
60.17,46.28,32.38,25.39,18.4,12.94,7.48
43.11,43.65,44.19,46.62,49.06,40.02,30.97
26.52,22.51,18.5,17.18,15.85,16.89,17.92
47.85,46.56,45.27,42.08,38.9,37.9,36.89
53.68,51.53,49.38,50.19,51.0,52.4,53.79
41.45,45.75,50.05,55.4,60.74,60.1,59.45
83.79,82.6,81.41,87.08,92.74,92.58,92.43
69.79,71.06,72.33,66.01,59.69,54.1,48.5
5.16,4.74,4.33,4.85,5.38,6.14,6.91
31.65,25.68,19.71,20.06,20.41,22.0,23.58
51.74,39.18,26.62,20.16,13.69,9.92,6.14
52.66,57.6,62.53,63.38,64.22,57.34,50.45
90.19,90.56,90.93,89.06,87.2,85.86,84.53
25.25,18.68,12.1,8.85,5.6,7.56,9.52
65.87,58.47,51.07,49.56,48.04,35.81,23.58
53.68,55.43,57.18,61.38,65.58,64.46,63.34
93.47,94.82,96.18,94.86,93.54,82.28,71.01
14.45,13.57,12.7,18.13,23.56,24.02,24.47
21.46,24.04,26.62,25.09,23.56,21.83,20.11
1.97,2.77,3.57,2.98,2.39,2.47,2.55
63.67,55.98,48.3,47.3,46.29,48.74,51.18
65.27,43.65,22.03,12.5,2.96,1.5,0.03
3.57,4.3,5.03,4.54,4.04,3.72,3.41
5.76,9.57,13.37,17.5,21.62,26.3,30.97
45.78,49.33,52.88,51.94,51.0,45.94,40.87
38.78,43.04,47.31,43.1,38.9,48.68,58.47
16.05,17.28,18.5,20.54,22.57,17.26,11.94
16.05,14.08,12.1,11.24,10.38,13.53,16.68
10.98,10.72,10.47,10.42,10.38,18.24,26.1
53.68,55.43,57.18,47.4,37.63,54.75,71.87
12.61,15.9,19.2,17.16,15.12,25.16,35.2
3.09,1.88,0.67,0.64,0.6,0.92,1.24
58.42,73.05,87.68,92.48,97.29,97.26,97.23
45.78,39.08,32.38,21.78,11.17,41.77,72.37
4.11,4.1,4.08,4.16,4.23,4.26,4.3
57.62,55.25,52.88,55.49,58.1,63.2,68.3
11.97,14.55,17.13,19.16,21.2,18.54,15.88
19.8,21.24,22.67,27.9,33.14,41.32,49.49
0.1,0.12,0.13,0.09,0.06,0.09,0.13
11.46,10.96,10.47,10.42,10.38,11.51,12.64
9.71,10.42,11.14,10.76,10.38,14.53,18.68
1.15,1.16,1.18,1.18,1.18,1.45,1.72
1.24,1.21,1.18,1.39,1.59,1.52,1.46
23.72,25.17,26.62,26.19,25.76,23.28,20.81
3.57,7.02,10.47,17.02,23.56,32.7,41.85
12.61,12.99,13.37,13.93,14.49,13.22,11.94
28.18,33.06,37.95,40.74,43.52,46.5,49.49
60.94,62.66,64.37,65.92,67.46,66.08,64.7
79.53,80.18,80.83,77.58,74.34,68.22,62.09
9.11,11.24,13.37,14.61,15.85,15.3,14.74
87.33,83.38,79.43,78.53,77.62,80.84,84.05
28.84,24.99,21.14,21.86,22.57,23.52,24.47
18.94,19.07,19.2,14.08,8.95,10.8,12.64
16.71,16.92,17.13,17.76,18.4,24.12,29.85
48.93,57.13,65.33,63.95,62.56,54.87,47.17
53.68,55.43,57.18,58.08,58.99,59.65,60.31
48.93,50.9,52.88,54.49,56.1,52.3,48.5
15.09,15.28,15.47,21.96,28.46,27.79,27.12
56.73,55.82,54.92,56.51,58.1,60.72,63.34
58.42,57.45,56.48,56.67,56.86,50.54,44.21
22.32,22.18,22.03,25.24,28.46,27.79,27.12
6.91,4.81,2.71,3.02,3.34,3.38,3.41
78.16,79.24,80.32,77.33,74.34,76.08,77.82
42.31,36.28,30.25,31.69,33.14,38.32,43.51
42.31,41.69,41.07,42.3,43.52,46.5,49.49
73.48,66.41,59.34,60.49,61.64,57.72,53.79
0.1,0.13,0.16,0.2,0.25,0.27,0.29
30.82,33.96,37.09,31.79,26.49,27.62,28.74
54.76,61.38,68.0,64.37,60.74,48.32,35.9
33.4,36.78,40.15,38.22,36.29,33.63,30.97
87.33,76.33,65.33,69.84,74.34,74.48,74.63
34.89,35.99,37.09,41.26,45.43,32.44,19.45
69.79,73.64,77.49,80.16,82.84,80.99,79.15
98.44,96.9,95.35,96.32,97.29,98.39,99.49
71.12,67.74,64.37,65.92,67.46,63.46,59.45
44.73,43.9,43.08,46.56,50.05,43.47,36.89
44.03,36.65,29.26,24.23,19.2,22.22,25.24
81.95,78.22,74.5,73.66,72.81,73.32,73.84
55.71,52.54,49.38,55.51,61.64,69.33,77.02
88.67,88.64,88.6,87.47,86.34,85.2,84.05
6.24,7.28,8.31,8.63,8.95,13.11,17.28
12.61,12.13,11.65,11.02,10.38,16.68,22.98
84.75,89.02,93.28,81.12,68.96,63.72,58.47
13.34,12.72,12.1,12.9,13.69,20.82,27.94
65.87,71.08,76.28,72.62,68.96,60.07,51.18
98.73,98.08,97.42,97.42,97.42,98.55,99.68
68.26,63.18,58.1,52.19,46.29,43.58,40.87
44.73,28.72,12.7,22.35,32.0,41.96,51.91
0.45,0.46,0.48,0.59,0.7,0.76,0.83
13.34,11.2,9.07,7.5,5.92,5.62,5.32
37.03,37.49,37.95,34.43,30.91,29.42,27.94
27.19,29.78,32.38,28.6,24.83,25.46,26.1
51.74,49.52,47.31,46.8,46.29,46.25,46.21
17.54,16.5,15.47,15.93,16.4,15.81,15.21
87.81,84.06,80.32,70.98,61.64,44.38,27.12
34.89,40.08,45.27,53.46,61.64,60.54,59.45
8.63,14.88,21.14,21.86,22.57,21.69,20.81
84.75,78.54,72.33,75.48,78.64,79.23,79.82
25.25,31.6,37.95,35.54,33.14,32.06,30.97
79.08,78.59,78.1,69.42,60.74,59.26,57.77
69.02,69.85,70.68,71.36,72.05,78.61,85.17
8.25,6.8,5.35,5.48,5.6,7.35,9.1
9.11,9.79,10.47,11.16,11.84,12.94,14.04
78.16,79.05,79.94,82.79,85.64,86.68,87.71
67.62,71.5,75.39,78.16,80.93,85.69,90.45
23.72,19.6,15.47,27.18,38.9,43.7,48.5
7.9,12.52,17.13,21.81,26.49,26.8,27.12
9.11,15.12,21.14,29.38,37.63,29.22,20.81
16.71,15.58,14.45,11.7,8.95,8.57,8.18
12.61,9.36,6.11,9.57,13.02,15.47,17.92
