2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding
-93.11831,-93.54779,-94.1044,-93.95983,-93.81576,-93.02567,-92.23344
16.478247,17.18707,17.880064,18.423246,18.965422,18.044989,17.126835
46.76579,46.931095,47.227657,46.966675,46.70454,46.585403,46.463448
-4.0820074,-4.180303,-4.27525,-3.6784792,-3.0809956,-2.1619883,-1.243052
-12.17381,-11.858545,-11.514876,-10.9706335,-10.42653,-10.585563,-10.744557
-26.056273,-25.2768,-24.68058,-24.273617,-23.868084,-24.293755,-24.718801
-49.09229,-49.629196,-50.20959,-49.761597,-49.31298,-49.340115,-49.36577
68.1593,68.372604,68.45946,67.66205,66.865295,66.92517,66.984566
75.15601,75.58733,76.08642,75.8771,75.66896,75.00797,74.347786
-57.53974,-58.467537,-59.438446,-60.091843,-60.744686,-59.500164,-58.25438
7.1765747,7.595285,7.955423,7.7687984,7.580969,7.593197,7.606062
-15.284042,-15.809875,-16.335857,-17.178753,-18.021967,-17.834995,-17.648684
2.251054,1.254346,0.33467975,-0.6100453,-1.5553159,-1.7464226,-1.9364327
-15.224022,-15.485455,-15.799287,-16.641611,-17.484114,-17.056894,-16.629574
43.798298,44.109512,44.406277,45.65084,46.89622,48.018818,49.14031
29.258425,29.94032,30.65358,30.494196,30.334814,30.59799,30.864569
1.4500226,1.2381214,0.92794645,-0.9396311,-2.8083577,-3.2128792,-3.6205668
-17.337303,-17.104633,-16.847195,-16.953922,-17.060215,-17.084068,-17.109432
-10.155757,-10.81548,-11.430703,-11.097579,-10.7623415,-10.252967,-9.742245
29.422606,28.714056,27.945684,27.33952,26.732813,27.358116,27.984041
-74.36016,-74.67953,-75.08599,-75.61839,-76.1508,-77.23344,-78.31414
-11.22081,-11.472311,-11.763647,-12.357811,-12.952248,-12.236607,-11.520109
-38.331944,-39.43209,-40.36891,-41.833046,-43.29814,-43.556904,-43.81923
-41.033394,-40.65254,-40.181442,-40.02415,-39.8677,-39.58062,-39.295124
59.953693,60.80262,61.64516,61.823936,62.002033,61.74896,61.498444
-42.8844,-42.985397,-43.05761,-42.413147,-41.767998,-40.548435,-39.329926
58.932472,58.60414,58.371162,58.081223,57.79068,56.909985,56.03196
43.16109,44.13796,45.197426,45.94777,46.69738,46.78379,46.86818
-64.082,-62.94337,-61.782185,-61.378582,-60.97542,-60.87662,-60.777615
-51.54836,-51.58103,-51.619175,-52.241486,-52.86472,-53.13303,-53.40137
1.0287943,0.30388334,-0.43347755,-0.4347355,-0.43323305,0.18775383,0.8084976
-13.432149,-13.603776,-13.668599,-14.58625,-15.503561,-14.248178,-12.991496
-46.870205,-46.606373,-46.43731,-45.97295,-45.50815,-45.084377,-44.660965
-39.410408,-39.06395,-38.876907,-39.944527,-41.013073,-40.947327,-40.879272
-22.937073,-21.973324,-21.181498,-20.546404,-19.911901,-20.172972,-20.43257
-93.33862,-94.01699,-94.558624,-93.11904,-91.67924,-91.90319,-92.128075
-2.826875,-2.232138,-1.6257899,-1.618871,-1.6121352,-1.9267771,-2.2408555
70.35155,70.48263,70.63975,70.85135,71.06399,70.76428,70.46451
-8.148023,-8.246854,-8.351838,-8.00479,-7.6594687,-6.091325,-4.5216036
-12.175093,-11.657553,-11.241686,-10.438469,-9.635866,-8.6761265,-7.7146325
16.615046,16.254248,15.795751,15.575638,15.3528,16.645561,17.938988
0.8950039,0.9771677,0.9863068,1.2979218,1.6080347,1.1280876,0.65034544
62.005527,60.974155,60.050568,59.83648,59.623127,61.49828,63.37366
46.20423,47.12342,47.977657,47.171288,46.366154,44.475784,42.58507
29.35047,31.008614,32.724552,34.05954,35.394005,35.090733,34.786827
7.3838267,7.83128,8.279626,8.269634,8.259542,9.017259,9.776888
11.906955,11.822742,11.837801,13.009205,14.182315,14.79048,15.399198
93.133194,93.43919,93.758865,93.80322,93.84828,93.81421,93.78099
-92.5518,-92.33461,-92.21478,-91.44752,-90.68092,-89.35431,-88.02597
9.760304,9.345477,8.92925,9.329814,9.730676,9.596026,9.462407
56.183132,55.763973,55.28044,54.798195,54.31585,54.87979,55.44271
-6.2044106,-6.0838275,-6.091876,-5.449494,-4.8072815,-4.4116354,-4.013947
-16.326096,-16.808962,-17.4083,-16.918455,-16.429276,-15.161341,-13.893885
82.35464,83.07733,83.63114,83.96851,84.3052,84.27157,84.238686
19.667732,20.70181,21.673721,22.568224,23.463081,23.184837,22.91037
40.762165,41.618694,42.403458,41.749386,41.096504,40.53017,39.96321
-2.7271059,-2.4291594,-2.2031262,-2.1904356,-2.1783736,-2.243561,-2.3099072
36.274693,36.138916,36.075146,35.60164,35.129784,34.969807,34.809517
100.7044,102.20592,103.65538,102.97238,102.28876,101.12309,99.95891
-12.636432,-12.711882,-12.657437,-13.09804,-13.538689,-14.024425,-14.510845
64.718864,64.88159,65.17638,66.14244,67.10969,65.8968,64.682755
-73.79219,-73.64735,-73.47523,-73.63293,-73.79074,-74.59518,-75.39944
-11.319665,-11.1858835,-11.114387,-10.859063,-10.603208,-10.081773,-9.561587
-13.112317,-12.161545,-11.195432,-10.816642,-10.437801,-10.628671,-10.821494
22.159151,22.965593,23.893097,25.733469,27.576342,27.443026,27.309694
-48.133278,-48.368805,-48.448483,-48.133114,-47.81857,-48.80073,-49.78303
-76.95565,-78.40294,-79.69673,-79.77519,-79.854965,-78.77164,-77.68938
60.41188,59.957016,59.626743,59.789192,59.95163,61.23096,62.51279
72.506355,72.547554,72.49399,72.30859,72.12248,71.64421,71.16614
15.463823,15.251645,15.171377,14.156593,13.141429,12.449778,11.758326
-6.3324757,-6.5092773,-6.491207,-8.023446,-9.556664,-10.547334,-11.539649
80.9031,80.82947,80.756714,80.56526,80.37312,80.2434,80.11544
-0.49486923,-0.0052728765,0.40651846,0.59115934,0.7761307,-0.29286957,-1.3621936
70.0813,70.575775,70.95266,71.269424,71.584274,72.551765,73.51892
-44.139286,-43.401337,-42.658535,-42.80452,-42.952003,-43.403835,-43.855164
8.151277,7.076881,6.0876617,6.184897,6.282621,5.9323163,5.57946
5.155533,5.1810265,5.24366,5.673707,6.10419,5.4270153,4.7502956
-50.875244,-51.34186,-51.878174,-51.2404,-50.603447,-49.525143,-48.443886
9.304687,8.319683,7.366743,5.4417057,3.5167766,3.0748754,2.6325922
-11.558048,-10.424036,-9.444892,-10.579699,-11.713705,-11.6637745,-11.61252
-11.522003,-12.215076,-12.78607,-11.654417,-10.521802,-7.893897,-5.266902
62.227314,62.158752,62.046062,61.370148,60.69368,60.06856,59.446484
63.465702,63.268932,62.999733,62.90627,62.814373,63.31783,63.822838
-1.9016707,-2.0562918,-2.3176467,-5.1256948,-7.935765,-8.078148,-8.2217
35.07367,37.30404,39.642254,40.513657,41.383816,40.439224,39.49478
-30.524385,-29.747425,-29.067743,-28.553698,-28.039621,-27.549774,-27.059631
87.32903,87.10269,86.87142,87.101555,87.33063,86.80542,86.27857
-53.69152,-55.026657,-56.247814,-57.537346,-58.82638,-59.076786,-59.32743
-34.330708,-34.885326,-35.477455,-35.35726,-35.236973,-35.662178,-36.089386
-22.59556,-22.20225,-21.766415,-21.238884,-20.713387,-21.946466,-23.180937
-24.106316,-24.532019,-24.979528,-24.843813,-24.70932,-25.377028,-26.044353
0.022353783,0.5164772,1.007919,0.4509827,-0.10646473,-0.56102407,-1.0151047
5.171372,5.0171227,4.843476,4.2553864,3.6679077,3.2738495,2.8774886
2.3269925,2.1825986,2.0423512,2.8950582,3.7468553,4.3080125,4.869555
5.128688,4.6872625,4.2139254,2.866002,1.5175961,1.8962163,2.2767324
62.19201,62.290207,62.31912,61.42034,60.520462,60.695107,60.869675
-3.7737823,-2.3119988,-0.71760726,0.35656595,1.431154,0.0916128,-1.2461143
-21.433634,-21.698343,-21.990303,-21.165552,-20.342066,-20.308168,-20.272394
6.233234,5.100345,3.8785346,4.8646016,5.850508,7.3954754,8.942396
1.2515767,0.9729359,0.72559667,-1.0842292,-2.8918083,-2.3152092,-1.7392118
-22.415398,-21.881748,-21.156504,-21.146461,-21.136469,-22.101902,-23.066296
-49.173725,-50.61278,-51.913837,-53.045063,-54.17416,-54.026436,-53.879017
5.0968394,5.8101983,6.5406747,4.2694135,1.9972799,0.68424964,-0.63077855
-9.135044,-10.332078,-11.431821,-12.081783,-12.733349,-12.421303,-12.111349
50.529907,51.0159,51.512016,52.099655,52.687057,52.70495,52.722652
-50.325752,-51.49065,-52.746414,-53.70399,-54.66168,-53.87924,-53.099342
30.973707,31.502327,31.908062,32.5887,33.27041,33.84238,34.414436
-16.911383,-17.039892,-17.071285,-16.872183,-16.674276,-17.062346,-17.44905
-34.806976,-35.14784,-35.471107,-36.43585,-37.399364,-38.298782,-39.19963
-43.534233,-43.813873,-44.004837,-44.565826,-45.126293,-45.267776,-45.410446
-62.65632,-62.140587,-61.569824,-60.051094,-58.53251,-58.415264,-58.298367
-23.779049,-23.93079,-24.115753,-24.0306,-23.944834,-23.924398,-23.903349
-1.7826251,-1.866844,-2.0148532,-2.9103315,-3.8061588,-4.5972834,-5.3877993
-29.207447,-28.371723,-27.503069,-26.390392,-25.279072,-24.873764,-24.466925
48.73824,49.11861,49.452393,50.368855,51.285686,51.20596,51.12437
-8.164883,-8.465917,-8.750594,-8.581207,-8.410627,-9.192428,-9.976501
-24.640034,-24.971518,-25.295244,-24.425043,-23.55412,-23.396063,-23.236893
85.99267,86.34121,86.679756,85.7499,84.822136,84.38905,83.958855
-69.130646,-69.14882,-69.234314,-69.24845,-69.26315,-68.184784,-67.10753
-18.478168,-18.424065,-18.503685,-18.85711,-19.211563,-19.157978,-19.103004
15.258825,14.986961,14.6914215,14.233128,13.776286,13.80699,13.83696
28.421198,28.960508,29.537306,28.250885,26.964022,26.252771,25.543535
-7.649923,-7.803306,-7.9611983,-8.669796,-9.377725,-11.07173,-12.766773
60.360043,61.68395,62.996532,62.916653,62.836224,63.293926,63.750896
-22.178724,-21.833475,-21.520216,-20.161343,-18.80337,-18.9228,-19.04012
-31.433348,-32.259945,-33.02864,-33.677795,-34.326283,-34.418472,-34.509346
36.814026,37.1775,37.520416,38.170193,38.821033,38.138653,37.458164
2.720469,2.3826094,2.1598625,1.129962,0.10147715,-0.6781497,-1.4588532
63.315216,62.775356,62.29207,61.251812,60.211636,60.55182,60.892693
-6.8781786,-6.611026,-6.2961445,-5.5779037,-4.859765,-4.3167677,-3.7736769
-33.08912,-33.73444,-34.329403,-33.992157,-33.65443,-33.52931,-33.404854
35.22491,36.803577,38.376305,39.116974,39.85888,40.08975,40.319782
14.11517,14.844046,15.512897,14.908076,14.301806,14.390887,14.479834
58.103764,58.519024,59.0761,58.95636,58.83567,58.255585,57.674812
-97.66623,-96.76179,-95.97697,-96.19615,-96.415436,-96.597565,-96.77979
-35.744244,-35.88572,-35.945717,-36.21271,-36.480537,-36.778885,-37.079445
44.04595,44.764194,45.32554,45.673176,46.020294,46.314728,46.609673
-57.345757,-57.939095,-58.47865,-58.034916,-57.590843,-57.95563,-58.321243
17.183596,17.673302,18.188303,18.97881,19.769495,19.972126,20.175133
42.741917,43.221573,43.652275,43.042625,42.433,42.32864,42.22066
-7.4939594,-7.1143417,-6.6396046,-7.4367495,-8.234576,-9.462364,-10.69082
-37.975304,-37.45355,-37.057552,-36.95278,-36.848408,-38.175728,-39.503113
-74.88042,-75.29097,-75.704285,-75.13689,-74.56918,-73.00735,-71.44713
-15.474428,-15.98757,-16.384233,-16.521772,-16.660826,-16.536219,-16.409979
81.79449,82.65836,83.48752,84.310104,85.13281,85.54161,85.95028
6.3557367,7.021735,7.66393,8.013251,8.361642,8.665219,8.970297
-22.727571,-22.636105,-22.645443,-22.496035,-22.348166,-22.762953,-23.176731
60.059917,61.508118,62.83311,62.85849,62.883446,62.960663,63.037308
55.190907,55.688484,56.079636,55.787663,55.496708,55.54952,55.59991
67.425995,68.2354,69.06277,68.9255,68.78766,68.19228,67.59722
53.49346,53.809246,54.207794,54.567,54.92728,54.23733,53.546772
-102.56652,-103.181496,-103.90296,-102.40229,-100.90056,-99.428604,-97.95785
12.63632,13.126786,13.587256,14.355213,15.12231,15.593407,16.063324
8.283169,8.893584,9.387577,10.135396,10.883128,11.670575,12.459859
-57.008904,-56.95191,-56.920055,-56.208538,-55.495934,-55.307728,-55.12051
-30.059195,-29.2932,-28.532518,-27.997807,-27.462936,-26.523378,-25.58524
-27.755924,-27.715448,-27.777529,-26.59858,-25.419292,-24.00086,-22.581667
83.17876,82.59219,82.101776,81.45226,80.802765,81.585236,82.36765
13.607638,14.111067,14.706867,15.26429,15.821976,15.205497,14.588406
30.554043,30.22696,29.995514,29.431307,28.86774,29.096636,29.326132
76.55504,76.70836,76.76432,74.812675,72.86222,71.94518,71.02729
23.893486,23.302742,22.84973,22.361671,21.873976,21.263983,20.652702
-68.4709,-68.19807,-67.8839,-65.83894,-63.794155,-63.57351,-63.35536
28.979015,29.21425,29.38356,29.391254,29.39687,30.661654,31.924606
10.724057,9.390828,8.108367,7.2156267,6.3210325,6.0072603,5.694173
-123.90352,-124.03404,-124.127,-123.3651,-122.6024,-120.97015,-119.33885
-9.793592,-9.941184,-9.945348,-9.311354,-8.6781645,-9.080265,-9.484123
-89.037834,-90.04893,-91.167984,-92.956436,-94.743965,-94.41039,-94.076485
1.0154008,1.329295,1.4999565,1.047388,0.5936827,1.1242274,1.6536225
-12.138733,-13.204074,-14.111224,-13.847942,-13.585012,-12.692026,-11.796456
40.007313,40.49187,40.981655,41.46316,41.945465,42.223114,42.49941
-21.22495,-21.474691,-21.7624,-22.195791,-22.62979,-22.850672,-23.070227
53.14582,53.649006,54.007717,53.59274,53.177254,52.724792,52.275608
67.502556,68.02252,68.614944,68.3187,68.020935,67.52443,67.0253
-40.903442,-40.72663,-40.54412,-40.33488,-40.126297,-39.468925,-38.810883
19.572092,19.66802,19.860706,21.295376,22.731691,23.356806,23.98111
19.309753,20.407074,21.467701,21.612633,21.757555,21.236557,20.716293
21.840729,22.836765,23.713623,23.861393,24.007015,23.99699,23.98574
-13.83298,-13.523566,-13.254131,-13.757009,-14.259728,-15.061391,-15.861005
-0.019423287,0.66933554,1.4135907,2.6241276,3.8331463,4.3173933,4.8010435
50.52353,50.97392,51.267303,50.974472,50.68198,50.187714,49.691742
16.392248,16.762718,17.130133,15.309119,13.488355,11.674108,9.858602
-11.517283,-10.986041,-10.585698,-9.90523,-9.2241125,-8.725289,-8.228049
50.680756,49.56218,48.312515,46.756,45.199543,44.485596,43.77145
-57.465992,-57.83149,-58.138336,-56.44249,-54.744522,-54.467484,-54.191017
-1.9209168,-1.747267,-1.6614363,-0.030321412,1.6003339,2.595969,3.5912273
62.93117,62.684166,62.544987,63.38653,64.2277,65.79546,67.362305
-33.83704,-33.45498,-33.039017,-32.97829,-32.91658,-33.504494,-34.092365
-67.71858,-68.273705,-68.82553,-69.316376,-69.80971,-69.59883,-69.38903
32.30185,33.168594,34.18593,34.73789,35.291645,35.681057,36.069836
-6.8094873,-6.225135,-5.61913,-5.746953,-5.87387,-6.619318,-7.3658686
-16.385887,-15.746964,-15.164725,-15.066093,-14.965966,-15.549104,-16.131474
-83.65771,-83.56327,-83.5389,-82.64878,-81.75889,-81.59306,-81.42606
4.918355,4.99279,5.007264,5.371125,5.7346487,4.5620327,3.388053
-2.2512472,-1.9510332,-1.6467739,-1.3155533,-0.98458254,-1.043182,-1.1022507
-0.96509963,-0.18893652,0.52684754,0.90636796,1.2850816,1.1756532,1.0672834
-13.59066,-14.01973,-14.395457,-14.089668,-13.782163,-12.659384,-11.535948
59.321033,59.15826,59.004658,58.03189,57.0596,55.743027,54.428505
64.22332,63.512486,62.745922,63.249767,63.753437,63.558086,63.361805
-83.346306,-84.17646,-84.976364,-84.4482,-83.920105,-83.45984,-82.99929
64.70776,65.81636,66.83472,66.09249,65.349556,64.56102,63.774372
-55.089073,-55.319077,-55.620026,-54.956123,-54.29377,-53.827583,-53.361206
57.13578,56.414253,55.736126,55.125565,54.51572,54.06904,53.622192
-4.4559755,-5.162178,-5.7535477,-6.4508257,-7.1472654,-6.533374,-5.9196672
-26.083166,-26.20425,-26.44142,-27.316801,-28.192038,-28.446033,-28.699272
3.083287,2.5267236,1.9914129,1.231034,0.470681,0.118575856,-0.23556729
-14.03042,-14.124241,-14.254948,-13.463732,-12.672621,-12.659736,-12.645868
3.6133716,3.58547,3.5138128,3.5745332,3.6368654,2.2775886,0.91757566
-3.905645,-4.61777,-5.213699,-4.7648067,-4.316469,-3.288863,-2.2627556
-11.271485,-11.021132,-10.8339815,-10.962129,-11.090096,-11.985714,-12.881752
-17.074787,-16.42728,-15.938491,-16.633146,-17.330063,-16.779224,-16.22964
-26.56291,-26.487303,-26.444912,-26.800035,-27.154747,-27.291567,-27.427855
14.453964,14.441716,14.410226,15.1857605,15.959068,15.83152,15.706584
-84.82603,-84.241295,-83.53133,-83.87649,-84.222466,-84.27066,-84.31739
-52.580826,-53.513004,-54.44387,-54.320137,-54.196644,-53.25649,-52.31579
27.023727,26.774796,26.619566,27.531094,28.442984,28.961912,29.480545
17.492449,18.267384,19.07984,18.426176,17.772886,17.40289,17.034285
57.99202,58.28736,58.56715,59.802742,61.03927,62.340996,63.64467
-102.03485,-102.0167,-101.97795,-101.11985,-100.26226,-99.26552,-98.266655
-30.277727,-29.24968,-28.34992,-28.037834,-27.72512,-26.701214,-25.676788
115.21621,116.25207,117.277596,116.96641,116.65511,115.79026,114.926155
0.39507443,0.039458808,-0.302772,-1.7674909,-3.23393,-3.1123233,-2.990909
-64.11696,-64.71221,-65.35866,-65.71766,-66.07631,-66.13323,-66.18872
-42.549427,-42.63737,-42.830105,-43.424736,-44.019238,-43.255005,-42.492664
-12.795292,-13.024565,-13.357952,-13.775164,-14.191946,-13.5193615,-12.848467
-50.881428,-51.13073,-51.39843,-51.618397,-51.838673,-52.884083,-53.932297
4.941163,5.2216816,5.616497,5.7512884,5.8848057,5.318592,4.7505493
-92.69128,-92.52287,-92.36726,-91.29909,-90.2294,-89.51643,-88.803406
3.7551072,2.8372781,1.918711,1.1600635,0.4002712,1.3026292,2.2040975
68.51213,68.96796,69.566414,68.923225,68.28135,67.258446,66.23738
90.84254,91.897316,92.917046,93.54026,94.16332,93.99152,93.818436
13.784927,13.983681,14.153093,15.505537,16.858644,16.956678,17.05776
-2.8104486,-3.1849985,-3.390706,-3.5529337,-3.715705,-1.0838062,1.5465192
-48.01894,-48.44213,-48.89206,-50.08248,-51.274803,-51.52324,-51.77158
-78.54847,-78.39608,-78.186195,-77.07688,-75.9668,-75.09116,-74.214035
33.72704,34.328594,34.789543,35.226143,35.663998,34.561584,33.45927
-19.52217,-20.674025,-21.826342,-22.50264,-23.178587,-22.446316,-21.71437
-25.861359,-25.686483,-25.513554,-25.383156,-25.25409,-25.189947,-25.124884
37.051147,36.78381,36.37184,34.951557,33.53096,33.335228,33.13713
45.95999,46.688835,47.482224,47.59124,47.700584,48.130447,48.55877
54.912945,54.221638,53.624752,52.287083,50.949238,50.51018,50.071335
17.382872,16.906775,16.357729,16.057108,15.755052,15.135149,14.514566
-36.828926,-37.673023,-38.44662,-40.662086,-42.87712,-43.098648,-43.319767
6.273234,5.9597373,5.752053,5.4743943,5.1974263,5.18018,5.1636796
-42.363506,-42.849197,-43.328312,-44.50146,-45.67397,-45.80191,-45.93189
44.54802,45.136612,45.838764,45.665283,45.490643,43.71674,41.94326
-64.94406,-65.32723,-65.83946,-66.03959,-66.238754,-66.767914,-67.29739
6.223492,7.172257,8.249363,9.013341,9.777428,8.527318,7.278847
10.695507,11.801422,12.787796,12.954887,13.1201315,14.331549,15.54418
-29.345879,-29.506832,-29.740122,-28.769274,-27.797655,-26.65396,-25.510818
48.699356,49.607018,50.510544,50.224113,49.93703,49.538048,49.139458
-7.4645624,-7.7852488,-8.031713,-6.810467,-5.5907183,-4.9618673,-4.3313723
4.9152217,3.9320538,2.8060043,2.2950623,1.7844003,1.9887484,2.194832
-14.041699,-14.071925,-13.972108,-13.262588,-12.554339,-12.280232,-12.007496
47.48356,48.399956,49.322334,50.514072,51.7059,51.72895,51.752068
-83.72396,-83.803055,-83.779785,-83.415245,-83.05309,-83.084404,-83.11392
39.423084,38.53018,37.631363,36.741856,35.853798,35.76459,35.674786
-77.0692,-76.50121,-75.80467,-75.79977,-75.794624,-76.13889,-76.4844
39.767395,41.012234,42.14766,42.69283,43.236996,43.496807,43.755043
-39.958035,-39.353096,-38.765594,-37.884224,-37.003105,-37.463066,-37.922813
-22.78122,-22.360678,-21.956104,-22.007559,-22.05837,-22.59369,-23.128328
47.755672,47.420723,47.16487,47.95185,48.739548,48.266716,47.795624
-43.269722,-44.395294,-45.49834,-45.66845,-45.83789,-45.05029,-44.260853
81.74447,82.31135,82.89048,81.88706,80.88384,80.28589,79.6873
5.742111,6.678748,7.745502,7.667257,7.5896606,7.777986,7.965614
6.09788,5.9799485,5.8104396,3.2170107,0.6234783,0.092902526,-0.43841472
53.717686,53.312172,52.792866,52.31415,51.834213,52.238617,52.642296
64.00655,63.88356,63.792416,64.72979,65.6679,65.39674,65.127144
29.624277,29.347225,28.946243,29.62037,30.294912,31.146744,31.99739
12.819317,13.531737,14.144491,13.853016,13.562311,12.65436,11.747078
-25.066298,-24.782644,-24.515284,-23.44452,-22.373573,-21.89778,-21.4229
-34.418716,-34.737743,-34.946857,-34.38569,-33.8252,-33.582443,-33.337975
-6.9889183,-7.095049,-7.1739693,-7.681013,-8.189106,-8.510974,-8.830916
-55.503376,-55.921875,-56.490425,-57.311222,-58.13102,-57.88552,-57.641693
20.284683,22.523893,24.795649,24.219095,23.64343,21.799036,19.953753
-15.648023,-16.84994,-18.115534,-19.683445,-21.252956,-21.970701,-22.689034
19.062088,19.348907,19.593435,19.005836,18.420317,18.416513,18.412138
-3.4254408,-3.5808702,-3.7438946,-3.4093022,-3.0731788,-2.2597532,-1.4456694
79.06437,78.72276,78.39785,77.21879,76.04052,74.852196,73.663445
63.339886,64.10117,64.81932,64.42736,64.03596,63.52047,63.003708
26.554033,26.61008,26.72054,26.658308,26.594913,26.540146,26.483587
23.379873,22.780437,22.136105,21.021791,19.906717,20.241526,20.57539
53.349487,53.382584,53.485767,53.175533,52.866,52.407917,51.949497
