2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding
45.85,46.1,46.35,47.86,49.36,54.81,60.25
50.05,46.83,43.62,38.61,33.6,25.65,17.7
80.36,74.9,69.44,67.19,64.94,56.93,48.92
68.13,69.8,71.47,73.69,75.92,75.24,74.57
51.19,49.04,46.9,44.02,41.15,39.68,38.22
25.63,21.2,16.78,12.29,7.8,20.24,32.69
80.83,83.97,87.11,86.07,85.03,84.97,84.91
68.55,74.12,79.69,83.3,86.91,85.15,83.39
82.39,78.82,75.26,70.1,64.94,73.92,82.91
86.79,91.08,95.38,96.34,97.29,88.98,80.68
53.49,54.42,55.36,60.9,66.43,72.43,78.42
67.62,65.63,63.64,62.38,61.11,58.74,56.37
89.75,88.78,87.81,82.33,76.85,76.57,76.29
84.53,85.08,85.64,85.24,84.84,79.7,74.57
57.12,55.08,53.04,52.15,51.27,48.39,45.51
25.63,21.52,17.41,22.98,28.54,27.35,26.16
31.68,30.85,30.02,30.01,30.0,25.09,20.18
93.86,94.18,94.49,90.22,85.96,89.58,93.19
65.71,59.02,52.34,57.46,62.58,71.79,81.0
45.3,46.43,47.56,49.42,51.27,54.74,58.21
78.26,79.44,80.61,80.7,80.8,76.19,71.58
48.39,50.72,53.04,51.9,50.76,54.01,57.26
68.55,70.01,71.47,66.7,61.94,49.5,37.05
61.67,59.55,57.43,60.0,62.58,61.42,60.25
13.88,13.58,13.28,14.4,15.51,15.9,16.3
30.63,34.34,38.05,40.74,43.44,39.0,34.56
48.39,41.61,34.83,46.11,57.39,36.84,16.3
76.31,77.86,79.4,80.96,82.52,80.03,77.53
83.57,85.26,86.95,85.45,83.95,77.64,71.32
79.4,75.17,70.93,72.72,74.52,76.47,78.42
78.89,78.53,78.16,82.72,87.29,84.43,81.57
61.25,60.25,59.25,57.64,56.02,58.86,61.71
78.26,74.09,69.91,73.57,77.23,74.4,71.58
78.89,74.91,70.93,75.31,79.68,81.54,83.39
81.12,73.35,65.58,66.52,67.45,70.84,74.22
1.05,1.04,1.02,0.72,0.41,0.51,0.6
14.93,12.67,10.41,9.62,8.82,8.36,7.89
63.13,61.19,59.25,54.66,50.06,53.78,57.51
20.22,19.47,18.72,19.93,21.15,29.1,37.05
73.32,73.4,73.48,72.63,71.78,76.48,81.19
77.49,68.02,58.55,69.36,80.16,79.53,78.9
17.29,12.0,6.72,10.6,14.49,21.41,28.33
14.29,13.53,12.77,9.35,5.92,5.94,5.95
46.55,47.06,47.56,49.42,51.27,45.27,39.27
13.88,28.0,42.12,32.9,23.69,33.29,42.9
76.92,73.92,70.93,59.46,47.99,36.42,24.86
43.27,49.32,55.36,53.32,51.27,48.09,44.91
48.39,42.52,36.64,27.59,18.54,25.04,31.54
54.25,42.46,30.66,27.46,24.27,33.46,42.65
85.35,81.18,77.01,80.64,84.27,81.34,78.42
42.02,42.82,43.62,43.53,43.44,50.82,58.21
60.39,60.08,59.76,60.04,60.32,60.28,60.25
13.47,13.37,13.28,14.4,15.51,22.64,29.76
0.0,0.02,0.03,0.03,0.03,0.44,0.86
38.24,41.31,44.38,46.18,47.99,49.32,50.64
70.23,71.59,72.94,69.68,66.43,64.6,62.76
18.91,18.16,17.41,15.66,13.92,12.08,10.25
95.45,94.46,93.47,92.69,91.91,87.26,82.62
29.19,25.54,21.9,27.75,33.6,48.37,63.14
75.14,58.63,42.12,48.75,55.38,72.89,90.39
98.82,98.65,98.47,98.93,99.39,99.2,99.01
69.12,66.02,62.91,55.45,47.99,49.32,50.64
49.25,42.94,36.64,35.8,34.97,29.41,23.84
53.49,47.52,41.55,33.26,24.97,30.85,36.73
62.4,65.28,68.16,68.65,69.14,68.67,68.2
71.73,68.66,65.58,55.36,45.13,37.62,30.11
64.31,64.55,64.79,54.96,45.13,39.45,33.77
98.44,98.16,97.87,97.66,97.45,97.16,96.88
78.89,75.47,72.05,75.23,78.41,76.2,74.0
2.64,2.24,1.85,2.71,3.57,7.28,10.98
76.92,74.19,71.47,74.35,77.23,76.49,75.75
70.9,61.97,53.04,54.53,56.02,52.1,48.19
17.29,20.92,24.55,30.14,35.73,33.22,30.71
85.07,83.65,82.23,76.77,71.31,74.3,77.28
71.73,78.43,85.13,66.86,48.6,64.07,79.54
34.51,41.31,48.11,44.9,41.69,30.0,18.3
48.39,60.94,73.48,81.52,89.55,93.02,96.5
23.56,41.66,59.76,58.26,56.75,56.18,55.6
76.92,71.71,66.51,71.38,76.24,63.17,50.1
5.41,4.71,4.01,4.0,3.98,3.56,3.15
80.83,77.44,74.05,65.72,57.39,70.15,82.91
58.29,48.68,39.06,31.37,23.69,39.32,54.96
15.98,13.32,10.67,9.75,8.82,8.77,8.72
90.7,85.48,80.26,69.94,59.62,49.22,38.83
30.63,24.38,18.12,12.02,5.92,31.71,57.51
39.29,42.52,45.75,45.03,44.3,37.92,31.54
27.09,33.44,39.8,40.48,41.15,43.03,44.91
75.14,82.6,90.07,93.92,97.77,96.4,95.04
14.93,19.74,24.55,15.63,6.72,7.46,8.21
54.25,69.53,84.81,83.17,81.53,67.34,53.15
86.34,80.8,75.26,78.25,81.24,84.76,88.29
95.29,91.4,87.52,92.64,97.77,97.76,97.74
63.8,58.42,53.04,48.24,43.44,67.78,92.11
69.63,68.9,68.16,65.37,62.58,60.96,59.33
68.13,61.0,53.87,70.48,87.1,91.22,95.35
68.55,64.16,59.76,63.6,67.45,72.81,78.17
74.72,77.84,80.96,85.04,89.11,75.0,60.88
8.47,8.6,8.72,8.55,8.38,6.8,5.22
34.51,43.78,53.04,55.68,58.31,64.5,70.69
47.76,59.09,70.42,68.42,66.43,71.47,76.51
76.92,81.71,86.5,91.74,96.97,98.3,99.62
42.02,43.89,45.75,48.26,50.76,43.91,37.05
86.34,87.66,88.98,90.88,92.77,82.82,72.88
76.31,69.29,62.27,71.42,80.57,79.74,78.9
40.02,34.36,28.69,29.34,30.0,34.64,39.27
48.39,26.95,5.51,4.82,4.14,49.12,94.11
24.23,22.36,20.5,17.5,14.49,12.07,9.64
85.61,85.04,84.46,83.76,83.06,83.73,84.4
86.98,87.98,88.98,85.89,82.8,71.84,60.88
80.36,84.46,88.57,90.59,92.61,91.5,90.39
59.79,57.58,55.36,44.83,34.3,41.02,47.74
20.98,20.09,19.2,21.74,24.27,29.64,35.01
37.15,55.73,74.31,66.6,58.89,46.33,33.77
84.3,83.46,82.62,78.78,74.94,71.57,68.2
3.25,3.39,3.53,4.07,4.62,43.27,81.92
7.67,7.41,7.16,7.32,7.48,6.98,6.49
35.31,46.37,57.43,33.96,10.48,8.34,6.21
55.65,55.89,56.13,61.28,66.43,67.96,69.48
79.97,80.12,80.26,79.97,79.68,75.18,70.69
42.02,30.37,18.72,32.28,45.83,44.81,43.79
33.24,34.94,36.64,37.86,39.08,33.7,28.33
24.67,30.04,35.4,52.27,69.14,67.86,66.58
31.14,25.17,19.2,23.12,27.04,20.09,13.14
0.1,0.64,1.18,8.34,15.51,41.86,68.2
50.05,53.98,57.91,61.87,65.83,59.89,53.95
79.97,69.86,59.76,57.89,56.02,54.34,52.67
34.51,42.32,50.14,53.44,56.75,63.51,70.27
47.76,48.61,49.47,46.14,42.8,38.51,34.21
69.12,67.58,66.03,67.32,68.6,71.76,74.92
66.7,71.57,76.44,75.69,74.94,73.26,71.58
11.75,14.58,17.41,16.46,15.51,15.58,15.66
87.68,82.92,78.16,75.91,73.66,74.29,74.92
87.36,91.42,95.48,91.77,88.06,90.82,93.57
24.23,34.3,44.38,52.35,60.32,64.9,69.48
67.62,71.44,75.26,67.07,58.89,65.1,71.32
86.79,67.68,48.58,41.78,34.97,45.86,56.75
24.67,24.93,25.18,30.08,34.97,34.06,33.16
64.31,62.64,60.97,60.3,59.62,59.94,60.25
51.19,57.05,62.91,60.9,58.89,64.12,69.35
8.47,6.51,4.55,4.06,3.57,4.19,4.81
78.0,77.7,77.4,78.3,79.2,77.65,76.1
57.82,55.43,53.04,52.15,51.27,42.52,33.77
30.63,27.9,25.18,34.74,44.3,25.65,7.0
72.21,70.82,69.44,68.8,68.15,72.12,76.1
98.34,98.07,97.8,97.74,97.68,97.71,97.74
70.9,70.91,70.93,64.16,57.39,52.56,47.74
43.27,46.7,50.14,53.08,56.02,61.51,67.0
22.0,24.66,27.32,25.22,23.12,18.5,13.88
76.06,74.5,72.94,68.68,64.43,58.98,53.53
82.65,85.72,88.79,90.1,91.4,91.4,91.41
47.28,46.18,45.08,54.52,63.95,63.36,62.76
99.75,99.46,99.17,97.48,95.8,95.48,95.16
71.28,70.6,69.91,69.03,68.15,61.56,54.96
51.19,53.28,55.36,54.12,52.87,44.5,36.12
11.17,17.86,24.55,37.3,50.06,31.6,13.14
63.13,61.44,59.76,56.03,52.29,59.64,67.0
33.24,33.2,33.17,38.3,43.44,44.47,45.51
61.25,57.56,53.87,58.62,63.38,75.42,87.46
4.08,5.26,6.43,5.12,3.82,48.1,92.39
78.26,76.76,75.26,73.81,72.36,72.62,72.88
47.76,63.39,79.02,87.08,95.13,95.49,95.86
75.61,76.89,78.16,82.85,87.55,84.12,80.68
26.58,26.95,27.32,24.86,22.39,24.56,26.73
64.31,60.48,56.64,51.58,46.53,49.44,52.36
84.85,86.33,87.81,80.52,73.22,71.03,68.84
35.94,36.72,37.5,37.6,37.71,31.28,24.86
9.96,6.16,2.36,1.91,1.46,3.7,5.95
91.53,88.33,85.13,45.18,5.22,48.81,92.39
14.93,19.74,24.55,24.41,24.27,15.11,5.95
50.53,53.58,56.64,48.13,39.62,39.74,39.85
76.06,73.24,70.42,76.74,83.06,83.98,84.91
3.79,1.95,0.1,6.1,12.1,55.38,98.66
90.16,83.58,77.01,75.11,73.22,79.62,86.03
90.39,88.96,87.52,90.53,93.54,90.38,87.21
63.8,53.71,43.62,46.49,49.36,57.35,65.34
67.62,71.21,74.79,72.19,69.59,71.64,73.68
85.07,81.87,78.67,83.74,88.82,89.38,89.94
39.29,38.4,37.5,32.04,26.59,29.88,33.16
52.56,43.39,34.22,33.08,31.94,43.45,54.96
14.93,15.86,16.78,23.1,29.43,34.13,38.83
42.02,43.2,44.38,45.1,45.83,50.72,55.6
33.24,42.56,51.89,57.24,62.58,70.5,78.42
63.8,62.14,60.49,55.62,50.76,60.38,69.99
82.01,82.57,83.13,81.96,80.8,79.85,78.9
15.57,16.18,16.78,21.91,27.04,24.83,22.63
45.3,48.18,51.07,55.7,60.32,74.45,88.57
42.79,40.42,38.05,33.29,28.54,35.23,41.92
66.7,60.68,54.66,63.94,73.22,36.61,0.0
74.18,73.56,72.94,73.56,74.17,73.52,72.88
61.67,67.99,74.31,74.24,74.17,81.74,89.31
66.7,66.88,67.05,62.97,58.89,59.88,60.88
78.89,76.84,74.79,75.35,75.92,76.34,76.77
53.49,31.34,9.2,22.82,36.43,56.36,76.29
86.15,70.76,55.36,49.83,44.3,39.43,34.56
86.98,84.18,81.38,81.31,81.24,79.01,76.77
37.73,27.92,18.12,20.62,23.12,24.12,25.11
18.91,31.99,45.08,46.84,48.6,31.24,13.88
78.89,80.34,81.79,80.5,79.2,78.81,78.42
96.18,92.88,89.59,92.01,94.43,95.08,95.74
46.55,42.81,39.06,30.1,21.15,20.66,20.18
51.19,43.3,35.4,26.76,18.12,26.8,35.49
12.93,9.5,6.08,9.56,13.03,12.2,11.36
70.9,59.74,48.58,48.59,48.6,57.29,65.98
25.25,33.68,42.12,53.28,64.43,51.02,37.62
17.86,16.74,15.63,14.52,13.41,22.24,31.06
40.69,46.51,52.34,49.08,45.83,47.96,50.1
25.63,23.06,20.5,19.31,18.12,16.53,14.93
66.7,65.17,63.64,58.82,54.01,44.11,34.21
59.15,63.65,68.16,64.24,60.32,68.8,77.28
39.29,43.94,48.58,32.46,16.34,18.26,20.18
87.93,88.36,88.79,89.85,90.92,90.43,89.94
79.97,77.38,74.79,73.05,71.31,71.73,72.15
42.02,47.53,53.04,66.92,80.8,85.94,91.09
65.01,63.64,62.27,57.28,52.29,66.74,81.19
59.79,59.17,58.55,59.83,61.11,62.12,63.14
44.54,37.28,30.02,31.24,32.45,56.15,79.85
53.49,43.86,34.22,32.75,31.27,27.27,23.27
41.29,44.1,46.9,44.85,42.8,41.69,40.58
60.39,62.3,64.22,66.68,69.14,64.24,59.33
35.31,39.08,42.85,50.12,57.39,59.14,60.88
18.18,15.0,11.81,10.58,9.36,10.24,11.11
59.15,58.29,57.43,59.27,61.11,61.8,62.48
43.27,28.28,13.28,23.18,33.09,49.02,64.96
61.67,63.85,66.03,66.55,67.07,66.53,65.98
82.39,82.31,82.23,80.72,79.2,84.19,89.18
78.64,83.81,88.98,93.71,98.44,99.17,99.9
18.91,18.81,18.72,22.12,25.51,29.34,33.16
16.36,16.89,17.41,14.54,11.66,14.45,17.25
59.79,60.74,61.7,55.88,50.06,45.16,40.26
69.12,68.08,67.05,77.08,87.1,89.38,91.66
59.15,57.26,55.36,63.86,72.36,76.77,81.19
65.71,54.66,43.62,36.08,28.54,51.11,73.68
57.12,53.94,50.75,61.56,72.36,64.94,57.51
0.03,0.02,0.0,16.23,32.45,21.72,10.98
68.13,57.24,46.35,40.66,34.97,47.61,60.25
2.07,2.34,2.61,2.53,2.45,1.46,0.48
86.34,74.99,63.64,54.74,45.83,51.67,57.51
55.65,55.5,55.36,45.9,36.43,40.38,44.33
90.16,88.26,86.37,84.82,83.28,83.51,83.74
86.34,89.7,93.06,91.45,89.84,90.46,91.09
74.18,66.97,59.76,55.26,50.76,59.8,68.84
51.19,46.06,40.94,51.02,61.11,65.9,70.69
41.29,53.04,64.79,58.54,52.29,63.86,75.43
82.39,58.3,34.22,42.14,50.06,54.7,59.33
27.67,17.2,6.72,25.51,44.3,55.14,65.98
56.29,61.92,67.56,58.81,50.06,37.46,24.86
84.85,84.99,85.13,86.65,88.18,87.7,87.21
49.25,42.94,36.64,44.76,52.87,37.33,21.8
54.98,56.76,58.55,59.83,61.11,54.65,48.19
22.99,42.63,62.27,76.84,91.4,65.62,39.85
99.46,99.25,99.04,98.93,98.82,99.06,99.3
72.62,77.62,82.62,84.69,86.75,78.11,69.48
75.14,61.86,48.58,24.36,0.13,18.12,36.12
65.71,67.81,69.91,54.5,39.08,51.84,64.61
2.07,6.37,10.67,10.02,9.36,27.44,45.51
80.83,83.76,86.69,86.05,85.41,91.4,97.39
44.54,43.04,41.55,39.46,37.36,35.02,32.69
61.67,61.68,61.7,58.54,55.38,54.26,53.15
54.25,72.04,89.84,70.56,51.27,60.98,70.69
27.09,32.29,37.5,46.76,56.02,75.5,94.97
12.45,23.64,34.83,42.1,49.36,60.94,72.53
82.01,80.34,78.67,76.8,74.94,77.24,79.54
50.05,44.05,38.05,39.6,41.15,40.21,39.27
58.68,52.79,46.9,42.64,38.38,30.33,22.28
49.25,48.92,48.58,53.74,58.89,69.22,79.54
47.76,48.95,50.14,50.45,50.76,60.12,69.48
36.68,36.36,36.04,37.83,39.62,53.53,67.44
65.71,71.32,76.92,76.18,75.45,52.39,29.34
86.34,82.25,78.16,71.55,64.94,75.53,86.12
82.39,80.7,79.02,78.72,78.41,84.75,91.09
56.29,53.52,50.75,48.99,47.23,48.08,48.92
59.15,51.39,43.62,48.24,52.87,52.77,52.67
90.16,88.98,87.81,88.97,90.13,86.36,82.59
69.63,70.03,70.42,67.42,64.43,51.85,39.27
73.32,64.72,56.13,46.92,37.71,46.34,54.96
38.78,40.16,41.55,42.5,43.44,39.78,36.12
97.33,97.39,97.45,97.29,97.13,95.42,93.7
63.13,63.02,62.91,65.53,68.15,69.42,70.69
35.94,47.85,59.76,65.3,70.83,73.56,76.29
53.49,60.53,67.56,69.96,72.36,69.17,65.98
72.21,63.43,54.66,61.4,68.15,82.0,95.86
99.33,99.17,99.01,98.62,98.22,97.8,97.39
4.62,4.44,4.27,4.2,4.14,3.76,3.37
20.22,18.81,17.41,19.58,21.75,20.33,18.91
23.56,42.02,60.49,61.22,61.94,41.87,21.8
13.88,21.6,29.32,31.81,34.3,32.03,29.76
40.02,37.42,34.83,40.33,45.83,42.55,39.27
17.29,21.8,26.3,19.66,13.03,23.1,33.16
54.25,50.9,47.56,39.75,31.94,43.77,55.6
99.01,98.65,98.28,98.9,99.52,98.96,98.41
97.61,98.2,98.79,98.78,98.76,99.21,99.65
29.83,27.19,24.55,16.68,8.82,6.32,3.82
11.17,13.64,16.11,15.3,14.49,18.88,23.27
47.76,46.76,45.75,49.31,52.87,56.43,59.99
37.15,42.86,48.58,52.67,56.75,59.76,62.76
11.75,6.14,0.54,0.67,0.8,0.45,0.1
5.13,4.7,4.27,3.12,1.97,2.26,2.55
13.47,20.4,27.32,33.47,39.62,43.17,46.72
19.48,22.89,26.3,31.36,36.43,36.58,36.73
34.0,35.02,36.04,52.82,69.59,62.98,56.37
51.19,54.87,58.55,34.26,9.97,22.09,34.21
84.08,82.52,80.96,79.1,77.23,78.38,79.54
37.15,38.79,40.43,33.74,27.04,27.35,27.66
6.97,8.44,9.9,23.16,36.43,39.54,42.65
26.58,21.34,16.11,21.58,27.04,36.64,46.24
0.48,0.36,0.25,0.18,0.1,0.27,0.45
94.49,75.56,56.64,61.23,65.83,78.02,90.2
22.0,36.38,50.75,54.07,57.39,39.26,21.13
29.19,26.2,23.21,20.32,17.42,15.12,12.83
94.59,94.42,94.24,94.19,94.14,88.94,83.74
50.05,53.34,56.64,59.29,61.94,61.1,60.25
40.69,41.4,42.12,41.33,40.54,44.73,48.92
6.65,6.36,6.08,4.95,3.82,2.31,0.8
7.67,5.97,4.27,4.2,4.14,7.41,10.69
22.0,17.13,12.26,21.44,30.61,46.16,61.71
35.31,32.32,29.32,27.7,26.08,23.78,21.48
6.24,7.72,9.2,7.44,5.67,3.79,1.91
45.85,45.12,44.38,38.99,33.6,30.63,27.66
59.15,48.32,37.5,23.99,10.48,26.04,41.6
30.63,29.66,28.69,27.64,26.59,19.36,12.13
13.88,11.3,8.72,7.94,7.17,7.28,7.38
37.73,36.57,35.4,31.0,26.59,28.35,30.11
37.15,32.92,28.69,30.89,33.09,35.36,37.62
19.48,21.62,23.75,26.88,30.0,24.86,19.73
54.98,49.68,44.38,46.49,48.6,51.78,54.96
12.93,10.62,8.31,7.74,7.17,11.42,15.66
5.41,5.27,5.13,5.92,6.72,5.51,4.3
29.83,30.72,31.61,39.8,47.99,37.61,27.24
36.68,32.46,28.24,25.96,23.69,23.35,23.01
53.49,48.17,42.85,43.58,44.3,43.6,42.9
30.63,29.44,28.24,25.68,23.12,23.48,23.84
14.29,18.75,23.21,25.12,27.04,25.16,23.27
25.25,32.16,39.06,39.8,40.54,44.36,48.19
16.36,15.55,14.74,16.64,18.54,18.12,17.7
75.61,74.28,72.94,75.68,78.41,80.52,82.62
11.75,12.51,13.28,15.35,17.42,10.9,4.39
37.73,52.12,66.51,73.1,79.68,64.16,48.63
11.17,17.6,24.04,32.29,40.54,39.38,38.22
18.91,29.35,39.8,41.62,43.44,38.3,33.16
63.13,61.81,60.49,50.82,41.15,38.94,36.73
8.15,8.44,8.72,7.2,5.67,4.11,2.55
9.96,10.32,10.67,12.3,13.92,14.63,15.34
9.96,8.85,7.74,17.17,26.59,54.51,82.43
13.88,12.28,10.67,12.04,13.41,11.43,9.45
33.24,23.26,13.28,11.62,9.97,16.62,23.27
3.79,5.65,7.51,7.8,8.09,6.9,5.7
85.93,84.08,82.23,82.76,83.28,79.9,76.51
87.14,87.4,87.65,91.47,95.29,94.54,93.79
81.6,71.93,62.27,64.05,65.83,68.7,71.58
41.29,35.3,29.32,29.66,30.0,39.84,49.68
26.58,30.1,33.62,21.49,9.36,7.78,6.21
65.01,57.58,50.14,50.7,51.27,53.44,55.6
34.0,38.42,42.85,40.62,38.38,34.54,30.71
69.63,79.61,89.59,89.86,90.13,87.52,84.91
3.79,4.38,4.97,5.1,5.22,4.52,3.82
10.92,16.81,22.7,20.62,18.54,10.84,3.15
14.93,23.68,32.44,21.46,10.48,11.06,11.65
11.75,11.21,10.67,9.75,8.82,9.0,9.17
65.01,75.07,85.13,80.68,76.24,47.98,19.73
74.18,77.57,80.96,85.78,90.61,91.14,91.66
34.51,42.79,51.07,43.75,36.43,26.36,16.3
26.11,30.76,35.4,38.84,42.29,54.14,65.98
1.69,1.86,2.04,2.69,3.34,2.78,2.23
1.31,1.68,2.04,2.54,3.03,2.24,1.46
15.98,20.58,25.18,26.11,27.04,30.8,34.56
2.39,2.96,3.53,2.34,1.15,1.69,2.23
39.29,41.07,42.85,51.98,61.11,55.02,48.92
1.56,1.7,1.85,2.6,3.34,3.24,3.15
31.68,28.43,25.18,25.88,26.59,27.12,27.66
7.32,6.34,5.35,7.92,10.48,7.44,4.39
1.81,1.24,0.67,1.06,1.46,1.28,1.11
74.18,74.24,74.31,77.55,80.8,75.96,71.13
19.48,19.99,20.5,11.68,2.87,11.04,19.22
73.32,68.48,63.64,63.51,63.38,57.68,51.97
74.18,71.81,69.44,60.86,52.29,55.81,59.33
0.96,1.78,2.61,2.44,2.26,1.68,1.11
16.36,17.24,18.12,18.33,18.54,14.26,9.99
60.39,65.4,70.42,75.29,80.16,80.2,80.24
26.58,28.3,30.02,31.56,33.09,26.41,19.73
19.48,19.76,20.03,19.29,18.54,15.98,13.43
6.97,6.52,6.08,6.78,7.48,4.94,2.39
19.48,29.96,40.43,51.18,61.94,40.42,18.91
1.31,1.36,1.4,1.92,2.45,3.38,4.3
22.0,24.66,27.32,23.4,19.49,12.85,6.21
17.29,16.02,14.74,14.33,13.92,27.76,41.6
91.24,91.7,92.17,91.0,89.84,92.06,94.27
0.06,0.14,0.22,0.2,0.19,0.2,0.22
11.17,18.74,26.3,29.7,33.09,32.07,31.06
72.62,75.01,77.4,73.68,69.97,72.27,74.57
35.31,29.93,24.55,16.96,9.36,17.24,25.11
9.14,10.96,12.77,18.23,23.69,16.97,10.25
72.62,68.13,63.64,68.9,74.17,64.89,55.6
12.23,16.13,20.03,15.0,9.97,14.85,19.73
90.58,89.2,87.81,89.21,90.61,80.04,69.48
37.15,40.0,42.85,38.22,33.6,23.74,13.88
0.8,0.74,0.67,0.86,1.05,1.08,1.11
86.79,84.51,82.23,78.58,74.94,67.6,60.25
25.25,22.88,20.5,31.97,43.44,36.78,30.11
76.92,78.59,80.26,79.97,79.68,72.67,65.66
27.09,18.88,10.67,10.91,11.15,13.55,15.95
57.12,54.5,51.89,61.83,71.78,54.26,36.73
74.18,78.66,83.13,78.4,73.66,56.46,39.27
39.29,42.82,46.35,50.86,55.38,58.8,62.22
0.8,1.1,1.4,1.43,1.46,0.97,0.48
82.01,73.4,64.79,71.6,78.41,80.66,82.91
13.47,13.12,12.77,13.63,14.49,13.07,11.65
2.39,3.1,3.82,4.12,4.43,4.01,3.6
34.0,35.02,36.04,38.29,40.54,38.02,35.49
16.36,13.51,10.67,11.64,12.61,10.89,9.17
29.19,42.92,56.64,51.24,45.83,60.38,74.92
5.41,5.92,6.43,6.27,6.11,6.7,7.29
31.14,37.38,43.62,43.21,42.8,43.56,44.33
17.29,20.66,24.04,19.77,15.51,14.47,13.43
66.19,62.37,58.55,67.7,76.85,78.76,80.68
68.55,72.06,75.58,74.4,73.22,69.28,65.34
28.33,23.22,18.12,20.9,23.69,34.81,45.93
69.63,66.27,62.91,69.18,75.45,76.36,77.28
39.29,41.46,43.62,31.86,20.1,22.24,24.38
6.02,6.96,7.9,7.99,8.09,6.35,4.61
0.8,0.76,0.73,0.64,0.54,0.82,1.11
20.22,22.99,25.76,30.74,35.73,42.71,49.68
82.65,75.1,67.56,67.86,68.15,54.0,39.85
70.9,67.27,63.64,61.26,58.89,63.86,68.84
12.45,14.62,16.78,18.96,21.15,19.72,18.3
25.63,33.28,40.94,46.1,51.27,45.27,39.27
27.67,24.47,21.27,26.27,31.27,37.53,43.79
83.57,81.74,79.91,82.47,85.03,83.82,82.62
43.27,48.16,53.04,54.21,55.38,51.26,47.14
1.81,2.21,2.61,1.71,0.8,1.15,1.5
7.67,10.74,13.82,18.1,22.39,16.54,10.69
71.28,74.34,77.4,82.16,86.91,89.51,92.11
84.3,89.27,94.24,86.72,79.2,83.2,87.21
93.54,92.6,91.66,91.42,91.18,84.8,78.42
9.14,10.7,12.26,12.65,13.03,9.49,5.95
15.98,24.21,32.44,36.8,41.15,30.03,18.91
80.36,80.49,80.61,66.74,52.87,55.06,57.26
91.53,88.0,84.46,84.65,84.84,88.56,92.27
98.34,98.1,97.87,97.14,96.4,97.0,97.61
8.15,5.38,2.61,7.14,11.66,9.52,7.38
0.38,0.22,0.06,0.06,0.06,0.06,0.06
90.83,73.74,56.64,58.13,59.62,64.94,70.27
69.12,62.62,56.13,50.63,45.13,37.44,29.76
90.83,90.45,90.07,91.34,92.61,93.88,95.16
45.85,47.66,49.47,53.11,56.75,51.74,46.72
97.74,97.84,97.93,96.86,95.8,94.49,93.19
59.79,68.4,77.01,79.59,82.17,87.22,92.27
69.63,68.34,67.05,75.5,83.95,76.27,68.59
88.6,88.58,88.57,86.52,84.46,75.52,66.58
25.63,17.17,8.72,9.93,11.15,11.99,12.83
9.96,9.34,8.72,12.74,16.75,15.09,13.43
90.99,89.54,88.09,90.35,92.61,93.09,93.57
43.97,48.16,52.34,53.52,54.71,53.06,51.4
75.61,77.5,79.4,78.58,77.77,70.9,64.04
41.29,67.1,92.9,94.82,96.75,96.84,96.94
93.54,94.68,95.83,94.4,92.96,91.68,90.39
1.81,1.16,0.51,0.52,0.54,1.02,1.5
63.13,64.58,66.03,66.23,66.43,62.88,59.33
99.55,99.48,99.4,99.2,99.01,99.06,99.11
90.39,90.69,90.99,91.02,91.05,84.61,78.17
80.36,81.74,83.13,81.85,80.57,80.88,81.19
21.43,16.62,11.81,12.61,13.41,13.65,13.88
63.13,56.94,50.75,46.52,42.29,38.89,35.49
18.18,20.96,23.75,23.72,23.69,19.04,14.39
6.43,6.8,7.16,6.94,6.72,6.25,5.79
76.31,64.1,51.89,59.67,67.45,65.1,62.76
75.61,80.37,85.13,85.7,86.27,65.59,44.91
46.55,44.7,42.85,47.06,51.27,50.1,48.92
85.35,85.6,85.86,89.06,92.26,90.04,87.81
44.54,43.33,42.12,39.92,37.71,50.1,62.48
34.51,36.52,38.52,37.48,36.43,29.35,22.28
41.29,35.66,30.02,29.28,28.54,30.04,31.54
43.27,46.7,50.14,53.76,57.39,49.5,41.6
22.99,19.31,15.63,15.06,14.49,13.07,11.65
58.68,51.53,44.38,36.46,28.54,21.74,14.93
64.31,61.11,57.91,58.11,58.31,47.22,36.12
47.28,41.34,35.4,37.51,39.62,36.92,34.21
84.08,85.52,86.95,80.45,73.95,77.48,81.0
71.28,62.97,54.66,55.34,56.02,52.1,48.19
26.11,24.4,22.7,25.62,28.54,17.64,6.75
70.23,64.07,57.91,52.57,47.23,56.6,65.98
66.7,61.42,56.13,56.76,57.39,54.68,51.97
12.23,12.24,12.26,11.7,11.15,10.16,9.17
27.09,26.7,26.3,32.96,39.62,34.48,29.34
22.99,20.86,18.72,17.11,15.51,11.0,6.49
17.29,17.04,16.78,16.76,16.75,13.1,9.45
81.12,80.07,79.02,76.77,74.52,64.03,53.53
46.55,48.34,50.14,50.7,51.27,59.36,67.44
54.25,54.06,53.87,50.55,47.23,48.93,50.64
32.35,38.36,44.38,40.87,37.36,35.57,33.77
56.29,57.42,58.55,54.91,51.27,45.56,39.85
79.59,79.75,79.91,80.36,80.8,82.6,84.4
56.29,62.56,68.83,68.14,67.45,56.18,44.91
80.36,77.33,74.31,63.96,53.6,41.28,28.96
27.09,28.87,30.66,28.37,26.08,19.31,12.54
20.22,20.74,21.27,24.15,27.04,22.37,17.7
