2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding
46.42,35.16,23.91,15.84,7.77,7.18,6.59
95.07,96.3,97.52,94.86,92.2,55.46,18.71
83.83,87.22,90.61,91.69,92.77,94.3,95.83
74.85,70.79,66.73,72.22,77.71,82.24,86.76
97.42,97.6,97.77,97.56,97.36,96.8,96.24
54.66,53.24,51.83,55.6,59.38,71.29,83.2
98.69,96.05,93.41,95.29,97.17,97.63,98.09
92.3,89.12,85.93,84.46,83.0,86.39,89.78
23.15,41.82,60.49,50.88,41.26,28.38,15.5
89.88,94.48,99.08,98.73,98.38,96.15,93.92
39.38,56.46,73.54,69.42,65.3,35.08,4.87
81.73,85.12,88.51,79.12,69.72,80.39,91.06
54.82,67.73,80.64,72.97,65.3,73.7,82.11
75.68,76.84,78.0,65.17,52.34,63.14,73.93
70.33,69.82,69.31,72.0,74.69,81.48,88.26
90.58,82.97,75.36,66.56,57.75,65.84,73.93
83.19,80.31,77.43,85.88,94.33,96.88,99.43
31.81,25.22,18.62,15.57,12.51,16.84,21.16
36.74,26.59,16.43,23.83,31.23,53.32,75.4
45.27,49.46,53.65,36.5,19.36,35.3,51.24
83.54,78.97,74.4,64.26,54.12,47.73,41.34
97.07,96.56,96.05,94.81,93.57,94.38,95.19
93.79,95.0,96.21,94.7,93.19,91.48,89.78
24.9,35.0,45.11,46.12,47.12,61.26,75.4
26.52,33.62,40.72,42.95,45.18,66.99,88.8
77.01,80.21,83.41,80.56,77.71,74.66,71.61
70.14,75.81,81.47,87.76,94.05,92.2,90.36
14.42,11.74,9.07,8.8,8.53,15.69,22.85
75.93,79.68,83.44,87.58,91.72,82.24,72.76
76.79,45.06,13.34,8.42,3.5,6.82,10.15
62.11,71.01,79.91,80.88,81.85,84.08,86.31
74.75,71.59,68.42,82.08,95.73,96.53,97.33
72.21,57.0,41.8,29.43,17.06,24.78,32.5
9.87,38.86,67.84,73.45,79.05,44.6,10.15
20.95,19.48,18.02,17.54,17.06,15.15,13.24
97.61,96.94,96.28,95.3,94.33,97.04,99.75
96.75,95.86,94.97,94.08,93.19,95.45,97.71
97.58,97.04,96.5,96.62,96.75,96.86,96.98
93.25,95.88,98.5,95.11,91.72,88.57,85.42
79.11,80.19,81.28,70.33,59.38,68.04,76.7
46.77,60.94,75.1,63.72,52.34,63.14,73.93
80.48,80.74,80.99,87.98,94.97,91.88,88.8
22.64,21.88,21.11,19.61,18.12,32.63,47.14
91.69,90.56,89.43,71.78,54.12,69.14,84.15
97.9,97.94,97.99,97.58,97.17,96.28,95.39
79.27,52.96,26.65,39.5,52.34,67.22,82.11
17.29,31.6,45.91,61.35,76.79,87.63,98.47
90.96,90.28,89.59,91.96,94.33,91.88,89.43
38.75,52.3,65.84,66.43,67.02,83.13,99.24
85.8,85.65,85.51,82.72,79.94,80.55,81.16
96.63,97.02,97.42,98.1,98.79,92.55,86.31
88.92,90.26,91.6,93.74,95.89,95.83,95.77
92.84,95.08,97.33,93.26,89.18,90.32,91.47
92.42,93.44,94.46,93.33,92.2,82.48,72.76
13.18,11.78,10.38,11.88,13.37,11.25,9.13
58.23,46.76,35.28,46.52,57.75,52.44,47.14
96.78,97.07,97.36,95.46,93.57,93.5,93.44
97.77,97.96,98.15,98.82,99.49,96.16,92.84
78.29,70.96,63.64,63.82,63.99,41.35,18.71
2.61,8.49,14.36,17.53,20.69,18.1,15.5
42.57,45.92,49.28,48.2,47.12,44.23,41.34
46.16,51.76,57.37,58.38,59.38,71.29,83.2
66.48,71.92,77.36,78.65,79.94,79.58,79.22
80.01,85.24,90.48,89.28,88.09,87.87,87.65
91.47,85.84,80.2,78.96,77.71,85.82,93.92
79.43,78.6,77.78,82.65,87.52,90.72,93.92
77.11,61.9,46.7,43.16,39.61,52.49,65.37
77.24,79.04,80.83,86.52,92.2,89.26,86.31
94.91,88.82,82.74,44.7,6.65,20.75,34.85
26.36,19.24,12.13,11.18,10.22,22.54,34.85
71.47,74.67,77.87,74.5,71.12,79.96,88.8
74.53,62.0,49.47,48.3,47.12,70.52,93.92
77.33,74.02,70.71,70.22,69.72,55.53,41.34
82.78,81.4,80.01,68.88,57.75,60.16,62.57
87.52,87.9,88.28,90.92,93.57,93.2,92.84
58.74,54.68,50.62,48.87,47.12,41.86,36.6
19.99,18.72,17.45,17.78,18.12,21.44,24.76
0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.17,23.1,25.02,29.68,34.35,23.8,13.24
56.64,54.56,52.47,48.82,45.18,47.16,49.14
46.1,45.12,44.13,38.3,32.47,37.82,43.16
40.66,36.6,32.54,24.14,15.73,8.93,2.13
65.33,59.36,53.39,50.26,47.12,52.19,57.26
12.73,11.36,10.0,16.92,23.85,32.6,41.34
48.2,44.12,40.05,42.62,45.18,45.17,45.16
58.1,54.14,50.18,59.95,69.72,60.48,51.24
74.12,81.57,89.02,80.5,71.98,78.7,85.42
6.4,5.88,5.35,8.18,11.02,7.48,3.95
30.69,34.48,38.27,28.82,19.36,23.81,28.26
62.81,59.1,55.4,54.76,54.12,60.7,67.28
21.62,15.0,8.37,6.58,4.78,16.52,28.26
4.17,8.98,13.79,10.57,7.35,15.1,22.85
90.67,89.76,88.86,48.7,8.53,4.93,1.34
76.47,74.66,72.84,70.58,68.32,51.58,34.85
8.56,7.76,6.97,7.37,7.77,8.45,9.13
26.14,44.7,63.26,65.79,68.32,56.74,45.16
99.17,96.22,93.28,95.66,98.03,51.92,5.82
2.83,6.27,9.71,9.96,10.22,6.88,3.53
1.18,7.66,14.14,12.58,11.02,6.78,2.55
41.39,42.8,44.22,54.1,63.99,64.04,64.1
25.79,28.86,31.93,27.89,23.85,12.6,1.34
3.5,5.16,6.81,6.12,5.44,7.28,9.13
42.6,43.98,45.37,57.54,69.72,62.54,55.35
24.83,22.49,20.15,31.72,43.3,59.35,75.4
18.43,12.96,7.48,6.36,5.25,8.28,11.3
45.85,49.19,52.53,38.95,25.37,22.04,18.71
58.58,54.32,50.05,59.18,68.32,66.21,64.1
64.18,65.92,67.65,65.82,63.99,43.42,22.85
9.84,10.33,10.82,10.1,9.39,6.46,3.53
12.45,8.36,4.27,6.4,8.53,16.64,24.76
5.6,7.32,9.04,8.78,8.53,7.56,6.59
19.83,18.66,17.48,20.26,23.05,40.15,57.26
4.52,3.26,2.01,3.17,4.33,5.46,6.59
54.54,62.43,70.33,74.69,79.05,54.77,30.49
53.65,57.47,61.29,66.2,71.12,58.14,45.16
10.7,6.11,1.53,5.88,10.22,12.22,14.23
85.26,80.78,76.31,68.48,60.65,63.96,67.28
67.62,39.18,10.73,17.29,23.85,31.45,39.05
93.0,90.24,87.49,45.58,3.66,34.52,65.37
19.17,15.97,12.77,14.25,15.73,15.62,15.5
64.34,66.11,67.88,43.62,19.36,25.93,32.5
75.17,68.34,61.51,59.63,57.75,53.44,49.14
0.6,1.94,3.28,4.96,6.65,7.54,8.43
77.97,74.26,70.55,80.96,91.37,83.38,75.4
47.47,55.48,63.48,60.61,57.75,57.51,57.26
99.4,97.58,95.77,95.96,96.15,94.05,91.95
34.54,28.28,22.03,15.28,8.53,21.69,34.85
50.46,66.47,82.49,83.98,85.48,77.05,68.62
20.63,27.1,33.56,30.11,26.65,23.9,21.16
53.39,60.95,68.51,70.24,71.98,66.53,61.08
7.0,4.96,2.93,4.09,5.25,4.6,3.95
36.23,27.29,18.34,17.04,15.73,14.98,14.23
66.25,67.94,69.63,74.78,79.94,64.54,49.14
39.54,42.6,45.65,39.06,32.47,46.78,61.08
56.73,68.02,79.31,73.82,68.32,55.74,43.16
59.22,61.44,63.67,66.0,68.32,59.78,51.24
71.06,77.38,83.7,88.24,92.77,57.81,22.85
42.02,39.1,36.17,37.04,37.92,37.26,36.6
62.85,59.94,57.02,65.09,73.16,58.16,43.16
66.63,65.85,65.07,62.86,60.65,63.96,67.28
30.05,36.48,42.92,45.02,47.12,47.13,47.14
18.24,30.34,42.44,36.84,31.23,16.78,2.32
54.0,61.68,69.37,72.03,74.69,70.03,65.37
24.48,26.2,27.92,34.59,41.26,33.01,24.76
32.41,23.53,14.65,29.92,45.18,34.97,24.76
16.84,16.49,16.14,15.93,15.73,22.0,28.26
69.37,69.82,70.26,76.06,81.85,70.47,59.1
37.6,40.24,42.88,35.4,27.92,27.22,26.51
58.64,51.52,44.41,45.76,47.12,49.18,51.24
30.18,39.04,47.91,49.22,50.53,57.32,64.1
15.06,31.2,47.34,60.25,73.16,70.22,67.28
70.61,67.32,64.02,69.36,74.69,58.92,43.16
50.21,62.62,75.04,80.26,85.48,58.99,32.5
31.58,47.88,64.18,76.96,89.75,91.29,92.84
43.74,47.12,50.49,52.3,54.12,58.34,62.57
69.66,52.32,34.99,38.12,41.26,58.33,75.4
24.58,18.2,11.81,17.43,23.05,39.2,55.35
24.51,22.94,21.36,24.01,26.65,28.57,30.49
48.3,28.51,8.72,8.24,7.77,13.9,20.02
61.7,73.51,85.32,55.98,26.65,18.4,10.15
40.02,34.0,27.98,30.22,32.47,45.78,59.1
38.81,43.26,47.72,41.92,36.13,30.44,24.76
38.52,34.48,30.44,48.73,67.02,74.56,82.11
16.05,10.78,5.51,8.26,11.02,19.64,28.26
57.75,63.36,68.96,72.88,76.79,79.99,83.2
65.84,57.69,49.54,31.72,13.91,16.96,20.02
32.44,27.99,23.53,16.88,10.22,20.36,30.49
12.26,16.48,20.69,26.58,32.47,50.54,68.62
54.98,56.41,57.85,60.1,62.34,56.79,51.24
88.89,87.09,85.29,82.17,79.05,82.23,85.42
36.96,47.62,58.29,58.83,59.38,61.74,64.1
68.35,62.44,56.54,53.54,50.53,49.83,49.14
49.16,49.46,49.76,48.44,47.12,48.13,49.14
56.99,51.96,46.93,55.46,63.99,60.62,57.26
38.11,50.86,63.61,66.66,69.72,52.28,34.85
39.61,45.22,50.84,41.66,32.47,33.66,34.85
64.72,69.07,73.42,78.21,83.0,76.57,70.15
79.24,77.32,75.39,48.78,22.16,19.77,17.38
47.02,43.39,39.76,36.11,32.47,28.62,24.76
31.45,30.38,29.32,30.9,32.47,39.8,47.14
31.1,29.99,28.88,29.24,29.61,41.52,53.44
77.68,79.9,82.11,79.91,77.71,74.66,71.61
41.67,46.56,51.45,48.32,45.18,44.17,43.16
55.05,57.18,59.31,56.72,54.12,59.11,64.1
88.0,84.15,80.29,82.45,84.62,69.98,55.35
13.37,13.82,14.26,17.48,20.69,17.46,14.23
62.02,62.26,62.5,65.41,68.32,52.46,36.6
26.58,37.61,48.65,55.5,62.34,44.42,26.51
27.16,48.33,69.5,63.62,57.75,46.3,34.85
75.29,52.2,29.1,36.2,43.3,35.78,28.26
13.5,12.18,10.86,11.24,11.62,16.39,21.16
71.19,70.86,70.52,53.32,36.13,25.18,14.23
65.81,67.36,68.9,70.01,71.12,71.94,72.76
55.65,46.05,36.45,25.18,13.91,22.2,30.49
36.68,41.92,47.15,53.9,60.65,51.9,43.16
84.72,81.69,78.67,81.64,84.62,82.41,80.2
38.01,51.9,65.78,67.75,69.72,80.39,91.06
10.73,14.42,18.12,16.92,15.73,12.43,9.13
49.54,42.06,34.57,46.16,57.75,69.46,81.16
11.56,11.26,10.95,6.14,1.34,45.56,89.78
34.42,25.74,17.06,17.59,18.12,41.74,65.37
14.77,20.23,25.69,34.49,43.3,43.23,43.16
66.35,56.38,46.42,48.48,50.53,55.8,61.08
40.4,39.35,38.3,37.21,36.13,36.36,36.6
78.61,79.1,79.59,83.2,86.82,84.46,82.11
90.16,90.52,90.89,87.36,83.83,84.62,85.42
45.46,58.86,72.27,80.18,88.09,84.62,81.16
76.35,75.32,74.28,77.53,80.77,82.78,84.79
36.49,56.16,75.84,77.44,79.05,50.95,22.85
73.48,63.76,54.03,50.58,47.12,48.13,49.14
15.47,25.58,35.69,26.9,18.12,16.81,15.5
5.76,12.48,19.2,30.23,41.26,24.48,7.7
69.09,78.94,88.79,91.18,93.57,90.16,86.76
41.23,39.17,37.12,40.21,43.3,36.9,30.49
43.97,42.06,40.15,53.59,67.02,55.09,43.16
85.07,86.26,87.46,88.1,88.73,89.9,91.06
7.26,13.31,19.36,19.36,19.36,41.73,64.1
68.32,56.76,45.21,55.26,65.3,63.94,62.57
10.25,16.85,23.46,23.65,23.85,31.45,39.05
40.34,30.47,20.6,26.53,32.47,26.24,20.02
42.66,45.34,48.01,55.18,62.34,68.13,73.93
52.53,51.85,51.16,51.75,52.34,60.48,68.62
52.91,51.99,51.07,49.1,47.12,50.28,53.44
59.92,60.4,60.87,62.43,63.99,67.07,70.15
89.53,90.29,91.05,90.62,90.19,89.22,88.26
25.34,20.65,15.95,19.06,22.16,32.66,43.16
32.92,36.8,40.69,40.98,41.26,34.76,28.26
81.06,82.06,83.06,84.67,86.28,83.72,81.16
56.32,55.48,54.63,58.48,62.34,61.71,61.08
45.3,50.52,55.75,66.73,77.71,82.01,86.31
86.15,73.86,61.57,59.66,57.75,48.4,39.05
26.97,26.97,26.97,32.44,37.92,43.53,49.14
50.05,44.89,39.73,29.54,19.36,30.35,41.34
10.54,14.42,18.31,16.59,14.87,22.68,30.49
64.76,58.38,51.99,62.58,73.16,72.39,71.61
52.72,45.19,37.66,42.39,47.12,49.18,51.24
37.57,45.92,54.28,60.65,67.02,74.09,81.16
55.62,56.12,56.61,54.48,52.34,49.74,47.14
67.81,70.96,74.12,52.68,31.23,21.26,11.3
19.77,28.88,37.98,40.64,43.3,39.07,34.85
46.26,51.16,56.06,55.09,54.12,56.61,59.1
82.3,86.72,91.15,79.09,67.02,36.8,6.59
52.28,54.9,57.53,72.81,88.09,71.72,55.35
67.08,62.04,56.99,59.66,62.34,69.52,76.7
32.25,28.61,24.96,29.65,34.35,29.56,24.76
87.84,88.58,89.33,89.03,88.73,85.42,82.11
69.85,74.77,79.69,76.43,73.16,78.66,84.15
71.03,67.92,64.82,66.57,68.32,69.24,70.15
42.28,31.14,19.99,18.52,17.06,31.11,45.16
39.86,43.03,46.2,60.45,74.69,60.92,47.14
44.54,39.88,35.21,29.53,23.85,18.55,13.24
24.99,35.22,45.46,55.38,65.3,58.27,51.24
76.19,79.07,81.95,86.66,91.37,84.04,76.7
38.27,32.24,26.2,31.16,36.13,34.32,32.5
36.13,36.18,36.23,37.08,37.92,45.68,53.44
49.79,50.88,51.96,44.04,36.13,36.36,36.6
55.78,51.61,47.44,39.96,32.47,23.35,14.23
34.32,37.57,40.82,46.58,52.34,51.79,51.24
58.68,61.74,64.79,64.39,63.99,55.56,47.14
74.02,76.49,78.96,76.82,74.69,75.04,75.4
22.51,19.58,16.65,21.01,25.37,38.3,51.24
69.72,65.25,60.78,65.25,69.72,66.15,62.57
47.53,46.0,44.48,47.5,50.53,47.84,45.16
72.68,70.12,67.56,71.7,75.84,54.17,32.5
93.22,90.8,88.38,87.95,87.52,78.07,68.62
86.6,81.34,76.09,65.1,54.12,56.61,59.1
52.88,59.46,66.03,66.53,67.02,65.56,64.1
67.27,71.26,75.26,80.37,85.48,87.14,88.8
29.48,36.76,44.03,50.0,55.97,62.3,68.62
15.85,16.62,17.38,22.65,27.92,29.2,30.49
87.93,88.87,89.81,89.5,89.18,88.99,88.8
66.03,70.96,75.9,76.81,77.71,77.2,76.7
53.2,53.85,54.5,52.52,50.53,49.83,49.14
68.04,73.28,78.51,81.56,84.62,84.38,84.15
94.11,93.24,92.36,91.28,90.19,88.92,87.65
27.63,27.28,26.93,24.54,22.16,23.46,24.76
30.25,33.43,36.61,42.8,49.0,36.88,24.76
62.37,62.4,62.43,68.56,74.69,68.63,62.57
34.51,34.64,34.77,35.45,36.13,40.64,45.16
65.04,61.16,57.27,58.96,60.65,61.61,62.57
42.22,42.17,42.12,45.56,49.0,48.07,47.14
47.5,46.69,45.88,56.45,67.02,64.05,61.08
64.88,69.69,74.5,69.24,63.99,49.42,34.85
40.18,28.68,17.19,12.48,7.77,11.64,15.5
47.76,55.32,62.88,68.02,73.16,83.54,93.92
53.1,41.98,30.85,33.49,36.13,25.82,15.5
6.53,7.36,8.18,9.2,10.22,9.68,9.13
30.66,39.02,47.37,57.19,67.02,42.2,17.38
9.3,11.24,13.18,10.48,7.77,8.45,9.13
49.25,50.4,51.54,55.46,59.38,60.23,61.08
65.14,49.22,33.3,23.34,13.37,19.06,24.76
24.8,31.46,38.11,37.12,36.13,59.12,82.11
60.78,56.91,53.04,54.5,55.97,43.23,30.49
57.5,65.6,73.7,68.84,63.99,61.54,59.1
23.91,26.2,28.49,38.74,49.0,55.04,61.08
59.76,71.8,83.83,67.18,50.53,37.64,24.76
79.02,76.49,73.96,74.9,75.84,73.0,70.15
77.84,51.54,25.25,33.26,41.26,51.17,61.08
81.34,71.38,61.41,60.4,59.38,47.11,34.85
5.83,5.4,4.97,7.18,9.39,9.77,10.15
61.54,48.01,34.48,28.76,23.05,20.22,17.38
62.5,48.57,34.64,37.95,41.26,23.54,5.82
52.34,68.2,84.05,81.99,79.94,78.32,76.7
77.17,76.06,74.94,70.12,65.3,55.23,45.16
53.17,52.66,52.15,53.14,54.12,55.69,57.26
62.91,44.98,27.06,22.59,18.12,17.75,17.38
17.35,24.4,31.45,29.68,27.92,38.53,49.14
82.68,82.68,82.68,79.74,76.79,78.0,79.22
71.31,72.14,72.97,77.41,81.85,84.3,86.76
75.55,72.97,70.39,74.05,77.71,71.54,65.37
49.98,46.91,43.84,46.42,49.0,57.18,65.37
35.98,45.18,54.38,57.52,60.65,34.17,7.7
11.43,21.32,31.2,32.78,34.35,38.76,43.16
76.38,67.96,59.54,64.63,69.72,61.58,53.44
80.2,78.0,75.8,81.94,88.09,84.15,80.2
61.16,62.62,64.09,51.85,39.61,46.52,53.44
30.56,24.51,18.47,24.04,29.61,30.05,30.49
44.38,42.56,40.75,43.94,47.12,55.61,64.1
25.41,35.6,45.78,37.7,29.61,28.94,28.26
6.14,8.13,10.12,7.45,4.78,6.24,7.7
6.11,6.2,6.3,8.26,10.22,9.68,9.13
17.8,12.96,8.12,11.02,13.91,15.65,17.38
22.83,17.23,11.62,17.74,23.85,30.22,36.6
28.84,26.44,24.04,25.98,27.92,32.26,36.6
50.27,51.91,53.55,61.64,69.72,62.54,55.35
37.92,33.96,29.99,29.8,29.61,20.98,12.35
12.8,10.84,8.88,12.97,17.06,31.11,45.16
5.99,11.0,16.01,35.99,55.97,36.68,17.38
66.0,77.53,89.05,85.45,81.85,55.06,28.26
10.41,9.44,8.47,11.67,14.87,29.02,43.16
56.54,53.77,51.0,54.37,57.75,56.55,55.35
55.14,49.79,44.44,39.4,34.35,40.74,47.14
53.84,56.18,58.52,47.32,36.13,26.76,17.38
35.53,25.82,16.11,12.32,8.53,13.62,18.71
39.83,41.02,42.22,52.28,62.34,51.84,41.34
27.19,29.46,31.74,42.93,54.12,50.63,47.14
51.86,46.51,41.17,25.28,9.39,6.67,3.95
56.92,47.2,37.47,35.91,34.35,34.6,34.85
34.19,45.97,57.75,56.86,55.97,54.71,53.44
32.03,36.2,40.37,35.8,31.23,27.04,22.85
60.55,66.06,71.57,70.64,69.72,70.67,71.61
41.01,44.44,47.88,55.94,63.99,76.12,88.26
44.6,32.68,20.76,19.44,18.12,16.81,15.5
56.1,58.95,61.8,41.98,22.16,22.5,22.85
50.08,47.01,43.94,42.6,41.26,29.32,17.38
37.38,50.29,63.2,43.53,23.85,15.5,7.16
86.95,89.45,91.95,91.66,91.37,93.8,96.24
13.4,17.83,22.25,33.72,45.18,32.6,20.02
45.56,50.83,56.1,56.04,55.97,58.53,61.08
40.72,44.34,47.95,58.14,68.32,45.58,22.85
22.38,39.51,56.64,67.18,77.71,51.24,24.76
68.07,55.19,42.31,44.72,47.12,35.94,24.76
67.84,74.7,81.57,77.36,73.16,66.13,59.1
47.09,43.74,40.4,28.73,17.06,15.15,13.24
43.78,38.08,32.38,35.99,39.61,38.1,36.6
20.92,20.82,20.73,21.44,22.16,21.09,20.02
46.7,44.47,42.25,48.18,54.12,49.64,45.16
38.78,30.02,21.27,15.33,9.39,17.95,26.51
21.52,14.68,7.83,9.72,11.62,19.94,28.26
3.6,9.83,16.05,14.98,13.91,24.38,34.85
17.73,25.43,33.14,36.38,39.61,33.06,26.51
61.67,67.33,73.0,79.91,86.82,74.69,62.57
33.37,27.78,22.19,34.66,47.12,26.3,5.47
81.09,76.71,72.33,49.49,26.65,23.9,21.16
54.7,43.94,33.17,26.26,19.36,14.76,10.15
19.68,31.46,43.23,30.68,18.12,29.73,41.34
40.91,55.3,69.69,67.49,65.3,47.9,30.49
41.99,43.87,45.75,48.14,50.53,54.81,59.1
18.97,18.26,17.54,27.73,37.92,25.58,13.24
27.67,26.42,25.18,22.27,19.36,22.06,24.76
55.01,49.49,43.97,29.85,15.73,35.54,55.35
8.98,10.02,11.05,12.96,14.87,18.02,21.16
4.36,11.4,18.43,32.78,47.12,34.14,21.16
63.07,66.24,69.4,72.62,75.84,61.49,47.14
56.0,52.34,48.68,54.67,60.65,61.61,62.57
38.3,45.9,53.49,45.7,37.92,28.32,18.71
17.89,19.81,21.74,26.49,31.23,23.36,15.5
3.47,7.42,11.37,13.55,15.73,12.43,9.13
23.43,19.6,15.76,18.96,22.16,34.65,47.14
35.5,49.9,64.31,68.14,71.98,59.56,47.14
12.42,12.04,11.65,20.63,29.61,42.48,55.35
49.0,47.2,45.4,53.02,60.65,58.96,57.26
37.89,33.82,29.74,32.94,36.13,34.32,32.5
12.67,9.6,6.53,12.94,19.36,35.3,51.24
14.65,17.35,20.06,36.2,52.34,36.75,21.16
23.56,30.1,36.64,28.0,19.36,12.59,5.82
92.93,93.12,93.31,93.04,92.77,56.96,21.16
68.64,71.96,75.29,78.03,80.77,79.45,78.13
4.27,7.24,10.22,12.54,14.87,11.02,7.16
16.91,16.02,15.12,23.8,32.47,41.86,51.24
31.36,29.48,27.6,29.42,31.23,37.2,43.16
26.87,22.27,17.67,15.09,12.51,10.47,8.43
22.19,37.8,53.42,60.22,67.02,46.76,26.51
26.46,22.74,19.01,16.94,14.87,16.79,18.71
71.7,74.48,77.27,74.63,71.98,72.96,73.93
78.13,81.39,84.65,80.72,76.79,75.36,73.93
33.72,39.91,46.1,42.86,39.61,39.33,39.05
9.77,20.18,30.6,29.26,27.92,41.64,55.35
7.64,13.78,19.93,38.84,57.75,48.4,39.05
68.26,67.4,66.54,65.92,65.3,69.62,73.93
9.61,9.12,8.63,27.88,47.12,34.98,22.85
25.02,26.25,27.48,19.99,12.51,11.9,11.3
4.39,5.65,6.91,7.13,7.35,9.32,11.3
80.96,65.81,50.65,51.5,52.34,47.75,43.16
31.65,29.71,27.76,20.56,13.37,10.9,8.43
45.08,50.16,55.24,52.89,50.53,48.83,47.14
15.28,12.43,9.58,7.41,5.25,7.7,10.15
80.42,80.82,81.22,82.11,83.0,84.88,86.76
73.1,76.26,79.43,62.3,45.18,56.9,68.62
16.01,31.76,47.5,48.25,49.0,46.08,43.16
15.25,21.73,28.21,31.28,34.35,29.56,24.76
80.32,81.12,81.92,84.37,86.82,69.03,51.24
7.93,13.66,19.39,33.26,47.12,56.24,65.37
8.95,6.8,4.65,5.04,5.44,20.14,34.85
91.34,93.28,95.22,94.21,93.19,89.75,86.31
82.55,70.14,57.72,61.51,65.3,38.82,12.35
15.19,39.37,63.55,67.33,71.12,73.91,76.7
65.43,51.6,37.76,35.11,32.47,46.78,61.08
52.75,53.55,54.35,36.85,19.36,49.29,79.22
81.6,65.84,50.08,39.0,27.92,29.2,30.49
38.05,25.08,12.1,20.01,27.92,31.38,34.85
68.96,68.21,67.46,73.7,79.94,72.66,65.37
69.31,62.05,54.79,55.38,55.97,37.34,18.71
52.66,40.65,28.65,35.98,43.3,37.9,32.5
52.79,50.51,48.23,46.7,45.18,47.16,49.14
7.48,7.21,6.94,13.15,19.36,29.2,39.05
20.41,29.52,38.62,42.87,47.12,43.08,39.05
7.9,7.39,6.88,19.68,32.47,49.88,67.28
26.49,42.87,59.25,43.58,27.92,39.58,51.24
34.48,54.82,75.17,75.98,76.79,43.47,10.15
8.66,11.32,13.98,13.95,13.91,42.03,70.15
67.11,59.98,52.85,69.84,86.82,72.04,57.26
34.13,32.75,31.36,48.33,65.3,66.96,68.62
3.31,7.19,11.08,21.16,31.23,24.97,18.71
43.84,57.74,71.63,74.67,77.71,73.17,68.62
56.35,53.07,49.79,54.58,59.38,70.27,81.16
10.89,8.07,5.25,10.49,15.73,14.98,14.23
47.66,42.02,36.39,33.81,31.23,19.47,7.7
41.77,32.81,23.85,20.46,17.06,16.28,15.5
24.1,24.85,25.6,22.48,19.36,20.26,21.16
11.78,8.33,4.87,13.96,23.05,13.5,3.95
4.71,3.19,1.66,2.04,2.42,4.12,5.82
20.69,22.98,25.28,23.72,22.16,30.6,39.05
21.14,15.95,10.76,14.44,18.12,14.71,11.3
83.22,89.19,95.16,95.52,95.89,85.64,75.4
90.07,91.07,92.07,90.08,88.09,69.66,51.24
43.39,36.33,29.26,30.24,31.23,36.29,41.34
73.86,70.39,66.92,73.84,80.77,89.91,99.05
2.04,4.04,6.05,9.71,13.37,11.76,10.15
16.08,15.25,14.42,11.1,7.77,45.96,84.15
91.37,53.52,15.66,12.52,9.39,11.81,14.23
29.77,24.45,19.13,15.82,12.51,21.5,30.49
1.02,9.7,18.37,17.05,15.73,56.36,96.98
45.24,34.44,23.65,27.44,31.23,48.3,65.37
18.72,11.34,3.95,4.14,4.33,4.14,3.95
30.31,22.24,14.17,18.16,22.16,50.14,78.13
23.02,26.09,29.16,27.26,25.37,42.24,59.1
17.64,25.14,32.63,26.0,19.36,13.53,7.7
5.35,4.46,3.57,2.52,1.46,3.16,4.87
48.62,45.99,43.36,47.85,52.34,55.72,59.1
16.52,30.77,45.02,43.14,41.26,27.25,13.24
1.31,1.6,1.88,1.31,0.73,1.64,2.55
35.72,36.58,37.44,35.89,34.35,38.76,43.16
59.34,63.55,67.75,51.05,34.35,23.35,12.35
45.02,26.68,8.34,15.25,22.16,21.66,21.16
23.46,12.96,2.45,2.63,2.8,3.38,3.95
56.22,66.81,77.4,75.28,73.16,70.89,68.62
21.36,16.76,12.16,10.78,9.39,5.36,1.34
53.42,54.9,56.38,59.36,62.34,66.24,70.15
8.37,22.36,36.36,23.29,10.22,13.8,17.38
37.44,48.02,58.61,65.88,73.16,54.88,36.6
46.07,32.56,19.04,14.63,10.22,22.54,34.85
64.02,73.33,82.65,71.65,60.65,49.85,39.05
36.29,30.21,24.13,30.13,36.13,39.64,43.16
10.51,6.65,2.8,3.56,4.33,12.18,20.02
18.08,16.42,14.77,13.2,11.62,8.72,5.82
96.85,96.18,95.51,88.68,81.85,77.89,73.93
42.34,49.25,56.16,41.4,26.65,28.57,30.49
30.95,23.86,16.78,24.62,32.47,57.83,83.2
71.28,72.1,72.91,75.98,79.05,68.16,57.26
2.1,5.6,9.11,20.79,32.47,30.36,28.26
69.4,58.19,46.99,41.56,36.13,62.78,89.43
8.4,10.96,13.53,12.58,11.62,10.88,10.15
69.25,73.23,77.2,80.52,83.83,77.72,71.61
13.69,13.1,12.51,8.24,3.98,7.06,10.15
39.73,58.16,76.6,50.98,25.37,15.59,5.82
36.9,29.05,21.2,34.16,47.12,41.86,36.6
13.88,15.28,16.68,21.02,25.37,47.76,70.15
18.85,12.77,6.69,6.67,6.65,21.62,36.6
29.64,51.62,73.61,65.68,57.75,60.16,62.57
38.08,43.49,48.9,42.52,36.13,25.82,15.5
7.86,11.38,14.9,28.08,41.26,32.06,22.85
10.79,26.68,42.57,27.97,13.37,37.97,62.57
1.85,1.9,1.94,2.0,2.07,1.99,1.91
