2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding
65.78,71.36,76.95,50.4,23.85,17.0,10.15
19.42,36.38,53.33,46.47,39.61,32.18,24.76
61.83,54.19,46.55,38.08,29.61,37.39,45.16
76.82,82.18,87.55,90.94,94.33,93.88,93.44
35.34,35.68,36.01,30.69,25.37,51.04,76.7
32.31,30.99,29.67,22.27,14.87,37.98,61.08
50.14,47.5,44.86,40.5,36.13,50.75,65.37
82.71,84.86,87.01,84.43,81.85,87.12,92.39
71.57,67.64,63.71,59.84,55.97,53.6,51.24
14.9,16.27,17.64,16.68,15.73,11.16,6.59
20.73,19.12,17.51,25.93,34.35,49.86,65.37
65.55,62.96,60.36,64.34,68.32,61.83,55.35
67.91,72.1,76.28,57.94,39.61,46.52,53.44
53.3,52.54,51.77,43.95,36.13,46.7,57.26
61.38,47.5,33.62,37.44,41.26,55.71,70.15
64.5,72.58,80.67,78.73,76.79,74.78,72.76
16.75,19.92,23.08,37.71,52.34,51.79,51.24
43.36,49.14,54.92,64.81,74.69,68.63,62.57
59.54,67.05,74.56,79.59,84.62,90.0,95.39
74.88,76.76,78.64,54.12,29.61,30.05,30.49
31.42,35.94,40.46,52.88,65.3,64.7,64.1
16.21,31.24,46.26,40.3,34.35,31.31,28.26
14.1,18.7,23.3,17.16,11.02,33.18,55.35
68.55,55.13,41.71,25.12,8.53,5.42,2.32
58.42,63.68,68.93,44.81,20.69,14.91,9.13
41.1,33.2,25.31,25.34,25.37,42.24,59.1
4.9,12.62,20.34,11.7,3.06,2.69,2.32
34.89,35.37,35.85,39.57,43.3,51.2,59.1
98.41,97.44,96.47,96.92,97.36,83.76,70.15
98.28,98.48,98.69,98.44,98.19,97.95,97.71
39.1,51.1,63.1,66.41,69.72,71.24,72.76
20.12,29.38,38.65,55.32,71.98,65.54,59.1
62.15,71.35,80.55,80.24,79.94,67.64,55.35
35.91,28.96,22.0,16.81,11.62,9.1,6.59
35.85,32.95,30.05,36.68,43.3,45.22,47.14
35.12,40.85,46.58,43.1,39.61,31.23,22.85
76.63,64.77,52.91,67.96,83.0,54.76,26.51
81.82,83.22,84.62,85.72,86.82,89.6,92.39
73.19,69.77,66.35,63.5,60.65,55.94,51.24
69.79,73.48,77.17,83.46,89.75,83.94,78.13
69.02,67.82,66.63,66.82,67.02,71.21,75.4
59.15,42.36,25.57,19.74,13.91,8.23,2.55
10.6,10.38,10.16,14.14,18.12,36.73,55.35
93.06,92.09,91.12,89.92,88.73,89.75,90.77
24.07,20.58,17.1,14.36,11.62,10.88,10.15
26.33,38.61,50.88,56.61,62.34,48.6,34.85
85.74,80.6,75.45,70.38,65.3,69.62,73.93
8.53,19.34,30.15,29.04,27.92,51.66,75.4
25.09,22.99,20.89,26.06,31.23,20.69,10.15
6.02,6.18,6.34,4.47,2.61,17.56,32.5
20.53,31.92,43.3,42.28,41.26,35.88,30.49
47.91,52.08,56.26,60.78,65.3,71.0,76.7
58.77,64.46,70.14,61.24,52.34,64.52,76.7
23.34,15.72,8.09,6.76,5.44,7.8,10.15
51.51,55.78,60.04,64.88,69.72,63.49,57.26
76.76,75.39,74.02,73.0,71.98,75.6,79.22
30.88,50.43,69.98,80.68,91.37,93.02,94.68
80.61,72.22,63.83,54.5,45.18,53.88,62.57
40.21,45.76,51.32,50.16,49.0,42.8,36.6
95.57,95.76,95.96,95.32,94.68,95.26,95.83
7.23,18.72,30.21,47.1,63.99,72.58,81.16
17.19,15.93,14.68,22.96,31.23,23.36,15.5
45.11,44.06,43.01,45.06,47.12,52.19,57.26
70.55,67.62,64.69,60.33,55.97,57.54,59.1
84.21,84.6,85.0,83.42,81.85,81.98,82.11
89.49,51.48,13.47,33.79,54.12,41.19,28.26
35.59,36.96,38.33,55.74,73.16,60.15,47.14
51.38,52.64,53.9,45.02,36.13,49.35,62.57
45.65,25.08,4.52,3.3,2.07,17.28,32.5
81.69,81.08,80.48,78.16,75.84,74.3,72.76
36.36,39.59,42.82,45.91,49.0,51.22,53.44
40.75,33.2,25.66,32.64,39.61,52.49,65.37
61.29,56.59,51.89,49.5,47.12,50.28,53.44
28.65,26.9,25.15,30.64,36.13,47.61,59.1
13.85,15.63,17.41,17.76,18.12,23.19,28.26
51.93,46.9,41.87,42.58,43.3,51.2,59.1
74.59,67.38,60.17,63.6,67.02,74.09,81.16
51.13,36.52,21.9,22.03,22.16,46.16,70.15
92.14,93.1,94.05,93.12,92.2,92.07,91.95
22.16,17.11,12.07,17.96,23.85,34.5,45.16
6.46,4.68,2.9,12.98,23.05,28.95,34.85
3.85,4.16,4.46,15.56,26.65,32.85,39.05
82.04,81.46,80.87,82.74,84.62,79.27,73.93
11.02,31.25,51.48,42.92,34.35,51.48,68.62
20.06,51.14,82.23,85.99,89.75,83.94,78.13
14.36,12.91,11.46,21.96,32.47,23.98,15.5
38.24,38.89,39.54,41.42,43.3,46.22,49.14
25.66,18.78,11.91,8.12,4.33,7.24,10.15
91.18,92.18,93.19,89.74,86.28,83.24,80.2
92.8,92.01,91.21,91.7,92.2,93.44,94.68
88.98,89.58,90.19,88.5,86.82,86.79,86.76
12.99,10.3,7.61,13.48,19.36,17.43,15.5
25.6,15.22,4.84,4.58,4.33,19.59,34.85
10.06,20.56,31.07,40.03,49.0,48.07,47.14
93.82,91.68,89.53,90.86,92.2,93.8,95.39
72.11,68.34,64.57,59.35,54.12,59.11,64.1
62.24,56.83,51.42,56.04,60.65,71.92,83.2
7.96,16.06,24.16,21.14,18.12,18.42,18.71
22.86,17.65,12.45,40.38,68.32,37.07,5.82
99.84,99.76,99.68,99.62,99.55,89.38,79.22
46.51,38.42,30.34,37.76,45.18,43.26,41.34
29.54,46.34,63.13,43.49,23.85,14.83,5.82
44.16,54.92,65.68,59.01,52.34,39.42,26.51
83.67,81.58,79.5,79.28,79.05,74.6,70.15
78.16,82.64,87.11,86.96,86.82,64.99,43.16
19.58,16.81,14.04,10.69,7.35,10.79,14.23
97.55,97.71,97.87,97.76,97.64,98.2,98.76
83.03,76.49,69.95,76.89,83.83,65.48,47.14
22.6,50.36,78.13,64.33,50.53,38.52,26.51
65.46,57.14,48.81,44.21,39.61,51.86,64.1
44.25,48.76,53.26,56.96,60.65,76.95,93.25
23.11,18.39,13.66,29.42,45.18,45.17,45.16
81.63,84.74,87.84,83.44,79.05,81.92,84.79
94.33,75.65,56.96,52.98,49.0,73.77,98.54
7.16,13.86,20.57,15.8,11.02,17.89,24.76
29.26,44.19,59.12,52.15,45.18,30.34,15.5
50.84,45.05,39.26,40.26,41.26,48.3,55.35
65.52,42.48,19.45,23.68,27.92,21.08,14.23
47.21,44.92,42.63,40.28,37.92,49.5,61.08
66.89,75.07,83.25,85.38,87.52,93.06,98.6
26.81,29.44,32.06,38.62,45.18,37.83,30.49
25.88,32.86,39.83,33.88,27.92,25.38,22.85
14.93,33.3,51.67,38.52,25.37,22.04,18.71
37.63,22.46,7.29,5.29,3.28,9.39,15.5
61.64,53.2,44.76,52.7,60.65,66.7,72.76
75.9,76.41,76.92,77.32,77.71,78.46,79.22
18.21,14.94,11.68,52.43,93.19,91.98,90.77
91.05,83.03,75.01,53.74,32.47,20.8,9.13
11.27,23.6,35.94,66.59,97.23,96.53,95.83
73.29,79.69,86.09,90.07,94.05,95.94,97.84
8.63,45.54,82.46,83.97,85.48,88.72,91.95
87.27,91.7,96.12,73.32,50.53,31.44,12.35
91.79,92.1,92.42,90.8,89.18,87.97,86.76
74.34,61.38,48.42,60.79,73.16,79.29,85.42
93.35,89.21,85.07,88.22,91.37,87.28,83.2
27.44,32.41,37.38,34.3,31.23,26.2,21.16
58.71,58.24,57.78,53.39,49.0,53.13,57.26
73.93,76.98,80.04,74.88,69.72,46.28,22.85
29.67,49.14,68.61,52.37,36.13,51.7,67.28
96.91,96.64,96.37,95.67,94.97,97.44,99.9
30.28,29.01,27.73,26.55,25.37,39.4,53.44
90.04,92.07,94.11,96.42,98.73,94.9,91.06
12.32,8.04,3.76,3.41,3.06,14.78,26.51
92.55,88.8,85.04,86.88,88.73,89.26,89.78
28.69,15.7,2.71,1.82,0.92,48.95,96.98
73.7,69.44,65.17,61.46,57.75,65.26,72.76
95.13,94.7,94.27,93.92,93.57,93.5,93.44
33.87,35.22,36.58,31.62,26.65,41.0,55.35
17.45,36.4,55.36,45.74,36.13,32.2,28.26
60.36,48.63,36.9,29.53,22.16,21.66,21.16
5.28,5.73,6.18,8.2,10.22,13.8,17.38
3.41,3.8,4.2,4.82,5.44,21.02,36.6
92.26,88.06,83.86,78.51,73.16,82.11,91.06
17.96,19.22,20.47,11.44,2.42,2.48,2.55
54.92,55.1,55.27,52.9,50.53,57.95,65.37
9.74,30.52,51.29,38.97,26.65,21.08,15.5
69.88,61.19,52.5,47.9,43.3,55.29,67.28
89.84,93.24,96.63,97.87,99.11,97.84,96.56
37.95,25.88,13.82,34.89,55.97,73.16,90.36
50.78,56.22,61.67,61.16,60.65,67.29,73.93
59.95,76.96,93.98,78.98,63.99,33.27,2.55
13.56,13.48,13.4,11.4,9.39,14.7,20.02
0.0,0.0,0.0,1.53,3.06,50.45,97.84
45.88,56.9,67.91,47.28,26.65,16.24,5.82
93.16,92.09,91.02,81.5,71.98,79.82,87.65
47.15,51.82,56.48,48.04,39.61,32.18,24.76
73.42,74.96,76.5,70.9,65.3,68.46,71.61
92.61,91.94,91.28,88.38,85.48,87.14,88.8
80.77,80.47,80.17,78.48,76.79,81.55,86.31
55.46,61.08,66.7,72.88,79.05,75.33,71.61
92.01,90.45,88.89,86.76,84.62,90.98,97.33
23.78,49.32,74.85,78.35,81.85,89.2,96.56
8.09,16.08,24.07,27.65,31.23,26.2,21.16
29.89,32.39,34.89,58.37,81.85,63.5,45.16
75.26,41.77,8.28,12.0,15.73,14.04,12.35
31.87,22.14,12.42,23.38,34.35,56.78,79.22
87.77,88.35,88.92,88.82,88.73,88.19,87.65
72.4,65.25,58.1,60.22,62.34,75.3,88.26
4.23,4.99,5.76,5.94,6.11,36.69,67.28
57.69,66.51,75.33,79.97,84.62,84.38,84.15
42.25,46.14,50.02,41.24,32.47,32.48,32.5
47.34,71.44,95.54,90.08,84.62,67.93,51.24
37.98,40.47,42.95,40.44,37.92,35.21,32.5
96.28,96.88,97.48,97.62,97.77,97.93,98.09
38.46,41.94,45.43,46.28,47.12,54.1,61.08
56.67,55.34,54.0,60.51,67.02,71.21,75.4
15.92,11.99,8.05,8.72,9.39,10.34,11.3
49.6,55.35,61.1,57.61,54.12,38.48,22.85
48.42,51.68,54.95,61.64,68.32,70.54,72.76
70.93,69.64,68.35,76.48,84.62,85.02,85.42
49.92,37.68,25.44,36.28,47.12,71.47,95.83
43.27,43.96,44.64,48.49,52.34,54.8,57.26
92.1,84.5,76.89,78.83,80.77,58.68,36.6
3.53,18.95,34.38,46.88,59.38,67.39,75.4
8.88,21.24,33.59,36.6,39.61,50.34,61.08
21.71,19.94,18.18,13.36,8.53,18.4,28.26
29.7,24.62,19.55,41.77,63.99,76.12,88.26
0.73,0.44,0.16,0.14,0.13,0.06,0.0
91.63,89.72,87.81,89.38,90.96,91.9,92.84
68.51,80.26,92.01,95.06,98.12,96.76,95.39
93.41,87.6,81.79,85.99,90.19,89.81,89.43
63.04,66.32,69.6,68.31,67.02,69.89,72.76
17.22,46.46,75.71,54.09,32.47,47.52,62.57
89.65,93.24,96.82,89.34,81.85,84.75,87.65
73.96,73.02,72.08,70.9,69.72,76.94,84.15
14.33,23.4,32.47,36.04,39.61,31.23,22.85
0.38,2.04,3.69,5.52,7.35,3.68,0.0
6.84,3.65,0.45,0.22,0.0,0.0,0.0
33.75,46.54,59.34,62.32,65.3,60.32,55.35
60.97,58.15,55.33,61.82,68.32,39.24,10.15
0.0,0.5,0.99,12.42,23.85,46.24,68.62
3.95,2.31,0.67,2.96,5.25,10.38,15.5
95.35,94.1,92.84,91.29,89.75,93.54,97.33
93.44,89.12,84.81,73.57,62.34,64.81,67.28
84.05,87.9,91.75,89.02,86.28,86.52,86.76
87.11,77.36,67.62,81.76,95.89,93.48,91.06
47.31,46.29,45.27,52.96,60.65,53.9,47.14
44.76,45.22,45.69,55.5,65.3,73.7,82.11
39.06,43.44,47.82,56.56,65.3,52.18,39.05
16.27,25.76,35.24,62.21,89.18,81.56,73.93
79.59,75.03,70.46,44.29,18.12,27.36,36.6
70.2,64.74,59.28,56.7,54.12,51.63,49.14
44.57,54.01,63.45,64.38,65.3,73.7,82.11
10.47,10.82,11.17,30.85,50.53,71.98,93.44
40.31,29.45,18.59,12.97,7.35,24.34,41.34
6.18,6.42,6.65,5.32,3.98,5.57,7.16
14.55,12.54,10.54,5.27,0.0,0.0,0.0
78.0,80.01,82.01,81.39,80.77,73.07,65.37
88.22,89.38,90.54,80.13,69.72,70.67,71.61
18.75,52.64,86.53,86.0,85.48,65.32,45.16
84.94,85.61,86.28,86.55,86.82,87.24,87.65
2.13,8.69,15.25,45.54,75.84,86.88,97.93
79.62,71.16,62.69,65.5,68.32,52.46,36.6
6.88,4.85,2.83,2.58,2.32,8.91,15.5
62.18,64.31,66.44,72.08,77.71,66.53,55.35
34.61,32.75,30.88,25.79,20.69,35.97,51.24
88.32,87.6,86.88,66.03,45.18,51.22,57.26
89.72,93.33,96.94,97.08,97.23,97.58,97.93
42.76,34.75,26.74,36.93,47.12,51.24,55.35
43.43,64.32,85.2,46.86,8.53,4.76,0.99
84.46,81.47,78.48,78.1,77.71,77.2,76.7
74.98,61.99,49.0,44.3,39.61,54.12,68.62
27.7,34.94,42.18,51.42,60.65,67.29,73.93
22.67,17.05,11.43,16.06,20.69,12.32,3.95
26.07,28.7,31.33,32.84,34.35,51.48,68.62
56.8,56.92,57.05,54.7,52.34,49.74,47.14
92.36,86.22,80.07,53.36,26.65,46.01,65.37
45.94,45.96,45.97,34.91,23.85,48.3,72.76
2.2,3.63,5.06,49.7,94.33,95.35,96.37
76.89,74.28,71.67,75.81,79.94,83.8,87.65
92.74,94.04,95.35,91.44,87.52,86.47,85.42
22.99,38.34,53.68,57.16,60.65,73.7,86.76
71.12,80.26,89.4,57.38,25.37,54.28,83.2
93.76,91.92,90.07,87.78,85.48,86.12,86.76
94.75,78.68,62.62,40.99,19.36,58.26,97.17
47.82,29.58,11.33,8.29,5.25,4.6,3.95
68.13,74.77,81.41,78.62,75.84,76.27,76.7
71.51,72.43,73.35,67.84,62.34,55.74,49.14
38.2,30.63,23.05,39.51,55.97,50.56,45.16
26.17,27.89,29.61,26.33,23.05,17.7,12.35
82.33,88.25,94.17,85.48,76.79,42.96,9.13
32.98,21.17,9.36,24.48,39.61,60.38,81.16
76.98,77.41,77.84,74.91,71.98,79.82,87.65
89.33,90.56,91.79,89.04,86.28,87.85,89.43
31.01,37.3,43.58,51.48,59.38,69.79,80.2
41.61,34.62,27.63,23.49,19.36,15.86,12.35
48.74,52.98,57.21,51.2,45.18,56.9,68.62
66.92,74.64,82.36,79.57,76.79,42.96,9.13
79.5,67.75,56.0,43.62,31.23,21.79,12.35
54.28,32.63,10.98,11.74,12.51,12.87,13.24
59.6,34.78,9.96,12.84,15.73,51.02,86.31
86.25,85.92,85.58,82.76,79.94,85.94,91.95
1.11,43.16,85.2,72.29,59.38,30.36,1.34
87.71,82.81,77.91,59.58,41.26,62.23,83.2
34.0,29.37,24.74,24.3,23.85,39.6,55.35
95.48,76.87,58.26,65.71,73.16,52.83,32.5
62.78,66.92,71.06,68.18,65.3,66.96,68.62
51.74,50.86,49.98,32.43,14.87,20.69,26.51
12.64,15.81,18.97,20.56,22.16,28.5,34.85
70.11,64.34,58.58,33.17,7.77,7.74,7.7
91.24,92.08,92.93,91.56,90.19,91.52,92.84
14.45,18.21,21.97,23.67,25.37,15.42,5.47
82.87,48.4,13.94,7.48,1.02,0.8,0.57
69.15,65.87,62.59,47.53,32.47,35.76,39.05
64.82,64.05,63.29,50.6,37.92,64.49,91.06
75.2,79.68,84.15,89.82,95.48,95.34,95.19
52.05,40.49,28.94,26.4,23.85,19.04,14.23
65.71,60.16,54.6,51.8,49.0,55.78,62.57
77.55,82.48,87.42,92.5,97.58,92.17,86.76
97.36,98.28,99.2,98.92,98.63,99.15,99.68
34.29,31.12,27.95,49.54,71.12,82.52,93.92
10.28,43.22,76.15,88.04,99.94,99.18,98.41
8.91,4.84,0.76,2.21,3.66,3.44,3.21
52.98,58.07,63.16,78.36,93.57,94.12,94.68
64.28,78.83,93.38,91.28,89.18,74.14,59.1
85.23,86.15,87.07,87.3,87.52,85.84,84.15
76.09,76.47,76.85,78.4,79.94,75.77,71.61
18.27,13.91,9.55,7.17,4.78,9.01,13.24
87.07,83.6,80.13,81.98,83.83,82.97,82.11
46.13,34.3,22.48,26.04,29.61,50.61,71.61
78.92,73.52,68.13,75.98,83.83,86.8,89.78
62.88,57.12,51.35,54.55,57.75,67.22,76.7
58.99,53.3,47.6,43.6,39.61,43.38,47.14
2.71,8.31,13.91,17.3,20.69,45.42,70.15
13.82,13.6,13.37,14.55,15.73,18.44,21.16
24.42,20.72,17.03,15.95,14.87,36.98,59.1
38.62,37.09,35.56,51.94,68.32,66.21,64.1
69.95,71.22,72.49,79.66,86.82,91.69,96.56
78.96,71.67,64.37,73.11,81.85,87.88,93.92
25.5,23.51,21.52,22.68,23.85,36.49,49.14
94.36,89.56,84.75,76.54,68.32,69.24,70.15
63.96,49.44,34.93,31.43,27.92,50.92,73.93
56.42,65.57,74.72,65.34,55.97,62.3,68.62
86.41,61.24,36.07,23.84,11.62,42.78,73.93
66.6,54.87,43.14,33.1,23.05,22.11,21.16
98.79,98.63,98.47,98.46,98.44,98.08,97.71
74.28,73.83,73.38,80.74,88.09,88.18,88.26
8.28,32.06,55.84,68.84,81.85,83.64,85.42
83.79,85.78,87.77,84.27,80.77,81.44,82.11
93.86,92.16,90.45,91.32,92.2,61.35,30.49
98.22,98.57,98.92,97.93,96.94,96.96,96.98
61.57,54.67,47.76,50.94,54.12,59.11,64.1
55.08,48.78,42.47,37.47,32.47,31.48,30.49
85.42,85.82,86.21,64.76,43.3,52.94,62.57
31.84,35.9,39.96,47.04,54.12,54.74,55.35
13.79,17.11,20.44,31.87,43.3,37.9,32.5
77.05,72.75,68.45,35.62,2.8,3.84,4.87
49.41,57.83,66.25,71.98,77.71,77.92,78.13
99.33,99.33,99.33,99.32,99.3,99.12,98.95
97.74,98.43,99.11,98.98,98.85,99.12,99.4
12.83,25.31,37.79,32.22,26.65,20.44,14.23
35.4,32.34,29.29,23.18,17.06,30.11,43.16
10.0,9.59,9.17,13.11,17.06,26.83,36.6
19.07,34.89,50.72,50.62,50.53,54.81,59.1
3.72,1.91,0.1,0.26,0.41,0.2,0.0
38.36,37.98,37.6,32.76,27.92,37.53,47.14
51.16,43.1,35.05,40.12,45.18,53.13,61.08
16.59,11.5,6.4,13.55,20.69,29.87,39.05
6.62,6.22,5.83,17.72,29.61,21.92,14.23
83.38,83.23,83.09,83.46,83.83,85.3,86.76
23.08,27.03,30.98,31.72,32.47,41.86,51.24
75.61,74.06,72.52,68.26,63.99,62.54,61.08
2.32,1.58,0.83,0.93,1.02,20.04,39.05
35.78,29.0,22.22,23.04,23.85,39.6,55.35
5.03,3.83,2.64,3.07,3.5,15.01,26.51
1.91,2.05,2.2,1.27,0.35,0.18,0.0
6.08,8.39,10.7,11.6,12.51,27.83,43.16
48.87,50.07,51.26,49.19,47.12,44.23,41.34
64.31,68.69,73.07,79.94,86.82,71.08,55.35
10.12,11.81,13.5,9.8,6.11,10.81,15.5
24.74,16.86,8.98,18.45,27.92,25.38,22.85
16.65,21.9,27.16,24.66,22.16,36.7,51.24
66.57,63.32,60.08,64.2,68.32,69.24,70.15
38.68,38.71,38.75,41.02,43.3,46.22,49.14
15.57,13.96,12.35,12.86,13.37,18.11,22.85
34.03,27.64,21.24,14.89,8.53,8.12,7.7
29.16,31.69,34.22,30.44,26.65,31.63,36.6
5.57,3.14,0.7,0.73,0.76,9.74,18.71
63.1,61.36,59.63,64.68,69.72,67.54,65.37
52.15,46.82,41.48,33.42,25.37,17.76,10.15
71.79,70.39,68.99,70.06,71.12,60.13,49.14
60.71,46.05,31.39,27.22,23.05,34.11,45.16
27.03,27.9,28.78,27.72,26.65,25.7,24.76
49.76,51.45,53.14,43.74,34.35,43.9,53.44
63.48,59.23,54.98,54.55,54.12,45.36,36.6
47.72,35.83,23.94,18.22,12.51,10.47,8.43
38.4,47.55,56.7,57.22,57.75,49.54,41.34
51.35,45.79,40.24,39.08,37.92,30.38,22.85
65.9,69.24,72.59,71.86,71.12,49.69,28.26
43.33,33.86,24.39,18.45,12.51,16.84,21.16
56.51,61.42,66.32,66.67,67.02,69.89,72.76
35.18,40.16,45.14,46.13,47.12,51.24,55.35
36.93,32.65,28.37,30.42,32.47,26.82,21.16
53.68,58.63,63.58,61.48,59.38,52.27,45.16
11.65,13.86,16.08,17.1,18.12,27.36,36.6
8.72,10.9,13.09,16.89,20.69,31.92,43.16
13.02,30.86,48.71,43.32,37.92,27.65,17.38
57.47,46.86,36.26,32.09,27.92,23.32,18.71
64.15,63.98,63.8,62.22,60.65,47.75,34.85
3.28,3.7,4.11,4.22,4.33,7.24,10.15
20.22,19.85,19.48,16.42,13.37,14.44,15.5
24.2,20.18,16.17,11.41,6.65,4.49,2.32
25.25,16.9,8.56,10.09,11.62,16.39,21.16
9.9,9.35,8.79,12.92,17.06,14.71,12.35
3.09,5.62,8.15,7.96,7.77,9.54,11.3
58.83,72.6,86.37,87.78,89.18,86.98,84.79
49.57,34.16,18.75,24.18,29.61,30.05,30.49
80.87,81.36,81.85,75.78,69.72,70.67,71.61
46.58,42.47,38.36,39.81,41.26,43.21,45.16
77.3,82.22,87.14,77.73,68.32,69.96,71.61
36.8,40.34,43.87,38.17,32.47,23.98,15.5
26.93,27.15,27.38,16.08,4.78,3.66,2.55
54.76,62.16,69.56,60.04,50.53,62.23,73.93
59.44,60.58,61.73,64.38,67.02,72.58,78.13
18.5,32.48,46.45,43.86,41.26,25.7,10.15
39.48,21.35,3.22,2.48,1.75,8.62,15.5
79.85,79.6,79.34,68.54,57.75,47.18,36.6
66.95,76.17,85.39,71.57,57.75,65.84,73.93
18.62,30.07,41.52,36.38,31.23,51.42,71.61
84.69,82.88,81.06,61.16,41.26,40.16,39.05
25.47,35.1,44.73,65.77,86.82,84.46,82.11
18.78,19.29,19.8,20.24,20.69,29.87,39.05
15.7,14.7,13.69,20.8,27.92,40.68,53.44
1.59,6.35,11.11,10.25,9.39,12.44,15.5
13.53,15.87,18.21,17.64,17.06,23.78,30.49
24.71,27.55,30.4,27.88,25.37,25.06,24.76
30.34,31.0,31.65,34.78,37.92,40.54,43.16
33.24,49.6,65.97,72.96,79.94,46.59,13.24
21.11,17.07,13.02,13.2,13.37,12.86,12.35
4.68,3.48,2.29,3.14,3.98,3.26,2.55
36.26,35.03,33.81,24.34,14.87,29.02,43.16
44.83,33.88,22.92,19.99,17.06,24.78,32.5
92.58,78.55,64.53,61.96,59.38,58.32,57.26
64.98,54.38,43.78,40.85,37.92,58.57,79.22
14.2,14.36,14.52,13.95,13.37,19.94,26.51
80.07,74.64,69.21,66.6,63.99,68.96,73.93
54.03,61.26,68.48,54.04,39.61,39.33,39.05
1.81,1.7,1.59,2.63,3.66,2.21,0.76
34.8,32.58,30.37,43.17,55.97,58.53,61.08
23.21,19.98,16.75,17.44,18.12,26.48,34.85
19.93,13.34,6.75,18.18,29.61,15.33,1.05
51.7,37.84,23.97,26.79,29.61,33.1,36.6
49.09,42.4,35.72,44.92,54.12,34.81,15.5
27.98,16.28,4.58,5.62,6.65,14.75,22.85
22.89,23.99,25.09,26.51,27.92,47.6,67.28
29.1,27.82,26.55,23.62,20.69,26.6,32.5
30.09,30.84,31.58,26.87,22.16,14.93,7.7
54.19,59.54,64.88,56.0,47.12,54.1,61.08
10.82,19.05,27.28,16.7,6.11,17.18,28.26
18.59,14.69,10.79,5.98,1.18,1.06,0.95
46.23,41.1,35.98,50.64,65.3,63.94,62.57
5.32,6.81,8.31,7.21,6.11,3.92,1.72
13.94,15.26,16.59,16.16,15.73,20.24,24.76
45.5,65.22,84.94,67.74,50.53,26.22,1.91
17.0,12.8,8.6,8.57,8.53,6.24,3.95
21.9,45.3,68.7,65.52,62.34,56.79,51.24
24.39,14.6,4.81,17.21,29.61,36.38,43.16
80.71,75.95,71.19,80.69,90.19,81.48,72.76
66.13,76.88,87.62,84.74,81.85,55.06,28.26
55.97,61.51,67.05,48.33,29.61,27.18,24.76
28.62,25.94,23.27,27.25,31.23,23.36,15.5
40.11,42.96,45.81,49.96,54.12,56.61,59.1
14.84,14.56,14.29,9.86,5.44,6.94,8.43
84.08,76.18,68.29,53.95,39.61,49.36,59.1
71.67,67.98,64.28,52.77,41.26,58.98,76.7
72.49,68.45,64.41,62.53,60.65,62.38,64.1
35.31,33.75,32.19,26.44,20.69,16.96,13.24
2.07,3.83,5.6,7.91,10.22,6.72,3.21
43.08,32.0,20.92,12.29,3.66,2.78,1.91
20.66,26.8,32.95,33.65,34.35,36.7,39.05
7.13,7.5,7.86,9.44,11.02,14.86,18.71
18.88,17.13,15.38,20.38,25.37,20.43,15.5
13.59,10.69,7.8,10.15,12.51,14.94,17.38
7.83,7.64,7.45,6.78,6.11,17.18,28.26
53.93,45.06,36.2,38.73,41.26,29.98,18.71
45.72,47.3,48.87,54.76,60.65,74.15,87.65
77.62,86.66,95.7,93.71,91.72,74.49,57.26
63.74,57.26,50.78,49.89,49.0,46.08,43.16
61.99,65.59,69.18,71.17,73.16,71.66,70.15
74.66,64.09,53.52,45.72,37.92,63.85,89.78
82.46,87.81,93.16,92.68,92.2,90.5,88.8
13.09,9.28,5.48,9.0,12.51,22.5,32.5
75.58,73.11,70.65,64.2,57.75,57.51,57.26
30.15,22.8,15.44,17.4,19.36,16.79,14.23
24.13,16.48,8.82,7.13,5.44,22.24,39.05
36.17,47.44,58.71,64.92,71.12,60.13,49.14
44.51,35.29,26.07,32.84,39.61,38.1,36.6
44.7,42.96,41.23,52.61,63.99,65.64,67.28
16.11,17.46,18.82,17.94,17.06,19.96,22.85
98.25,96.3,94.36,92.66,90.96,85.58,80.2
83.99,78.46,72.94,48.0,23.05,38.24,53.44
49.32,48.97,48.62,48.81,49.0,56.55,64.1
77.91,78.14,78.38,80.12,81.85,83.64,85.42
72.94,80.06,87.17,88.46,89.75,91.6,93.44
59.47,64.24,69.02,62.5,55.97,64.95,73.93
94.4,92.95,91.5,93.36,95.22,95.49,95.77
98.85,99.32,99.78,99.8,99.81,99.9,100.0
13.34,11.36,9.39,6.0,2.61,5.52,8.43
33.62,26.36,19.1,30.18,41.26,56.44,71.61
96.34,96.74,97.13,98.12,99.11,98.71,98.31
94.17,94.82,95.48,89.24,83.0,77.31,71.61
74.63,79.19,83.76,85.64,87.52,87.14,86.76
91.56,92.23,92.9,90.82,88.73,90.56,92.39
45.21,67.92,90.64,88.46,86.28,83.72,81.16
99.11,99.06,99.01,98.46,97.9,97.74,97.58
18.18,12.66,7.13,5.73,4.33,3.23,2.13
77.59,82.66,87.74,85.37,83.0,85.32,87.65
86.31,74.42,62.53,63.92,65.3,75.81,86.31
61.6,69.64,77.68,83.94,90.19,88.25,86.31
93.54,92.47,91.4,94.46,97.52,97.34,97.17
94.84,94.57,94.3,93.93,93.57,94.86,96.15
94.46,94.73,95.0,94.28,93.57,94.48,95.39
52.94,67.46,81.98,89.81,97.64,87.17,76.7
97.33,97.47,97.61,96.88,96.15,94.7,93.25
