2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding
43.14,44.5,45.85,46.71,47.56,52.96,58.37
4.58,10.1,15.63,19.58,23.53,32.98,42.43
46.58,35.94,25.31,25.86,26.42,35.2,43.98
80.67,58.76,36.84,26.41,15.98,14.71,13.43
36.23,27.97,19.71,34.38,49.06,62.34,75.62
70.52,70.64,70.77,69.51,68.26,63.32,58.37
90.58,91.31,92.04,92.71,93.38,93.9,94.43
78.73,77.38,76.03,75.04,74.05,72.7,71.36
27.28,38.8,50.33,50.92,51.51,52.6,53.69
28.84,21.54,14.23,27.11,39.99,38.95,37.91
23.69,30.9,38.11,45.58,53.04,65.8,78.55
65.17,67.38,69.6,72.45,75.29,78.27,81.25
4.27,2.72,1.18,2.07,2.96,12.87,22.79
65.58,65.83,66.09,70.07,74.05,76.3,78.55
35.18,36.42,37.66,42.61,47.56,41.65,35.74
9.84,11.24,12.64,12.53,12.42,13.61,14.8
68.32,70.93,73.54,77.3,81.06,83.51,85.96
24.39,25.78,27.16,24.02,20.89,23.67,26.45
1.66,11.24,20.82,36.17,51.51,61.43,71.36
62.69,58.1,53.52,53.28,53.04,34.54,16.04
68.42,72.32,76.22,74.42,72.62,74.61,76.61
53.55,55.36,57.18,58.16,59.15,59.44,59.74
74.94,74.51,74.08,74.06,74.05,73.44,72.82
91.88,90.88,89.88,93.1,96.31,96.14,95.96
40.24,27.38,14.52,7.99,1.46,8.13,14.8
27.63,33.83,40.02,48.58,57.15,28.75,0.35
77.24,79.7,82.17,82.73,83.29,84.62,85.96
60.52,56.97,53.42,49.92,46.42,48.61,50.8
69.34,71.65,73.96,74.01,74.05,70.86,67.66
52.82,52.22,51.61,53.7,55.78,52.73,49.68
25.47,26.78,28.08,30.12,32.16,35.03,37.91
18.59,20.16,21.74,23.22,24.71,25.98,27.24
65.01,66.65,68.29,71.17,74.05,75.87,77.69
29.13,28.75,28.37,28.42,28.46,35.45,42.43
61.06,61.72,62.37,70.82,79.27,81.04,82.81
72.14,74.91,77.68,73.59,69.5,71.92,74.35
80.83,80.12,79.4,80.64,81.88,81.56,81.25
88.06,88.42,88.79,88.73,88.67,89.61,90.55
62.88,61.18,59.47,59.98,60.49,59.43,58.37
49.98,55.06,60.14,58.64,57.15,64.98,72.82
25.72,27.87,30.02,31.64,33.27,35.0,36.73
7.51,5.16,2.8,3.63,4.46,24.22,43.98
67.49,68.68,69.88,77.87,85.86,83.56,81.25
94.52,94.58,94.65,94.65,94.65,94.42,94.18
82.97,82.94,82.9,82.39,81.88,79.78,77.69
73.8,76.77,79.75,80.82,81.88,82.34,82.81
58.64,60.84,63.04,64.42,65.81,66.1,66.39
60.46,59.14,57.82,55.43,53.04,53.36,53.69
35.31,36.01,36.71,31.56,26.42,26.44,26.45
12.48,18.13,23.78,26.72,29.67,52.64,75.62
91.15,89.86,88.57,86.93,85.29,85.24,85.2
28.69,29.8,30.91,39.24,47.56,52.08,56.59
44.7,53.64,62.59,43.06,23.53,32.15,40.77
99.71,99.74,99.78,99.73,99.68,99.7,99.71
38.17,41.99,45.81,49.42,53.04,49.4,45.77
69.6,70.76,71.92,74.66,77.4,78.4,79.41
12.0,13.4,14.8,16.66,18.53,19.81,21.1
46.42,47.93,49.44,53.3,57.15,52.6,48.06
2.93,5.28,7.64,8.47,9.3,5.07,0.83
41.07,47.26,53.45,56.97,60.49,62.69,64.89
63.01,61.83,60.65,58.22,55.78,57.08,58.37
70.87,69.79,68.7,67.9,67.11,66.0,64.89
10.35,9.22,8.09,7.28,6.46,5.79,5.12
94.65,94.43,94.21,94.1,93.98,93.38,92.78
5.86,12.32,18.78,20.2,21.62,11.24,0.86
75.93,48.88,21.84,45.67,69.5,82.22,94.94
93.51,94.02,94.52,94.25,93.98,92.79,91.6
91.05,93.29,95.54,95.92,96.31,94.75,93.19
88.7,56.64,24.58,14.37,4.17,10.1,16.04
59.06,54.17,49.28,45.54,41.8,39.26,36.73
15.92,12.28,8.63,7.34,6.05,4.58,3.12
10.92,8.38,5.83,5.72,5.6,6.04,6.49
9.46,7.44,5.41,4.79,4.17,4.92,5.67
0.7,0.72,0.73,1.13,1.53,3.5,5.47
51.38,49.78,48.17,47.3,46.42,44.42,42.43
42.95,37.6,32.25,29.86,27.48,22.14,16.8
31.26,29.08,26.9,27.19,27.48,27.82,28.17
19.26,16.41,13.56,13.5,13.44,12.86,12.29
4.62,4.31,4.01,3.64,3.28,3.12,2.96
9.55,9.66,9.77,9.36,8.95,9.41,9.87
5.09,4.33,3.57,3.87,4.17,4.35,4.52
5.32,4.98,4.65,4.56,4.46,4.23,4.01
45.14,41.72,38.3,35.23,32.16,30.6,29.03
24.01,22.14,20.28,19.4,18.53,17.66,16.8
33.49,30.16,26.84,24.23,21.62,20.67,19.73
17.0,16.08,15.15,14.3,13.44,12.86,12.29
18.97,18.44,17.92,16.49,15.06,14.55,14.04
46.86,45.27,43.68,41.84,39.99,38.95,37.91
38.84,38.76,38.68,37.48,36.29,36.51,36.73
43.3,40.74,38.17,36.61,35.05,33.46,31.86
63.36,62.23,61.1,60.13,59.15,59.44,59.74
7.04,6.93,6.81,7.08,7.35,7.76,8.18
64.28,65.95,67.62,68.56,69.5,72.56,75.62
72.27,71.89,71.51,70.5,69.5,71.16,72.82
60.36,58.19,56.03,53.22,50.4,48.77,47.14
21.33,23.64,25.95,26.72,27.48,27.82,28.17
38.81,34.56,30.31,26.92,23.53,21.17,18.81
40.46,39.51,38.55,38.01,37.47,37.69,37.91
43.84,43.71,43.58,43.4,43.23,44.5,45.77
51.77,48.94,46.1,43.04,39.99,38.36,36.73
52.18,49.38,46.58,43.28,39.99,37.86,35.74
58.8,61.38,63.96,66.11,68.26,72.44,76.61
73.7,74.26,74.82,73.72,72.62,72.72,72.82
48.49,47.23,45.97,43.88,41.8,41.28,40.77
66.6,63.43,60.27,56.66,53.04,50.09,47.14
46.39,40.88,35.37,30.9,26.42,24.03,21.64
67.84,68.1,68.35,67.73,67.11,67.93,68.75
42.18,38.25,34.32,29.91,25.5,23.57,21.64
58.23,56.66,55.08,52.74,50.4,48.08,45.77
0.89,1.56,2.23,1.46,0.7,1.08,1.46
91.44,91.7,91.95,91.98,92.01,91.66,91.31
71.7,73.39,75.07,73.15,71.22,69.44,67.66
13.24,12.08,10.92,11.4,11.88,11.31,10.73
91.56,91.32,91.09,91.15,91.21,91.26,91.31
7.67,6.12,4.58,47.66,90.74,95.37,100.0
86.98,86.55,86.12,84.7,83.29,82.27,81.25
86.47,87.7,88.92,89.68,90.45,90.88,91.31
34.32,31.8,29.29,30.1,30.91,26.28,21.64
13.69,18.46,23.24,15.3,7.35,7.76,8.18
1.4,2.56,3.72,2.82,1.91,1.5,1.08
70.74,65.06,59.38,58.26,57.15,52.6,48.06
96.75,97.01,97.26,97.3,97.33,97.36,97.39
8.37,8.58,8.79,9.75,10.7,9.63,8.56
61.57,61.81,62.05,58.28,54.5,55.54,56.59
88.95,89.51,90.07,89.86,89.65,90.3,90.96
97.55,97.5,97.45,96.98,96.5,96.3,96.09
61.67,40.91,20.15,16.02,11.88,6.32,0.76
75.64,72.06,68.48,67.14,65.81,64.7,63.59
31.14,33.05,34.96,41.26,47.56,52.96,58.37
72.24,72.64,73.03,70.67,68.31,65.95,63.59
85.29,83.76,82.23,81.2,80.17,77.9,75.62
84.59,82.03,79.47,75.34,71.22,68.05,64.89
93.19,92.41,91.63,92.29,92.96,92.28,91.6
27.35,25.84,24.32,23.92,23.53,18.24,12.95
18.78,17.36,15.95,14.18,12.42,11.34,10.25
1.18,1.53,1.88,2.42,2.96,3.1,3.25
80.42,84.48,88.54,74.52,60.49,58.54,56.59
13.82,13.18,12.54,11.4,10.25,9.4,8.56
42.09,38.11,34.13,33.7,33.27,35.59,37.91
20.06,19.93,19.8,16.34,12.89,20.06,27.24
82.27,80.61,78.96,75.09,71.22,69.44,67.66
12.32,12.18,12.03,11.96,11.88,12.08,12.29
26.42,25.45,24.48,24.99,25.5,24.68,23.87
86.6,86.26,85.93,84.61,83.29,83.45,83.61
15.7,16.53,17.35,17.54,17.73,18.73,19.73
52.69,52.93,53.17,51.78,50.4,50.6,50.8
25.92,25.42,24.93,23.74,22.54,22.09,21.64
29.89,29.48,29.07,28.28,27.48,27.82,28.17
38.05,39.21,40.37,41.08,41.8,40.65,39.5
34.89,34.54,34.19,33.17,32.16,31.64,31.13
8.79,8.6,8.4,8.44,8.47,9.36,10.25
11.78,10.84,9.9,9.18,8.47,7.92,7.38
19.58,18.69,17.8,18.16,18.53,17.02,15.5
8.91,8.29,7.67,6.86,6.05,5.86,5.67
27.16,24.38,21.59,19.25,16.91,16.2,15.5
26.93,27.25,27.57,27.0,26.42,26.83,27.24
5.95,5.34,4.74,4.8,4.87,4.44,4.01
17.32,17.9,18.47,18.5,18.53,18.67,18.81
29.86,28.42,26.97,26.23,25.5,25.98,26.45
28.21,28.34,28.46,27.44,26.42,26.83,27.24
6.27,5.82,5.38,5.26,5.13,5.12,5.12
3.6,2.99,2.39,1.62,0.86,0.89,0.92
32.09,32.16,32.22,31.56,30.91,30.51,30.11
81.34,80.46,79.59,78.1,76.6,76.6,76.61
59.44,60.46,61.48,60.98,60.49,60.12,59.74
63.55,62.7,61.86,61.81,61.76,61.46,61.17
12.54,11.52,10.51,9.73,8.95,8.94,8.94
26.23,24.2,22.16,19.94,17.73,17.73,17.73
37.12,36.3,35.47,34.37,33.27,32.56,31.86
51.61,52.65,53.68,54.73,55.78,58.48,61.17
46.29,45.02,43.74,42.77,41.8,42.12,42.43
0.96,1.0,1.05,1.05,1.05,1.21,1.37
24.9,24.82,24.74,24.14,23.53,24.0,24.47
32.66,33.34,34.03,34.54,35.05,35.89,36.73
42.85,41.69,40.53,39.57,38.62,38.26,37.91
33.14,31.34,29.54,28.51,27.48,26.53,25.59
88.79,88.48,88.16,87.65,87.14,87.14,87.14
27.41,24.7,22.0,20.98,19.96,19.38,18.81
41.36,39.92,38.49,37.39,36.29,36.02,35.74
4.74,4.39,4.04,3.77,3.5,3.58,3.66
44.76,39.8,34.83,30.63,26.42,24.6,22.79
21.81,23.22,24.64,24.68,24.71,25.15,25.59
22.99,22.74,22.48,21.68,20.89,20.67,20.46
48.14,47.79,47.44,46.23,45.02,46.08,47.14
92.93,93.18,93.44,94.04,94.65,95.08,95.51
25.44,25.53,25.63,26.02,26.42,26.0,25.59
35.94,34.42,32.89,30.68,28.46,26.46,24.47
43.78,42.34,40.91,39.76,38.62,40.52,42.43
11.72,11.42,11.11,9.79,8.47,8.7,8.94
20.12,19.24,18.37,18.05,17.73,17.27,16.8
18.4,20.15,21.9,21.76,21.62,23.04,24.47
49.0,47.87,46.74,44.98,43.23,42.83,42.43
52.59,49.78,46.96,43.47,39.99,38.36,36.73
37.15,36.88,36.61,35.83,35.05,36.48,37.91
44.0,42.68,41.36,38.82,36.29,34.08,31.86
2.04,1.85,1.66,1.5,1.34,1.58,1.81
11.3,10.78,10.25,9.6,8.95,8.94,8.94
13.75,12.91,12.07,11.39,10.7,10.72,10.73
20.41,19.19,17.96,16.97,15.98,15.39,14.8
49.28,46.96,44.64,42.32,39.99,39.74,39.5
57.69,56.54,55.4,52.9,50.4,49.23,48.06
13.94,15.98,18.02,19.45,20.89,18.46,16.04
59.82,57.64,55.46,54.25,53.04,54.13,55.22
53.33,53.55,53.77,52.64,51.51,51.15,50.8
37.79,36.65,35.5,30.96,26.42,26.44,26.45
10.25,9.3,8.34,7.84,7.35,7.19,7.03
28.62,25.85,23.08,20.4,17.73,21.1,24.47
9.61,9.61,9.61,9.78,9.96,9.26,8.56
3.02,2.58,2.13,2.12,2.1,1.78,1.46
31.77,32.28,32.79,30.63,28.46,27.02,25.59
15.19,11.35,7.51,7.68,7.86,7.18,6.49
41.48,40.37,39.26,36.26,33.27,31.69,30.11
5.92,5.35,4.78,4.03,3.28,2.96,2.64
16.65,15.63,14.61,14.02,13.44,13.2,12.95
26.3,23.52,20.73,18.82,16.91,15.48,14.04
89.81,89.54,89.27,88.97,88.67,88.35,88.03
33.52,32.01,30.5,28.99,27.48,27.36,27.24
78.32,72.8,67.27,68.38,69.5,63.93,58.37
8.72,8.94,9.17,8.82,8.47,8.32,8.18
12.89,12.59,12.29,12.86,13.44,13.74,14.04
56.45,55.89,55.33,54.18,53.04,51.92,50.8
25.5,23.94,22.38,24.93,27.48,26.53,25.59
9.9,8.26,6.62,6.2,5.79,5.16,4.52
37.54,33.75,29.96,31.62,33.27,28.87,24.47
9.39,8.3,7.2,6.98,6.75,6.21,5.67
48.81,47.68,46.55,46.48,46.42,47.24,48.06
48.52,46.52,44.51,41.56,38.62,36.45,34.28
51.86,50.97,50.08,48.25,46.42,44.42,42.43
87.93,87.46,86.98,84.02,81.06,81.47,81.89
48.11,46.68,45.24,47.15,49.06,49.93,50.8
14.55,15.56,16.56,16.27,15.98,15.39,14.8
54.57,53.74,52.91,51.66,50.4,49.23,48.06
50.56,47.06,43.55,40.51,37.47,37.1,36.73
79.72,79.84,79.97,78.68,77.4,76.51,75.62
39.83,40.24,40.66,38.48,36.29,34.08,31.86
63.83,62.75,61.67,59.41,57.15,56.87,56.59
65.81,66.38,66.95,65.5,64.06,63.22,62.38
60.33,57.65,54.98,53.24,51.51,49.78,48.06
58.99,58.91,58.83,57.31,55.78,56.18,56.59
49.25,41.16,33.08,30.77,28.46,27.46,26.45
31.74,32.52,33.3,29.86,26.42,25.44,24.47
41.74,38.33,34.93,32.3,29.67,29.89,30.11
42.6,40.2,37.79,34.35,30.91,29.07,27.24
52.44,52.71,52.98,52.24,51.51,51.86,52.2
42.31,40.91,39.51,39.06,38.62,39.06,39.5
92.26,92.24,92.23,91.72,91.21,90.69,90.17
8.98,9.14,9.3,9.63,9.96,10.34,10.73
17.03,17.22,17.41,17.16,16.91,16.48,16.04
15.38,16.02,16.65,15.86,15.06,14.93,14.8
96.21,96.0,95.8,95.42,95.03,94.5,93.98
3.18,5.46,7.74,23.18,38.62,38.26,37.91
73.77,71.76,69.75,66.9,64.06,63.22,62.38
4.52,4.78,5.03,5.2,5.38,5.52,5.67
90.61,90.22,89.84,89.26,88.67,87.9,87.14
20.53,16.35,12.16,12.8,13.44,13.74,14.04
84.56,84.18,83.79,81.98,80.17,78.39,76.61
57.12,55.35,53.58,53.31,53.04,54.81,56.59
47.37,45.36,43.36,40.99,38.62,37.18,35.74
29.64,30.16,30.69,29.08,27.48,25.98,24.47
9.07,10.49,11.91,11.6,11.3,10.58,9.87
12.07,10.54,9.01,8.98,8.95,9.41,9.87
31.07,29.99,28.91,28.69,28.46,28.32,28.17
78.1,78.16,78.22,76.13,74.05,71.4,68.75
8.95,9.2,9.46,9.86,10.25,10.95,11.65
62.05,60.91,59.76,57.77,55.78,50.77,45.77
31.01,32.22,33.43,34.24,35.05,36.48,37.91
56.19,54.61,53.04,51.72,50.4,48.77,47.14
14.45,14.43,14.42,13.66,12.89,12.92,12.95
16.33,13.9,11.46,9.96,8.47,8.32,8.18
83.83,84.37,84.91,81.16,77.4,77.97,78.55
22.22,22.86,23.5,22.56,21.62,21.04,20.46
4.01,3.58,3.15,2.63,2.1,2.16,2.23
39.22,40.43,41.64,44.6,47.56,47.81,48.06
44.99,46.92,48.84,49.62,50.4,50.6,50.8
19.1,20.46,21.81,18.44,15.06,15.28,15.5
45.37,42.9,40.43,37.74,35.05,34.1,33.16
39.8,41.16,42.53,41.26,39.99,38.95,37.91
6.3,5.73,5.16,5.01,4.87,4.52,4.17
66.28,65.46,64.63,62.56,60.49,58.54,56.59
68.9,66.27,63.64,62.06,60.49,59.43,58.37
88.12,87.98,87.84,86.56,85.29,84.93,84.56
31.36,30.67,29.99,28.74,27.48,27.36,27.24
54.12,53.28,52.44,51.97,51.51,51.86,52.2
35.02,34.17,33.33,32.75,32.16,30.6,29.03
79.21,79.72,80.23,79.75,79.27,79.88,80.49
68.39,65.9,63.42,61.28,59.15,58.76,58.37
39.35,39.92,40.5,40.24,39.99,41.98,43.98
27.57,24.37,21.17,19.04,16.91,15.86,14.8
45.75,45.14,44.54,41.58,38.62,37.68,36.73
52.15,55.26,58.36,54.38,50.4,55.78,61.17
4.3,3.9,3.5,3.16,2.83,3.04,3.25
14.52,9.8,5.09,2.8,0.51,0.72,0.92
96.05,95.74,95.42,94.94,94.46,93.62,92.78
75.01,73.35,71.7,70.6,69.5,70.43,71.36
83.35,82.38,81.41,79.4,77.4,75.88,74.35
13.59,12.74,11.88,11.06,10.25,10.49,10.73
55.21,48.24,41.26,33.38,25.5,25.54,25.59
0.51,0.49,0.48,0.54,0.6,0.6,0.6
71.67,71.71,71.76,71.49,71.22,71.29,71.36
35.82,34.88,33.94,31.8,29.67,28.92,28.17
67.18,66.48,65.78,64.92,64.06,63.22,62.38
45.78,43.36,40.94,38.62,36.29,34.72,33.16
13.02,13.18,13.34,12.61,11.88,12.08,12.29
2.83,13.26,23.69,29.99,36.29,49.34,62.38
24.16,24.3,24.45,19.76,15.06,18.35,21.64
99.17,99.22,99.27,99.36,99.46,99.43,99.4
1.46,4.87,8.28,35.02,61.76,59.18,56.59
13.85,19.23,24.61,26.54,28.46,34.62,40.77
59.73,66.16,72.59,75.93,79.27,80.26,81.25
76.09,76.72,77.36,87.34,97.33,89.61,81.89
45.62,49.5,53.39,56.94,60.49,63.44,66.39
36.71,40.05,43.39,46.22,49.06,51.38,53.69
15.57,18.36,21.14,27.66,34.19,31.61,29.03
48.42,47.28,46.13,52.64,59.15,65.26,71.36
1.85,10.12,18.4,11.64,4.87,24.42,43.98
48.07,53.04,58.01,66.03,74.05,76.3,78.55
29.42,41.76,54.09,49.56,45.02,47.91,50.8
36.61,38.82,41.04,28.98,16.91,19.28,21.64
30.69,32.66,34.64,38.93,43.23,44.5,45.77
89.75,89.18,88.6,72.19,55.78,41.12,26.45
18.47,20.76,23.05,25.76,28.46,31.37,34.28
8.44,8.07,7.7,15.62,23.53,35.8,48.06
7.77,8.96,10.16,13.07,15.98,18.81,21.64
37.03,33.06,29.1,31.18,33.27,24.38,15.5
15.22,10.41,5.6,17.64,29.67,42.44,55.22
22.35,27.76,33.17,31.42,29.67,45.42,61.17
24.67,19.42,14.17,15.08,15.98,16.86,17.73
39.32,50.57,61.83,65.66,69.5,70.43,71.36
7.74,7.45,7.16,7.11,7.07,7.05,7.03
93.03,94.83,96.63,97.04,97.45,98.09,98.73
21.36,27.94,34.51,35.99,37.47,39.95,42.43
30.6,37.11,43.62,48.33,53.04,54.13,55.22
50.84,48.28,45.72,48.06,50.4,54.38,58.37
81.03,85.58,90.13,90.1,90.07,92.34,94.62
5.06,6.02,6.97,8.46,9.96,9.45,8.94
54.15,47.13,40.11,56.36,72.62,79.29,85.96
26.49,27.49,28.49,29.08,29.67,30.76,31.86
18.53,17.74,16.94,25.56,34.19,43.2,52.2
39.48,45.59,51.7,57.88,64.06,66.4,68.75
60.59,55.66,50.72,44.67,38.62,35.89,33.16
49.03,67.08,85.13,74.59,64.06,71.74,79.41
34.19,34.1,34.0,34.52,35.05,41.1,47.14
99.04,99.1,99.17,99.22,99.27,99.32,99.36
28.11,24.02,19.93,18.83,17.73,18.73,19.73
1.02,2.97,4.93,4.01,3.09,3.38,3.66
99.84,99.86,99.87,99.82,99.78,99.65,99.52
3.53,17.98,32.44,34.36,36.29,43.54,50.8
51.07,63.93,76.79,80.74,84.69,88.46,92.23
19.55,19.26,18.97,20.76,22.54,38.12,53.69
22.03,22.06,22.09,22.81,23.53,24.99,26.45
45.59,65.82,86.06,70.92,55.78,45.03,34.28
41.01,44.76,48.52,51.51,54.5,53.35,52.2
41.45,46.16,50.88,52.69,54.5,57.84,61.17
57.18,59.36,61.54,64.32,67.11,68.48,69.86
9.2,10.12,11.05,19.26,27.48,27.36,27.24
71.28,79.04,86.79,90.08,93.38,94.83,96.28
77.43,77.62,77.81,78.54,79.27,76.81,74.35
60.49,61.26,62.02,62.46,62.91,63.25,63.59
55.08,55.36,55.65,55.72,55.78,54.74,53.69
52.53,51.92,51.32,50.19,49.06,49.37,49.68
1.69,1.6,1.5,1.42,1.34,1.45,1.56
76.06,75.46,74.85,75.72,76.6,76.6,76.61
11.75,12.08,12.42,12.93,13.44,14.12,14.8
67.27,63.94,60.62,60.56,60.49,60.12,59.74
75.04,73.91,72.78,71.14,69.5,69.12,68.75
37.57,35.58,33.59,32.25,30.91,30.51,30.11
67.08,64.1,61.13,57.08,53.04,52.62,52.2
54.44,54.49,54.54,54.52,54.5,54.86,55.22
77.62,75.81,73.99,70.55,67.11,64.74,62.38
72.37,71.46,70.55,68.18,65.81,64.7,63.59
29.58,29.45,29.32,28.89,28.46,27.85,27.24
61.35,63.93,66.51,66.81,67.11,67.39,67.66
46.83,45.59,44.35,43.79,43.23,44.5,45.77
37.92,37.2,36.49,34.88,33.27,32.56,31.86
73.96,74.56,75.17,73.9,72.62,71.99,71.36
66.48,65.49,64.5,63.7,62.91,62.04,61.17
94.08,93.7,93.31,92.8,92.3,91.63,90.96
31.61,30.3,29.0,28.24,27.48,27.36,27.24
81.47,79.66,77.84,76.56,75.29,75.46,75.62
69.75,69.34,68.93,70.08,71.22,70.54,69.86
63.58,64.87,66.16,65.98,65.81,66.1,66.39
79.27,78.88,78.48,74.85,71.22,70.54,69.86
64.31,64.6,64.88,61.02,57.15,59.76,62.38
78.48,75.31,72.14,68.98,65.81,63.49,61.17
28.18,28.16,28.14,28.3,28.46,29.28,30.11
50.65,53.39,56.13,52.6,49.06,48.56,48.06
57.37,59.2,61.03,60.76,60.49,61.43,62.38
51.48,52.08,52.69,52.1,51.51,51.15,50.8
58.04,58.36,58.68,61.37,64.06,58.88,53.69
29.07,30.01,30.95,31.56,32.16,32.01,31.86
73.1,70.67,68.23,67.67,67.11,66.75,66.39
74.59,73.72,72.84,74.72,76.6,75.48,74.35
62.08,59.52,56.96,53.01,49.06,47.42,45.77
99.01,98.96,98.92,98.79,98.66,98.41,98.15
82.74,81.68,80.61,79.01,77.4,77.0,76.61
67.24,69.66,72.08,73.68,75.29,73.32,71.36
14.23,15.22,16.21,16.56,16.91,17.32,17.73
60.97,60.13,59.28,58.22,57.15,58.44,59.74
32.41,30.94,29.48,27.95,26.42,25.44,24.47
54.28,53.02,51.77,49.67,47.56,47.81,48.06
67.81,67.56,67.3,65.68,64.06,64.47,64.89
74.05,72.6,71.16,69.14,67.11,65.35,63.59
56.29,55.1,53.9,52.15,50.4,49.23,48.06
59.25,59.82,60.39,60.44,60.49,61.43,62.38
34.96,33.78,32.6,31.14,29.67,29.35,29.03
25.66,25.71,25.76,25.23,24.71,25.15,25.59
31.55,30.96,30.37,31.26,32.16,33.95,35.74
71.03,67.64,64.25,60.7,57.15,54.68,52.2
41.52,41.2,40.88,40.44,39.99,46.1,52.2
84.91,85.5,86.09,86.62,87.14,87.82,88.51
59.69,59.34,58.99,60.38,61.76,62.68,63.59
32.19,30.3,28.4,29.65,30.91,30.51,30.11
47.06,47.94,48.81,48.93,49.06,49.37,49.68
46.13,44.24,42.34,39.32,36.29,34.72,33.16
82.17,80.94,79.72,74.61,69.5,63.04,56.59
60.81,60.66,60.52,59.83,59.15,58.76,58.37
0.64,5.35,10.06,10.15,10.25,11.84,13.43
17.29,16.43,15.57,14.98,14.39,13.67,12.95
74.53,71.84,69.15,68.7,68.26,68.5,68.75
76.41,75.66,74.91,72.2,69.5,69.12,68.75
47.76,46.98,46.2,44.0,41.8,41.28,40.77
72.46,72.89,73.32,69.56,65.81,67.28,68.75
16.56,15.84,15.12,14.76,14.39,14.22,14.04
62.5,61.0,59.5,58.32,57.15,55.42,53.69
86.37,86.39,86.41,86.14,85.86,86.94,88.03
38.4,38.86,39.32,39.65,39.99,41.98,43.98
38.97,38.93,38.9,38.76,38.62,38.26,37.91
62.43,60.82,59.22,58.18,57.15,56.87,56.59
41.55,42.02,42.5,42.86,43.23,43.6,43.98
49.6,49.61,49.63,48.02,46.42,46.1,45.77
89.14,88.46,87.77,86.23,84.69,84.15,83.61
42.57,42.22,41.87,40.93,39.99,40.38,40.77
39.57,38.74,37.92,36.48,35.05,34.66,34.28
32.16,31.1,30.05,29.86,29.67,29.35,29.03
55.78,55.74,55.71,57.43,59.15,60.76,62.38
87.68,86.7,85.71,83.8,81.88,81.88,81.89
66.0,66.02,66.03,65.92,65.81,66.74,67.66
63.16,59.92,56.67,53.54,50.4,51.3,52.2
89.21,88.4,87.58,86.14,84.69,82.97,81.25
19.48,19.32,19.17,19.56,19.96,20.8,21.64
78.26,78.64,79.02,78.78,78.54,78.97,79.41
53.74,54.02,54.31,55.73,57.15,58.44,59.74
27.06,26.96,26.87,26.64,26.42,26.83,27.24
64.22,64.41,64.6,61.88,59.15,54.42,49.68
90.8,90.72,90.64,90.35,90.07,91.42,92.78
6.34,11.08,15.82,18.72,21.62,22.2,22.79
52.98,53.87,54.76,53.9,53.04,51.92,50.8
83.7,84.54,85.39,84.34,83.29,86.73,90.17
76.28,80.22,84.15,84.72,85.29,84.45,83.61
25.6,35.88,46.16,39.16,32.16,32.66,33.16
57.02,59.88,62.75,64.28,65.81,66.74,67.66
80.01,82.33,84.65,84.67,84.69,84.15,83.61
89.37,89.68,90.0,89.82,89.65,89.75,89.85
83.57,84.21,84.85,85.07,85.29,84.45,83.61
62.72,59.44,56.16,54.6,53.04,50.55,48.06
71.95,72.6,73.26,74.93,76.6,77.57,78.55
61.19,63.0,64.82,72.04,79.27,84.72,90.17
48.68,48.52,48.36,46.69,45.02,42.9,40.77
80.39,78.46,76.54,78.8,81.06,80.77,80.49
76.12,75.37,74.63,72.92,71.22,70.54,69.86
68.51,65.92,63.32,61.23,59.15,57.87,56.59
41.58,43.08,44.57,46.06,47.56,45.0,42.43
72.17,72.54,72.91,74.1,75.29,72.58,69.86
65.07,71.5,77.94,80.61,83.29,83.05,82.81
33.87,32.24,30.6,29.53,28.46,27.85,27.24
82.62,85.04,87.46,90.06,92.65,93.02,93.38
69.28,69.04,68.8,66.43,64.06,61.9,59.74
80.99,83.57,86.15,87.41,88.67,86.94,85.2
73.23,77.19,81.15,82.63,84.11,83.86,83.61
76.57,77.38,78.19,77.4,76.6,75.48,74.35
49.7,55.65,61.6,67.11,72.62,74.12,75.62
10.95,12.16,13.37,15.14,16.91,32.48,48.06
76.85,76.26,75.68,74.87,74.05,78.83,83.61
84.34,85.85,87.36,88.9,90.45,88.8,87.14
77.36,74.78,72.21,73.75,75.29,73.32,71.36
33.46,32.97,32.47,37.14,41.8,58.71,75.62
86.09,86.28,86.47,86.5,86.53,86.24,85.96
62.97,64.15,65.33,68.27,71.22,76.55,81.89
65.9,66.44,66.99,67.05,67.11,69.24,71.36
79.82,81.26,82.71,82.72,82.74,82.78,82.81
90.48,90.88,91.28,91.96,92.65,92.71,92.78
58.71,60.92,63.13,65.12,67.11,69.24,71.36
63.32,56.41,49.51,46.37,43.23,42.83,42.43
68.83,69.9,70.96,71.79,72.62,76.02,79.41
78.0,78.35,78.7,78.05,77.4,75.88,74.35
69.53,68.1,66.67,68.08,69.5,65.94,62.38
75.52,79.77,84.02,84.06,84.11,83.0,81.89
88.09,87.62,87.14,87.5,87.87,87.95,88.03
85.16,85.42,85.67,85.48,85.29,86.22,87.14
23.43,23.51,23.59,24.54,25.5,24.68,23.87
68.8,77.33,85.86,85.28,84.69,87.27,89.85
65.27,66.02,66.76,65.41,64.06,63.22,62.38
78.41,77.58,76.76,73.13,69.5,68.58,67.66
62.34,61.59,60.84,62.45,64.06,64.47,64.89
