2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding
145.9,134.8,120.5,102.4,64.7,58.9,46.6
146.6,141.9,137.0,118.3,90.5,45.9,38.5
52.1,45.9,38.9,31.5,24.3,12.1,14.9
0.0,0.0,0.0,0.0,0.0,34.3,29.9
98.0,90.3,83.4,73.4,56.9,55.9,53.5
115.4,109.5,101.3,90.5,71.7,29.1,28.6
144.1,139.1,130.1,115.4,91.8,99.9,95.9
87.0,82.2,68.6,57.8,49.6,25.3,25.5
90.0,85.1,75.1,64.8,56.1,53.1,51.4
79.2,74.2,65.1,53.4,45.2,29.4,26.8
93.9,87.2,70.8,57.8,50.5,44.6,41.6
87.1,79.5,67.8,54.9,48.2,61.1,55.7
70.1,64.9,54.6,43.5,38.7,35.5,32.3
90.4,86.1,73.7,59.5,52.1,46.8,46.7
76.0,71.9,63.1,52.9,47.3,29.1,27.8
95.0,91.5,79.9,64.4,55.2,49.7,40.8
66.5,61.8,54.9,44.4,38.4,24.2,22.4
84.7,80.3,74.5,64.5,54.3,57.9,53.9
44.4,44.3,42.5,36.9,32.0,30.0,27.2
73.9,73.4,69.0,59.5,51.1,54.2,54.1
90.8,87.9,84.8,71.9,61.5,64.3,61.1
96.8,95.3,88.2,76.2,64.7,35.7,26.6
98.0,98.3,91.7,78.2,68.7,39.5,36.7
43.0,42.4,39.6,33.5,29.3,34.2,30.2
85.8,82.8,78.6,68.3,58.3,41.9,36.0
38.6,38.3,36.9,32.1,28.0,20.2,18.9
46.3,45.0,42.8,34.9,32.1,22.9,20.4
59.6,59.1,54.1,46.5,42.4,38.2,34.0
45.8,44.4,41.4,37.4,32.6,31.1,27.7
61.8,59.3,55.1,46.7,41.0,40.9,38.6
45.9,45.2,42.3,35.6,30.4,36.1,32.3
72.6,70.6,66.5,56.0,48.0,23.6,20.2
50.8,50.6,45.9,38.7,32.5,32.1,28.5
80.5,78.1,72.0,60.2,50.0,24.9,23.9
38.7,38.8,37.0,31.6,26.9,24.3,21.9
63.7,61.0,59.6,49.6,42.7,23.8,23.8
45.2,44.9,40.8,34.6,29.7,24.7,23.6
77.5,75.4,70.6,58.9,51.1,37.3,29.9
74.7,74.7,68.7,59.4,51.0,58.0,52.0
0.0,0.0,0.0,0.0,0.0,24.4,13.5
88.8,84.6,81.2,68.9,62.5,55.3,50.0
28.8,39.2,39.9,37.4,30.6,18.4,14.2
85.8,74.0,69.9,62.3,53.1,74.2,74.9
79.1,67.5,63.6,52.4,47.0,22.1,19.7
26.2,6.9,7.3,6.9,0.1,4.7,5.3
51.3,49.2,46.8,41.4,36.9,35.9,34.0
98.9,94.4,89.5,79.2,70.8,71.5,79.1
103.7,94.6,83.8,64.3,54.2,44.4,40.1
9.9,8.6,7.0,6.9,0.1,50.1,108.2
0.0,0.0,0.0,0.0,0.0,22.2,31.9
0.0,0.0,0.0,0.0,0.0,16.6,14.2
79.4,70.5,72.2,65.5,65.3,36.7,35.1
97.9,95.5,92.6,81.6,66.5,29.3,28.1
63.0,64.6,70.6,63.2,56.3,39.5,35.6
95.8,92.6,72.8,65.0,59.0,43.2,44.9
22.9,23.1,22.6,20.8,18.9,13.4,13.0
0.0,0.0,0.0,0.0,0.0,4.1,2.0
62.4,63.6,55.9,49.9,43.7,30.7,33.1
110.1,103.9,86.8,76.9,67.1,43.9,43.8
93.7,90.2,83.0,75.5,68.0,30.8,33.4
28.1,26.3,27.0,24.5,17.1,27.6,27.4
57.4,57.1,54.6,48.1,42.0,23.2,21.6
66.1,68.2,67.9,53.2,45.5,35.1,32.9
85.0,74.6,68.8,55.8,49.4,35.6,30.7
90.4,89.8,82.0,72.4,62.5,53.1,49.5
115.0,98.2,91.6,75.9,68.5,36.0,24.0
83.9,85.1,59.3,49.4,57.5,43.5,43.4
96.6,90.3,85.8,72.1,61.0,63.6,62.5
27.8,28.4,26.0,19.6,17.3,3.0,6.6
56.4,50.0,44.7,38.8,39.5,48.9,45.8
90.2,86.1,79.6,70.2,61.0,22.7,19.1
51.5,50.3,46.6,42.6,37.7,64.2,57.5
59.2,60.1,58.8,54.1,47.3,30.7,27.9
32.5,32.2,30.7,26.7,23.1,21.0,18.7
71.6,70.7,69.6,63.5,55.7,59.7,55.6
79.6,79.7,73.4,65.5,57.6,38.9,36.9
34.1,50.8,49.3,46.1,41.4,26.1,24.3
81.7,80.9,72.6,62.8,54.4,43.9,41.9
101.8,97.9,84.6,73.0,67.0,68.0,67.5
55.7,56.5,52.6,51.7,43.2,29.2,25.2
44.4,74.2,76.9,74.6,66.5,70.7,67.5
61.3,63.1,61.5,58.6,49.9,38.4,35.9
43.3,60.6,59.4,58.1,50.0,21.3,20.0
72.7,69.9,66.3,53.7,44.9,19.9,17.8
57.7,58.0,55.6,50.2,46.6,35.5,32.4
73.7,73.2,67.0,59.7,53.2,61.4,58.2
29.0,45.4,46.8,45.4,40.8,35.0,32.7
26.7,63.0,67.7,64.3,57.1,35.6,32.1
70.7,73.5,69.1,64.5,57.4,37.0,34.0
59.8,58.9,54.9,49.6,43.6,51.4,44.1
70.4,68.0,64.6,60.1,53.8,20.8,18.3
0.0,0.0,0.0,0.0,0.0,25.7,27.6
34.9,48.6,49.9,45.1,38.4,19.2,17.5
27.3,56.0,59.4,55.4,50.9,54.0,49.0
24.4,24.7,23.3,20.6,18.2,17.1,14.6
20.3,36.3,41.0,36.6,30.4,23.8,21.8
48.4,48.9,49.2,47.2,41.0,43.6,40.2
45.5,60.5,59.5,53.3,48.8,45.7,43.0
51.9,52.3,49.1,43.1,37.8,42.9,40.2
78.4,84.6,81.5,75.9,68.2,52.4,50.7
44.6,44.1,40.7,36.6,32.3,43.1,41.3
42.7,42.0,39.3,34.1,29.8,63.2,56.3
80.8,81.2,76.2,66.2,58.1,27.7,27.2
58.7,64.2,61.8,55.9,47.8,41.8,39.6
46.2,57.7,55.8,50.7,46.9,66.0,59.5
56.1,55.2,51.6,45.5,40.3,36.5,36.5
61.4,61.8,58.6,52.3,44.7,34.8,29.0
57.2,56.4,49.9,48.7,42.4,22.6,21.2
44.8,57.9,58.0,54.5,48.7,24.1,22.5
52.3,56.9,56.5,54.2,50.7,53.2,47.7
41.7,41.8,41.0,38.9,34.4,28.7,25.1
25.6,26.0,23.9,21.0,18.6,14.0,12.7
59.3,60.0,57.6,53.2,47.6,30.1,28.0
49.1,48.9,44.8,40.2,35.8,30.6,26.6
35.3,35.1,34.6,31.4,28.1,29.5,27.5
26.9,61.8,69.9,66.4,59.6,43.6,38.3
52.9,53.5,51.1,45.2,39.1,32.6,32.2
56.7,57.0,53.5,49.5,43.4,33.2,29.2
49.2,50.6,47.7,51.5,45.6,35.3,30.2
62.2,60.9,57.9,54.3,51.6,40.0,37.7
27.1,44.1,45.4,44.6,40.1,23.9,23.0
69.1,71.2,67.2,61.6,55.2,36.6,35.0
54.7,53.7,51.3,46.3,41.9,33.0,29.9
79.8,71.0,70.2,66.9,59.0,63.3,71.9
42.2,42.5,43.4,39.8,32.5,20.0,19.2
42.5,53.8,52.6,49.7,43.3,48.1,49.8
66.4,68.5,67.6,59.2,53.2,37.6,34.8
80.0,86.8,82.9,81.3,74.1,73.7,72.1
66.2,68.5,66.2,59.8,53.6,26.6,24.1
54.3,59.2,54.3,47.7,42.4,15.8,13.7
36.9,37.0,35.0,31.3,28.3,27.4,24.7
53.7,54.2,51.5,46.5,43.3,25.8,27.0
39.0,37.8,33.5,30.1,26.2,17.6,16.3
96.0,87.6,82.9,74.0,63.6,34.2,31.5
33.6,29.0,25.4,21.4,17.0,6.0,7.1
103.2,101.2,85.3,77.4,69.3,39.9,41.4
91.3,86.9,77.1,72.6,65.2,8.4,6.2
110.3,106.0,103.3,95.3,77.8,46.2,45.2
95.1,89.4,82.9,72.7,65.8,36.2,32.4
141.3,143.4,141.0,131.2,110.9,51.3,46.5
65.0,64.8,51.6,24.6,0.0,49.7,59.5
114.8,118.3,114.3,105.8,96.9,33.0,31.1
123.7,116.8,110.7,96.4,81.2,38.7,39.4
95.6,88.5,80.8,71.7,58.7,76.4,73.5
159.3,154.9,151.5,124.8,101.2,67.0,61.4
110.3,101.4,95.2,83.3,69.4,59.9,48.7
148.9,140.7,135.6,119.9,106.5,56.4,52.4
0.0,0.0,0.0,0.0,6.4,0.2,0.0
119.1,114.1,101.2,86.6,75.4,62.6,62.8
15.2,14.1,12.6,7.7,0.0,4.8,3.5
142.6,133.5,129.2,114.9,98.2,108.2,104.6
47.9,43.7,43.4,38.0,32.2,14.3,12.8
125.8,111.3,125.0,118.6,107.5,64.3,74.1
113.1,108.6,111.5,105.8,98.6,55.1,42.6
133.9,139.8,120.2,119.1,109.1,33.2,32.6
148.5,139.0,128.0,117.1,104.0,118.4,112.2
198.0,189.1,177.8,139.0,118.7,76.8,73.8
129.0,128.6,110.8,97.7,84.6,75.2,75.6
96.5,96.6,86.0,76.1,67.9,66.0,64.3
21.3,19.8,19.0,15.1,12.6,12.0,11.6
132.3,118.3,107.6,99.1,87.4,76.0,68.8
84.5,78.1,80.4,70.1,60.0,31.2,24.9
120.9,112.5,95.5,89.3,75.4,27.5,30.1
90.9,80.3,78.1,69.4,54.4,28.7,25.3
57.8,54.4,49.1,41.4,34.4,74.1,68.2
55.5,54.7,78.2,71.1,61.2,27.7,26.0
92.6,83.9,76.0,65.4,55.9,101.6,95.3
67.5,62.9,56.6,47.9,41.4,13.6,12.8
138.1,126.6,119.0,102.1,88.3,68.8,65.9
3.0,3.0,2.3,0.6,0.0,2.8,2.7
111.2,114.8,101.8,89.1,80.6,8.2,7.5
87.6,85.9,79.7,62.6,52.9,24.1,24.1
34.0,34.6,28.2,28.0,23.8,20.7,22.4
88.9,84.0,74.5,65.3,56.1,61.3,55.9
128.0,123.0,116.0,104.6,92.1,51.0,50.1
93.7,86.5,79.8,72.3,59.1,48.6,47.3
111.6,105.2,102.7,92.7,80.1,61.5,61.3
94.0,89.7,84.2,73.5,61.1,39.6,36.5
139.6,132.9,136.4,122.1,104.2,67.8,59.2
66.5,60.2,61.2,55.9,35.8,17.2,14.7
52.7,68.5,64.1,58.7,49.9,1.9,2.7
116.4,108.8,102.0,91.1,77.8,75.1,74.4
109.9,101.4,91.7,81.0,68.1,41.3,37.8
74.8,73.6,70.2,60.9,49.0,36.9,35.3
5.3,5.4,24.2,36.3,41.7,14.0,8.1
130.6,119.9,129.6,113.9,96.7,58.7,56.1
91.8,82.7,88.2,81.9,67.1,47.8,42.8
130.6,123.5,115.7,99.2,84.0,40.5,34.2
97.6,92.7,87.4,77.6,60.3,35.5,42.4
107.1,93.8,91.1,83.1,73.2,31.1,22.4
63.3,60.9,58.8,51.6,42.8,12.0,11.0
93.5,82.3,102.1,98.8,84.9,34.4,23.9
63.7,59.7,54.4,47.1,39.9,57.3,51.3
167.0,164.1,150.3,128.8,109.2,83.2,76.3
74.9,70.9,65.3,54.9,45.4,30.4,28.2
135.7,134.3,127.3,102.5,82.3,125.8,124.5
114.9,107.8,92.3,83.5,72.4,86.8,79.2
119.1,114.4,102.7,84.8,69.1,89.8,80.5
1.6,1.4,15.6,14.8,15.0,7.4,8.8
86.1,80.4,76.9,65.2,56.5,50.1,46.8
46.8,43.9,42.1,36.9,32.2,98.5,90.9
74.0,79.8,86.9,82.5,76.5,7.6,3.9
141.5,136.6,130.8,118.4,95.4,55.4,55.4
46.1,46.3,50.6,48.9,40.1,21.7,19.6
40.2,37.8,36.1,29.9,25.2,23.9,15.6
112.2,109.8,104.6,91.8,77.6,23.5,19.5
94.0,89.4,82.9,72.1,62.1,120.4,102.3
68.9,72.6,64.7,55.1,47.3,28.6,27.1
79.8,76.1,71.5,63.2,53.7,33.7,31.0
160.3,134.9,151.6,137.0,115.3,96.1,84.1
141.1,140.1,129.7,114.0,103.1,61.7,58.0
148.4,131.8,131.9,121.6,107.8,58.9,51.4
96.4,90.3,80.8,72.6,63.4,56.3,53.8
106.4,103.1,97.3,89.3,77.9,39.4,45.4
95.4,92.8,87.2,77.7,65.4,34.8,31.2
225.1,216.7,191.5,166.4,142.7,104.6,95.1
139.1,128.3,111.1,100.8,86.9,33.3,35.2
91.2,85.4,86.1,82.2,70.5,33.9,31.3
191.5,181.6,164.0,140.6,122.2,61.4,68.8
104.8,97.2,88.5,77.9,69.5,113.8,96.1
115.8,106.2,98.9,86.8,74.6,40.9,39.8
74.3,94.8,88.8,79.3,70.6,12.5,8.9
76.6,73.2,67.9,60.4,51.7,26.0,22.9
146.4,133.9,120.9,101.6,86.8,49.2,43.5
61.3,58.6,54.5,47.4,41.1,38.9,37.2
31.6,33.9,32.3,29.4,24.8,2.7,2.6
103.2,98.7,87.1,86.8,84.8,41.1,29.1
92.1,85.5,76.8,68.7,63.5,55.3,54.5
88.8,80.2,78.6,71.1,59.0,41.9,40.5
100.2,97.4,91.4,79.1,67.8,33.4,36.4
105.7,98.6,90.7,81.8,72.1,34.0,32.9
74.4,64.6,69.3,55.5,46.9,28.6,19.8
111.6,109.4,98.7,84.9,74.0,35.7,28.7
148.5,122.2,119.8,100.1,85.0,111.7,99.1
76.7,66.8,63.6,53.8,51.0,38.6,34.7
6.9,7.5,6.9,6.5,4.0,4.4,1.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.6,41.4,35.3,29.4,26.4,12.1,17.0
41.7,54.2,55.2,52.2,40.8,27.7,12.9
0.0,0.0,0.0,0.0,0.0,4.5,1.1
79.7,76.1,67.7,57.9,52.3,68.3,62.8
42.7,36.4,30.9,24.8,20.8,40.1,36.0
22.9,52.0,46.2,45.3,42.4,40.3,31.0
79.7,74.4,66.3,63.1,51.6,35.3,32.2
1.9,0.4,0.2,0.1,0.0,3.9,3.8
26.7,17.5,17.0,16.9,17.2,4.4,1.3
108.1,95.9,81.0,74.5,77.3,0.6,0.2
69.1,58.5,55.4,48.0,45.7,38.2,37.5
107.2,118.3,106.4,87.9,82.1,85.8,79.2
0.0,0.0,0.0,0.0,0.0,4.8,6.1
67.6,61.3,58.4,53.8,47.0,59.5,56.2
0.6,0.3,0.5,0.3,0.0,4.8,6.1
0.0,0.2,27.2,53.7,47.3,5.2,8.5
24.1,20.9,20.9,23.1,17.9,0.9,1.4
44.7,40.7,33.3,30.0,25.2,18.6,18.3
39.7,34.4,38.5,31.7,33.2,6.2,7.5
0.0,0.3,0.4,0.0,0.0,13.7,0.0
0.7,0.8,17.9,19.7,20.1,6.5,5.8
52.6,42.8,42.3,35.5,29.8,30.0,20.1
58.3,41.9,33.5,34.6,37.6,12.1,12.0
50.9,45.1,41.3,35.0,34.6,24.9,22.6
73.6,71.4,68.1,62.0,53.4,42.6,32.5
50.0,47.4,41.8,38.4,37.4,9.9,11.0
14.8,12.1,10.9,10.7,8.1,2.5,2.2
35.8,34.1,32.7,28.1,30.7,4.9,5.3
0.0,0.0,0.0,0.0,0.0,0.1,0.1
69.5,66.0,54.1,51.6,45.3,42.3,39.1
55.4,59.3,58.7,50.2,53.8,48.3,43.2
142.1,130.3,120.4,109.7,100.5,66.3,63.8
83.9,72.8,54.2,47.0,46.2,30.8,25.1
20.7,18.5,27.2,24.5,23.6,0.0,0.0
43.2,35.6,34.7,27.9,25.0,26.9,23.0
6.4,5.3,4.2,3.1,2.9,3.4,3.3
1.6,1.1,0.1,0.1,0.0,1.7,1.5
0.0,0.0,0.0,0.0,0.0,3.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.2,71.6,67.0,61.3,56.2,38.7,40.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.7,83.8,74.7,63.5,59.8,29.7,32.7
0.0,0.3,0.5,1.9,0.0,11.7,14.0
18.3,40.6,27.1,19.2,15.5,10.1,10.9
61.0,57.8,43.9,39.5,33.7,19.8,14.4
76.5,70.9,60.8,52.2,46.7,45.7,51.7
3.5,2.1,77.9,64.9,57.1,53.1,51.3
76.8,66.2,59.7,55.5,49.3,34.4,31.4
91.8,88.3,83.9,78.6,69.0,39.7,32.9
109.6,99.0,89.8,76.6,66.0,72.5,67.5
51.9,49.1,45.1,37.1,30.2,19.3,18.5
86.9,75.0,67.6,59.8,49.5,35.4,34.3
96.2,91.4,83.2,69.6,58.1,48.6,44.9
55.5,52.5,50.1,43.4,35.8,21.3,20.5
118.2,103.1,88.3,76.6,63.0,43.7,23.5
102.4,96.1,86.6,76.3,67.5,27.7,42.1
93.4,85.1,77.0,65.8,54.9,43.9,41.3
48.6,46.2,41.7,36.0,30.2,16.8,18.5
81.9,74.7,70.3,62.4,55.7,12.9,12.0
115.7,109.2,104.5,88.7,76.3,58.3,51.6
100.2,88.0,82.3,72.8,62.6,22.0,25.9
119.2,109.1,102.8,89.1,75.1,46.3,44.4
99.0,92.4,84.2,69.3,57.2,23.9,19.9
87.0,85.0,80.7,68.8,54.7,27.7,24.0
104.6,96.7,87.5,76.4,67.1,45.1,46.1
70.1,67.0,61.3,50.5,39.1,55.9,53.7
58.5,57.7,52.1,43.9,39.1,18.3,25.2
95.2,88.7,80.2,70.3,60.2,55.4,51.6
62.0,58.3,54.6,48.2,41.6,29.7,28.7
107.8,95.7,84.3,73.6,60.2,44.3,39.9
86.2,80.3,73.5,62.9,54.6,51.5,48.5
119.8,106.7,99.2,85.6,73.0,68.2,65.7
88.5,80.2,72.0,59.6,50.1,65.7,60.4
88.6,84.3,74.7,65.5,56.3,22.5,19.1
126.6,109.4,87.5,69.0,54.2,54.8,53.3
61.2,58.8,54.8,46.9,39.9,22.4,21.6
91.1,83.5,74.4,61.9,51.3,50.9,50.1
116.4,103.7,97.3,84.3,72.4,30.2,28.9
86.4,78.6,72.2,62.3,52.6,74.9,69.3
73.1,67.1,61.5,53.9,46.6,49.8,41.8
82.8,71.8,69.2,59.7,51.2,11.5,19.3
72.8,70.9,65.2,57.9,49.2,8.6,7.9
66.1,61.8,54.5,49.5,41.6,11.7,13.8
127.8,110.4,102.5,91.2,79.6,28.4,32.2
108.4,103.3,94.2,77.9,67.3,22.8,19.9
32.3,29.0,23.6,20.6,17.0,8.8,8.6
114.9,105.2,97.0,82.1,68.9,57.0,38.3
175.3,151.8,133.8,113.1,89.2,30.9,28.6
138.7,121.8,111.9,95.0,80.1,78.1,76.7
63.6,57.5,54.1,45.3,37.0,23.0,19.9
85.0,80.5,74.8,62.4,51.5,43.1,38.6
101.3,92.8,82.6,73.8,62.8,50.3,50.8
76.6,72.2,65.8,56.3,47.9,22.9,21.2
99.9,90.2,83.5,72.3,62.1,29.1,30.2
86.1,79.9,74.0,60.6,50.1,32.5,31.1
112.1,106.1,98.0,85.1,73.6,85.7,79.0
78.1,75.9,73.0,65.5,56.6,23.8,23.1
112.3,105.7,93.5,78.8,67.9,81.3,77.2
115.9,109.2,102.8,91.7,83.0,83.9,73.6
73.1,66.8,61.3,51.2,42.4,22.6,21.3
84.1,72.1,64.1,51.9,41.9,9.3,8.0
58.9,46.4,48.0,42.0,36.7,25.7,22.5
80.5,74.0,68.0,59.8,47.7,26.0,25.3
60.3,55.9,44.8,37.0,29.2,15.5,13.1
111.8,103.5,92.9,76.9,63.2,72.5,69.6
48.1,47.4,42.3,39.1,32.0,7.9,10.3
59.2,56.1,50.7,45.3,40.0,8.5,6.4
115.6,105.2,96.7,84.8,71.1,65.4,57.8
30.0,25.6,23.2,18.9,15.9,7.9,7.3
79.5,75.4,69.9,60.9,51.4,24.6,18.8
48.4,41.8,37.7,30.9,24.1,15.6,14.1
95.3,85.7,81.0,69.5,59.4,33.6,32.0
84.6,78.3,71.3,61.8,51.5,31.4,30.5
132.2,117.9,105.7,93.8,75.1,50.4,50.6
67.9,65.2,61.0,51.5,43.1,26.4,23.3
64.2,61.1,66.9,58.9,48.4,19.6,16.8
43.5,43.4,40.6,33.9,29.1,17.1,15.9
87.9,79.5,70.2,59.9,51.6,34.6,31.4
116.5,106.0,93.4,76.7,65.6,59.6,63.8
85.3,74.5,68.2,61.0,56.4,26.2,24.5
124.5,113.7,105.5,92.0,78.8,72.7,71.1
85.3,79.6,72.7,60.7,51.5,19.9,18.2
84.8,77.0,71.4,60.5,53.1,22.6,21.2
111.5,103.5,92.6,77.7,65.4,58.5,53.1
91.4,86.1,76.6,62.4,51.8,59.3,53.5
105.6,101.8,94.8,81.7,72.3,47.2,40.1
88.9,80.8,75.1,65.2,53.1,57.3,55.7
74.3,73.2,67.3,58.7,51.4,37.4,33.6
81.4,71.8,67.4,56.5,47.6,31.3,28.9
1.6,0.9,4.9,19.5,17.7,4.2,4.2
76.4,70.6,64.1,54.9,47.3,30.7,27.5
147.5,133.7,119.9,102.9,88.6,67.6,61.7
70.0,64.7,57.0,48.1,40.7,26.9,24.6
81.9,58.9,52.6,43.8,37.9,18.0,18.9
55.5,51.8,47.1,43.1,38.0,31.6,30.1
52.9,48.6,46.2,41.8,35.1,10.9,11.1
58.5,70.9,66.9,65.9,58.0,70.1,62.2
6.3,5.5,0.4,0.5,0.0,5.5,5.8
45.3,43.3,34.4,32.2,26.7,6.0,4.7
0.0,0.0,0.0,0.0,0.0,9.1,6.9
123.5,117.4,123.3,94.4,86.4,43.9,43.0
6.5,9.5,1.7,1.2,0.0,23.0,13.9
148.8,154.4,145.8,126.6,109.6,62.8,56.7
86.3,82.2,77.3,61.5,47.6,25.3,20.3
101.1,96.5,87.5,80.4,74.1,22.2,21.2
188.7,174.8,165.0,149.6,141.1,97.1,84.3
116.1,107.9,103.8,98.9,97.2,52.3,45.8
54.9,49.1,35.3,34.0,24.2,27.9,19.8
82.6,77.3,54.2,35.2,33.3,16.9,15.9
93.8,85.7,79.1,74.8,69.0,41.5,34.7
61.4,108.9,95.3,74.9,70.7,52.4,57.3
80.0,83.1,82.5,76.3,70.9,66.7,60.7
8.7,8.0,1.2,0.7,0.0,0.2,1.2
122.2,108.1,105.7,100.1,83.9,26.0,19.2
136.6,121.0,110.7,99.3,87.1,21.1,16.1
113.6,109.2,104.4,93.4,85.5,33.8,21.3
90.2,88.9,91.2,77.6,69.6,41.8,41.1
6.5,4.3,17.3,12.6,8.3,8.3,6.8
86.6,88.8,81.3,3.4,0.0,33.7,28.1
97.2,96.9,97.4,93.0,87.2,64.2,58.8
77.5,57.9,53.9,50.5,40.6,32.2,29.7
61.9,55.7,54.0,55.6,50.0,27.9,25.1
25.4,22.3,22.4,25.3,21.7,0.8,0.3
59.3,47.4,30.0,36.2,15.8,22.5,16.0
210.3,161.5,186.9,174.6,174.2,162.9,171.3
10.5,12.4,1.0,0.8,0.0,93.5,205.1
121.6,112.4,97.3,93.0,87.6,44.6,43.3
50.1,38.7,34.7,29.3,20.7,9.6,7.3
128.9,104.3,101.6,92.4,91.3,47.2,42.6
41.8,41.4,32.7,10.1,0.0,14.2,23.3
8.7,8.0,2.4,2.3,0.0,13.9,15.5
102.6,94.2,90.5,81.8,76.4,39.8,42.2
53.2,23.7,109.3,110.8,108.4,102.2,110.9
49.3,47.1,41.2,32.8,29.9,31.7,20.1
83.6,78.9,74.8,74.1,65.3,60.4,54.1
92.8,98.3,89.4,80.6,71.0,44.2,38.2
23.6,27.4,20.8,17.5,19.2,26.1,22.3
53.8,54.6,50.9,45.5,32.6,14.3,7.0
83.8,72.2,75.4,69.2,69.4,113.2,126.2
151.4,143.7,137.5,126.1,109.9,27.8,25.4
96.9,68.3,77.6,68.4,57.0,26.5,17.0
73.8,71.2,66.9,62.4,54.4,15.5,10.7
6.8,5.9,1.1,1.4,41.3,15.9,16.5
51.7,47.7,58.5,72.6,61.9,15.3,18.3
122.5,104.9,101.5,88.4,75.2,33.4,28.8
175.9,164.1,154.3,130.3,121.7,55.8,51.2
127.7,128.1,122.9,114.1,112.0,79.8,71.4
21.6,18.6,13.4,6.4,0.0,4.4,4.1
76.4,68.9,64.9,53.3,46.3,41.2,37.1
6.0,9.7,1.3,0.8,0.0,3.8,4.5
126.5,117.5,109.1,97.0,84.6,105.5,97.3
110.0,105.1,97.1,89.3,74.1,17.3,14.7
20.2,14.1,12.4,9.9,8.6,13.0,11.0
115.7,101.1,88.9,83.7,73.4,38.4,33.4
105.6,102.1,100.0,87.6,77.7,28.1,26.1
111.5,103.5,102.3,86.9,76.7,41.8,39.8
170.7,164.2,156.5,140.7,126.8,84.8,60.7
128.3,120.5,116.5,105.9,102.3,64.9,56.7
146.6,130.4,128.4,120.7,117.8,53.3,47.1
9.7,8.3,1.6,29.5,38.4,7.0,7.0
4.1,4.2,0.7,0.7,0.0,6.8,9.9
120.9,125.7,103.9,93.6,82.8,32.3,29.5
73.8,74.0,65.4,60.1,61.4,25.6,26.2
89.0,85.0,63.3,52.5,31.7,16.3,14.0
123.8,132.5,132.0,122.7,127.8,71.0,52.8
27.0,24.6,40.1,33.4,29.1,16.0,14.3
110.5,93.4,96.9,88.3,95.8,68.7,65.0
144.1,135.8,125.8,113.6,98.1,115.9,103.1
77.3,68.5,63.2,57.9,49.4,13.5,13.1
131.3,126.2,113.8,103.4,93.5,45.8,40.7
2.6,3.4,0.5,0.4,0.0,16.9,14.0
43.5,35.2,26.2,24.4,20.9,16.0,9.6
118.3,111.1,105.6,93.6,89.3,60.1,38.5
147.2,140.8,129.8,109.0,94.6,71.3,68.4
56.9,51.7,46.5,38.1,31.2,63.6,56.0
86.9,83.1,74.4,63.8,56.8,34.7,31.0
149.2,124.1,107.6,90.2,79.4,57.1,52.6
84.3,77.9,68.9,63.2,55.9,24.4,24.7
158.6,146.5,134.1,115.8,99.3,78.6,71.7
119.1,110.0,98.1,83.4,73.7,34.9,35.9
177.6,154.0,148.6,132.7,125.2,78.7,83.2
102.1,95.0,86.3,74.4,67.4,57.9,53.1
118.1,108.7,101.4,89.5,78.5,54.5,53.8
103.6,104.3,101.0,75.4,70.7,27.5,22.5
4.2,3.3,2.8,53.9,60.4,46.8,35.9
124.7,114.5,101.2,85.6,79.9,57.2,46.4
92.0,87.4,93.5,79.0,70.4,70.7,72.4
124.5,114.4,106.5,94.3,85.7,90.0,82.8
65.2,59.0,58.7,52.5,43.7,24.6,23.7
141.9,131.2,119.7,103.9,94.8,50.2,47.1
108.5,94.6,83.0,69.1,56.2,40.7,39.7
129.0,117.9,103.7,89.0,67.1,46.7,44.4
123.4,113.5,101.9,87.2,74.7,66.2,61.2
153.3,135.9,114.8,97.4,82.6,42.1,38.1
127.0,115.2,103.0,89.0,77.6,29.1,30.4
171.4,158.8,148.6,137.4,118.5,92.7,84.4
78.4,73.7,68.9,58.8,49.1,40.7,37.9
20.4,17.9,19.0,32.3,28.9,23.5,16.9
65.3,57.8,51.3,42.8,36.5,51.5,47.6
67.1,60.6,51.9,48.0,42.3,22.5,20.9
0.0,0.0,0.0,0.0,0.0,22.3,5.1
124.0,114.1,102.1,91.7,83.8,56.6,59.1
109.9,103.3,96.0,79.1,64.8,34.2,31.5
131.5,126.2,114.2,100.2,85.6,61.6,50.2
111.6,94.8,85.5,77.5,70.9,52.3,51.3
156.5,141.2,135.8,122.0,106.8,54.9,51.3
60.1,55.3,50.5,43.9,38.5,37.4,35.2
0.0,0.0,0.0,0.0,0.0,57.5,50.9
92.0,83.5,71.8,62.6,51.7,33.8,31.3
52.6,51.5,45.9,37.6,32.2,26.4,23.2
84.2,79.0,72.1,59.1,50.2,68.7,63.7
83.9,81.0,74.0,74.6,63.6,28.9,26.8
85.8,80.3,72.9,62.3,55.3,32.2,31.4
75.1,69.1,66.6,55.5,42.9,19.8,19.5
65.8,64.0,59.2,49.4,42.7,32.6,29.6
115.7,111.3,105.5,89.6,75.6,76.0,64.9
75.3,71.9,70.0,59.1,49.4,57.5,50.2
75.3,70.8,66.4,57.1,51.9,41.1,38.9
