2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding
5.4,4.3,68.3,69.1,62.7,20.8,14.3
61.9,57.9,56.2,50.5,45.4,31.1,29.7
0.0,0.0,0.0,0.0,0.0,8.7,14.2
77.3,66.2,60.5,48.0,39.5,23.8,22.0
83.4,77.1,74.4,68.5,62.0,37.1,32.6
92.5,73.3,78.8,71.8,67.9,51.0,52.1
0.0,0.0,0.0,0.0,0.0,10.3,1.1
105.9,93.0,91.9,83.5,76.3,33.8,31.5
75.3,69.6,63.9,59.1,54.1,16.7,14.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.1,57.7,63.2,72.1,66.9,20.4,14.6
49.7,52.8,47.2,45.8,41.8,28.9,26.6
2.5,1.7,2.0,1.8,0.0,19.5,17.4
0.0,0.0,0.0,0.0,0.0,86.7,71.9
84.7,75.4,73.7,62.2,56.4,26.9,19.4
59.8,52.5,50.6,45.1,40.3,50.8,45.9
65.9,60.9,58.2,58.8,53.2,12.0,9.1
51.8,47.2,40.3,34.3,31.0,6.4,4.9
3.8,3.4,22.9,0.0,0.0,22.4,4.2
66.9,61.1,59.2,53.2,47.9,33.7,30.7
52.3,48.6,51.2,45.3,42.9,36.7,34.8
6.7,5.8,7.4,6.8,0.0,0.1,0.0
102.9,96.4,94.8,102.5,74.3,13.1,6.0
3.0,4.2,3.8,2.0,0.1,0.6,0.4
14.9,15.0,10.5,9.3,4.2,2.7,3.1
70.7,66.1,71.8,78.2,70.3,14.6,14.5
92.4,77.5,70.7,66.6,61.6,52.9,41.2
0.0,0.0,0.0,0.0,0.0,3.3,0.6
81.0,75.1,74.0,66.4,58.4,32.0,30.8
39.6,37.4,37.5,33.9,30.6,30.9,27.0
85.7,76.3,70.5,67.4,62.0,36.5,35.2
74.6,59.0,61.7,57.2,50.1,28.3,27.4
67.7,62.7,61.5,55.7,49.8,19.6,18.4
71.7,66.7,60.3,58.9,56.0,65.1,63.2
7.9,6.8,4.7,5.3,0.1,3.1,3.1
25.9,3.5,3.2,2.4,0.0,27.0,28.6
59.3,62.0,58.7,51.5,30.9,55.9,51.7
44.2,40.9,39.2,35.2,32.1,21.5,20.7
75.8,68.0,73.8,69.9,59.7,28.8,28.3
3.9,3.3,29.1,26.3,30.9,18.0,12.1
48.7,44.4,43.6,39.5,35.9,7.9,9.4
62.3,52.3,50.8,46.0,39.7,24.5,10.7
92.4,78.9,75.4,69.0,64.6,45.9,41.2
2.0,1.7,1.6,0.5,0.0,4.0,2.0
88.7,77.9,76.4,72.9,68.8,49.9,72.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.7,26.1,22.7,19.8,18.1,5.3,4.7
61.6,56.2,53.3,48.2,47.8,17.0,13.7
131.5,115.1,109.4,101.5,87.7,77.2,67.8
133.2,112.7,104.5,94.3,85.5,72.1,64.4
178.5,138.7,132.9,123.9,120.6,114.5,105.0
23.4,19.5,28.1,25.2,20.8,10.1,9.4
51.7,47.1,47.7,44.6,41.9,20.6,18.9
71.5,69.5,65.5,58.0,56.0,34.9,29.2
7.1,3.7,3.8,2.4,0.0,13.9,15.9
7.7,5.1,30.0,48.4,41.1,46.9,49.8
1.5,1.6,0.5,0.0,0.0,8.4,5.9
85.9,75.3,77.7,74.6,79.4,47.3,37.7
110.4,98.2,97.3,89.0,86.3,21.2,16.7
55.1,48.3,46.2,41.4,37.9,42.5,37.8
78.0,69.8,72.0,62.8,60.3,40.7,36.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3,18.9,8.6,6.3,0.0,7.2,4.9
67.1,60.5,58.4,51.7,46.1,26.1,22.2
4.2,2.7,3.1,2.0,0.0,2.6,1.5
93.6,84.1,80.5,75.1,69.2,35.2,33.3
30.1,29.5,27.8,25.3,22.7,20.1,17.3
95.4,80.2,61.9,58.3,54.3,36.2,34.6
91.2,82.7,78.9,72.6,67.6,34.6,27.7
136.4,125.3,119.4,107.6,99.8,56.8,56.8
112.6,97.5,92.7,83.0,77.0,44.7,42.1
26.0,22.0,47.5,41.3,40.9,13.7,13.2
71.9,59.6,65.6,62.6,59.5,22.8,19.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.5,93.3,90.5,83.2,73.2,32.9,29.3
85.6,78.2,81.5,73.8,67.4,32.4,32.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,1.9,2.1,1.3,0.0,12.3,8.5
35.0,29.6,33.2,31.7,18.7,18.2,16.5
76.8,67.4,67.3,56.5,49.7,28.3,27.4
0.0,0.0,0.0,0.0,0.0,43.3,42.8
102.0,93.1,85.5,77.4,71.0,78.7,70.3
3.3,1.6,34.6,24.6,19.2,0.0,0.0
92.9,83.4,79.7,75.4,72.4,44.0,44.0
92.7,90.9,90.9,84.4,76.1,40.5,37.3
34.2,30.3,30.2,29.9,24.8,10.9,10.8
76.4,66.4,58.0,54.3,43.6,24.1,23.2
88.3,79.9,76.3,69.9,65.5,24.3,20.7
76.6,71.4,65.4,59.0,53.4,28.8,29.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,85.2,80.6,76.1,74.8,43.2,39.4
74.5,67.6,59.8,55.1,50.4,24.4,18.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,2.1,26.8,21.9,18.3,1.2,1.6
73.9,71.5,65.8,59.9,56.7,26.2,23.6
0.0,0.0,0.0,0.0,0.0,33.7,26.4
169.1,158.6,151.0,138.0,129.5,63.6,68.2
52.6,49.3,2.5,2.6,0.0,16.2,14.5
34.4,31.7,63.1,59.2,51.6,19.9,15.9
0.5,0.4,0.4,0.2,0.0,12.5,8.0
57.9,50.7,56.6,51.1,46.4,12.7,12.4
24.5,19.6,50.5,45.7,39.7,11.4,11.0
4.3,3.3,39.8,39.5,36.1,6.2,7.8
118.3,101.9,90.9,82.3,76.2,32.8,28.8
107.2,93.9,86.2,85.5,90.2,36.2,25.9
0.0,0.0,0.0,0.0,0.0,0.1,0.1
21.4,21.1,18.0,13.8,10.3,3.3,5.3
83.4,71.2,62.7,56.5,52.9,25.2,20.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.2,83.7,84.2,77.8,70.1,95.0,85.7
2.4,1.5,1.3,0.9,0.0,10.6,11.9
76.1,63.4,55.2,53.2,38.3,20.3,17.6
89.8,77.0,75.4,70.5,63.2,51.0,48.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.8,45.5,73.9,71.5,63.0,21.6,23.2
2.8,1.6,1.6,1.6,0.0,8.8,9.8
3.8,2.2,40.2,40.4,33.8,22.0,24.5
6.5,4.2,44.5,38.5,41.7,0.4,2.5
80.1,70.8,66.0,60.8,60.6,35.8,30.0
31.3,29.1,28.4,27.3,25.1,10.5,9.5
44.0,43.7,44.1,42.0,36.4,20.1,15.0
0.0,0.0,0.0,0.0,0.0,1.6,1.6
81.0,66.7,58.7,53.3,47.1,29.8,21.3
81.3,63.8,67.7,61.1,54.8,21.8,24.1
0.0,0.0,0.0,0.0,0.0,7.1,7.6
3.1,2.7,55.2,51.8,46.3,51.9,52.7
92.2,83.1,82.1,72.9,68.5,37.2,39.0
75.5,66.5,60.6,55.2,50.6,46.2,37.5
66.2,58.6,55.3,51.3,51.8,36.5,33.5
102.2,103.6,80.6,76.2,73.9,12.4,12.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.6,103.4,86.0,81.4,73.2,60.6,54.1
86.2,78.4,72.9,66.4,61.2,26.6,23.7
2.9,1.7,34.5,25.2,20.5,8.4,7.1
147.0,127.4,118.8,81.9,65.7,27.9,25.0
92.1,83.4,80.2,70.2,64.0,76.8,70.0
80.2,39.7,46.1,53.1,48.9,23.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.3,119.2,113.4,94.2,88.6,52.8,52.4
130.6,116.8,108.6,94.8,86.8,30.5,25.6
83.7,82.4,81.4,75.5,72.1,26.6,21.2
81.1,75.8,73.3,65.1,57.9,34.3,27.4
2.6,1.8,1.1,0.9,0.0,20.4,19.8
44.5,37.5,37.9,35.1,33.5,20.6,18.8
120.5,106.7,101.1,90.8,84.3,31.1,27.2
89.3,78.1,76.1,72.2,65.1,105.3,102.8
0.0,0.0,0.0,3.3,6.3,7.5,5.8
75.8,74.4,68.6,61.9,54.3,1.4,1.5
84.9,76.1,73.9,68.5,62.7,31.4,26.8
0.0,0.4,25.6,25.1,21.0,2.7,1.6
0.0,0.0,0.0,0.0,0.0,1.5,1.4
6.0,3.5,47.9,57.1,55.1,74.1,82.2
91.0,75.9,63.8,57.3,54.6,34.8,31.8
3.2,1.7,1.7,1.5,0.0,11.2,9.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,4.0,28.6,24.8,21.7,7.8,5.7
78.7,69.4,74.6,70.1,63.3,50.2,42.2
61.8,54.7,70.6,68.6,58.5,29.1,35.6
68.1,53.2,49.0,44.1,43.2,18.7,18.9
7.0,3.9,54.7,44.6,33.9,23.1,29.0
7.0,4.2,74.7,64.5,65.8,35.2,28.5
1.9,1.1,19.1,17.1,20.0,1.2,3.4
80.1,80.6,86.4,80.5,71.5,34.2,27.6
77.8,2.8,49.5,42.2,0.6,6.5,5.6
0.0,0.0,0.0,0.0,0.0,18.9,22.8
106.6,90.8,84.5,80.8,73.0,17.1,15.5
0.0,0.0,0.0,0.0,0.0,2.8,2.9
89.7,58.7,69.1,64.6,58.4,18.2,18.9
31.2,1.3,1.4,1.1,0.0,0.6,0.3
107.9,95.2,88.6,81.2,73.2,103.7,99.5
8.6,5.9,5.8,5.1,0.0,46.9,45.7
32.7,32.2,34.6,33.1,29.3,26.7,25.6
128.1,119.2,103.5,95.1,83.1,22.5,18.6
0.0,0.0,0.0,0.0,0.0,4.0,1.1
4.9,3.8,2.5,2.6,0.0,1.9,2.4
6.5,5.1,3.1,2.7,0.1,16.6,15.0
3.0,2.3,2.3,9.1,0.0,7.6,6.5
76.0,68.8,66.7,60.0,53.7,50.5,45.1
130.7,114.8,107.0,97.4,89.0,90.6,72.7
0.0,0.0,0.0,0.0,0.0,81.1,72.3
63.4,53.4,86.8,78.3,69.0,17.8,20.5
0.0,0.0,0.0,0.0,0.0,23.4,18.5
106.0,90.5,84.6,74.9,69.7,46.4,49.4
92.4,80.1,75.1,70.8,66.3,53.6,46.6
61.1,55.5,51.2,45.1,39.5,44.1,39.1
57.5,42.0,60.0,56.1,43.4,18.5,20.5
32.0,22.9,52.4,51.3,48.6,9.5,9.8
26.1,22.2,19.0,17.8,17.0,11.9,7.7
1.9,1.9,1.4,1.6,0.1,6.3,3.7
76.9,72.1,73.1,70.5,63.1,27.5,23.6
42.5,39.5,38.6,35.5,32.5,23.3,21.1
88.3,81.7,78.5,69.8,64.3,24.4,18.2
121.1,103.9,98.7,93.2,84.5,70.6,67.5
87.0,76.9,58.9,57.3,55.0,27.0,25.6
7.3,5.4,12.8,11.7,9.8,4.3,4.4
73.4,71.4,57.8,51.2,46.3,31.6,32.5
90.5,88.0,75.5,69.9,65.1,29.3,29.2
30.2,29.0,27.2,24.7,21.3,18.8,16.2
76.8,69.3,63.5,59.4,57.1,34.5,31.5
47.7,45.6,39.1,32.3,20.0,9.1,4.3
119.1,107.5,105.2,96.8,89.6,83.7,78.2
167.2,152.5,147.6,135.8,122.0,50.7,49.6
53.8,47.2,28.9,32.4,31.8,19.8,16.2
70.6,64.9,62.2,56.6,50.5,32.3,29.2
56.3,59.8,58.6,54.4,50.7,16.2,12.1
87.1,59.6,56.5,47.3,44.1,10.1,8.2
68.9,63.0,63.6,62.0,57.1,39.4,45.0
115.9,97.5,94.8,90.2,81.1,33.8,29.2
8.7,7.1,6.5,7.6,0.1,15.1,15.8
112.6,103.3,99.0,92.2,88.9,43.9,37.7
2.2,14.2,23.7,20.6,17.7,3.8,3.8
5.0,0.9,0.7,0.6,0.0,1.7,2.6
91.8,98.1,93.9,91.6,75.7,77.2,73.3
85.5,81.9,80.1,73.2,66.6,31.9,31.1
66.7,61.2,54.5,49.6,44.6,37.0,34.7
188.9,183.1,176.0,153.7,147.2,137.8,125.9
0.0,0.0,0.0,0.0,0.0,1.5,0.9
72.9,68.7,66.7,62.5,57.0,46.8,45.5
54.1,51.2,57.7,58.6,56.9,48.4,46.6
97.4,96.7,45.2,79.8,78.3,32.4,31.7
92.7,86.8,87.1,84.1,70.2,57.6,56.4
108.4,95.4,83.3,79.5,73.3,57.0,46.5
105.0,110.9,103.9,91.5,81.2,53.1,53.6
96.9,95.9,81.2,75.9,71.3,42.8,37.1
130.4,149.4,106.8,104.6,93.2,56.7,46.7
69.0,70.1,58.0,64.5,55.6,32.6,27.9
60.8,62.0,57.8,37.6,32.8,32.3,22.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,31.2,29.4,29.1,28.1,10.3,7.4
80.2,75.0,70.5,63.0,55.6,58.4,53.6
23.5,19.2,16.3,16.2,14.2,17.2,14.8
95.5,86.8,95.7,85.2,78.0,43.8,38.3
130.2,124.3,112.8,107.9,99.8,77.0,72.7
69.9,65.8,61.2,51.4,44.6,53.9,41.9
81.5,72.8,70.3,63.9,52.8,24.6,20.7
82.8,71.3,66.9,60.5,51.4,36.2,36.3
64.5,61.2,58.7,53.0,47.4,41.3,40.1
79.6,75.0,68.9,58.5,51.2,21.7,20.3
96.1,91.6,89.0,79.5,72.8,71.9,67.2
0.0,0.0,0.0,0.0,0.0,26.9,18.8
90.7,86.9,83.2,76.3,69.8,58.4,58.8
27.2,43.8,51.0,41.1,36.8,24.4,24.8
83.4,81.8,72.4,62.2,52.4,43.6,41.3
45.7,63.1,62.3,54.3,45.1,31.8,25.7
43.6,50.0,48.7,41.5,35.2,42.5,41.6
0.1,10.8,12.6,0.5,0.0,42.4,38.7
58.0,83.7,85.7,79.1,68.8,37.2,32.4
13.3,18.4,18.4,14.9,12.9,12.9,12.7
34.7,57.7,57.4,56.3,50.7,36.9,36.2
22.1,42.8,42.9,34.0,24.9,23.3,21.4
31.7,60.5,62.5,60.2,53.8,39.9,38.3
88.9,84.8,79.8,65.2,52.2,44.4,41.3
38.9,58.0,57.8,51.8,44.8,35.9,32.1
77.9,74.9,72.8,59.5,50.5,39.4,35.0
50.0,48.5,41.7,30.6,25.7,26.2,26.8
70.5,64.8,60.7,51.0,33.9,19.4,19.4
65.0,61.7,59.1,48.3,40.3,46.3,37.0
90.4,85.7,86.8,70.2,66.3,62.6,50.1
54.2,52.3,48.1,36.8,29.8,2.7,1.7
90.4,83.0,75.0,62.7,56.8,30.3,32.3
146.2,138.6,125.0,97.8,86.0,40.5,17.0
28.0,26.1,24.4,20.5,18.1,35.1,31.1
33.3,29.1,19.7,15.8,11.9,45.0,43.2
8.7,6.2,1.4,1.2,0.0,15.8,17.3
50.0,46.8,44.9,38.3,32.8,18.1,17.1
71.1,81.0,66.8,54.5,42.9,90.8,84.1
46.3,41.9,39.6,35.3,31.5,12.2,11.9
29.0,25.6,23.9,17.3,12.6,6.2,6.9
84.7,88.0,131.0,138.6,113.6,66.7,71.4
2.7,2.1,2.1,1.8,0.0,6.5,4.4
38.0,33.9,43.0,33.6,28.2,6.4,5.3
19.9,20.6,35.3,32.2,28.7,4.4,4.2
44.7,45.3,44.9,36.8,33.0,48.0,46.4
0.0,0.0,0.0,0.0,0.0,12.2,6.7
43.9,43.3,38.9,31.5,26.2,25.2,25.5
77.9,73.4,67.8,56.2,45.6,38.5,36.6
21.6,27.7,28.5,28.1,24.0,19.4,17.0
8.4,6.5,5.2,6.1,0.0,4.5,1.5
79.3,71.5,65.5,53.3,46.5,19.7,21.8
35.5,33.1,29.3,21.7,18.2,0.1,0.0
157.3,137.5,185.1,154.7,131.5,97.9,79.9
5.5,5.6,5.1,3.8,0.7,1.3,1.9
123.3,122.9,109.5,87.8,69.2,78.9,60.6
33.7,32.0,29.7,25.3,21.8,27.7,26.3
81.6,76.5,72.2,62.3,51.1,34.7,33.1
65.0,59.3,50.0,34.8,27.7,7.8,9.0
38.0,36.4,31.4,27.0,24.4,7.3,6.3
96.2,87.4,80.1,68.4,59.6,16.6,16.0
62.9,59.9,58.2,50.7,43.9,4.2,3.6
149.5,142.6,119.8,101.9,84.9,31.6,26.5
128.1,119.4,107.5,88.8,71.9,33.9,37.1
16.4,15.3,14.8,10.7,1.3,9.0,11.1
28.3,8.7,25.0,20.1,17.3,10.5,14.1
88.8,83.1,77.8,66.0,54.2,16.0,12.9
0.0,0.0,0.0,0.0,0.0,1.5,1.4
75.9,87.8,81.3,71.0,57.5,24.5,18.5
102.0,96.0,90.2,73.8,57.9,50.1,47.2
81.0,75.3,68.2,56.5,46.1,51.3,46.7
101.1,86.9,73.4,63.7,54.2,6.4,5.8
0.0,0.0,0.0,0.0,0.0,0.7,0.3
67.3,67.8,74.1,64.5,56.4,13.5,12.7
112.7,106.1,96.2,80.7,69.7,41.9,39.2
0.0,0.0,0.0,0.0,0.0,2.2,0.5
54.5,53.5,54.6,44.7,39.8,4.4,4.9
47.4,42.3,40.3,29.6,22.8,7.8,9.3
187.1,183.2,156.9,125.4,98.7,43.8,42.5
129.3,112.3,149.5,132.2,112.5,64.4,57.0
40.9,38.3,36.8,31.6,27.2,17.4,17.2
58.9,53.2,49.8,42.2,35.3,9.9,8.7
4.3,3.0,1.6,1.2,0.0,6.8,6.3
0.0,0.0,0.0,0.0,0.0,4.7,4.9
63.4,60.2,55.2,49.9,45.9,3.1,3.4
115.3,112.0,105.7,83.9,69.2,48.0,47.3
5.4,4.5,3.1,3.1,0.1,8.5,7.7
72.5,66.0,61.6,53.9,46.1,56.2,49.3
27.4,26.7,21.9,18.0,14.4,19.6,20.5
68.8,61.6,58.7,44.5,35.7,16.5,17.3
115.5,112.7,113.8,95.6,92.4,74.0,65.9
37.3,34.9,30.7,23.7,19.0,8.0,7.5
88.6,64.3,77.3,66.6,52.4,34.8,32.7
105.3,96.6,91.0,74.4,61.8,19.3,18.1
102.9,99.4,86.0,76.9,68.5,40.6,35.9
85.1,78.1,69.2,62.0,48.1,43.5,40.4
22.8,24.4,22.3,16.7,13.7,7.1,7.1
55.5,51.3,45.8,41.9,37.9,15.8,14.8
113.6,105.2,99.5,83.5,72.2,26.4,20.9
0.6,0.0,0.0,0.0,0.0,9.3,9.1
44.0,40.6,38.5,32.6,28.3,17.3,16.3
142.6,135.6,134.1,113.6,97.3,45.4,35.3
0.0,0.0,0.0,0.0,0.0,10.8,6.8
45.5,43.5,44.0,35.5,29.5,5.0,4.1
98.6,91.1,84.4,75.0,67.3,86.3,74.5
0.0,0.0,0.0,0.1,2.8,17.5,14.3
34.8,32.6,30.3,27.9,21.2,7.4,14.0
138.3,117.6,111.7,105.8,90.5,57.2,66.5
169.4,161.9,153.7,139.0,123.2,169.4,142.9
84.4,74.7,69.0,53.2,42.2,22.3,19.5
151.7,139.7,131.3,104.9,83.9,41.4,37.9
3.5,2.9,0.0,0.0,0.0,2.2,1.8
83.2,75.4,66.4,55.3,48.0,30.7,26.6
57.9,53.5,49.1,41.5,36.4,18.5,13.3
0.0,0.0,0.0,0.0,0.0,1.2,1.2
27.1,24.6,22.0,14.1,10.2,6.0,4.7
231.1,200.5,179.3,158.1,132.2,78.9,70.6
99.6,92.4,87.6,78.1,65.0,21.1,18.1
127.5,116.1,105.0,88.3,74.4,57.6,58.1
52.4,45.7,43.0,34.7,29.8,4.0,4.5
235.7,214.1,194.5,164.0,140.9,62.9,64.1
122.5,120.5,109.5,94.0,78.8,42.2,51.9
57.7,50.6,47.0,40.0,35.2,21.7,19.9
38.3,35.9,33.0,27.6,24.1,20.2,19.2
190.8,186.0,174.2,162.2,148.2,30.0,24.6
85.1,71.9,85.2,81.9,78.8,27.4,25.5
77.2,69.2,52.8,45.1,35.3,163.1,153.8
74.8,68.4,65.5,55.1,48.1,40.7,38.0
277.3,243.0,222.2,181.3,145.5,82.6,73.1
287.6,256.4,235.3,222.4,177.8,54.0,117.6
199.1,188.6,179.2,162.2,134.4,80.4,67.8
315.5,300.6,283.1,222.1,183.4,125.1,123.9
88.7,81.4,78.8,69.4,62.4,66.9,58.2
81.5,64.1,57.1,51.6,42.6,29.2,21.8
294.5,271.8,268.2,234.5,204.6,72.2,57.0
165.2,175.9,166.3,136.9,106.0,233.0,220.4
460.3,431.1,394.4,357.5,301.3,161.1,96.7
90.9,86.9,76.8,60.8,49.7,32.3,27.2
143.3,133.7,124.7,107.3,87.7,89.7,77.9
131.4,115.6,151.7,149.4,136.4,57.2,49.2
325.7,269.0,237.0,215.4,191.3,116.7,113.6
154.2,137.6,116.7,93.5,79.1,104.6,104.5
123.9,117.1,109.7,89.4,79.1,84.4,73.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0
532.5,444.4,399.9,346.6,293.5,374.5,343.7
73.5,69.1,62.8,50.4,40.7,61.1,56.3
74.1,70.8,64.8,54.0,43.9,71.9,69.6
563.3,504.9,470.3,402.0,311.3,567.9,406.7
167.4,157.5,152.2,129.4,104.9,60.2,48.7
102.6,93.7,80.6,65.4,62.6,5.7,4.9
120.6,114.5,102.4,83.7,69.8,59.5,47.0
124.4,108.3,97.8,84.7,70.5,44.0,45.4
67.8,59.4,53.2,41.5,32.1,58.7,55.2
122.0,108.3,102.1,87.9,70.6,84.6,89.0
242.5,220.7,206.0,181.1,156.7,387.3,375.6
217.6,190.1,175.0,144.8,120.9,54.4,55.2
91.5,90.0,85.4,75.1,64.2,45.9,43.8
68.4,65.1,61.0,52.2,45.3,44.1,38.4
262.5,232.1,202.9,170.4,138.0,49.3,45.4
0.0,0.0,0.0,0.0,0.0,0.0,0.2
201.6,189.9,175.0,137.3,123.4,226.6,219.0
33.0,30.0,27.6,26.2,21.7,17.1,16.3
152.8,146.5,150.9,133.9,122.9,51.3,59.9
110.5,107.8,102.4,89.9,73.8,76.6,72.9
91.9,86.9,79.4,70.6,61.5,64.4,58.1
140.0,127.8,119.7,100.7,83.4,51.1,43.1
67.5,63.7,60.3,53.8,46.7,41.2,39.8
128.7,117.4,119.9,102.3,97.7,88.9,138.2
105.6,98.2,89.4,76.6,65.4,40.8,38.2
67.7,65.7,65.1,56.4,52.3,19.8,13.7
76.1,70.3,66.4,59.5,55.9,31.6,38.0
70.1,69.0,62.6,53.4,46.4,18.4,12.4
143.0,132.4,119.0,94.8,100.1,98.6,71.3
81.1,76.4,73.4,65.7,55.6,36.5,31.7
123.9,119.7,113.0,93.6,79.0,51.5,49.1
46.6,43.5,42.8,38.6,36.2,20.9,19.0
96.5,90.4,85.1,79.2,70.0,50.1,45.5
55.5,51.2,47.4,41.6,35.8,39.5,36.4
71.2,66.7,61.9,56.3,48.4,37.4,36.1
65.0,62.6,56.2,47.5,37.7,22.9,18.4
29.4,23.7,3.2,20.0,22.0,32.4,30.8
116.0,107.1,96.8,80.7,70.1,40.1,37.2
164.1,93.4,93.1,77.4,68.1,69.0,64.4
100.9,97.2,87.1,76.1,66.8,20.0,15.9
77.3,78.7,71.1,63.7,52.4,44.9,42.6
48.3,44.3,37.9,30.2,25.5,18.5,17.6
136.0,126.5,118.0,101.3,87.4,85.2,83.5
72.9,69.0,65.2,56.7,49.8,43.9,40.4
36.8,42.3,57.6,61.0,52.2,30.5,26.3
94.3,89.5,80.7,71.1,66.0,59.5,55.0
60.1,44.5,3.9,2.8,0.0,16.1,17.5
83.5,78.4,70.6,61.0,51.7,31.7,30.4
92.5,87.0,83.7,76.7,68.5,63.9,58.8
92.0,84.8,82.5,76.6,63.1,52.1,50.9
71.6,69.6,63.1,54.6,47.6,47.7,44.0
67.1,27.3,6.0,5.8,0.0,3.6,3.6
94.2,90.8,86.7,76.9,62.7,55.1,47.4
79.3,76.7,71.2,63.7,55.5,44.9,39.9
53.0,52.5,49.5,46.7,41.2,41.8,36.6
78.0,72.4,68.0,60.0,50.3,42.4,38.5
110.7,93.8,67.2,56.0,48.3,25.0,23.0
115.3,100.9,90.2,83.3,72.7,35.2,30.2
192.1,172.5,142.4,109.5,105.0,81.5,78.3
114.5,98.6,90.0,79.9,70.3,25.7,22.5
114.3,98.4,86.3,76.7,65.6,17.0,14.6
148.8,135.7,122.3,108.7,92.1,130.0,124.2
70.2,57.5,46.5,36.8,31.3,38.3,42.9
75.3,67.5,62.6,52.4,45.2,20.9,18.8
47.7,42.3,33.6,27.1,23.1,0.6,0.7
95.4,91.7,78.1,62.9,53.7,27.3,23.6
81.8,75.6,59.2,50.8,41.8,6.4,8.0
104.4,94.5,84.1,74.1,67.3,59.9,57.1
148.4,127.2,107.6,96.2,77.7,55.7,58.6
82.1,68.4,69.2,65.0,53.7,18.9,20.2
152.0,139.5,143.9,120.4,111.1,109.5,77.7
97.0,86.1,80.7,70.2,62.5,25.6,26.6
130.3,119.9,102.9,89.7,79.9,98.6,85.7
130.6,107.1,81.9,68.9,57.7,23.0,19.7
88.6,85.9,88.4,77.0,64.0,24.8,23.6
155.2,131.0,111.2,96.0,79.0,96.9,87.0
107.7,87.0,83.2,74.3,66.7,57.9,59.4
73.9,64.1,53.3,41.0,33.9,25.7,26.8
263.0,206.6,194.3,171.3,146.4,93.7,85.1
156.4,137.1,104.4,86.7,73.2,22.7,20.7
113.0,97.0,89.0,75.9,59.7,39.7,37.1
137.9,130.5,117.2,110.2,91.2,61.4,74.6
118.3,101.7,81.5,69.4,57.3,57.1,56.2
160.5,150.8,119.3,102.8,85.5,65.3,54.7
118.2,108.8,101.4,81.8,69.5,29.1,26.5
181.3,134.2,96.5,74.8,48.7,69.0,68.0
78.2,69.7,59.1,46.8,38.0,68.9,62.0
28.3,27.1,42.7,33.6,18.3,15.6,16.5
72.3,71.9,73.6,68.0,61.7,26.9,23.1
186.8,157.4,134.8,115.6,106.6,57.2,47.3
106.9,95.4,80.7,68.2,55.6,106.5,86.8
83.6,88.7,83.7,60.2,42.7,10.7,8.9
134.1,122.8,113.9,100.5,80.3,28.4,10.7
68.1,56.7,58.3,48.9,46.4,15.2,16.9
71.4,74.0,70.7,61.1,51.1,36.8,32.6
121.2,106.6,95.5,79.9,66.6,48.1,49.4
164.6,144.6,104.6,80.5,66.3,64.0,56.5
122.4,112.7,95.1,87.9,75.3,52.9,42.3
69.2,58.5,68.0,58.7,50.6,13.1,13.6
125.6,109.1,94.5,88.8,73.9,41.8,42.5
108.2,105.1,115.4,89.7,79.6,70.5,54.7
89.2,80.9,69.8,59.1,51.6,27.4,24.9
41.2,46.6,41.2,35.8,42.4,25.3,21.5
63.1,55.0,51.6,45.2,38.2,16.0,11.6
82.6,71.8,58.0,50.2,43.5,15.7,13.2
82.5,76.1,67.5,62.2,60.3,12.4,10.9
76.6,69.3,61.3,52.2,49.0,124.8,118.2
118.0,108.1,95.5,86.3,66.3,35.3,33.2
66.2,50.5,38.1,34.4,33.3,13.6,14.4
152.3,132.7,109.4,93.1,76.4,78.8,66.8
218.2,192.8,143.6,112.1,88.9,41.5,42.2
49.6,45.7,43.6,37.4,29.5,8.5,4.7
98.8,101.5,86.7,73.8,71.8,57.2,61.4
79.9,75.5,76.8,70.3,54.8,43.1,42.6
10.3,10.4,9.5,5.1,0.0,4.4,4.0
73.6,69.8,65.2,55.7,49.0,51.4,48.0
7.2,2.2,0.4,0.4,0.0,3.6,3.7
58.7,63.8,63.0,62.7,58.8,25.5,26.8
21.8,20.6,19.7,18.3,16.8,13.1,9.6
63.2,64.6,64.3,52.7,43.8,17.5,16.1
35.1,36.6,32.1,27.1,25.3,21.0,16.1
103.5,98.2,93.2,80.7,69.4,35.3,35.7
79.7,72.9,71.4,64.0,58.9,31.9,30.3
62.4,58.8,53.1,43.6,37.9,47.1,42.8
