FIPS,2014 EPL_NOHSDP,2015 EPL_NOHSDP,2016 EPL_NOHSDP,2017 EPL_NOHSDP,2018 EPL_NOHSDP,2019 EPL_NOHSDP,2020 EPL_NOHSDP
19185,29.7,32.86,36.01,39.38,42.76,46.03,49.3
19187,22.64,24.08,25.53,27.03,28.53,29.61,30.68
19189,9.11,15.98,22.86,21.9,20.95,15.55,10.15
19191,4.68,4.47,4.27,4.47,4.68,3.22,1.75
19193,54.98,56.48,57.98,57.3,56.61,56.95,57.29
19195,14.01,13.78,13.56,13.51,13.47,13.61,13.75
19197,26.55,28.27,29.99,25.47,20.95,20.07,19.19
20001,27.22,27.06,26.9,23.67,20.44,21.09,21.74
20003,36.33,29.94,23.56,23.84,24.13,34.55,44.97
20005,13.44,12.61,11.78,14.3,16.81,18.0,19.19
20007,11.78,12.37,12.96,18.0,23.05,23.19,23.33
20009,52.53,52.52,52.5,48.61,44.73,47.76,50.8
20011,38.87,32.63,26.39,25.69,24.99,30.38,35.77
20013,12.61,11.43,10.25,12.74,15.22,16.81,18.4
20015,7.64,9.14,10.63,13.38,16.14,16.98,17.82
20017,14.93,20.92,26.9,31.24,35.59,22.87,10.15
20019,41.1,42.88,44.67,49.03,53.39,61.22,69.06
20021,48.55,49.28,50.02,46.16,42.31,47.89,53.47
20023,21.87,12.81,3.76,6.59,9.42,12.0,14.58
20025,6.88,16.89,26.9,17.94,8.98,10.25,11.52
20027,0.51,3.34,6.18,9.2,12.23,11.19,10.15
20029,19.9,17.7,15.5,19.56,23.62,16.31,9.01
20031,12.19,11.81,11.43,10.97,10.51,11.75,12.99
20033,10.54,9.18,7.83,10.65,13.47,7.46,1.46
20035,33.81,35.29,36.77,36.18,35.59,33.46,31.32
20037,26.55,27.89,29.23,28.34,27.44,21.79,16.14
20039,25.82,20.9,15.98,20.06,24.13,17.82,11.52
20041,24.67,30.34,36.01,32.82,29.64,26.15,22.66
20043,21.33,23.05,24.77,29.77,34.77,30.08,25.4
20045,2.45,2.44,2.42,2.28,2.13,2.64,3.15
20047,59.28,64.26,69.25,69.04,68.83,64.35,59.87
20049,31.65,29.28,26.9,41.5,56.1,54.53,52.96
20051,6.88,7.61,8.34,11.38,14.42,10.98,7.54
20053,30.79,27.78,24.77,24.88,24.99,26.4,27.82
20055,96.4,96.62,96.85,97.39,97.93,98.06,98.19
20057,97.84,97.65,97.45,97.56,97.68,97.5,97.33
20059,14.01,15.0,15.98,15.6,15.22,18.94,22.66
20061,18.31,19.49,20.66,13.88,7.1,7.74,8.37
20063,2.67,9.32,15.98,20.06,24.13,18.16,12.19
20065,6.21,6.2,6.18,15.58,24.99,30.14,35.3
20067,96.66,97.23,97.8,97.18,96.56,92.46,88.35
20069,90.35,91.45,92.55,92.32,92.1,92.28,92.46
20071,30.79,36.68,42.57,48.24,53.9,60.86,67.82
20073,26.55,27.46,28.37,25.35,22.32,22.82,23.33
20075,85.2,80.7,76.19,83.66,91.12,93.02,94.91
20077,32.25,33.32,34.38,32.76,31.14,33.22,35.3
20079,27.86,26.32,24.77,25.72,26.68,29.74,32.81
20081,96.56,97.06,97.55,98.09,98.63,98.26,97.9
20083,26.55,17.19,7.83,18.74,29.64,39.12,48.6
20085,3.63,3.44,3.25,4.23,5.22,5.19,5.16
20087,7.23,10.4,13.56,11.49,9.42,9.78,10.15
20089,8.37,6.32,4.27,5.68,7.1,8.62,10.15
20091,0.96,0.99,1.02,1.26,1.5,1.62,1.75
20093,73.13,80.78,88.44,92.26,96.08,94.78,93.48
20095,30.25,23.86,17.48,12.29,7.1,10.84,14.58
20097,15.57,16.53,17.48,27.29,37.09,43.2,49.3
20099,37.31,42.76,48.2,48.72,49.25,46.66,44.08
20101,7.64,8.45,9.26,5.7,2.13,2.1,2.07
20103,13.44,16.32,19.2,19.82,20.44,18.64,16.84
20105,14.01,8.88,3.76,6.05,8.34,8.16,7.99
20107,32.25,34.88,37.5,39.9,42.31,37.15,31.99
20109,7.64,8.45,9.26,15.46,21.65,27.23,32.81
20111,45.46,41.86,38.27,42.28,46.29,50.94,55.6
20113,33.21,28.04,22.86,23.49,24.13,27.1,30.08
20115,33.81,31.9,29.99,28.72,27.44,29.72,31.99
20117,10.54,8.15,5.76,10.09,14.42,22.55,30.68
20119,42.5,50.72,58.93,67.4,75.87,79.34,82.81
20121,4.3,3.78,3.25,2.55,1.85,2.34,2.83
20123,2.45,2.05,1.66,1.76,1.85,4.92,7.99
20125,35.53,36.52,37.5,40.74,43.97,41.96,39.94
20127,27.86,37.01,46.16,40.47,34.77,27.84,20.91
20129,51.93,49.68,47.44,54.11,60.78,67.29,73.81
20131,21.33,20.26,19.2,14.6,10.0,12.66,15.31
20133,12.61,16.3,19.99,21.52,23.05,24.22,25.4
20135,14.93,17.07,19.2,23.32,27.44,25.96,24.47
20137,51.54,52.46,53.39,46.37,39.35,39.93,40.52
20139,21.33,22.1,22.86,23.92,24.99,28.9,32.81
20141,28.94,24.8,20.66,17.94,15.22,10.9,6.59
20143,8.76,6.99,5.22,5.67,6.11,5.74,5.38
20145,38.87,37.01,35.15,43.14,51.13,43.22,35.3
20147,13.44,10.08,6.72,10.97,15.22,14.49,13.75
20149,0.67,1.16,1.66,3.17,4.68,5.64,6.59
20151,32.25,28.89,25.53,21.92,18.31,23.06,27.82
20153,9.11,7.78,6.46,5.32,4.17,4.44,4.71
20155,36.71,42.46,48.2,49.04,49.89,45.6,41.31
20157,5.06,5.14,5.22,4.12,3.02,2.54,2.07
20159,32.25,35.99,39.73,33.58,27.44,28.04,28.64
20161,1.43,1.37,1.31,1.5,1.69,1.58,1.46
20163,11.08,15.87,20.66,27.72,34.77,43.34,51.91
20165,25.82,22.9,19.99,31.37,42.76,29.8,16.84
20167,17.54,22.64,27.73,32.41,37.09,26.96,16.84
20169,30.79,30.82,30.85,29.69,28.53,26.96,25.4
20171,62.62,58.76,54.89,62.08,69.28,73.93,78.58
20173,35.53,36.52,37.5,38.73,39.96,41.26,42.55
20175,99.08,99.14,99.2,99.09,98.98,98.92,98.85
20177,21.33,21.71,22.09,20.9,19.71,21.18,22.66
20179,23.27,21.63,19.99,12.44,4.9,3.86,2.83
20181,41.1,30.54,19.99,17.2,14.42,27.18,39.94
20183,25.21,21.84,18.47,14.49,10.51,8.1,5.7
20185,38.05,41.72,45.4,38.27,31.14,24.48,17.82
20187,77.49,76.96,76.44,77.36,78.29,81.14,83.99
20189,64.57,66.7,68.83,76.79,84.75,88.74,92.74
20191,14.01,17.34,20.66,19.07,17.48,17.65,17.82
20193,8.37,5.2,2.04,2.69,3.34,9.74,16.14
20195,18.78,11.88,4.97,7.74,10.51,9.76,9.01
20197,1.18,2.73,4.27,3.65,3.02,2.18,1.34
20199,24.67,28.14,31.61,20.8,10.0,8.06,6.11
20201,26.55,23.99,21.43,25.28,29.13,22.22,15.31
20203,77.78,77.49,77.2,68.62,60.04,55.97,51.91
20205,67.56,59.42,51.29,52.34,53.39,49.9,46.4
20207,32.25,31.93,31.61,39.58,47.56,36.02,24.47
20209,82.23,84.54,86.85,87.18,87.52,87.94,88.35
21001,93.31,92.7,92.1,90.5,88.89,84.23,79.57
21003,88.09,89.72,91.34,86.23,81.12,79.26,77.4
21005,43.33,41.77,40.21,42.09,43.97,40.22,36.47
21007,62.62,59.04,55.46,60.09,64.72,58.65,52.58
21009,78.29,76.55,74.82,74.7,74.59,75.6,76.61
21011,90.67,91.7,92.74,92.42,92.1,91.37,90.64
21013,97.96,98.26,98.57,98.49,98.41,97.87,97.33
21015,12.61,12.78,12.96,13.22,13.47,12.5,11.52
21017,64.92,65.16,65.39,65.57,65.74,67.1,68.46
21019,40.62,38.32,36.01,40.82,45.62,50.61,55.6
21021,53.87,54.66,55.46,54.68,53.9,52.35,50.8
21023,67.14,68.2,69.25,67.7,66.16,63.28,60.41
21025,98.54,97.92,97.29,96.76,96.24,95.26,94.27
21027,85.61,83.65,81.69,79.31,76.92,71.01,65.09
21029,52.31,52.61,52.91,51.08,49.25,49.61,49.97
21031,90.35,89.27,88.19,89.16,90.13,87.19,84.25
21033,40.62,42.32,44.03,46.96,49.89,54.53,59.17
21035,47.53,44.73,41.93,41.78,41.64,38.08,34.53
21037,30.79,30.01,29.23,28.88,28.53,24.28,20.02
21039,70.96,72.73,74.5,77.08,79.66,74.74,69.83
21041,92.65,92.0,91.34,91.0,90.67,88.6,86.54
21043,83.25,82.76,82.27,86.2,90.13,89.67,89.21
21045,97.01,96.42,95.83,95.46,95.1,96.3,97.49
21047,53.07,54.76,56.45,58.24,60.04,61.71,63.37
21049,63.96,63.5,63.04,63.43,63.83,63.06,62.29
21051,99.36,99.38,99.4,99.48,99.55,99.52,99.49
21053,98.44,97.94,97.45,97.16,96.88,96.44,95.99
21055,79.82,79.9,79.97,77.1,74.24,73.26,72.28
21057,94.84,90.84,86.85,83.74,80.64,81.54,82.43
21059,40.08,41.0,41.93,38.35,34.77,35.62,36.47
21061,77.94,83.91,89.88,88.84,87.81,90.0,92.2
21063,93.89,93.22,92.55,91.44,90.32,93.08,95.83
21065,93.31,93.02,92.74,94.1,95.45,96.52,97.58
21067,30.79,30.82,30.85,29.14,27.44,26.82,26.19
21069,88.09,89.34,90.58,89.74,88.89,89.42,89.94
21071,93.47,93.01,92.55,94.42,96.28,95.16,94.05
21073,49.86,48.65,47.44,44.88,42.31,40.72,39.12
21075,90.67,89.84,89.02,89.42,89.81,88.96,88.1
21077,83.89,81.61,79.34,79.99,80.64,80.66,80.68
21079,74.88,77.73,80.58,82.84,85.1,80.42,75.75
21081,70.96,71.58,72.21,64.96,57.72,60.29,62.86
21083,74.05,74.44,74.82,69.52,64.22,57.51,50.8
21085,91.44,87.52,83.6,83.98,84.37,82.52,80.68
21087,85.2,87.54,89.88,91.94,94.01,94.66,95.32
21089,65.93,59.22,52.5,49.4,46.29,43.8,41.31
21091,45.46,44.02,42.57,54.36,66.16,69.22,72.28
21093,32.25,32.58,32.92,31.8,30.69,29.26,27.82
21095,96.88,97.08,97.29,97.45,97.61,97.65,97.68
21097,73.64,73.46,73.29,73.02,72.75,74.0,75.24
21099,95.13,94.88,94.62,94.48,94.33,94.49,94.65
21101,55.87,55.38,54.89,55.5,56.1,58.78,61.46
21103,76.95,74.35,71.76,70.52,69.28,72.52,75.75
21105,69.12,81.33,93.54,91.52,89.49,80.89,72.28
21107,63.1,61.02,58.93,58.32,57.72,56.98,56.24
21109,97.13,94.62,92.1,93.95,95.8,97.0,98.19
21111,38.05,36.6,35.15,34.96,34.77,34.65,34.53
21113,58.87,60.06,61.25,58.93,56.61,55.4,54.2
21115,90.67,89.32,87.97,85.55,83.13,81.54,79.95
21117,34.64,34.89,35.15,36.12,37.09,34.95,32.81
21119,97.64,97.37,97.1,96.99,96.88,97.42,97.96
21121,97.64,97.76,97.87,97.6,97.33,96.3,95.26
21123,73.64,69.22,64.79,70.5,76.22,76.42,76.61
21125,92.8,90.21,87.62,84.13,80.64,82.44,84.25
21127,87.01,87.49,87.97,91.48,95.0,95.68,96.37
21129,96.02,97.34,98.66,98.38,98.09,98.62,99.14
21131,99.27,99.34,99.4,98.8,98.19,96.14,94.08
21133,91.28,92.52,93.76,94.34,94.91,94.4,93.89
21135,93.89,94.1,94.3,95.35,96.4,95.24,94.08
21137,80.13,84.28,88.44,89.12,89.81,88.18,86.54
21139,69.47,70.84,72.21,72.04,71.86,68.94,66.01
21141,86.09,85.52,84.94,76.89,68.83,65.15,61.46
21143,52.53,49.58,46.64,48.26,49.89,46.66,43.44
21145,44.95,45.56,46.16,41.21,36.26,29.8,23.33
21147,97.1,96.92,96.75,96.14,95.54,95.52,95.51
21149,74.88,70.84,66.79,60.35,53.9,52.9,51.91
21151,53.87,55.92,57.98,56.46,54.95,54.96,54.96
21153,98.34,98.2,98.06,98.34,98.63,98.5,98.38
21155,71.89,74.85,77.81,80.66,83.51,81.35,79.19
21157,51.54,54.18,56.83,53.7,50.56,44.5,38.45
21159,95.0,95.73,96.47,96.82,97.17,96.84,96.5
21161,73.13,71.98,70.84,66.62,62.4,62.17,61.94
21163,50.62,52.18,53.74,50.65,47.56,44.04,40.52
21165,96.12,93.0,89.88,91.54,93.19,95.21,97.23
21167,62.62,62.36,62.11,63.42,64.72,63.79,62.86
21169,93.73,92.92,92.1,92.34,92.58,91.96,91.34
21171,90.35,91.94,93.54,94.6,95.67,93.06,90.45
21173,76.19,75.5,74.82,71.18,67.53,69.9,72.28
21175,95.8,95.82,95.83,96.26,96.69,94.84,93.0
21177,85.2,83.74,82.27,82.6,82.94,82.18,81.41
21179,48.55,43.03,37.5,39.19,40.88,32.67,24.47
21181,74.53,78.54,82.55,87.02,91.5,89.8,88.1
21183,85.61,84.4,83.19,80.31,77.43,79.93,82.43
21185,12.61,11.62,10.63,9.09,7.55,7.96,8.37
21187,53.07,60.38,67.69,71.6,75.52,79.31,83.1
21189,99.49,98.66,97.84,98.24,98.63,98.86,99.08
21191,63.55,62.83,62.11,68.51,74.91,76.16,77.4
21193,97.33,95.74,94.14,93.47,92.8,91.62,90.45
21195,95.8,94.89,93.98,93.71,93.44,93.09,92.74
21197,93.89,91.69,89.49,86.31,83.13,83.93,84.72
21199,76.95,77.08,77.2,77.55,77.91,77.92,77.94
21201,96.31,95.22,94.14,92.23,90.32,81.87,73.42
21203,87.01,88.85,90.7,90.91,91.12,89.9,88.67
21205,76.95,76.9,76.85,74.35,71.86,68.65,65.44
21207,95.38,95.52,95.67,95.05,94.43,89.34,84.25
21209,40.08,35.03,29.99,30.56,31.14,25.16,19.19
21211,55.87,56.6,57.34,60.78,64.22,62.84,61.46
21213,58.2,61.8,65.39,63.08,60.78,59.43,58.08
21215,38.05,36.01,33.97,35.11,36.26,28.14,20.02
21217,71.54,68.17,64.79,63.04,61.29,59.29,57.29
21219,84.34,87.26,90.19,90.43,90.67,91.28,91.88
21221,66.67,65.49,64.31,58.5,52.69,51.33,49.97
21223,57.62,63.43,69.25,69.56,69.88,73.24,76.61
21225,66.67,63.96,61.25,56.97,52.69,39.44,26.19
21227,46.9,46.77,46.64,48.88,51.13,52.3,53.47
21229,70.42,71.86,73.29,73.21,73.13,65.6,58.08
21231,98.5,98.06,97.61,97.58,97.55,96.48,95.42
21233,83.89,84.67,85.45,82.56,79.66,75.43,71.2
21235,92.36,90.56,88.76,87.26,85.77,85.98,86.19
21237,99.43,98.71,97.99,98.15,98.31,98.8,99.3
21239,37.31,40.67,44.03,42.84,41.64,37.22,32.81
22001,95.22,94.16,93.09,91.45,89.81,88.48,87.14
22003,84.75,83.97,83.19,84.15,85.1,84.28,83.45
22005,34.64,38.96,43.27,44.78,46.29,45.18,44.08
22007,95.48,95.91,96.34,96.44,96.53,96.18,95.83
22009,96.66,96.31,95.96,94.99,94.01,92.32,90.64
22011,61.16,62.1,63.04,65.09,67.14,64.3,61.46
22013,78.29,74.39,70.49,72.54,74.59,75.17,75.75
22015,40.62,41.94,43.27,41.62,39.96,39.95,39.94
22017,53.07,54.55,56.03,56.59,57.15,59.72,62.29
22019,56.19,57.82,59.44,58.58,57.72,58.44,59.17
22021,94.14,93.24,92.33,92.74,93.16,89.42,85.68
22023,71.31,69.5,67.69,72.8,77.91,64.91,51.91
22025,94.84,92.36,89.88,91.66,93.44,95.05,96.66
22027,88.51,88.35,88.19,84.29,80.39,85.86,91.34
22029,91.05,90.38,89.72,90.91,92.1,89.84,87.59
22031,79.59,77.79,75.99,76.1,76.22,78.45,80.68
22033,33.81,31.09,28.37,30.23,32.09,35.6,39.12
22035,98.44,98.09,97.74,98.32,98.89,98.74,98.6
22037,72.33,72.5,72.68,79.05,85.42,87.82,90.23
22039,98.15,97.78,97.42,96.44,95.45,95.24,95.04
22041,95.0,95.13,95.26,94.22,93.19,94.35,95.51
22043,82.23,79.54,76.85,77.68,78.51,77.35,76.19
22045,86.79,87.2,87.62,88.03,88.44,85.77,83.1
22047,87.77,88.26,88.76,88.28,87.81,88.64,89.47
22049,72.33,76.46,80.58,83.18,85.77,82.86,79.95
22051,61.48,61.8,62.11,62.97,63.83,64.24,64.64
22053,80.99,82.5,84.02,82.33,80.64,81.87,83.1
22055,53.07,53.76,54.44,53.34,52.24,49.96,47.68
22057,93.0,93.2,93.41,92.62,91.82,90.24,88.67
22059,78.48,85.52,92.55,92.29,92.04,90.36,88.67
22061,56.83,52.52,48.2,47.24,46.29,48.13,49.97
22063,61.48,63.64,65.81,64.1,62.4,61.66,60.92
22065,93.31,94.12,94.94,95.13,95.32,95.91,96.5
22067,86.79,83.06,79.34,82.56,85.77,85.4,85.04
22069,72.91,70.3,67.69,62.7,57.72,56.98,56.24
22071,57.62,57.8,57.98,58.6,59.22,58.25,57.29
22073,60.87,60.88,60.9,59.8,58.71,57.72,56.72
22075,78.29,78.6,78.92,76.76,74.59,72.9,71.2
22077,71.54,76.06,80.58,82.18,83.79,84.54,85.3
22079,64.28,63.2,62.11,63.17,64.22,64.08,63.94
22081,89.56,83.68,77.81,82.2,86.6,88.88,91.15
22083,81.22,81.74,82.27,84.32,86.37,90.13,93.89
22085,71.54,71.88,72.21,68.22,64.22,66.86,69.51
22087,70.42,72.46,74.5,75.36,76.22,81.9,87.59
22089,48.55,49.28,50.02,44.35,38.68,40.0,41.31
22091,70.42,77.22,84.02,89.09,94.17,92.66,91.15
22093,62.62,60.78,58.93,61.58,64.22,66.34,68.46
22095,73.64,71.94,70.23,64.72,59.22,63.84,68.46
22097,87.77,89.89,92.01,92.72,93.44,94.24,95.04
22099,86.09,84.84,83.6,82.63,81.66,80.12,78.58
22101,93.73,89.91,86.09,83.05,80.01,81.41,82.81
22103,38.05,38.62,39.19,36.14,33.08,34.78,36.47
22105,76.95,76.34,75.74,74.44,73.13,77.78,82.43
22107,89.08,89.89,90.7,90.8,90.89,91.26,91.63
22109,90.35,88.98,87.62,88.26,88.89,88.24,87.59
22111,67.56,63.85,60.14,61.27,62.4,66.8,71.2
22113,88.51,90.3,92.1,90.67,89.24,89.13,89.02
22115,44.95,46.58,48.2,51.05,53.9,55.99,58.08
22117,88.67,89.93,91.18,91.5,91.82,89.7,87.59
22119,80.61,78.73,76.85,75.18,73.51,70.98,68.46
22121,60.24,63.3,66.35,66.04,65.74,64.02,62.29
22123,95.48,94.24,93.0,91.4,89.81,88.0,86.19
22125,89.56,86.18,82.81,80.23,77.65,83.34,89.02
22127,87.77,84.73,81.69,80.85,80.01,83.58,87.14
23001,35.53,34.96,34.38,33.24,32.09,31.38,30.68
23003,50.62,49.76,48.9,50.57,52.24,47.4,42.55
23005,4.3,4.03,3.76,3.66,3.57,3.9,4.23
23007,12.61,12.78,12.96,14.09,15.22,13.7,12.19
23009,6.21,6.2,6.18,6.39,6.59,6.35,6.11
23011,19.36,19.67,19.99,20.82,21.65,18.48,15.31
23013,6.69,7.98,9.26,8.8,8.34,12.59,16.84
23015,8.76,8.83,8.91,11.19,13.47,12.14,10.82
23017,25.82,22.51,19.2,22.64,26.07,28.08,30.08
23019,20.53,20.98,21.43,21.88,22.32,20.07,17.82
23021,32.25,32.34,32.44,33.61,34.77,31.7,28.64
23023,4.14,3.95,3.76,5.18,6.59,6.86,7.13
23025,43.33,44.0,44.67,47.28,49.89,44.17,38.45
23027,12.61,14.3,15.98,16.4,16.81,17.6,18.4
23029,42.5,43.58,44.67,45.48,46.29,40.08,33.86
23031,12.19,12.58,12.96,12.6,12.23,11.52,10.82
24001,43.33,40.05,36.77,35.77,34.77,38.66,42.55
24003,18.31,17.14,15.98,17.53,19.07,17.19,15.31
24005,23.97,23.42,22.86,24.46,26.07,27.35,28.64
24009,9.55,8.94,8.34,7.94,7.55,7.77,7.99
24011,65.3,67.06,68.83,69.77,70.71,72.46,74.22
24013,10.54,12.72,14.9,16.6,18.31,17.23,16.14
24015,43.33,43.68,44.03,43.17,42.31,41.42,40.52
24017,14.93,12.78,10.63,11.14,11.65,11.92,12.19
24019,68.29,64.6,60.9,58.21,55.52,58.49,61.46
24021,14.01,12.9,11.78,14.3,16.81,18.42,20.02
24023,45.46,43.18,40.91,40.44,39.96,39.54,39.12
24025,8.15,9.39,10.63,12.05,13.47,14.8,16.14
24027,1.43,1.74,2.04,2.08,2.13,2.64,3.15
24029,48.55,49.03,49.51,49.38,49.25,47.82,46.4
24031,16.75,19.09,21.43,22.78,24.13,27.1,30.08
24033,53.87,55.6,57.34,57.53,57.72,59.06,60.41
24035,13.44,15.96,18.47,18.77,19.07,17.19,15.31
24037,18.78,24.82,30.85,33.56,36.26,36.92,37.59
24039,80.61,81.9,83.19,80.55,77.91,77.66,77.4
24041,37.31,36.66,36.01,32.82,29.64,30.48,31.32
24043,51.54,51.72,51.89,53.71,55.52,55.24,54.96
24045,46.29,43.25,40.21,44.36,48.52,52.9,57.29
24047,30.25,31.58,32.92,30.18,27.44,25.38,23.33
24510,74.05,70.87,67.69,66.92,66.16,67.61,69.06
25001,1.75,1.71,1.66,1.9,2.13,2.31,2.48
25003,21.33,23.43,25.53,25.8,26.07,21.94,17.82
25005,69.12,67.96,66.79,66.47,66.16,66.08,66.01
25007,6.21,8.42,10.63,6.38,2.13,2.38,2.64
25009,30.79,32.97,35.15,37.56,39.96,41.7,43.44
25011,12.61,11.62,10.63,11.14,11.65,12.7,13.75
25013,61.16,60.3,59.44,61.83,64.22,65.84,67.47
25015,5.06,4.85,4.65,5.07,5.48,5.1,4.71
25017,11.78,11.78,11.78,11.72,11.65,11.58,11.52
25019,3.06,3.16,3.25,2.96,2.67,3.69,4.71
25021,4.68,5.22,5.76,6.65,7.55,8.28,9.01
25023,11.78,12.08,12.38,12.6,12.83,15.62,18.4
25025,61.48,61.67,61.86,62.51,63.16,62.55,61.94
25027,27.86,28.92,29.99,30.56,31.14,30.91,30.68
26001,42.5,41.36,40.21,42.47,44.73,41.92,39.12
26003,30.79,32.58,34.38,37.63,40.88,32.1,23.33
26005,25.21,27.22,29.23,29.18,29.13,30.22,31.32
26007,33.21,30.06,26.9,24.61,22.32,20.07,17.82
26009,19.9,22.34,24.77,23.91,23.05,19.94,16.84
26011,57.27,56.08,54.89,53.79,52.69,50.65,48.6
26013,76.57,72.7,68.83,56.06,43.3,42.31,41.31
26015,16.11,16.79,17.48,15.95,14.42,14.08,13.75
26017,32.25,33.32,34.38,36.15,37.92,37.2,36.47
26019,19.9,19.55,19.2,14.31,9.42,9.78,10.15
26021,37.31,37.04,36.77,37.34,37.92,37.2,36.47
26023,46.29,45.16,44.03,42.84,41.64,44.39,47.14
26025,30.79,28.16,25.53,25.8,26.07,30.3,34.53
26027,40.08,43.12,46.16,48.02,49.89,51.68,53.47
26029,16.75,14.09,11.43,10.2,8.98,9.9,10.82
26031,36.71,37.95,39.19,34.42,29.64,34.79,39.94
26033,29.7,31.84,33.97,35.11,36.26,29.8,23.33
26035,61.48,63.14,64.79,65.96,67.14,68.1,69.06
26037,6.21,6.34,6.46,6.28,6.11,5.25,4.39
26039,52.53,48.6,44.67,43.49,42.31,39.04,35.77
26041,17.54,14.66,11.78,9.66,7.55,14.23,20.91
26043,7.23,6.98,6.72,5.44,4.17,5.14,6.11
26045,6.88,6.8,6.72,7.14,7.55,7.07,6.59
26047,3.37,4.42,5.48,6.74,7.99,6.84,5.7
26049,32.25,32.58,32.92,32.03,31.14,32.5,33.86
26051,59.28,59.92,60.55,58.58,56.61,56.95,57.29
26053,10.54,10.98,11.43,10.97,10.51,9.44,8.37
26055,6.21,4.99,3.76,3.39,3.02,3.36,3.69
26057,33.81,33.36,32.92,31.28,29.64,27.06,24.47
26059,44.29,47.48,50.68,48.9,47.12,44.22,41.31
26061,15.57,15.53,15.5,14.48,13.47,15.93,18.4
26063,42.5,41.12,39.73,41.24,42.76,40.61,38.45
26065,16.75,15.16,13.56,13.99,14.42,14.08,13.75
26067,37.31,36.23,35.15,34.49,33.84,31.96,30.08
26069,45.46,43.7,41.93,42.34,42.76,46.78,50.8
26071,18.78,18.13,17.48,18.6,19.71,22.09,24.47
26073,21.87,20.54,19.2,20.76,22.32,21.62,20.91
26075,27.22,29.42,31.61,30.63,29.64,28.73,27.82
26077,8.76,7.74,6.72,7.85,8.98,9.0,9.01
26079,51.26,52.32,53.39,55.0,56.61,56.1,55.6
26081,30.25,32.11,33.97,33.03,32.09,31.08,30.08
26083,10.54,7.4,4.27,2.71,1.15,0.83,0.51
26085,68.61,71.19,73.77,74.0,74.24,76.9,79.57
26087,21.33,24.85,28.37,28.75,29.13,30.22,31.32
26089,2.67,2.8,2.93,2.97,3.02,2.54,2.07
26091,25.82,26.1,26.39,27.46,28.53,30.67,32.81
26093,2.01,2.16,2.32,2.37,2.42,2.78,3.15
26095,51.93,45.56,39.19,44.22,49.25,45.9,42.55
26097,44.95,40.86,36.77,34.92,33.08,34.42,35.77
26099,36.33,36.17,36.01,36.55,37.09,36.78,36.47
26101,28.94,28.34,27.73,28.68,29.64,33.06,36.47
26103,3.37,3.56,3.76,3.22,2.67,2.91,3.15
26105,20.53,19.86,19.2,18.0,16.81,23.44,30.08
26107,27.86,31.5,35.15,36.92,38.68,33.98,29.28
26109,20.53,19.86,19.2,18.0,16.81,14.5,12.19
26111,8.37,6.8,5.22,5.5,5.79,6.66,7.54
26113,46.9,46.77,46.64,44.97,43.3,39.53,35.77
26115,27.22,27.06,26.9,25.94,24.99,27.53,30.08
26117,45.46,46.45,47.44,48.67,49.89,48.14,46.4
26119,51.54,51.11,50.68,53.39,56.1,54.34,52.58
26121,36.71,36.36,36.01,32.27,28.53,29.31,30.08
26123,51.93,54.64,57.34,56.72,56.1,50.84,45.58
26125,7.64,7.48,7.32,7.44,7.55,7.54,7.54
26127,57.62,57.8,57.98,59.38,60.78,58.19,55.6
26129,56.19,58.16,60.14,61.65,63.16,63.01,62.86
26131,27.22,22.35,17.48,16.35,15.22,17.62,20.02
26133,44.29,46.24,48.2,47.88,47.56,48.43,49.3
26135,66.67,68.31,69.95,71.54,73.13,77.78,82.43
26137,13.44,16.32,19.2,19.14,19.07,17.19,15.31
26139,17.54,17.51,17.48,16.35,15.22,14.49,13.75
26141,44.29,42.6,40.91,41.28,41.64,40.79,39.94
26143,51.93,46.93,41.93,38.76,35.59,38.06,40.52
26145,40.08,40.5,40.91,39.8,38.68,38.56,38.45
26147,30.25,32.11,33.97,32.33,30.69,30.38,30.08
26149,58.2,57.32,56.45,55.41,54.38,59.16,63.94
26151,39.48,42.44,45.4,47.64,49.89,47.43,44.97
26153,37.31,36.66,36.01,34.92,33.84,38.64,43.44
26155,18.31,18.76,19.2,18.0,16.81,18.86,20.91
26157,38.05,37.03,36.01,37.98,39.96,39.95,39.94
26159,49.44,51.59,53.74,53.82,53.9,56.54,59.17
26161,3.06,3.16,3.25,3.14,3.02,2.83,2.64
26163,59.85,60.2,60.55,60.66,60.78,60.6,60.41
26165,33.81,37.01,40.21,39.44,38.68,40.0,41.31
27001,22.64,21.65,20.66,23.67,26.68,25.58,24.47
27003,6.21,6.76,7.32,7.44,7.55,7.96,8.37
27005,21.87,17.42,12.96,14.09,15.22,16.03,16.84
27007,24.67,26.52,28.37,26.25,24.13,23.4,22.66
27009,14.93,14.24,13.56,15.18,16.81,23.74,30.68
27011,27.22,30.07,32.92,33.0,33.08,28.2,23.33
27013,3.37,4.17,4.97,5.78,6.59,6.59,6.59
27015,19.9,21.0,22.09,18.66,15.22,16.52,17.82
27017,6.88,5.92,4.97,5.78,6.59,7.29,7.99
27019,1.24,1.19,1.15,0.98,0.8,0.94,1.08
27021,17.54,19.1,20.66,21.16,21.65,17.7,13.75
27023,37.31,33.27,29.23,29.18,29.13,38.4,47.68
27025,4.68,5.43,6.18,5.98,5.79,4.74,3.69
27027,4.14,4.2,4.27,4.03,3.79,4.01,4.23
27029,52.53,53.14,53.74,57.82,61.89,65.47,69.06
