FIPS,2014 RPL_THEMES,2015 RPL_THEMES,2016 RPL_THEMES,2017 RPL_THEMES,2018 RPL_THEMES,2019 RPL_THEMES,2020 RPL_THEMES
32033,39.29,42.71,46.13,41.78,37.42,33.13,28.84
32510,85.26,86.38,87.49,85.96,84.43,84.74,85.04
33001,9.71,9.57,9.42,8.92,8.41,13.36,18.3
33003,3.37,4.99,6.62,6.22,5.83,9.5,13.18
33005,14.29,14.62,14.96,14.56,14.17,18.27,22.37
33007,46.48,47.28,48.07,50.48,52.9,51.85,50.8
33009,18.69,19.15,19.61,19.22,18.82,24.26,29.69
33011,19.23,18.68,18.12,18.61,19.11,22.27,25.43
33013,14.96,14.42,13.88,14.22,14.55,18.35,22.15
33015,1.05,1.05,1.05,1.08,1.11,1.86,2.61
33017,23.72,24.02,24.32,20.9,17.48,22.0,26.51
33019,12.45,13.48,14.52,14.82,15.13,13.66,12.19
34001,78.92,79.57,80.23,79.67,79.11,83.41,87.71
34003,25.12,24.66,24.2,24.08,23.95,31.16,38.38
34005,17.92,18.86,19.8,20.17,20.54,23.51,26.48
34007,61.7,61.16,60.62,60.9,61.18,68.74,76.29
34009,37.12,35.75,34.38,34.18,33.98,37.83,41.69
34011,95.67,95.86,96.05,95.99,95.92,97.02,98.12
34013,84.56,84.62,84.69,84.36,84.04,88.98,93.92
34015,20.82,20.36,19.9,18.33,16.75,17.92,19.1
34017,65.17,64.71,64.25,64.24,64.24,71.93,79.63
34019,4.68,4.16,3.63,3.14,2.64,3.08,3.53
34021,55.33,54.6,53.87,54.84,55.8,63.42,71.04
34023,43.87,45.16,46.45,46.52,46.59,55.25,63.91
34025,19.13,18.24,17.35,16.7,16.05,19.4,22.76
34027,11.65,11.21,10.76,11.39,12.01,14.17,16.33
34029,35.12,35.61,36.1,34.82,33.54,37.14,40.74
34031,78.0,77.84,77.68,77.66,77.64,84.14,90.64
34033,59.79,60.49,61.19,60.1,59.01,63.83,68.65
34035,12.38,11.94,11.49,10.74,10.0,13.51,17.03
34037,3.41,3.33,3.25,2.58,1.91,3.38,4.84
34039,63.36,63.26,63.16,62.74,62.32,70.91,79.5
34041,21.01,22.38,23.75,22.76,21.78,23.16,24.54
35001,66.22,68.1,69.98,69.13,68.28,73.06,77.85
35003,49.22,44.32,39.41,36.49,33.57,39.52,45.48
35005,93.12,94.5,95.89,95.7,95.51,95.34,95.16
35006,99.78,99.86,99.94,99.89,99.84,99.0,98.15
35007,85.16,89.48,93.79,95.03,96.27,94.66,93.06
35009,81.79,85.4,89.02,88.38,87.74,90.28,92.81
35011,54.25,49.02,43.78,56.58,69.39,64.15,58.91
35013,95.26,95.86,96.47,97.44,98.41,98.7,98.98
35015,65.52,64.82,64.12,67.22,70.32,69.84,69.35
35017,77.55,81.42,85.29,89.12,92.96,91.5,90.04
35019,85.77,86.7,87.62,91.46,95.29,84.64,74.0
35021,45.97,35.32,24.67,30.41,36.15,46.96,57.77
35023,99.24,96.6,93.95,95.13,96.31,95.6,94.88
35025,83.54,85.45,87.36,89.76,92.17,91.5,90.83
35027,62.69,59.84,56.99,52.48,47.96,59.52,71.07
35028,4.27,4.57,4.87,3.68,2.48,1.85,1.21
35029,99.94,99.96,99.97,99.94,99.9,99.8,99.71
35031,97.68,98.04,98.41,98.65,98.89,97.96,97.04
35033,78.61,74.46,70.3,74.94,79.59,76.35,73.11
35035,95.42,95.07,94.72,93.06,91.4,91.8,92.2
35037,79.02,73.37,67.72,74.34,80.96,74.44,67.92
35039,94.72,92.09,89.46,87.465,85.47,83.475,81.48
35041,93.7,93.44,93.19,93.74,94.3,96.07,97.84
35043,39.32,40.45,41.58,44.88,48.18,47.7,47.23
35045,84.34,86.47,88.6,90.27,91.94,92.64,93.35
35047,91.21,92.44,93.66,96.14,98.63,97.39,96.15
35049,59.34,57.66,55.97,54.26,52.55,64.52,76.48
35051,74.34,81.92,89.49,90.48,91.46,87.74,84.02
35053,97.23,97.93,98.63,98.04,97.45,95.58,93.7
35055,83.41,85.53,87.65,86.76,85.86,84.86,83.86
35057,90.35,87.9,85.45,80.18,74.9,74.32,73.74
35059,64.22,62.07,59.92,63.92,67.93,75.34,82.75
35061,94.01,93.22,92.42,91.42,90.41,88.58,86.76
36001,26.97,26.04,25.12,27.76,30.41,36.83,43.25
36003,59.06,60.41,61.76,59.97,58.18,50.92,43.67
36005,99.17,99.1,99.04,99.15,99.27,99.41,99.55
36007,53.77,55.33,56.89,59.28,61.66,65.95,70.24
36009,64.34,67.7,71.06,71.94,72.83,69.22,65.6
36011,44.89,45.38,45.88,48.06,50.25,49.08,47.9
36013,66.0,67.46,68.93,70.7,72.48,68.53,64.58
36015,42.6,42.6,42.6,45.55,48.5,53.24,57.99
36017,50.49,51.76,53.04,54.75,56.46,54.17,51.88
36019,50.62,54.08,57.53,55.32,53.12,46.0,38.89
36021,33.27,35.06,36.84,37.69,38.54,40.28,42.01
36023,36.26,34.17,32.09,33.3,34.52,33.27,32.02
36025,54.09,60.57,67.05,65.18,63.31,55.3,47.29
36027,37.85,41.04,44.22,43.14,42.07,43.84,45.61
36029,40.94,40.4,39.86,40.63,41.4,44.19,46.98
36031,45.43,43.03,40.62,39.66,38.69,35.88,33.07
36033,67.18,68.72,70.26,70.49,70.73,64.04,57.35
36035,56.03,53.85,51.67,50.89,50.1,45.5,40.9
36037,18.82,18.44,18.05,18.42,18.79,18.37,17.95
36039,38.81,39.94,41.07,41.33,41.59,40.91,40.23
36041,5.44,17.47,29.51,34.24,38.98,28.88,18.78
36043,48.74,46.9,45.05,49.14,53.22,44.76,36.31
36045,70.07,68.83,67.59,66.22,64.84,65.44,66.04
36047,83.76,83.49,83.22,82.38,81.53,84.99,88.45
36049,28.11,27.99,27.86,28.49,29.11,22.13,15.15
36051,32.95,34.19,35.43,34.84,34.24,28.45,22.66
36053,14.61,15.39,16.17,16.42,16.66,14.84,13.02
36055,45.5,46.76,48.01,50.02,52.04,55.32,58.59
36057,79.5,79.42,79.34,81.2,83.06,80.31,77.56
36059,26.9,26.41,25.92,25.11,24.3,26.06,27.82
36061,52.05,52.24,52.44,53.77,55.1,60.89,66.68
36063,32.7,32.58,32.47,32.82,33.18,33.76,34.34
36065,64.31,65.85,67.4,68.43,69.46,64.6,59.74
36067,44.09,45.72,47.34,49.7,52.07,53.89,55.7
36069,26.93,26.28,25.63,24.39,23.15,24.61,26.07
36071,57.66,57.04,56.42,55.9,55.38,60.82,66.26
36073,65.07,61.73,58.39,61.35,64.3,61.65,59.01
36075,57.69,60.33,62.97,63.97,64.97,60.03,55.09
36077,43.78,43.88,43.97,43.16,42.36,40.35,38.35
36079,12.13,11.65,11.17,9.64,8.12,10.06,12.0
36081,63.93,63.52,63.1,62.56,62.01,69.74,77.47
36083,31.42,31.16,30.91,32.61,34.3,34.24,34.18
36085,46.29,46.38,46.48,47.06,47.64,52.86,58.08
36087,59.18,59.95,60.71,60.54,60.38,66.01,71.64
36089,68.77,70.98,73.19,73.97,74.75,71.97,69.19
36091,6.43,6.5,6.56,5.66,4.75,4.85,4.96
36093,37.28,37.38,37.47,38.45,39.43,43.84,48.25
36095,34.19,41.8,49.41,44.77,40.13,39.61,39.08
36097,27.06,29.4,31.74,34.33,36.91,35.58,34.25
36099,36.61,37.96,39.32,42.11,44.9,46.7,48.5
36101,44.16,46.84,49.51,48.21,46.91,45.34,43.76
36103,22.41,22.8,23.18,22.32,21.46,23.96,26.45
36105,79.53,78.13,76.73,78.06,79.39,79.02,78.64
36107,13.66,14.83,16.01,17.97,19.94,16.68,13.43
36109,33.3,34.12,34.93,34.78,34.62,38.22,41.82
36111,41.01,42.25,43.49,45.26,47.04,51.74,56.43
36113,16.17,18.64,21.11,19.26,17.42,15.9,14.39
36115,35.28,34.7,34.13,37.07,40.0,42.64,45.29
36117,30.25,33.02,35.78,34.96,34.14,33.24,32.34
36119,55.59,55.89,56.19,55.68,55.16,61.66,68.17
36121,25.09,26.84,28.59,29.9,31.21,22.82,14.42
36123,53.52,56.21,58.9,51.41,43.92,50.88,57.83
37001,82.81,80.83,78.86,78.62,78.38,77.8,77.21
37003,58.96,62.96,66.95,65.18,63.41,61.76,60.12
37005,71.09,65.39,59.69,61.18,62.68,62.64,62.6
37007,95.51,95.94,96.37,95.4,94.43,95.08,95.74
37009,58.13,55.48,52.82,51.38,49.94,43.64,37.33
37011,75.61,76.02,76.44,70.45,64.46,68.82,73.17
37013,75.01,70.86,66.7,69.13,71.56,78.08,84.6
37015,94.21,93.36,92.52,93.18,93.85,95.35,96.85
37017,97.45,96.79,96.12,95.29,94.46,91.06,87.65
37019,48.3,47.61,46.93,41.38,35.83,38.33,40.83
37021,52.37,50.2,48.04,43.02,37.99,45.98,53.98
37023,90.39,90.15,89.91,87.39,84.87,79.72,74.57
37025,49.79,47.26,44.73,43.24,41.75,42.56,43.38
37027,66.32,64.63,62.94,64.02,65.1,67.99,70.88
37029,35.69,36.61,37.54,34.12,30.7,39.25,47.8
37031,58.33,53.41,48.49,45.52,42.55,41.31,40.07
37033,89.05,89.96,90.86,87.23,83.6,79.45,75.3
37035,65.55,65.49,65.43,65.12,64.81,66.44,68.08
37037,43.08,42.48,41.87,39.98,38.09,40.01,41.92
37039,48.11,53.02,57.94,53.32,48.69,47.85,47.01
37041,92.87,92.34,91.82,86.5,81.18,82.38,83.58
37043,36.42,31.28,26.14,24.02,21.91,35.19,48.47
37045,79.15,80.63,82.11,82.8,83.5,85.53,87.56
37047,92.58,92.93,93.28,94.04,94.81,95.02,95.23
37049,77.97,78.29,78.61,79.8,80.99,83.84,86.7
37051,79.27,81.15,83.03,84.72,86.4,89.89,93.38
37053,7.1,9.22,11.33,11.64,11.94,10.57,9.2
37055,10.57,11.02,11.46,12.98,14.49,21.1,27.72
37057,67.56,69.39,71.22,69.82,68.41,67.6,66.8
37059,34.61,35.96,37.31,40.71,44.11,44.97,45.83
37061,98.31,98.2,98.09,98.0,97.9,94.02,90.13
37063,63.71,62.78,61.86,61.92,61.97,67.41,72.85
37065,98.12,98.4,98.69,97.98,97.26,96.8,96.34
37067,72.65,72.49,72.33,70.34,68.34,73.0,77.66
37069,75.23,75.32,75.42,69.59,63.76,67.84,71.93
37071,79.37,77.76,76.15,71.68,67.2,69.44,71.67
37073,48.23,47.84,47.44,41.56,35.67,47.78,59.9
37075,57.59,60.94,64.28,63.83,63.38,56.86,50.35
37077,82.84,80.66,78.48,72.04,65.61,65.8,65.98
37079,96.91,97.76,98.6,98.92,99.24,98.84,98.44
37081,67.37,66.64,65.9,64.8,63.69,71.55,79.41
37083,96.05,96.06,96.08,96.27,96.46,97.07,97.68
37085,78.41,78.82,79.24,78.96,78.69,78.46,78.23
37087,33.4,34.69,35.98,32.04,28.09,31.79,35.49
37089,47.25,45.98,44.7,38.4,32.1,35.21,38.32
37091,99.04,97.8,96.56,97.65,98.73,97.71,96.69
37093,89.75,90.21,90.67,89.96,89.24,90.8,92.36
37095,74.28,78.04,81.79,84.03,86.27,83.35,80.43
37097,44.32,45.61,46.9,42.18,37.45,38.89,40.32
37099,62.81,62.46,62.11,62.24,62.36,67.27,72.18
37101,65.93,63.16,60.39,57.17,53.95,58.48,63.02
37103,82.52,83.44,84.37,85.99,87.61,89.26,90.9
37105,88.09,87.06,86.02,85.42,84.81,86.79,88.77
37107,97.9,98.08,98.25,98.79,99.33,99.42,99.52
37109,41.99,40.51,39.03,37.33,35.64,34.66,33.67
37111,85.29,86.16,87.04,82.99,78.95,77.02,75.08
37113,57.78,49.66,41.55,38.52,35.48,45.92,56.37
37115,61.54,57.28,53.01,49.44,45.86,41.24,36.63
37117,86.79,83.4,80.01,77.71,75.41,82.38,89.34
37119,55.08,52.98,50.88,47.48,44.08,52.29,60.5
37121,67.27,61.08,54.89,48.56,42.23,43.58,44.94
37123,97.39,96.23,95.07,91.1,87.13,84.21,81.29
37125,41.1,41.06,41.01,38.61,36.21,38.92,41.63
37127,84.78,85.42,86.06,84.46,82.87,87.8,92.74
37129,44.51,42.47,40.43,39.07,37.71,41.94,46.18
37131,96.75,95.92,95.1,92.66,90.22,91.45,92.68
37133,69.18,70.87,72.56,73.6,74.65,75.93,77.21
37135,34.99,32.22,29.45,29.52,29.59,34.74,39.88
37137,51.45,59.29,67.14,69.38,71.62,68.86,66.1
37139,90.1,87.36,84.62,81.05,77.48,77.33,77.18
37141,75.1,71.78,68.45,61.61,54.78,57.96,61.14
37143,68.04,67.86,67.69,59.08,50.48,50.07,49.65
37145,83.44,83.73,84.02,80.67,77.32,68.34,59.36
37147,79.56,79.8,80.04,81.23,82.42,86.76,91.09
37149,44.35,47.24,50.14,44.19,38.25,37.36,36.47
37151,71.44,69.64,67.84,68.74,69.65,70.03,70.4
37153,95.8,96.02,96.24,97.1,97.96,97.69,97.42
37155,99.84,99.62,99.4,99.26,99.11,99.18,99.24
37157,81.47,81.92,82.36,80.46,78.57,80.04,81.51
37159,86.09,86.04,85.99,83.71,81.43,84.4,87.36
37161,79.94,81.07,82.2,78.86,75.51,79.86,84.21
37163,97.2,96.48,95.77,96.5,97.23,95.72,94.21
37165,99.49,99.41,99.33,99.34,99.36,99.33,99.3
37167,76.66,75.96,75.26,69.26,63.25,59.33,55.41
37169,53.45,47.37,41.29,35.98,30.67,37.04,43.41
37171,81.53,78.97,76.41,74.5,72.58,76.5,80.43
37173,69.98,71.04,72.11,74.92,77.74,82.09,86.44
37175,32.19,33.35,34.51,37.13,39.75,45.99,52.23
37177,89.49,92.61,95.73,91.68,87.64,85.26,82.88
37179,24.2,21.22,18.24,18.49,18.73,20.42,22.12
37181,98.98,99.14,99.3,98.58,97.87,97.5,97.14
37183,34.51,33.1,31.68,29.71,27.74,31.01,34.28
37185,95.89,93.66,91.44,90.44,89.43,93.22,97.01
37187,94.91,94.14,93.38,90.62,87.87,90.8,93.73
37189,38.2,39.72,41.23,41.22,41.21,44.68,48.15
37191,94.81,95.51,96.21,95.62,95.03,95.11,95.19
37193,86.69,83.76,80.83,75.04,69.24,65.84,62.44
37195,95.1,93.95,92.8,93.2,93.6,95.04,96.47
37197,68.51,70.63,72.75,68.4,64.04,63.1,62.16
37199,65.71,68.24,70.77,64.06,57.36,58.66,59.96
38001,1.69,1.7,1.72,2.36,2.99,14.94,26.89
38003,10.7,11.9,13.09,12.77,12.45,10.49,8.53
38005,69.82,69.86,69.91,77.12,84.33,82.84,81.35
38007,0.73,0.62,0.51,1.82,3.12,4.46,5.79
38009,4.17,3.79,3.41,5.16,6.91,5.89,4.87
38011,5.51,7.62,9.74,13.64,17.55,15.79,14.04
38013,10.22,8.64,7.07,3.88,0.7,0.75,0.8
38015,10.38,11.78,13.18,15.28,17.39,18.81,20.24
38017,11.27,14.24,17.22,15.74,14.27,18.02,21.77
38019,0.7,1.16,1.62,1.67,1.72,9.96,18.2
38021,10.51,11.83,13.15,12.37,11.59,8.66,5.73
38023,0.51,1.82,3.12,3.23,3.34,9.42,15.5
38025,24.42,23.7,22.99,22.62,22.26,30.74,39.21
38027,15.38,13.45,11.52,20.28,29.04,35.81,42.58
38029,14.58,12.76,10.95,10.25,9.55,7.83,6.11
38031,5.57,5.0,4.43,3.09,1.75,2.94,4.14
38033,11.43,10.74,10.06,9.68,9.3,10.86,12.41
38035,19.8,22.1,24.39,27.34,30.29,32.34,34.4
38037,4.11,5.54,6.97,7.03,7.1,8.04,8.98
38039,3.34,4.16,4.97,6.14,7.32,5.54,3.76
38041,12.07,10.98,9.9,7.76,5.61,6.94,8.27
38043,2.29,1.24,0.19,1.55,2.9,6.24,9.58
38045,1.59,1.82,2.04,3.24,4.43,3.26,2.1
38047,9.01,6.51,4.01,3.91,3.82,2.92,2.01
38049,11.11,7.92,4.74,3.85,2.96,4.33,5.7
38051,18.94,17.9,16.87,13.74,10.61,11.45,12.29
38053,25.79,29.1,32.41,35.8,39.2,42.85,46.5
38055,7.0,6.64,6.27,7.31,8.34,6.62,4.9
38057,4.9,7.31,9.71,9.93,10.16,16.25,22.34
38059,9.11,7.23,5.35,7.85,10.35,7.74,5.12
38061,31.1,34.26,37.41,37.49,37.58,49.44,61.3
38063,0.96,1.23,1.5,2.5,3.5,4.28,5.06
38065,8.53,5.78,3.02,12.05,21.08,20.98,20.88
38067,5.38,4.87,4.36,4.26,4.17,6.59,9.01
38069,21.49,18.53,15.57,17.35,19.14,20.8,22.47
38071,40.24,42.96,45.69,40.51,35.32,40.74,46.15
38073,16.62,13.76,10.89,9.73,8.57,6.93,5.28
38075,0.35,1.0,1.66,2.23,2.8,4.35,5.89
38077,8.72,8.76,8.79,10.48,12.17,17.39,22.6
38079,80.32,81.36,82.39,86.54,90.7,89.42,88.13
38081,0.41,0.92,1.43,1.88,2.32,2.45,2.58
38083,2.58,2.78,2.99,5.2,7.42,5.34,3.25
38085,86.82,86.8,86.79,87.62,88.44,88.27,88.1
38087,0.13,1.39,2.64,2.0,1.37,1.16,0.95
38089,15.47,16.63,17.8,19.6,21.4,22.92,24.44
38091,0.22,0.27,0.32,0.26,0.19,0.43,0.67
38093,28.75,26.06,23.37,23.8,24.24,31.2,38.16
38095,2.48,10.88,19.29,19.37,19.46,16.73,14.0
38097,7.35,7.95,8.56,8.92,9.27,7.44,5.6
38099,30.53,30.98,31.42,34.12,36.82,35.69,34.56
38101,11.81,11.6,11.4,14.09,16.78,21.01,25.24
38103,7.32,7.41,7.51,6.81,6.11,7.38,8.66
38105,12.26,17.27,22.29,23.7,25.1,35.0,44.91
39001,80.9,78.72,76.54,76.79,77.04,75.37,73.71
39003,68.16,62.64,57.12,57.53,57.93,58.52,59.1
39005,49.32,50.51,51.7,47.52,43.34,37.61,31.89
39007,66.7,70.76,74.82,76.7,78.57,80.24,81.92
39009,60.68,65.32,69.95,71.6,73.25,65.34,57.42
39011,4.58,5.22,5.86,5.6,5.35,4.36,3.37
39013,32.73,34.98,37.22,36.59,35.96,29.71,23.46
39015,43.49,43.34,43.2,41.84,40.48,38.33,36.19
39017,36.58,35.78,34.99,35.58,36.18,36.46,36.73
39019,30.66,25.79,20.92,18.15,15.38,22.06,28.74
39021,29.45,29.67,29.89,29.84,29.78,24.12,18.46
39023,73.48,70.9,68.32,70.52,72.71,70.34,67.98
39025,10.6,10.34,10.09,10.19,10.29,12.69,15.09
39027,52.66,48.54,44.41,44.32,44.24,44.56,44.88
39029,49.98,50.96,51.93,50.24,48.54,46.63,44.72
39031,46.42,43.5,40.59,51.33,62.07,60.89,59.71
39033,24.8,29.18,33.56,32.74,31.91,32.06,32.21
39035,64.76,65.14,65.52,66.81,68.09,70.71,73.33
39037,23.3,22.41,21.52,17.5,13.47,10.77,8.08
39039,38.17,35.89,33.62,27.64,21.66,20.88,20.11
39041,1.56,1.51,1.46,1.56,1.66,1.85,2.04
39043,30.88,30.98,31.07,30.1,29.14,29.18,29.22
39045,21.39,21.88,22.38,22.96,23.54,22.08,20.62
39047,56.73,54.54,52.34,51.25,50.16,48.86,47.55
39049,52.18,51.78,51.38,51.31,51.24,57.4,63.56
39051,12.51,14.12,15.73,16.75,17.77,13.86,9.96
39053,72.52,71.96,71.41,68.9,66.4,57.94,49.49
39055,8.21,8.49,8.76,8.88,9.01,10.06,11.11
39057,19.17,18.16,17.16,18.96,20.76,18.5,16.23
39059,57.5,59.14,60.78,63.92,67.07,61.52,55.98
39061,55.94,55.65,55.36,54.52,53.69,56.88,60.06
39063,29.35,26.66,23.97,22.54,21.11,19.11,17.12
39065,61.13,51.93,42.73,44.92,47.1,41.93,36.76
39067,27.76,32.04,36.33,44.14,51.94,55.89,59.83
39069,17.99,16.84,15.7,15.63,15.57,12.7,9.83
39071,74.18,70.96,67.75,68.36,68.98,62.75,56.52
39073,48.71,50.81,52.91,49.88,46.85,40.39,33.93
39075,50.37,49.04,47.72,45.66,43.6,43.36,43.13
39077,50.14,46.22,42.31,42.78,43.25,35.63,28.01
39079,76.95,75.44,73.93,75.59,77.26,63.88,50.51
39081,47.47,50.11,52.75,53.84,54.94,48.35,41.76
39083,37.63,36.66,35.69,32.56,29.43,27.03,24.63
39085,11.91,12.0,12.1,12.51,12.93,14.36,15.79
39087,46.64,46.67,46.7,51.27,55.83,49.38,42.93
39089,20.18,20.71,21.24,22.07,22.9,22.03,21.16
39091,49.82,39.9,29.99,30.84,31.69,22.42,13.14
39093,48.97,50.54,52.12,51.5,50.89,48.84,46.79
39095,65.65,66.64,67.62,68.19,68.76,69.88,71.01
39097,35.75,36.9,38.05,35.94,33.82,27.74,21.67
39099,61.83,61.21,60.59,59.74,58.89,61.34,63.78
39101,63.01,62.85,62.69,63.42,64.14,57.18,50.22
39103,1.91,1.99,2.07,1.54,1.02,1.06,1.11
39105,57.62,59.96,62.3,65.08,67.87,63.46,59.04
39107,5.95,6.12,6.3,5.7,5.1,3.58,2.07
39109,17.06,17.44,17.83,14.87,11.91,10.49,9.07
39111,37.66,42.26,46.86,45.58,44.3,34.56,24.82
39113,65.49,65.47,65.46,66.36,67.26,69.48,71.71
39115,54.03,57.85,61.67,59.13,56.59,49.73,42.87
39117,29.13,25.15,21.17,20.18,19.2,17.94,16.68
39119,64.44,62.29,60.14,59.98,59.81,54.27,48.73
39121,54.41,43.92,33.43,38.18,42.93,47.18,51.43
39123,14.33,13.86,13.4,14.4,15.41,14.04,12.67
39125,26.49,25.22,23.94,26.4,28.85,21.8,14.74
39127,52.5,53.5,54.5,54.97,55.45,51.56,47.68
39129,27.51,25.31,23.11,25.64,28.18,29.99,31.8
39131,82.11,82.44,82.78,81.36,79.94,70.16,60.38
39133,25.92,26.49,27.06,25.8,24.55,26.66,28.77
39135,15.31,17.08,18.85,17.88,16.91,10.6,4.3
39137,1.53,1.53,1.53,1.53,1.53,1.29,1.05
39139,51.58,55.58,59.57,60.63,61.69,63.67,65.66
39141,76.76,75.12,73.48,73.02,72.55,66.78,61.01
39143,38.4,37.76,37.12,38.5,39.87,34.22,28.58
39145,77.94,78.33,78.73,81.1,83.47,79.29,75.11
39147,44.99,40.76,36.52,37.04,37.55,30.47,23.39
39149,16.75,17.39,18.02,18.47,18.92,19.24,19.57
39151,37.5,36.93,36.36,36.51,36.66,34.48,32.3
39153,33.49,33.3,33.11,33.22,33.34,39.6,45.86
39155,44.79,45.35,45.91,46.16,46.4,47.8,49.2
39157,34.64,33.83,33.01,33.72,34.43,39.34,44.24
39159,11.46,10.34,9.23,8.47,7.71,4.97,2.23
39161,14.07,14.08,14.1,15.53,16.97,12.59,8.21
39163,70.46,72.04,73.61,72.95,72.29,62.4,52.51
39165,6.62,6.18,5.73,5.26,4.78,4.97,5.16
39167,34.26,32.36,30.47,32.72,34.97,34.36,33.74
39169,45.18,45.04,44.89,46.4,47.9,45.32,42.74
39171,37.06,35.74,34.42,30.66,26.91,20.16,13.4
39173,17.32,16.12,14.93,15.78,16.62,17.11,17.6
39175,20.44,20.88,21.33,22.04,22.74,16.32,9.9
40001,87.84,87.54,87.23,88.44,89.65,91.14,92.62
40003,23.02,21.42,19.83,22.59,25.35,26.71,28.07
40005,83.73,83.97,84.21,82.48,80.76,80.56,80.36
40007,23.15,23.47,23.78,34.66,45.54,44.22,42.9
40009,52.31,53.9,55.49,63.33,71.18,75.71,80.24
40011,60.33,61.86,63.39,65.08,66.78,68.62,70.46
40013,82.33,81.64,80.96,81.12,81.27,84.36,87.46
40015,82.78,85.66,88.54,91.56,94.59,92.54,90.48
40017,18.91,20.53,22.16,24.18,26.21,27.64,29.06
40019,59.41,63.22,67.02,73.08,79.14,79.45,79.76
40021,91.05,90.54,90.04,91.38,92.71,93.81,94.91
40023,87.74,90.32,92.9,94.46,96.02,94.12,92.23
40025,47.95,47.6,47.25,46.0,44.75,44.8,44.84
40027,31.68,31.92,32.16,33.26,34.36,41.75,49.14
40029,76.47,74.85,73.23,77.89,82.55,82.35,82.15
40031,78.38,78.97,79.56,81.55,83.54,88.24,92.93
40033,70.3,67.05,63.8,65.61,67.42,63.1,58.78
40035,75.64,78.41,81.18,83.28,85.38,87.34,89.31
40037,56.89,52.78,48.68,48.84,49.01,49.63,50.25
40039,64.85,64.83,64.82,69.92,75.03,72.24,69.45
40041,73.93,73.22,72.52,74.74,76.97,78.76,80.55
40043,28.69,26.19,23.69,23.08,22.48,26.61,30.74
40045,14.14,14.63,15.12,22.66,30.19,38.2,46.21
40047,55.87,55.12,54.38,56.73,59.08,65.61,72.15
40049,53.01,50.26,47.5,49.32,51.15,51.28,51.4
40051,35.24,30.63,26.01,28.4,30.8,32.84,34.88
40053,8.15,7.29,6.43,11.38,16.34,17.91,19.48
40055,59.76,62.78,65.81,71.62,77.42,74.18,70.94
40057,77.65,80.66,83.67,82.38,81.08,80.26,79.44
40059,32.25,34.22,36.2,34.02,31.85,43.16,54.46
40061,78.76,81.8,84.85,86.1,87.36,83.93,80.49
40063,78.32,77.65,76.98,79.07,81.15,82.32,83.48
40065,67.69,70.34,73.0,77.63,82.26,77.73,73.2
40067,69.95,74.78,79.62,83.54,87.45,83.51,79.57
40069,83.48,83.59,83.7,84.19,84.68,83.04,81.41
40071,76.12,77.09,78.06,81.13,84.2,84.51,84.82
40073,41.52,36.71,31.9,34.98,38.06,34.33,30.59
40075,59.28,62.26,65.23,65.34,65.45,61.84,58.24
40077,77.05,84.02,90.99,90.18,89.36,88.66,87.97
40079,91.12,90.32,89.53,89.92,90.32,89.86,89.4
40081,47.69,47.16,46.64,47.26,47.87,44.62,41.37
40083,30.56,32.21,33.87,31.86,29.84,31.77,33.7
40085,49.92,51.68,53.45,58.19,62.93,71.78,80.62
40087,21.97,21.04,20.12,18.18,16.24,22.56,28.87
40089,88.98,89.04,89.11,90.24,91.37,90.56,89.75
40091,72.91,76.04,79.18,78.73,78.28,78.32,78.36
40093,35.43,38.42,41.42,36.73,32.04,32.0,31.95
40095,81.76,83.81,85.86,85.66,85.45,80.51,75.56
40097,76.35,76.35,76.35,75.77,75.19,75.48,75.78
40099,59.25,60.1,60.94,65.93,70.92,73.05,75.18
40101,90.0,90.29,90.58,91.98,93.38,95.49,97.61
40103,26.11,26.76,27.41,30.63,33.85,35.47,37.08
40105,71.51,73.88,76.25,67.6,58.95,62.84,66.74
40107,92.71,92.92,93.12,93.0,92.87,89.74,86.6
40109,67.53,67.32,67.11,67.64,68.18,75.34,82.5
40111,82.59,83.19,83.79,85.19,86.59,87.85,89.12
40113,60.81,60.73,60.65,61.52,62.39,61.6,60.82
40115,94.4,94.81,95.22,95.49,95.76,94.87,93.98
40117,55.46,55.92,56.38,55.31,54.24,49.5,44.75
40119,40.78,45.28,49.79,50.55,51.31,52.71,54.11
40121,73.38,71.01,68.64,75.64,82.64,84.48,86.31
40123,73.7,70.84,67.97,66.48,65.0,65.5,66.01
40125,74.66,76.84,79.02,78.58,78.15,76.74,75.33
40127,81.98,79.92,77.87,78.25,78.63,83.23,87.84
40129,22.86,14.22,5.57,22.8,40.03,33.06,26.1
40131,25.88,27.42,28.97,28.65,28.34,32.18,36.03
40133,87.49,87.76,88.03,90.46,92.9,94.38,95.86
40135,83.32,86.01,88.7,90.15,91.59,88.9,86.22
40137,53.33,53.82,54.31,57.41,60.51,64.77,69.03
40139,73.1,71.82,70.55,76.32,82.1,85.22,88.35
40141,88.48,87.33,86.18,86.64,87.1,90.16,93.22
40143,55.78,57.19,58.61,60.1,61.59,69.56,77.53
40145,27.98,31.4,34.83,38.64,42.45,45.34,48.22
40147,36.01,37.44,38.87,41.34,43.82,47.28,50.73
40149,30.31,34.56,38.81,39.63,40.45,48.7,56.94
40151,25.06,23.65,22.25,26.82,31.4,37.86,44.33
40153,40.46,40.96,41.45,49.45,57.45,59.61,61.78
41001,66.83,65.12,63.42,65.98,68.54,64.38,60.22
41003,35.91,36.93,37.95,36.42,34.9,39.66,44.43
