FIPS,2014 RPL_THEMES,2015 RPL_THEMES,2016 RPL_THEMES,2017 RPL_THEMES,2018 RPL_THEMES,2019 RPL_THEMES,2020 RPL_THEMES
19155,41.26,41.39,41.52,43.76,45.99,47.46,48.92
19157,18.31,15.91,13.5,14.49,15.48,19.43,23.39
19159,42.28,31.94,21.59,17.29,12.99,15.85,18.71
19161,2.9,4.8,6.69,7.08,7.48,7.98,8.47
19163,20.85,22.19,23.53,25.06,26.59,28.2,29.82
19165,10.32,10.7,11.08,12.06,13.03,9.33,5.63
19167,23.5,23.2,22.89,22.48,22.07,16.19,10.31
19169,17.89,19.8,21.71,21.48,21.24,24.72,28.2
19171,34.29,34.7,35.12,33.93,32.74,32.62,32.5
19173,29.54,26.63,23.72,25.72,27.71,18.7,9.68
19175,23.43,24.31,25.18,34.86,44.55,43.44,42.33
19177,21.68,19.53,17.38,21.02,24.65,31.37,38.1
19179,76.31,74.78,73.26,73.82,74.39,77.55,80.71
19181,8.95,10.03,11.11,9.15,7.2,7.42,7.64
19183,16.11,19.31,22.51,22.45,22.39,18.64,14.89
19185,29.64,34.58,39.51,42.67,45.83,42.37,38.92
19187,42.5,39.65,36.8,41.3,45.8,43.21,40.61
19189,13.21,14.83,16.46,18.54,20.61,16.56,12.51
19191,1.31,1.16,1.02,1.08,1.15,2.63,4.11
19193,67.3,65.85,64.41,67.04,69.68,67.44,65.21
19195,15.25,12.1,8.95,7.96,6.97,3.68,0.38
19197,25.95,34.04,42.12,45.08,48.03,44.06,40.1
20001,58.36,52.6,46.83,43.3,39.78,39.51,39.24
20003,50.65,40.43,30.21,26.48,22.74,25.15,27.56
20005,53.3,50.46,47.63,48.37,49.11,42.28,35.46
20007,11.05,14.28,17.51,22.77,28.03,39.92,51.81
20009,56.45,53.63,50.81,52.6,54.39,58.58,62.76
20011,57.15,55.54,53.93,56.1,58.28,55.35,52.42
20013,44.76,36.5,28.24,27.7,27.17,27.58,27.98
20015,19.04,23.34,27.63,26.94,26.24,26.71,27.18
20017,14.93,17.56,20.18,30.42,40.67,29.96,19.26
20019,33.4,39.51,45.62,58.75,71.88,74.37,76.86
20021,43.68,40.66,37.63,37.96,38.28,43.24,48.19
20023,5.73,7.38,9.04,9.53,10.03,15.92,21.8
20025,32.41,41.07,49.73,40.49,31.24,23.86,16.49
20027,4.08,5.13,6.18,5.56,4.94,18.32,31.7
20029,33.84,30.15,26.46,26.92,27.39,25.09,22.79
20031,11.4,12.77,14.14,17.24,20.35,20.4,20.46
20033,14.77,13.46,12.16,10.04,7.93,9.02,10.12
20035,64.57,67.01,69.44,71.31,73.18,67.56,61.94
20037,57.91,61.33,64.76,67.32,69.87,73.35,76.83
20039,19.77,18.08,16.4,16.07,15.73,15.9,16.07
20041,27.25,29.62,32.0,32.61,33.22,25.79,18.36
20043,29.42,27.7,25.98,24.52,23.06,22.84,22.63
20045,21.65,22.96,24.26,23.29,22.32,23.98,25.65
20047,42.63,42.96,43.3,40.25,37.2,30.47,23.74
20049,31.17,35.32,39.48,39.22,38.95,37.56,36.16
20051,15.09,12.86,10.63,13.14,15.64,17.13,18.62
20053,18.12,24.08,30.05,34.78,39.52,28.65,17.79
20055,73.67,75.54,77.4,79.88,82.36,84.05,85.74
20057,84.05,87.22,90.39,88.04,85.7,82.51,79.31
20059,28.05,27.12,26.2,23.78,21.37,23.75,26.13
20061,64.41,65.97,67.53,66.64,65.76,68.43,71.1
20063,1.24,3.82,6.4,8.08,9.75,10.19,10.63
20065,4.74,5.81,6.88,9.72,12.55,26.47,40.39
20067,55.52,50.3,45.08,41.62,38.15,42.86,47.58
20069,30.69,30.06,29.42,28.39,27.36,28.58,29.79
20071,18.24,28.9,39.57,48.54,57.52,54.92,52.32
20073,21.59,20.9,20.22,20.74,21.27,23.52,25.78
20075,36.45,30.63,24.8,25.33,25.86,28.02,30.17
20077,24.96,26.68,28.4,30.32,32.23,42.64,53.06
20079,31.3,29.61,27.92,30.71,33.5,44.71,55.92
20081,27.95,35.91,43.87,42.51,41.15,38.8,36.44
20083,8.91,5.03,1.15,6.16,11.18,9.71,8.24
20085,17.96,17.76,17.57,22.25,26.94,28.74,30.55
20087,6.11,8.46,10.82,8.15,5.48,3.25,1.02
20089,2.1,3.01,3.92,6.34,8.76,9.63,10.5
20091,5.79,5.89,5.99,6.07,6.15,7.33,8.5
20093,33.62,36.31,39.0,42.78,46.56,43.09,39.62
20095,29.32,20.66,12.0,8.57,5.13,4.47,3.82
20097,36.77,31.7,26.62,26.21,25.8,28.1,30.39
20099,61.29,67.22,73.16,68.54,63.92,63.42,62.92
20101,5.76,4.06,2.36,2.7,3.03,6.81,10.6
20103,24.36,23.82,23.27,23.65,24.04,23.56,23.07
20105,17.19,18.34,19.48,16.35,13.22,10.56,7.89
20107,37.79,39.26,40.72,42.75,44.78,42.9,41.02
20109,24.13,19.2,14.26,13.61,12.96,15.76,18.56
20111,75.99,75.56,75.14,74.18,73.22,70.44,67.66
20113,7.58,6.83,6.08,8.38,10.67,12.08,13.49
20115,22.32,19.98,17.64,17.68,17.71,14.77,11.84
20117,14.45,11.22,7.99,10.32,12.64,11.04,9.45
20119,40.91,43.32,45.72,41.44,37.17,35.63,34.09
20121,7.8,7.29,6.78,4.68,2.58,3.96,5.35
20123,10.19,12.34,14.49,21.46,28.44,21.1,13.75
20125,80.01,79.18,78.35,79.32,80.29,80.92,81.54
20127,14.87,14.72,14.58,19.47,24.36,21.06,17.76
20129,40.62,40.99,41.36,41.08,40.8,50.07,59.33
20131,15.54,14.0,12.45,11.04,9.62,7.93,6.24
20133,55.05,57.43,59.82,62.81,65.8,61.56,57.32
20135,20.25,20.57,20.89,17.94,15.0,11.11,7.22
20137,42.69,45.54,48.39,39.07,29.75,23.08,16.42
20139,26.27,27.05,27.83,25.62,23.41,21.52,19.64
20141,13.28,14.76,16.24,11.74,7.23,7.36,7.48
20143,6.24,4.36,2.48,2.6,2.71,3.6,4.49
20145,27.19,25.74,24.29,26.48,28.66,27.74,26.83
20147,14.42,14.76,15.09,19.65,24.2,24.06,23.93
20149,3.88,7.2,10.51,12.69,14.87,10.1,5.32
20151,23.94,33.98,44.03,41.38,38.73,38.75,38.77
20153,4.52,3.7,2.87,8.24,13.6,19.39,25.18
20155,39.7,48.55,57.4,58.03,58.66,57.46,56.27
20157,6.94,6.1,5.25,5.65,6.05,4.25,2.45
20159,44.0,39.36,34.73,38.62,42.52,36.03,29.54
20161,35.37,36.8,38.24,40.99,43.73,49.65,55.57
20163,17.67,21.09,24.51,19.36,14.2,12.5,10.79
20165,9.52,8.47,7.42,7.62,7.83,5.74,3.66
20167,21.87,24.08,26.3,25.11,23.92,28.18,32.43
20169,51.77,46.92,42.06,41.84,41.62,49.34,57.07
20171,21.08,19.09,17.1,23.85,30.61,37.61,44.62
20173,50.78,49.97,49.16,51.36,53.57,61.06,68.56
20175,88.44,89.3,90.16,90.64,91.11,91.05,90.99
20177,56.35,55.6,54.86,52.92,50.99,50.83,50.67
20179,8.18,6.93,5.67,6.26,6.85,8.71,10.57
20181,51.29,41.23,31.17,40.51,49.84,36.94,24.03
20183,9.49,6.76,4.04,4.54,5.03,5.52,6.02
20185,26.07,27.95,29.83,28.8,27.77,27.97,28.17
20187,55.11,47.14,39.16,44.4,49.65,52.13,54.61
20189,28.84,33.17,37.5,52.45,67.39,77.86,88.32
20191,19.33,19.6,19.87,21.05,22.23,30.26,38.29
20193,6.18,5.44,4.71,5.88,7.04,7.23,7.42
20195,4.43,2.64,0.86,2.38,3.89,2.85,1.81
20197,5.92,7.74,9.55,7.44,5.32,5.81,6.3
20199,15.12,18.27,21.43,17.86,14.3,16.72,19.13
20201,15.89,14.66,13.44,14.12,14.81,9.4,3.98
20203,52.56,49.26,45.97,46.38,46.78,44.43,42.08
20205,69.88,64.28,58.68,61.17,63.66,55.26,46.85
20207,30.34,32.28,34.22,39.1,43.98,32.93,21.87
20209,92.42,92.34,92.26,92.34,92.42,93.73,95.04
21001,65.14,65.0,64.85,68.03,71.21,62.39,53.56
21003,68.23,67.22,66.22,67.09,67.96,64.81,61.65
21005,11.33,10.74,10.16,18.26,26.37,24.39,22.41
21007,21.78,23.64,25.5,35.04,44.59,41.7,38.8
21009,68.61,71.16,73.7,75.66,77.61,77.36,77.12
21011,85.55,81.1,76.66,74.78,72.9,57.16,41.41
21013,94.11,94.86,95.61,92.44,89.27,84.6,79.92
21015,13.5,12.64,11.78,12.28,12.77,13.86,14.96
21017,59.57,58.66,57.75,56.68,55.61,48.52,41.44
21019,60.36,58.5,56.64,62.86,69.08,68.84,68.59
21021,52.75,45.59,38.43,40.79,43.15,48.18,53.21
21023,43.33,46.82,50.3,44.48,38.66,29.85,21.04
21025,85.83,85.08,84.34,83.27,82.2,75.58,68.97
21027,76.73,74.88,73.03,73.4,73.76,62.17,50.57
21029,15.7,14.16,12.61,13.23,13.85,12.9,11.94
21031,87.42,83.41,79.4,79.3,79.2,73.8,68.4
21033,48.9,49.72,50.53,50.17,49.81,55.54,61.27
21035,57.98,54.04,50.11,50.04,49.97,45.07,40.17
21037,28.62,26.96,25.31,23.6,21.88,23.32,24.76
21039,44.73,42.14,39.54,36.74,33.95,32.72,31.48
21041,96.94,95.05,93.16,91.1,89.04,85.74,82.43
21043,60.94,64.89,68.83,75.44,82.04,70.46,58.88
21045,72.49,72.08,71.67,74.11,76.56,81.6,86.63
21047,86.95,86.9,86.85,89.06,91.27,91.92,92.58
21049,54.73,52.78,50.84,55.72,60.61,56.93,53.25
21051,84.11,87.68,91.24,91.12,90.99,87.52,84.05
21053,62.91,62.84,62.78,70.29,77.8,76.9,76.0
21055,59.44,60.74,62.05,55.24,48.44,49.25,50.06
21057,65.87,60.2,54.54,53.84,53.15,53.85,54.55
21059,51.67,57.0,62.34,62.02,61.69,61.44,61.2
21061,55.43,64.66,73.89,68.73,63.57,56.16,48.76
21063,85.58,83.34,81.09,76.74,72.39,60.37,48.35
21065,77.4,79.74,82.08,81.02,79.97,81.79,83.61
21067,48.26,48.72,49.19,48.98,48.76,52.97,57.19
21069,64.5,71.71,78.92,78.01,77.1,70.88,64.67
21071,77.62,80.34,83.06,84.04,85.03,80.28,75.53
21073,58.07,53.47,48.87,51.77,54.68,58.6,62.51
21075,80.42,82.88,85.35,86.2,87.04,90.14,93.25
21077,62.4,66.94,71.47,66.36,61.24,59.01,56.78
21079,45.11,46.29,47.47,45.23,42.99,31.66,20.34
21081,59.92,64.1,68.29,62.16,56.02,42.94,29.85
21083,70.58,74.34,78.1,77.81,77.52,75.02,72.53
21085,65.81,61.93,58.04,59.5,60.96,58.98,57.0
21087,48.42,49.79,51.16,51.71,52.26,62.92,73.58
21089,51.61,44.44,37.28,34.72,32.17,26.64,21.1
21091,42.47,44.0,45.53,41.87,38.22,28.1,17.98
21093,58.29,59.12,59.95,58.34,56.72,54.17,51.62
21095,85.9,85.45,85.0,86.52,88.03,86.46,84.88
21097,66.63,64.96,63.29,56.93,50.57,45.82,41.06
21099,83.79,80.32,76.85,76.72,76.59,76.76,76.93
21101,67.97,68.64,69.31,70.1,70.89,67.7,64.51
21103,54.06,46.68,39.29,46.02,52.74,52.47,52.2
21105,62.85,63.46,64.06,60.72,57.39,50.02,42.65
21107,53.1,50.46,47.82,51.62,55.41,59.9,64.39
21109,75.8,71.09,66.38,66.5,66.62,58.88,51.15
21111,57.56,56.58,55.59,56.2,56.82,59.14,61.46
21113,47.63,52.66,57.69,54.85,52.01,39.72,27.43
21115,76.44,78.96,81.47,81.24,81.02,76.92,72.82
21117,41.58,40.18,38.78,36.29,33.79,31.69,29.6
21119,79.18,83.36,87.55,86.52,85.48,81.38,77.28
21121,89.97,89.02,88.06,85.66,83.25,79.53,75.81
21123,62.21,59.17,56.13,54.66,53.18,41.09,28.99
21125,81.03,77.8,74.56,74.89,75.22,70.76,66.3
21127,52.85,58.61,64.37,70.1,75.83,64.6,53.37
21129,82.87,80.5,78.13,79.97,81.82,80.98,80.14
21131,64.79,70.9,77.01,77.23,77.45,70.47,63.49
21133,67.11,73.92,80.74,84.15,87.55,82.06,76.58
21135,76.63,65.12,53.61,58.01,62.42,59.73,57.03
21137,73.35,75.24,77.14,73.98,70.83,66.6,62.38
21139,40.5,35.07,29.64,28.02,26.4,19.5,12.6
21141,57.47,56.21,54.95,53.91,52.87,48.97,45.07
21143,30.79,31.06,31.33,31.93,32.52,24.84,17.15
21145,47.31,46.32,45.34,43.44,41.53,48.63,55.73
21147,86.5,87.01,87.52,87.66,87.8,81.31,74.82
21149,53.71,50.03,46.35,44.26,42.17,34.78,27.4
21151,54.66,52.16,49.67,49.68,49.68,49.38,49.08
21153,75.29,79.31,83.32,81.94,80.57,79.35,78.13
21155,67.49,74.08,80.67,85.62,90.57,83.14,75.72
21157,24.04,22.94,21.84,24.54,27.23,24.31,21.39
21159,92.93,89.59,86.25,85.6,84.94,73.65,62.35
21161,55.36,63.59,71.82,69.32,66.82,64.2,61.58
21163,46.2,46.07,45.94,38.86,31.78,25.14,18.49
21165,76.98,70.12,63.26,60.86,58.47,46.48,34.5
21167,55.24,49.65,44.06,42.7,41.34,34.4,27.47
21169,58.64,59.38,60.11,64.11,68.12,58.95,49.78
21171,83.25,83.82,84.4,77.08,69.75,68.23,66.71
21173,76.85,80.13,83.41,81.64,79.87,73.02,66.17
21175,81.92,80.28,78.64,80.78,82.93,76.16,69.38
21177,79.69,73.59,67.49,64.42,61.34,44.18,27.02
21179,46.16,40.16,34.16,31.56,28.95,18.63,8.31
21181,35.82,55.44,75.07,78.52,81.97,61.45,40.93
21183,79.4,78.66,77.91,67.95,57.99,51.61,45.23
21185,4.84,4.14,3.44,3.7,3.95,3.3,2.64
21187,38.11,46.71,55.3,53.97,52.64,44.0,35.36
21189,86.88,84.66,82.43,83.29,84.14,77.51,70.88
21191,20.57,21.22,21.87,31.68,41.5,43.5,45.51
21193,87.04,88.52,90.0,90.26,90.51,78.21,65.91
21195,72.3,73.24,74.18,76.63,79.08,76.7,74.32
21197,80.48,79.9,79.31,78.32,77.32,74.09,70.85
21199,73.32,74.6,75.87,75.04,74.2,70.28,66.36
21201,70.42,59.52,48.62,42.0,35.38,41.99,48.6
21203,72.05,76.25,80.45,79.64,78.82,73.32,67.82
21205,51.83,61.27,70.71,73.14,75.57,61.7,47.84
21207,85.8,87.49,89.18,87.76,86.34,76.55,66.77
21209,42.18,36.15,30.12,31.72,33.31,27.0,20.69
21211,46.99,43.84,40.69,41.65,42.61,38.03,33.45
21213,50.11,44.97,39.83,34.31,28.79,29.75,30.71
21215,10.76,9.71,8.66,6.18,3.69,3.12,2.55
21217,72.46,75.38,78.29,75.2,72.1,56.44,40.77
21219,73.89,73.94,73.99,77.46,80.92,82.04,83.16
21221,51.89,52.1,52.31,44.4,36.5,40.32,44.14
21223,56.8,56.02,55.24,63.34,71.43,66.06,60.69
21225,78.06,69.73,61.41,57.54,53.66,37.33,21.01
21227,63.04,67.39,71.73,71.34,70.96,71.81,72.66
21229,64.47,61.59,58.71,54.99,51.27,45.86,40.45
21231,86.44,86.5,86.56,80.67,74.78,74.88,74.98
21233,48.39,62.26,76.12,77.33,78.54,74.17,69.8
21235,83.13,79.96,76.79,80.29,83.79,79.02,74.25
21237,78.26,81.2,84.15,85.18,86.21,83.59,80.97
21239,10.16,13.65,17.13,18.77,20.41,18.13,15.85
22001,89.91,90.5,91.09,91.46,91.82,90.31,88.8
22003,85.86,86.93,88.0,90.3,92.61,82.52,72.44
22005,36.04,34.42,32.79,36.24,39.68,36.1,32.53
22007,77.2,74.28,71.35,74.63,77.9,76.59,75.27
22009,94.43,94.02,93.6,94.97,96.34,94.59,92.84
22011,73.16,70.26,67.37,66.28,65.19,58.6,52.01
22013,89.81,90.06,90.32,92.16,94.01,94.16,94.3
22015,57.27,57.38,57.5,58.13,58.76,64.18,69.61
22017,76.54,78.4,80.26,82.06,83.85,86.93,90.01
22019,73.03,73.89,74.75,74.33,73.92,72.45,70.97
22021,81.31,85.05,88.79,91.05,93.31,86.26,79.22
22023,15.19,14.95,14.71,20.57,26.43,25.07,23.71
22025,74.98,71.84,68.7,73.38,78.06,80.14,82.21
22027,91.82,94.35,96.88,95.83,94.78,89.16,83.55
22029,98.85,95.59,92.33,91.84,91.34,94.08,96.82
22031,90.61,89.64,88.67,88.92,89.17,85.3,81.44
22033,59.03,59.64,60.24,63.39,66.53,73.4,80.27
22035,97.93,97.78,97.64,95.6,93.57,95.14,96.72
22037,66.95,66.76,66.57,74.21,81.85,78.53,75.21
22039,98.6,99.11,99.62,99.68,99.75,99.82,99.9
22041,94.75,95.99,97.23,96.21,95.19,91.96,88.73
22043,80.64,74.4,68.16,65.45,62.74,58.7,54.65
22045,92.1,92.82,93.54,94.8,96.05,95.56,95.07
22047,86.15,85.21,84.27,86.44,88.6,86.42,84.25
22049,88.86,91.15,93.44,93.63,93.82,85.6,77.37
22051,56.86,56.06,55.27,58.24,61.21,70.53,79.85
22053,86.28,84.15,82.01,81.53,81.05,81.38,81.7
22055,57.02,56.36,55.71,58.94,62.17,68.32,74.47
22057,74.75,75.32,75.9,76.3,76.69,78.51,80.33
22059,60.9,63.27,65.65,70.99,76.34,66.66,56.97
22061,89.14,87.36,85.58,85.18,84.78,84.34,83.9
22063,41.8,44.1,46.39,44.74,43.09,43.73,44.37
22065,96.82,96.07,95.32,96.14,96.97,98.38,99.78
22067,95.38,94.12,92.87,90.67,88.47,89.62,90.77
22069,94.36,94.33,94.3,90.02,85.73,86.07,86.41
22071,78.13,77.06,75.99,75.24,74.49,78.89,83.29
22073,81.06,82.28,83.51,84.36,85.22,85.58,85.93
22075,45.94,52.23,58.52,64.57,70.61,67.94,65.28
22077,63.83,72.62,81.41,83.08,84.75,81.67,78.58
22079,88.35,88.28,88.22,89.54,90.86,90.54,90.23
22081,87.46,83.58,79.69,80.53,81.37,82.04,82.72
22083,82.62,86.17,89.72,87.63,85.54,87.46,89.37
22085,83.51,83.02,82.52,82.84,83.15,83.11,83.07
22087,59.82,65.16,70.49,73.81,77.13,81.9,86.66
22089,35.72,37.87,40.02,37.66,35.29,33.43,31.57
22091,91.91,93.29,94.68,92.34,90.0,90.92,91.85
22093,64.15,62.1,60.04,61.52,62.99,59.26,55.54
22095,78.22,76.34,74.47,74.58,74.68,73.13,71.58
22097,85.64,86.69,87.74,89.97,92.2,87.97,83.74
22099,78.29,77.03,75.77,77.04,78.31,75.66,73.01
22101,95.77,95.38,95.0,93.31,91.62,89.0,86.38
22103,26.42,29.35,32.28,31.66,31.05,38.08,45.1
22105,90.07,88.73,87.39,88.12,88.85,88.95,89.05
22107,94.65,93.62,92.58,88.12,83.66,78.0,72.34
22109,80.17,80.3,80.42,84.97,89.52,87.76,86.0
22111,80.1,81.73,83.35,82.08,80.8,74.34,67.89
22113,75.39,78.83,82.27,82.14,82.01,80.5,78.99
22115,59.69,59.61,59.54,66.94,74.33,74.87,75.4
22117,98.38,98.82,99.27,99.44,99.62,98.49,97.36
22119,87.3,88.78,90.26,89.08,87.9,89.15,90.39
22121,67.02,69.93,72.84,74.48,76.11,65.17,54.23
22123,84.3,76.93,69.56,68.2,66.85,62.92,58.98
22125,71.06,68.83,66.6,67.81,69.01,56.45,43.89
22127,86.56,85.64,84.72,81.14,77.55,74.46,71.36
23001,63.29,58.98,54.66,55.16,55.67,55.9,56.14
23003,54.15,54.58,55.01,57.24,59.46,58.52,57.57
23005,20.28,18.99,17.7,15.66,13.63,15.76,17.89
23007,34.07,29.04,24.01,22.76,21.5,31.34,41.18
23009,19.93,19.04,18.15,18.73,19.3,19.86,20.43
23011,32.98,36.57,40.15,39.01,37.87,34.56,31.25
23013,13.56,16.14,18.72,16.74,14.75,15.79,16.84
23015,6.49,7.84,9.2,10.32,11.43,15.92,20.4
23017,36.64,37.89,39.13,38.2,37.26,34.49,31.73
23019,40.11,41.98,43.84,44.58,45.32,43.9,42.49
23021,45.02,46.04,47.06,48.02,48.98,49.14,49.3
23023,7.86,6.67,5.48,5.35,5.22,5.94,6.65
23025,38.36,46.99,55.62,58.91,62.2,54.4,46.59
23027,27.44,28.61,29.77,25.87,21.97,24.45,26.93
23029,68.19,64.85,61.51,62.95,64.39,66.98,69.57
23031,9.3,8.92,8.53,8.94,9.36,13.28,17.19
24001,59.31,58.18,57.05,59.58,62.1,58.5,54.9
24003,13.79,14.71,15.63,16.73,17.83,18.43,19.03
24005,35.66,35.74,35.82,37.0,38.18,44.96,51.75
24009,5.19,6.7,8.21,6.46,4.71,2.78,0.86
24011,62.27,64.63,66.99,61.17,55.35,61.48,67.6
24013,2.87,3.26,3.66,3.85,4.04,3.66,3.28
24015,24.32,23.11,21.9,25.62,29.33,30.7,32.08
24017,14.9,14.77,14.65,15.94,17.23,18.46,19.7
24019,72.84,70.76,68.67,71.86,75.06,76.9,78.74
24021,13.69,15.33,16.97,16.43,15.89,17.08,18.27
24023,21.52,20.55,19.58,18.85,18.12,20.7,23.27
24025,7.67,8.14,8.6,8.96,9.33,9.74,10.15
24027,9.61,11.02,12.42,12.74,13.06,13.37,13.69
24029,48.93,46.1,43.27,43.02,42.77,44.22,45.67
24031,27.7,29.42,31.14,31.85,32.55,39.43,46.31
24033,61.45,61.62,61.8,62.2,62.61,71.15,79.69
24035,2.04,2.33,2.61,2.41,2.2,3.12,4.04
24037,16.49,17.44,18.4,19.63,20.86,25.58,30.3
24039,86.76,88.0,89.24,89.51,89.78,87.62,85.46
24041,21.55,20.34,19.13,16.22,13.31,18.75,24.19
24043,53.17,56.26,59.34,60.37,61.4,60.63,59.87
24045,70.01,67.67,65.33,71.36,77.39,79.69,81.99
24047,32.79,30.82,28.84,28.44,28.03,38.42,48.82
24510,85.39,84.52,83.64,83.38,83.12,84.97,86.82
25001,8.4,7.66,6.91,6.28,5.64,7.62,9.61
25003,38.59,40.03,41.48,41.15,40.83,38.76,36.7
25005,55.62,54.82,54.03,53.26,52.48,55.62,58.75
25007,2.8,2.24,1.69,1.32,0.96,6.16,11.36
25009,45.75,47.0,48.26,49.53,50.8,55.82,60.85
25011,19.52,18.4,17.29,19.12,20.96,28.92,36.89
25013,82.74,82.52,82.3,82.31,82.32,82.33,82.34
25015,19.48,20.71,21.94,22.6,23.25,24.5,25.75
25017,22.76,22.98,23.21,22.92,22.64,24.7,26.77
25019,8.34,8.86,9.39,6.04,2.68,7.29,11.9
25021,20.53,20.65,20.76,20.84,20.92,24.13,27.34
25023,24.51,24.44,24.36,23.7,23.03,25.74,28.45
25025,74.56,73.35,72.14,72.96,73.79,76.2,78.61
25027,39.16,39.26,39.35,40.16,40.96,42.47,43.98
26001,25.18,24.67,24.16,24.86,25.57,19.85,14.13
26003,43.36,41.52,39.67,42.24,44.81,42.17,39.53
26005,25.21,21.9,18.59,18.08,17.58,17.42,17.25
26007,39.03,39.12,39.22,36.65,34.08,34.8,35.52
26009,22.29,20.52,18.75,15.16,11.56,9.0,6.43
26011,53.49,49.85,46.2,48.37,50.54,42.04,33.55
26013,48.46,50.42,52.37,59.18,65.99,53.62,41.25
26015,12.58,11.46,10.35,9.52,8.69,6.96,5.22
26017,38.49,39.4,40.31,42.18,44.04,39.59,35.14
26019,24.23,22.38,20.53,15.52,10.51,9.18,7.86
26021,64.12,63.82,63.51,64.13,64.75,67.2,69.64
26023,72.02,68.12,64.22,63.68,63.15,67.89,72.63
26025,68.7,68.92,69.15,70.78,72.42,70.74,69.06
26027,30.05,32.97,35.88,34.34,32.8,28.76,24.73
26029,19.61,17.19,14.77,12.22,9.68,12.34,14.99
26031,37.57,39.78,41.99,35.3,28.6,27.94,27.28
26033,73.26,67.84,62.43,67.44,72.45,69.55,66.65
26035,83.0,80.32,77.65,77.42,77.2,76.98,76.77
26037,6.91,5.9,4.9,4.46,4.01,3.82,3.63
26039,44.64,45.1,45.56,41.26,36.97,36.32,35.68
26041,38.68,38.65,38.62,37.03,35.45,34.2,32.94
26043,15.15,18.84,22.54,22.75,22.96,19.47,15.98
26045,24.9,27.22,29.54,30.42,31.31,26.81,22.31
26047,11.52,14.48,17.45,15.51,13.57,15.28,17.0
26049,69.5,69.45,69.4,67.82,66.24,66.95,67.66
26051,58.9,60.19,61.48,57.73,53.98,56.75,59.52
26053,46.61,46.85,47.09,43.74,40.38,38.95,37.52
26055,19.74,16.97,14.2,16.11,18.03,18.85,19.67
26057,64.02,62.68,61.35,60.85,60.35,46.85,33.35
26059,57.31,53.63,49.95,50.07,50.19,47.98,45.77
26061,47.21,50.1,52.98,51.3,49.62,48.38,47.14
26063,35.53,32.43,29.32,28.39,27.45,23.62,19.8
26065,55.21,56.18,57.15,57.29,57.42,58.3,59.17
26067,57.37,57.12,56.86,52.33,47.8,41.08,34.37
26069,39.67,40.3,40.94,42.94,44.94,44.43,43.92
26071,31.71,33.59,35.47,31.86,28.25,30.48,32.72
26073,60.2,59.76,59.31,59.74,60.16,60.38,60.6
26075,64.09,61.8,59.5,57.28,55.06,53.5,51.94
26077,46.93,44.02,41.1,40.9,40.7,42.93,45.16
26079,47.66,44.49,41.32,46.08,50.83,43.4,35.96
26081,51.23,50.83,50.43,49.02,47.61,47.5,47.39
26083,12.23,14.04,15.85,11.86,7.87,4.88,1.88
26085,84.21,81.12,78.03,78.1,78.18,71.9,65.63
26087,27.86,28.67,29.48,26.65,23.82,22.86,21.9
26089,6.75,5.26,3.76,3.1,2.45,3.22,3.98
26091,44.03,42.44,40.85,40.8,40.76,38.52,36.28
26093,0.92,0.9,0.89,0.78,0.67,0.6,0.54
26095,75.84,74.8,73.77,63.58,53.38,44.58,35.77
26097,65.62,65.78,65.93,65.22,64.52,64.44,64.35
26099,36.68,35.16,33.65,33.3,32.96,35.8,38.64
26101,51.48,49.32,47.15,43.56,39.97,39.32,38.67
26103,22.45,24.4,26.36,28.46,30.57,27.08,23.58
26105,54.82,54.1,53.39,43.58,33.76,38.78,43.79
26107,71.63,68.8,65.97,62.86,59.75,58.9,58.05
26109,42.98,40.74,38.49,33.06,27.64,25.08,22.53
26111,19.71,18.24,16.78,16.48,16.18,15.81,15.44
26113,50.94,50.48,50.02,48.78,47.55,47.15,46.75
26115,20.95,17.75,14.55,14.74,14.94,15.25,15.56
26117,68.96,67.48,66.0,63.64,61.27,51.9,42.52
26119,38.94,38.27,37.6,37.44,37.29,36.47,35.65
26121,79.34,78.78,78.22,74.28,70.35,66.42,62.48
26123,69.91,66.29,62.66,62.92,63.18,56.58,49.97
26125,17.26,15.28,13.31,12.35,11.4,13.02,14.64
26127,81.12,81.96,82.81,84.3,85.8,78.96,72.12
26129,53.58,58.32,63.07,62.82,62.58,58.38,54.17
26131,26.74,28.38,30.02,28.67,27.32,21.73,16.14
26133,74.4,75.74,77.08,75.54,74.01,68.45,62.89
26135,64.63,66.94,69.25,68.1,66.94,64.76,62.57
26137,25.15,28.06,30.98,33.96,36.94,40.74,44.53
26139,27.22,27.06,26.9,24.31,21.72,19.73,17.73
26141,26.68,26.32,25.95,26.78,27.61,24.92,22.22
26143,41.48,44.03,46.58,46.42,46.27,48.22,50.16
26145,68.0,68.84,69.69,70.08,70.48,67.99,65.5
26147,37.31,35.62,33.94,30.92,27.9,29.34,30.78
26149,67.43,66.98,66.54,65.85,65.16,63.32,61.49
26151,38.55,39.51,40.46,44.4,48.34,45.44,42.55
26153,53.74,53.5,53.26,53.89,54.52,47.39,40.26
26155,27.83,26.12,24.42,18.84,13.25,12.53,11.81
26157,37.15,37.9,38.65,39.12,39.59,32.97,26.35
26159,67.34,67.27,67.21,66.55,65.89,67.38,68.87
26161,24.71,25.14,25.57,23.96,22.36,24.02,25.68
26163,86.85,86.84,86.82,87.02,87.23,87.18,87.14
26165,54.22,55.44,56.67,53.51,50.35,46.9,43.44
