FIPS,2014 EPL_POV,2015 EPL_POV,2016 EPL_POV,2017 EPL_POV,2018 EPL_POV,2019 EPL_POV,2020 EPL_POV
27045,20.22,23.77,27.32,26.15,24.97,21.64,18.3
27047,20.98,21.44,21.9,27.18,32.45,36.15,39.85
27049,14.93,17.48,20.03,19.08,18.12,12.75,7.38
27051,12.45,18.1,23.75,22.45,21.15,26.57,31.99
27053,29.19,27.48,25.76,25.36,24.97,19.82,14.67
27055,19.48,17.79,16.11,11.42,6.72,7.46,8.21
27057,27.09,25.42,23.75,24.01,24.27,26.8,29.34
27059,3.79,4.03,4.27,4.75,5.22,7.43,9.64
27061,30.63,32.73,34.83,37.22,39.62,36.16,32.69
27063,18.18,14.04,9.9,8.69,7.48,10.68,13.88
27065,41.29,38.66,36.04,29.58,23.12,28.14,33.16
27067,32.35,27.52,22.7,22.22,21.75,29.98,38.22
27069,14.29,18.1,21.9,22.14,22.39,24.28,26.16
27071,48.39,53.15,57.91,59.51,61.11,48.06,35.01
27073,6.43,7.16,7.9,9.19,10.48,11.51,12.54
27075,33.24,29.77,26.3,18.39,10.48,10.58,10.69
27077,3.79,5.26,6.72,10.32,13.92,20.32,26.73
27079,9.14,8.52,7.9,10.0,12.1,9.3,6.49
27081,11.75,17.9,24.04,22.6,21.15,28.32,35.49
27083,36.68,37.6,38.52,40.11,41.69,39.65,37.62
27085,5.13,5.92,6.72,9.66,12.61,11.98,11.36
27087,92.39,88.17,83.95,82.86,81.78,87.08,92.39
27089,4.93,5.03,5.13,5.8,6.46,8.22,9.99
27091,15.98,20.01,24.04,31.83,39.62,38.33,37.05
27093,14.29,13.05,11.81,9.26,6.72,10.08,13.43
27095,28.33,26.76,25.18,28.56,31.94,30.64,29.34
27097,24.67,24.61,24.55,24.41,24.27,26.8,29.34
27099,42.02,40.54,39.06,37.74,36.43,42.31,48.19
27101,12.93,11.8,10.67,8.39,6.11,9.77,13.43
27103,16.36,20.77,25.18,20.76,16.34,14.24,12.13
27105,50.53,45.16,39.8,43.16,46.53,51.64,56.75
27107,29.83,27.19,24.55,22.56,20.57,19.74,18.91
27109,7.67,9.17,10.67,11.64,12.61,10.57,8.53
27111,17.86,15.57,13.28,13.6,13.92,16.83,19.73
27113,8.88,8.8,8.72,13.07,17.42,18.58,19.73
27115,43.97,40.74,37.5,36.24,34.97,34.76,34.56
27117,22.0,26.33,30.66,28.62,26.59,32.71,38.83
27119,29.83,31.5,33.17,34.07,34.97,34.76,34.56
27121,11.17,11.72,12.26,9.09,5.92,9.53,13.14
27123,54.25,52.66,51.07,50.22,49.36,45.19,41.02
27125,22.99,19.89,16.78,17.1,17.42,20.63,23.84
27127,15.98,20.01,24.04,25.54,27.04,26.32,25.59
27129,23.56,20.48,17.41,19.28,21.15,24.2,27.24
27131,22.99,23.77,24.55,23.84,23.12,21.65,20.18
27133,34.0,26.36,18.72,17.74,16.75,16.79,16.84
27135,14.29,11.02,7.74,12.58,17.42,12.81,8.21
27137,55.65,52.12,48.58,49.92,51.27,46.6,41.92
27139,1.18,1.34,1.5,2.05,2.61,1.98,1.34
27141,5.13,4.7,4.27,4.75,5.22,3.54,1.85
27143,16.87,15.34,13.82,9.52,5.22,7.74,10.25
27145,32.35,34.92,37.5,37.94,38.38,35.53,32.69
27147,17.86,14.84,11.81,15.65,19.49,20.64,21.8
27149,57.12,59.04,60.97,58.5,56.02,43.54,31.06
27151,14.93,21.81,28.69,33.88,39.08,40.99,42.9
27153,50.05,43.04,36.04,37.83,39.62,43.9,48.19
27155,9.96,10.32,10.67,17.82,24.97,23.38,21.8
27157,4.62,3.84,3.06,2.96,2.87,5.54,8.21
27159,57.12,52.85,48.58,51.09,53.6,60.3,67.0
27161,12.45,9.15,5.86,9.89,13.92,18.6,23.27
27163,1.18,0.96,0.73,0.76,0.8,0.68,0.57
27165,12.45,18.5,24.55,30.14,35.73,39.32,42.9
27167,9.58,10.12,10.67,12.58,14.49,14.18,13.88
27169,43.27,40.89,38.52,43.26,47.99,41.28,34.56
27171,2.07,1.74,1.4,0.97,0.54,1.02,1.5
27173,31.14,26.92,22.7,31.62,40.54,33.35,26.16
28001,96.24,96.38,96.53,97.58,98.63,98.24,97.84
28003,82.65,78.72,74.79,70.31,65.83,76.09,86.35
28005,91.53,93.14,94.75,92.68,90.61,93.32,96.02
28007,92.96,90.88,88.79,88.31,87.83,89.62,91.41
28009,79.4,82.1,84.81,86.64,88.47,77.23,65.98
28011,98.44,98.78,99.11,98.88,98.66,98.6,98.54
28013,89.88,91.2,92.52,92.31,92.1,88.25,84.4
28015,81.12,71.04,60.97,55.52,50.06,62.14,74.22
28017,90.16,91.96,93.76,88.28,82.8,88.0,93.19
28019,89.75,89.36,88.98,88.58,88.18,78.51,68.84
28021,98.95,99.33,99.71,99.74,99.78,99.57,99.36
28023,87.36,79.42,71.47,73.69,75.92,79.07,82.21
28025,93.54,92.7,91.85,90.02,88.18,90.68,93.19
28027,99.17,98.92,98.66,98.63,98.6,99.06,99.52
28029,92.39,93.62,94.84,92.34,89.84,86.02,82.21
28031,94.72,93.16,91.6,91.26,90.92,92.88,94.84
28033,12.45,13.6,14.74,14.08,13.41,14.68,15.95
28035,94.81,94.36,93.92,92.92,91.91,92.01,92.11
28037,64.31,66.57,68.83,65.39,61.94,77.36,92.78
28039,62.4,63.31,64.22,56.41,48.6,64.07,79.54
28041,54.98,59.88,64.79,56.39,47.99,43.41,38.83
28043,83.57,85.83,88.09,89.57,91.05,87.12,83.2
28045,72.21,69.88,67.56,68.76,69.97,61.96,53.95
28047,73.32,76.36,79.4,79.3,79.2,74.94,70.69
28049,88.98,90.04,91.09,88.38,85.67,84.71,83.74
28051,99.78,99.81,99.84,99.8,99.75,99.72,99.68
28053,99.65,99.72,99.78,99.54,99.3,99.52,99.75
28055,97.04,98.32,99.59,99.64,99.68,97.16,94.65
28057,54.98,65.48,75.99,65.0,54.01,56.4,58.78
28059,46.55,48.01,49.47,53.89,58.31,55.14,51.97
28061,81.6,82.23,82.87,85.46,88.06,87.94,87.81
28063,99.97,99.73,99.49,99.73,99.97,98.68,97.39
28065,95.03,96.75,98.47,96.59,94.71,93.64,92.58
28067,85.07,86.18,87.3,85.29,83.28,83.51,83.74
28069,96.63,96.39,96.15,96.6,97.04,96.29,95.54
28071,91.53,91.2,90.86,90.1,89.33,84.78,80.24
28073,50.05,51.19,52.34,57.14,61.94,59.72,57.51
28075,85.35,85.72,86.09,85.28,84.46,85.96,87.46
28077,71.28,76.54,81.79,79.01,76.24,83.56,90.87
28079,93.16,93.4,93.63,93.39,93.15,93.96,94.78
28081,69.12,68.34,67.56,62.47,57.39,48.62,39.85
28083,99.71,99.65,99.59,99.51,99.43,99.12,98.82
28085,89.88,90.48,91.09,88.06,85.03,81.28,77.53
28087,89.37,85.8,82.23,83.82,85.41,80.16,74.92
28089,30.63,30.64,30.66,27.46,24.27,20.76,17.25
28091,96.31,95.12,93.92,95.12,96.31,96.02,95.74
28093,70.23,68.13,66.03,68.9,71.78,78.57,85.36
28095,78.26,77.83,77.4,73.92,70.45,76.33,82.21
28097,93.35,94.3,95.26,95.16,95.06,96.16,97.26
28099,83.57,83.6,83.64,86.38,89.11,91.52,93.92
28101,79.97,83.23,86.5,90.02,93.54,89.56,85.58
28103,98.54,98.03,97.52,97.17,96.82,96.34,95.86
28105,98.12,97.9,97.68,97.36,97.04,96.77,96.5
28107,88.6,86.28,83.95,82.86,81.78,88.1,94.43
28109,80.36,78.4,76.44,67.66,58.89,54.76,50.64
28111,76.66,75.35,74.05,73.86,73.66,81.8,89.94
28113,93.54,95.45,97.36,97.95,98.54,97.86,97.17
28115,50.53,57.66,64.79,70.12,75.45,68.84,62.22
28117,85.61,85.21,84.81,86.82,88.82,90.8,92.78
28119,99.4,99.26,99.11,99.02,98.92,99.08,99.24
28121,20.22,16.49,12.77,10.8,8.82,12.24,15.66
28123,89.75,91.32,92.9,94.65,96.4,95.72,95.04
28125,97.58,97.3,97.01,95.08,93.15,95.27,97.39
28127,87.36,90.7,94.05,92.87,91.69,84.36,77.02
28129,83.57,84.19,84.81,74.62,64.43,72.55,80.68
28131,65.01,70.72,76.44,71.13,65.83,73.04,80.24
28133,98.73,98.58,98.44,98.16,97.87,97.92,97.96
28135,94.81,94.88,94.94,96.2,97.45,97.53,97.61
28137,57.12,53.63,50.14,63.96,77.77,69.99,62.22
28139,89.24,88.1,86.95,82.36,77.77,85.6,93.44
28141,52.98,60.57,68.16,68.88,69.59,79.9,90.2
28143,95.83,95.51,95.19,90.02,84.84,91.77,98.7
28145,87.14,79.04,70.93,63.16,55.38,53.68,51.97
28147,88.32,89.99,91.66,93.48,95.29,92.92,90.55
28149,85.07,86.18,87.3,84.05,80.8,81.62,82.43
28151,99.24,98.9,98.57,98.44,98.31,98.34,98.38
28153,95.73,93.41,91.09,88.06,85.03,87.62,90.2
28155,83.57,82.26,80.96,86.78,92.61,80.27,67.92
28157,94.72,96.74,98.76,98.46,98.15,98.22,98.28
28159,96.43,95.75,95.07,91.31,87.55,86.46,85.36
28161,81.6,81.49,81.38,70.5,59.62,73.33,87.05
28163,98.85,98.63,98.41,98.24,98.06,98.4,98.73
29001,91.53,91.69,91.85,92.9,93.95,90.42,86.89
29003,9.96,10.32,10.67,10.91,11.15,13.73,16.3
29005,22.0,24.15,26.3,23.2,20.1,34.51,48.92
29007,58.29,60.6,62.91,58.26,53.6,63.91,74.22
29009,73.32,78.48,83.64,82.9,82.17,77.79,73.42
29011,81.6,83.62,85.64,84.8,83.95,83.67,83.39
29013,75.14,64.5,53.87,43.48,33.09,48.11,63.14
29015,71.73,71.89,72.05,73.5,74.94,72.46,69.99
29017,80.83,84.06,87.3,76.12,64.94,71.55,78.17
29019,73.77,72.91,72.05,71.91,71.78,64.64,57.51
29021,59.79,63.42,67.05,66.74,66.43,61.02,55.6
29023,69.63,75.5,81.38,82.92,84.46,85.84,87.21
29025,41.29,37.76,34.22,42.49,50.76,64.83,78.9
29027,40.69,37.16,33.62,31.08,28.54,25.41,22.28
29029,53.49,59.76,66.03,62.17,58.31,49.08,39.85
29031,57.82,60.36,62.91,63.92,64.94,59.23,53.53
29033,33.24,50.4,67.56,61.79,56.02,57.68,59.33
29035,84.53,80.96,77.4,71.91,66.43,66.04,65.66
29037,11.17,11.3,11.43,14.42,17.42,13.84,10.25
29039,85.61,86.06,86.5,79.6,72.71,81.01,89.31
29041,54.98,51.54,48.11,39.36,30.61,35.23,39.85
29043,16.36,18.43,20.5,20.3,20.1,21.19,22.28
29045,50.05,44.05,38.05,38.83,39.62,60.31,81.0
29047,9.96,10.18,10.41,9.1,7.8,9.72,11.65
29049,12.45,12.35,12.26,18.26,24.27,18.85,13.43
29051,34.0,32.01,30.02,26.86,23.69,19.82,15.95
29053,52.56,43.69,34.83,32.72,30.61,34.94,39.27
29055,83.09,81.85,80.61,78.73,76.85,75.54,74.22
29057,81.12,79.26,77.4,81.92,86.43,86.15,85.87
29059,83.57,74.8,66.03,58.65,51.27,68.81,86.35
29061,49.25,51.56,53.87,45.79,37.71,51.16,64.61
29063,17.86,29.14,40.43,40.79,41.15,33.0,24.86
29065,73.77,78.86,83.95,83.06,82.17,82.19,82.21
29067,78.89,77.95,77.01,80.14,83.28,79.1,74.92
29069,92.39,93.22,94.05,94.43,94.81,94.3,93.79
29071,26.58,26.44,26.3,25.0,23.69,22.41,21.13
29073,44.54,42.74,40.94,29.18,17.42,20.34,23.27
29075,50.53,50.8,51.07,59.26,67.45,64.58,61.71
29077,68.55,68.69,68.83,69.4,69.97,67.46,64.96
29079,58.68,66.74,74.79,67.55,60.32,62.64,64.96
29081,45.85,57.0,68.16,70.69,73.22,79.29,85.36
29083,65.71,73.16,80.61,82.14,83.66,75.93,68.2
29085,87.14,88.81,90.48,78.96,67.45,71.98,76.51
29087,25.25,31.88,38.52,37.94,37.36,42.55,47.74
29089,57.12,61.58,66.03,58.65,51.27,44.74,38.22
29091,84.08,84.44,84.81,85.24,85.67,88.78,91.88
29093,81.12,81.55,81.98,81.88,81.78,81.01,80.24
29095,58.68,59.22,59.76,56.32,52.87,48.6,44.33
29097,60.39,62.02,63.64,65.54,67.45,68.46,69.48
29099,18.18,19.1,20.03,20.3,20.57,16.11,11.65
29101,58.29,58.42,58.55,56.28,54.01,49.46,44.91
29103,86.34,80.96,75.58,75.52,75.45,79.18,82.91
29105,70.23,70.85,71.47,61.37,51.27,60.38,69.48
29107,16.36,22.16,27.95,32.83,37.71,39.82,41.92
29109,64.31,64.95,65.58,65.0,64.43,72.55,80.68
29111,20.98,29.52,38.05,46.38,54.71,65.23,75.75
29113,43.27,40.66,38.05,36.51,34.97,29.68,24.38
29115,63.13,65.09,67.05,59.16,51.27,53.12,54.96
29117,47.76,55.7,63.64,62.38,61.11,54.87,48.63
29119,79.59,78.88,78.16,77.5,76.85,83.2,89.56
29121,69.12,69.28,69.44,60.36,51.27,45.92,40.58
29123,72.62,63.64,54.66,55.02,55.38,52.15,48.92
29125,58.29,64.1,69.91,64.76,59.62,60.25,60.88
29127,55.65,58.07,60.49,66.6,72.71,71.92,71.13
29129,61.67,52.26,42.85,33.56,24.27,39.93,55.6
29131,78.89,75.47,72.05,71.01,69.97,59.44,48.92
29133,95.96,96.28,96.59,94.25,91.91,94.33,96.75
29135,23.56,25.9,28.24,33.66,39.08,31.04,23.01
29137,45.3,47.72,50.14,47.63,45.13,54.87,64.61
29139,60.39,61.04,61.7,63.77,65.83,64.71,63.59
29141,78.64,83.46,88.28,87.92,87.55,85.23,82.91
29143,84.53,86.96,89.4,88.62,87.83,88.7,89.56
29145,41.29,41.42,41.55,42.5,43.44,47.9,52.36
29147,93.16,92.12,91.09,89.64,88.18,80.16,72.15
29149,91.24,91.88,92.52,91.04,89.55,93.17,96.79
29151,7.32,5.42,3.53,4.6,5.67,9.1,12.54
29153,76.31,85.04,93.76,93.76,93.76,95.51,97.26
29155,95.03,95.38,95.73,95.64,95.54,96.78,98.03
29157,22.0,14.04,6.08,7.45,8.82,21.69,34.56
29159,66.7,62.3,57.91,62.17,66.43,62.88,59.33
29161,69.63,73.52,77.4,81.68,85.96,80.09,74.22
29163,47.28,47.09,46.9,45.6,44.3,56.89,69.48
29165,4.23,4.12,4.01,4.31,4.62,4.11,3.6
29167,75.61,68.94,62.27,55.13,47.99,57.72,67.44
29169,29.19,36.02,42.85,45.04,47.23,48.08,48.92
29171,70.23,69.53,68.83,69.83,70.83,58.98,47.14
29173,13.47,21.74,30.02,32.16,34.3,36.79,39.27
29175,66.19,64.23,62.27,58.49,54.71,57.79,60.88
29177,46.55,49.44,52.34,51.2,50.06,39.2,28.33
29179,85.07,79.28,73.48,72.4,71.31,72.5,73.68
29181,88.32,87.98,87.65,91.15,94.65,94.84,95.04
29183,1.75,2.05,2.36,2.31,2.26,1.56,0.86
29185,79.59,81.77,83.95,76.28,68.6,73.75,78.9
29186,40.02,41.07,42.12,45.36,48.6,39.18,29.76
29187,72.62,65.03,57.43,58.88,60.32,61.96,63.59
29189,16.87,16.49,16.11,16.43,16.75,14.2,11.65
29195,68.55,63.9,59.25,59.78,60.32,59.26,58.21
29197,88.32,85.6,82.87,69.12,55.38,53.87,52.36
29199,37.73,46.2,54.66,55.71,56.75,60.85,64.96
29201,70.23,71.86,73.48,77.36,81.24,77.06,72.88
29203,84.85,84.77,84.69,90.37,96.05,93.57,91.09
29205,52.09,51.12,50.14,50.7,51.27,67.33,83.39
29207,42.02,49.33,56.64,58.13,59.62,68.45,77.28
29209,51.19,43.3,35.4,35.18,34.97,47.92,60.88
29211,50.53,52.59,54.66,61.63,68.6,69.86,71.13
29213,74.18,68.91,63.64,65.04,66.43,66.72,67.0
29215,78.89,85.61,92.33,91.47,90.61,92.02,93.44
29217,70.23,65.6,60.97,51.33,41.69,60.96,80.24
29219,36.68,36.66,36.64,38.13,39.62,38.62,37.62
29221,86.79,80.55,74.31,76.76,79.2,81.8,84.4
29223,81.12,83.49,85.86,88.0,90.13,92.02,93.92
29225,52.56,60.7,68.83,66.39,63.95,66.27,68.59
29227,35.31,34.47,33.62,43.24,52.87,53.2,53.53
29229,84.08,87.47,90.86,91.28,91.69,92.94,94.18
29510,94.11,93.64,93.16,91.82,90.48,85.58,80.68
30001,44.54,51.54,58.55,57.97,57.39,62.2,67.0
30003,95.03,94.82,94.62,94.12,93.63,95.48,97.33
30005,94.49,94.93,95.38,96.13,96.88,94.64,92.39
30007,12.93,10.22,7.51,6.06,4.62,17.36,30.11
30009,20.98,20.09,19.2,19.35,19.49,18.16,16.84
30011,17.29,23.98,30.66,35.14,39.62,44.27,48.92
30013,38.78,41.2,43.62,40.02,36.43,42.31,48.19
30015,79.4,80.69,81.98,78.08,74.17,64.57,54.96
30017,29.19,25.54,21.9,19.66,17.42,22.33,27.24
30019,2.8,1.67,0.54,0.46,0.38,11.82,23.27
30021,40.02,43.79,47.56,31.95,16.34,17.78,19.22
30023,68.55,73.61,78.67,77.06,75.45,81.87,88.29
30025,1.81,2.67,3.53,10.14,16.75,14.06,11.36
30027,15.57,27.32,39.06,40.93,42.8,44.76,46.72
30029,34.51,36.28,38.05,33.74,29.43,31.6,33.77
30031,35.94,35.99,36.04,33.32,30.61,27.74,24.86
30033,8.47,5.86,3.25,2.36,1.46,19.84,38.22
30035,97.87,97.95,98.03,98.17,98.31,97.82,97.33
30037,77.49,65.68,53.87,50.93,47.99,49.7,51.4
30039,28.33,34.94,41.55,25.18,8.82,27.98,47.14
30041,68.13,75.38,82.62,79.43,76.24,76.17,76.1
30043,8.88,8.39,7.9,10.0,12.1,9.55,7.0
30045,28.33,29.18,30.02,36.16,42.29,43.04,43.79
30047,83.09,81.85,80.61,81.56,82.52,75.94,69.35
30049,18.91,23.12,27.32,26.7,26.08,22.49,18.91
30051,52.56,50.33,48.11,47.32,46.53,62.18,77.82
30053,56.29,60.26,64.22,68.46,72.71,73.82,74.92
30055,9.14,14.58,20.03,13.6,7.17,7.85,8.53
30057,13.47,18.08,22.7,22.54,22.39,16.19,9.99
30059,37.15,42.36,47.56,49.42,51.27,40.52,29.76
30061,74.18,76.42,78.67,71.8,64.94,71.24,77.53
30063,49.25,50.8,52.34,51.55,50.76,44.8,38.83
30065,52.98,55.76,58.55,66.54,74.52,66.02,57.51
30067,27.67,27.5,27.32,30.81,34.3,34.04,33.77
30069,17.29,32.94,48.58,29.28,9.97,41.7,73.42
30071,35.31,44.59,53.87,52.32,50.76,48.35,45.93
30073,69.12,72.56,75.99,77.44,78.89,67.24,55.6
30075,17.86,11.68,5.51,13.33,21.15,29.1,37.05
30077,43.97,30.69,17.41,26.57,35.73,39.19,42.65
30079,69.12,67.82,66.51,46.29,26.08,58.38,90.67
30081,66.7,64.2,61.7,54.12,46.53,40.77,35.01
30083,32.35,20.33,8.31,5.07,1.82,3.41,5.0
30085,90.7,92.02,93.35,94.64,95.92,97.02,98.12
30087,70.9,72.47,74.05,73.86,73.66,73.94,74.22
30089,84.3,83.97,83.64,80.24,76.85,80.12,83.39
30091,20.22,20.36,20.5,22.74,24.97,28.26,31.54
30093,76.66,74.62,72.59,73.76,74.94,68.85,62.76
30095,4.08,4.32,4.55,4.09,3.63,4.79,5.95
30097,31.68,28.43,25.18,16.49,7.8,12.32,16.84
30099,27.09,22.6,18.12,28.87,39.62,43.68,47.74
30101,58.68,58.29,57.91,54.59,51.27,52.4,53.53
30103,62.4,66.66,70.93,64.62,58.31,50.84,43.38
30105,27.09,19.93,12.77,13.09,13.41,39.18,64.96
30107,37.15,49.71,62.27,64.35,66.43,75.35,84.28
30109,37.73,35.98,34.22,45.48,56.75,46.12,35.49
30111,26.58,21.68,16.78,17.45,18.12,21.25,24.38
31001,22.99,22.44,21.9,29.8,37.71,37.66,37.62
31003,27.09,26.14,25.18,30.08,34.97,32.16,29.34
31005,3.63,5.03,6.43,13.5,20.57,41.14,61.71
31007,42.79,34.54,26.3,21.52,16.75,15.57,14.39
31009,51.19,52.12,53.04,43.67,34.3,19.56,4.81
31011,16.36,10.74,5.13,4.08,3.03,16.4,29.76
31013,74.72,56.89,39.06,34.84,30.61,29.47,28.33
31015,24.67,27.0,29.32,25.86,22.39,25.68,28.96
31017,47.28,53.89,60.49,56.68,52.87,48.6,44.33
31019,25.63,31.14,36.64,40.88,45.13,41.98,38.83
31021,9.96,12.35,14.74,22.08,29.43,33.24,37.05
31023,8.47,8.6,8.72,7.59,6.46,13.62,20.78
31025,1.31,2.56,3.82,3.72,3.63,6.4,9.17
31027,16.87,16.83,16.78,15.1,13.41,9.09,4.77
31029,24.67,19.24,13.82,11.9,9.97,18.35,26.73
31031,20.22,13.32,6.43,14.09,21.75,44.98,68.2
31033,33.24,23.99,14.74,16.64,18.54,25.04,31.54
31035,13.47,13.88,14.29,20.66,27.04,26.88,26.73
31037,34.0,30.15,26.3,29.95,33.6,37.76,41.92
31039,22.99,25.84,28.69,16.83,4.97,9.43,13.88
31041,20.98,20.51,20.03,23.05,26.08,36.0,45.93
31043,53.49,52.69,51.89,57.24,62.58,48.8,35.01
31045,54.98,53.44,51.89,49.56,47.23,42.42,37.62
31047,35.94,41.42,46.9,42.64,38.38,35.18,31.99
31049,38.24,27.82,17.41,18.76,20.1,20.95,21.8
31051,17.86,21.81,25.76,30.03,34.3,30.77,27.24
31053,24.23,24.7,25.18,33.74,42.29,43.31,44.33
31055,40.69,40.56,40.43,38.08,35.73,30.66,25.59
31057,9.96,8.93,7.9,14.23,20.57,39.04,57.51
31059,6.65,10.96,15.28,16.91,18.54,12.65,6.75
31061,39.29,36.46,33.62,38.21,42.8,52.78,62.76
31063,30.63,25.56,20.5,20.53,20.57,19.9,19.22
31065,54.98,52.22,49.47,36.87,24.27,32.93,41.6
31067,20.22,18.5,16.78,17.1,17.42,27.82,38.22
31069,22.0,23.02,24.04,18.73,13.41,33.04,52.67
31071,24.23,14.39,4.55,5.5,6.46,10.56,14.67
31073,4.62,3.17,1.72,1.53,1.34,8.5,15.66
31075,32.35,44.24,56.13,67.27,78.41,68.31,58.21
31077,22.0,15.36,8.72,12.12,15.51,20.31,25.11
31079,47.28,45.83,44.38,41.04,37.71,38.49,39.27
31081,9.14,9.52,9.9,5.52,1.15,1.13,1.11
31083,22.99,37.03,51.07,38.58,26.08,23.43,20.78
31085,3.5,4.79,6.08,19.84,33.6,43.38,53.15
31087,40.02,46.53,53.04,44.38,35.73,37.5,39.27
31089,21.43,17.35,13.28,11.62,9.97,13.84,17.7
31091,52.09,52.56,53.04,58.99,64.94,36.74,8.53
31093,12.93,12.6,12.26,17.0,21.75,21.62,21.48
31095,36.68,30.62,24.55,27.91,31.27,33.14,35.01
31097,22.0,25.66,29.32,22.14,14.97,13.55,12.13
31099,1.56,2.54,3.53,12.96,22.39,29.26,36.12
31101,23.56,27.58,31.61,30.52,29.43,36.17,42.9
31103,44.54,30.98,17.41,10.22,3.03,36.65,70.27
31105,27.09,21.6,16.11,15.81,15.51,39.32,63.14
31107,35.31,32.32,29.32,26.8,24.27,25.22,26.16
31109,42.02,41.48,40.94,39.66,38.38,33.67,28.96
31111,27.09,26.7,26.3,29.38,32.45,30.39,28.33
31113,24.23,24.7,25.18,16.49,7.8,27.77,47.74
31115,74.18,44.46,14.74,11.78,8.82,24.04,39.27
31117,20.98,44.02,67.05,66.0,64.94,48.0,31.06
31119,42.79,43.94,45.08,50.92,56.75,50.27,43.79
31121,18.18,16.46,14.74,18.56,22.39,28.48,34.56
31123,36.68,32.46,28.24,19.95,11.66,17.14,22.63
31125,20.22,24.46,28.69,27.64,26.59,31.04,35.49
31127,9.96,14.58,19.2,26.4,33.6,36.44,39.27
31129,16.87,24.24,31.61,32.03,32.45,32.0,31.54
31131,14.93,17.07,19.2,22.64,26.08,24.67,23.27
31133,62.4,69.2,75.99,65.68,55.38,66.46,77.53
31135,6.02,4.72,3.41,2.69,1.97,3.6,5.22
31137,2.07,4.79,7.51,9.8,12.1,19.42,26.73
31139,0.76,1.91,3.06,4.49,5.92,8.26,10.6
31141,9.96,9.34,8.72,9.04,9.36,10.95,12.54
31143,6.65,6.68,6.72,7.1,7.48,9.57,11.65
31145,19.48,22.33,25.18,20.96,16.75,20.01,23.27
31147,62.4,63.6,64.79,51.93,39.08,42.9,46.72
31149,5.86,11.32,16.78,11.44,6.11,7.41,8.72
31151,29.83,27.8,25.76,33.46,41.15,58.45,75.75
31153,2.96,2.78,2.61,2.22,1.82,2.14,2.45
31155,6.97,8.82,10.67,10.32,9.97,7.48,5.0
31157,35.31,35.68,36.04,38.29,40.54,43.63,46.72
31159,8.88,9.39,9.9,8.18,6.46,8.57,10.69
31161,57.12,57.28,57.43,63.94,70.45,69.96,69.48
31163,23.56,29.2,34.83,30.94,27.04,29.05,31.06
31165,17.29,18.9,20.5,21.81,23.12,48.85,74.57
31167,14.29,13.28,12.26,12.18,12.1,9.74,7.38
31169,34.51,30.41,26.3,18.14,9.97,22.49,35.01
31171,5.41,9.09,12.77,17.94,23.12,14.32,5.51
31173,96.63,96.88,97.13,96.52,95.92,90.64,85.36
31175,31.68,31.64,31.61,27.0,22.39,19.02,15.66
31177,8.88,9.78,10.67,9.52,8.38,6.8,5.22
31179,42.02,34.67,27.32,36.58,45.83,37.08,28.33
31181,27.09,21.94,16.78,20.88,24.97,29.59,34.21
31183,30.63,15.68,0.73,7.32,13.92,38.98,64.04
31185,11.17,11.49,11.81,15.65,19.49,15.09,10.69
32001,54.98,54.42,53.87,45.15,36.43,38.72,41.02
32003,47.28,46.52,45.75,45.44,45.13,45.32,45.51
32005,15.57,17.8,20.03,17.26,14.49,10.49,6.49
32007,12.45,14.93,17.41,24.01,30.61,28.92,27.24
32009,84.53,55.14,25.76,15.72,5.67,47.12,88.57
32011,51.19,35.2,19.2,13.18,7.17,34.44,61.71
32013,12.93,19.35,25.76,26.9,28.03,35.47,42.9
32015,24.67,28.56,32.44,41.6,50.76,59.34,67.92
32017,50.53,40.6,30.66,17.54,4.43,6.16,7.89
32019,42.02,44.79,47.56,38.05,28.54,29.33,30.11
32021,75.14,77.53,79.91,84.36,88.82,91.37,93.92
32023,65.71,62.74,59.76,59.69,59.62,60.25,60.88
32027,69.12,61.89,54.66,53.48,52.29,35.76,19.22
32029,15.57,9.92,4.27,6.04,7.8,7.59,7.38
32031,47.28,46.52,45.75,39.1,32.45,30.9,29.34
32033,17.86,24.74,31.61,27.94,24.27,28.72,33.16
32510,56.29,56.46,56.64,49.46,42.29,39.96,37.62
33001,13.88,15.0,16.11,13.88,11.66,10.04,8.43
33003,11.17,13.22,15.28,15.81,16.34,14.0,11.65
33005,22.0,21.02,20.03,19.08,18.12,17.48,16.84
33007,31.14,32.98,34.83,35.63,36.43,40.67,44.91
33009,18.91,21.73,24.55,21.33,18.12,18.67,19.22
33011,7.32,7.82,8.31,8.34,8.38,6.6,4.81
33013,10.92,9.62,8.31,6.99,5.67,4.98,4.3
33015,1.18,0.96,0.73,0.76,0.8,0.76,0.73
33017,18.91,17.1,15.28,16.91,18.54,15.34,12.13
33019,9.14,9.52,9.9,16.79,23.69,25.68,27.66
34001,43.97,46.28,48.58,47.56,46.53,44.06,41.6
34003,4.46,4.8,5.13,5.05,4.97,3.92,2.86
34005,1.31,2.15,2.99,3.4,3.82,3.26,2.71
34007,30.63,32.73,34.83,34.9,34.97,31.65,28.33
34009,18.18,17.48,16.78,21.14,25.51,20.9,16.3
34011,61.67,64.61,67.56,68.08,68.6,69.64,70.69
34013,57.12,58.44,59.76,60.43,61.11,55.88,50.64
34015,5.86,6.29,6.72,6.42,6.11,4.85,3.6
34017,58.29,59.63,60.97,60.64,60.32,52.62,44.91
34019,0.16,0.3,0.45,0.75,1.05,0.67,0.29
34021,22.0,21.95,21.9,24.47,27.04,22.98,18.91
