FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH
19183,26.52,23.45,20.38,20.05,19.71,23.62,27.53
19185,44.51,57.5,70.49,78.97,87.46,81.73,76.0
19187,64.34,55.84,47.34,61.59,75.84,74.86,73.87
19189,27.98,25.02,22.06,20.32,18.59,14.99,11.39
19191,17.13,13.44,9.74,10.92,12.1,19.81,27.53
19193,74.12,66.98,59.85,67.42,74.98,69.54,64.1
19195,29.74,33.94,38.14,37.65,37.15,27.85,18.56
19197,44.51,56.92,69.34,69.68,70.01,74.18,78.36
20001,47.63,44.75,41.87,45.16,48.46,57.82,67.19
20003,81.12,64.95,48.77,56.0,63.23,43.6,23.97
20005,80.32,74.19,68.07,74.77,81.47,81.86,82.24
20007,15.79,27.82,39.86,42.1,44.35,51.89,59.42
20009,44.51,41.32,38.14,48.01,57.88,61.72,65.56
20011,61.76,57.58,53.39,55.64,57.88,46.79,35.71
20013,69.79,54.82,39.86,30.5,21.14,25.85,30.55
20015,31.36,37.47,43.58,41.24,38.9,39.12,39.34
20017,7.7,14.88,22.06,40.56,59.06,51.64,44.21
20019,27.98,52.29,76.6,79.31,82.01,75.74,69.48
20021,65.97,64.47,62.97,65.63,68.29,79.44,90.58
20023,0.7,3.1,5.51,9.4,13.28,27.15,41.02
20025,3.06,4.28,5.51,4.17,2.83,5.62,8.4
20027,13.34,9.78,6.21,5.88,5.54,24.18,42.81
20029,42.38,50.2,58.01,51.18,44.35,35.94,27.53
20031,47.63,45.6,43.58,31.64,19.71,25.13,30.55
20033,2.8,3.26,3.72,2.18,0.64,6.6,12.57
20035,36.52,40.05,43.58,49.92,56.26,54.94,53.63
20037,38.2,49.87,61.54,69.19,76.85,83.94,91.02
20039,77.94,71.1,64.25,41.42,18.59,23.06,27.53
20041,49.32,52.89,56.45,57.76,59.06,49.2,39.34
20043,47.63,44.75,41.87,38.8,35.72,34.09,32.46
20045,38.2,47.32,56.45,53.94,51.42,40.98,30.55
20047,58.87,53.1,47.34,31.54,15.73,11.46,7.19
20049,6.08,14.74,23.4,49.19,74.98,70.27,65.56
20051,34.8,33.05,31.3,36.78,42.25,38.18,34.12
20053,58.87,62.96,67.05,67.67,68.29,48.69,29.09
20055,13.34,16.2,19.07,21.64,24.2,37.37,50.54
20057,36.52,50.39,64.25,51.58,38.9,39.12,39.34
20059,15.79,18.92,22.06,22.27,22.48,21.17,19.86
20061,42.38,41.12,39.86,34.16,28.46,31.29,34.12
20063,4.78,3.28,1.78,1.56,1.34,1.58,1.81
20065,6.08,4.9,3.72,6.46,9.2,14.53,19.86
20067,2.55,2.86,3.18,3.0,2.83,3.5,4.17
20069,2.32,2.46,2.61,2.12,1.62,1.25,0.89
20071,6.08,10.06,14.04,17.59,21.14,23.44,25.75
20073,34.8,39.19,43.58,43.96,44.35,48.29,52.23
20075,10.73,9.72,8.72,7.51,6.3,5.71,5.12
20077,20.73,24.18,27.63,25.92,24.2,15.32,6.43
20079,14.65,16.86,19.07,31.71,44.35,58.0,71.64
20081,2.04,1.77,1.5,1.56,1.62,1.72,1.81
20083,0.96,1.78,2.61,3.1,3.6,2.7,1.81
20085,27.98,25.02,22.06,19.58,17.1,21.42,25.75
20087,4.78,4.25,3.72,4.63,5.54,7.46,9.39
20089,10.16,6.67,3.18,19.45,35.72,36.74,37.75
20091,12.0,13.02,14.04,13.66,13.28,12.92,12.57
20093,5.48,4.04,2.61,4.94,7.26,4.22,1.18
20095,18.08,12.14,6.21,5.62,5.03,8.8,12.57
20097,92.2,91.06,89.91,69.18,48.46,38.78,29.09
20099,49.32,59.33,69.34,60.38,51.42,53.97,56.52
20101,27.98,20.29,12.61,14.86,17.1,12.75,8.4
20103,18.08,19.23,20.38,26.19,32.0,28.88,25.75
20105,12.0,6.89,1.78,3.1,4.43,10.24,16.04
20107,42.38,43.88,45.37,36.17,26.97,22.2,17.44
20109,36.52,22.62,8.72,7.51,6.3,5.71,5.12
20111,77.94,80.34,82.74,74.19,65.65,59.64,53.63
20113,6.08,7.4,8.72,15.6,22.48,23.22,23.97
20115,22.03,19.78,17.54,22.26,26.97,24.8,22.63
20117,32.73,32.02,31.3,29.14,26.97,27.25,27.53
20119,13.34,15.44,17.54,17.32,17.1,11.46,5.82
20121,17.13,24.22,31.3,22.29,13.28,14.66,16.04
20123,44.51,39.62,34.73,24.0,13.28,16.57,19.86
20125,86.85,85.78,84.72,77.36,70.01,77.01,84.02
20127,51.29,46.58,41.87,50.46,59.06,50.04,41.02
20129,3.44,13.42,23.4,19.56,15.73,23.14,30.55
20131,38.2,32.25,26.3,23.0,19.71,26.08,32.46
20133,62.97,62.97,62.97,67.6,72.24,59.14,46.05
20135,29.74,19.23,8.72,4.76,0.8,1.86,2.93
20137,23.62,23.51,23.4,22.27,21.14,15.26,9.39
20139,31.36,33.04,34.73,24.65,14.58,10.88,7.19
20141,5.48,8.62,11.75,16.44,21.14,23.44,25.75
20143,40.18,29.62,19.07,12.69,6.3,4.98,3.66
20145,38.2,23.97,9.74,23.44,37.15,28.51,19.86
20147,13.34,14.26,15.19,17.45,19.71,34.48,49.24
20149,7.13,7.92,8.72,8.27,7.83,7.13,6.43
20151,24.99,33.43,41.87,34.42,26.97,23.42,19.86
20153,12.0,11.38,10.76,30.39,50.02,59.3,68.59
20155,42.38,52.68,62.97,62.48,61.99,55.62,49.24
20157,36.52,28.45,20.38,34.42,48.46,43.9,39.34
20159,57.15,38.76,20.38,21.43,22.48,25.0,27.53
20161,47.63,50.51,53.39,56.91,60.43,59.92,59.42
20163,18.08,20.07,22.06,19.58,17.1,20.54,23.97
20165,13.34,12.05,10.76,9.98,9.2,12.62,16.04
20167,64.34,43.87,23.4,22.94,22.48,21.9,21.32
20169,54.6,60.23,65.87,71.9,77.94,80.98,84.02
20171,10.16,5.22,0.29,0.6,0.92,1.21,1.5
20173,52.98,52.46,51.93,54.9,57.88,58.0,58.12
20175,36.52,32.96,29.39,38.92,48.46,62.23,76.0
20177,73.0,75.2,77.4,76.62,75.84,74.86,73.87
20179,3.44,2.24,1.05,11.76,22.48,24.12,25.75
20181,73.0,38.81,4.62,6.91,9.2,11.41,13.62
20183,45.88,43.88,41.87,27.58,13.28,18.62,23.97
20185,15.79,16.67,17.54,13.88,10.22,8.7,7.19
20187,14.65,23.82,32.98,21.6,10.22,12.54,14.86
20189,1.05,1.72,2.39,13.29,24.2,42.52,60.85
20191,36.52,28.45,20.38,25.25,30.12,32.12,34.12
20193,10.73,8.89,7.04,5.74,4.43,11.5,18.56
20195,3.88,2.99,2.1,1.31,0.51,0.6,0.7
20197,3.44,5.65,7.86,5.86,3.85,7.62,11.39
20199,27.98,17.51,7.04,4.94,2.83,6.11,9.39
20201,5.48,5.22,4.97,7.08,9.2,8.8,8.4
20203,13.34,10.6,7.86,22.5,37.15,36.43,35.71
20205,71.06,69.06,67.05,64.52,61.99,57.81,53.63
20207,69.79,63.9,58.01,51.18,44.35,50.44,56.52
20209,88.38,88.68,88.98,88.7,88.41,87.22,86.03
21001,69.79,60.86,51.93,55.5,59.06,51.64,44.21
21003,77.94,76.9,75.87,63.64,51.42,48.74,46.05
21005,12.0,13.6,15.19,18.16,21.14,22.56,23.97
21007,9.36,28.35,47.34,62.1,76.85,84.86,92.87
21009,65.97,63.76,61.54,56.48,51.42,50.98,50.54
21011,75.96,77.84,79.72,81.6,83.48,83.1,82.72
21013,98.69,98.69,98.69,98.31,97.93,95.26,92.58
21015,13.34,12.97,12.61,11.84,11.08,10.24,9.39
21017,83.86,78.88,73.89,63.42,52.94,45.34,37.75
21019,87.3,85.53,83.76,84.15,84.53,82.21,79.89
21021,58.87,62.37,65.87,65.06,64.25,71.3,78.36
21023,69.79,69.56,69.34,68.18,67.02,51.36,35.71
21025,96.94,97.37,97.8,98.09,98.38,98.28,98.19
21027,69.79,61.59,53.39,64.18,74.98,58.9,42.81
21029,7.7,6.6,5.51,5.9,6.3,9.44,12.57
21031,87.71,82.56,77.4,69.69,61.99,59.26,56.52
21033,55.78,58.66,61.54,50.22,38.9,62.7,86.51
21035,71.06,70.78,70.49,64.78,59.06,45.76,32.46
21037,80.32,81.14,81.95,79.94,77.94,75.9,73.87
21039,55.78,53.86,51.93,47.09,42.25,30.4,18.56
21041,80.32,82.28,84.24,76.26,68.29,58.76,49.24
21043,55.78,50.57,45.37,49.16,52.94,57.82,62.7
21045,73.0,70.54,68.07,60.5,52.94,53.28,53.63
21047,78.83,80.39,81.95,84.71,87.46,82.54,77.63
21049,83.41,75.23,67.05,63.05,59.06,63.13,67.19
21051,96.85,97.04,97.23,97.12,97.01,96.86,96.72
21053,31.36,49.72,68.07,73.0,77.94,80.98,84.02
21055,81.12,86.38,91.63,86.82,82.01,75.74,69.48
21057,67.53,76.12,84.72,87.28,89.84,89.3,88.77
21059,47.63,55.3,62.97,63.1,63.23,64.4,65.56
21061,54.6,49.09,43.58,33.03,22.48,17.53,12.57
21063,86.85,83.78,80.71,68.48,56.26,40.12,23.97
21065,77.17,75.53,73.89,71.95,70.01,80.77,91.53
21067,81.12,79.26,77.4,77.67,77.94,76.97,76.0
21069,84.59,80.23,75.87,71.45,67.02,71.51,76.0
21071,92.52,93.25,93.98,91.2,88.41,87.46,86.51
21073,38.2,41.78,45.37,54.3,63.23,68.08,72.92
21075,97.42,97.61,97.8,98.39,98.98,98.74,98.5
21077,26.52,44.03,61.54,57.24,52.94,43.53,34.12
21079,29.74,34.8,39.86,35.93,32.0,25.28,18.56
21081,10.73,21.02,31.3,30.71,30.12,24.34,18.56
21083,78.83,81.77,84.72,82.49,80.26,64.75,49.24
21085,55.78,53.06,50.33,55.38,60.43,59.28,58.12
21087,57.15,60.7,64.25,64.25,64.25,61.18,58.12
21089,57.15,43.27,29.39,28.18,26.97,32.36,37.75
21091,20.73,14.3,7.86,15.17,22.48,22.56,22.63
21093,42.38,49.42,56.45,53.24,50.02,46.41,42.81
21095,96.31,96.2,96.08,96.5,96.91,96.04,95.16
21097,51.29,56.41,61.54,63.6,65.65,75.17,84.69
21099,92.77,94.38,95.99,96.24,96.5,93.3,90.1
21101,85.86,85.29,84.72,84.32,83.92,79.62,75.33
21103,47.63,37.63,27.63,28.88,30.12,26.38,22.63
21105,51.29,49.32,47.34,61.16,74.98,64.96,54.93
21107,61.76,59.88,58.01,61.13,64.25,66.42,68.59
21109,64.34,66.2,68.07,74.77,81.47,83.42,85.36
21111,89.78,89.62,89.46,89.19,88.92,88.54,88.16
21113,44.51,39.62,34.73,32.43,30.12,26.38,22.63
21115,88.92,91.02,93.12,94.56,95.99,94.64,93.28
21117,77.94,78.83,79.72,79.19,78.67,76.27,73.87
21119,88.38,90.9,93.41,94.92,96.43,91.72,87.01
21121,95.64,93.64,91.63,92.84,94.05,94.86,95.67
21123,20.73,22.84,24.96,25.3,25.63,17.51,9.39
21125,74.12,72.97,71.82,69.42,67.02,66.29,65.56
21127,82.23,81.47,80.71,78.78,76.85,69.77,62.7
21129,90.29,91.28,92.26,94.12,95.99,97.17,98.35
21131,84.59,90.06,95.54,95.56,95.57,95.22,94.88
21133,96.72,91.4,86.09,83.18,80.26,81.25,82.24
21135,91.95,81.22,70.49,79.18,87.87,84.68,81.48
21137,77.17,75.96,74.75,69.5,64.25,58.24,52.23
21139,51.29,54.65,58.01,54.72,51.42,28.27,5.12
21141,55.78,60.01,64.25,71.9,79.56,78.96,78.36
21143,3.88,2.99,2.1,2.46,2.83,3.07,3.31
21145,74.12,74.44,74.75,73.5,72.24,73.06,73.87
21147,94.46,95.73,97.01,95.3,93.6,92.57,91.53
21149,49.32,49.04,48.77,41.29,33.81,50.5,67.19
21151,52.98,50.16,47.34,44.79,42.25,40.0,37.75
21153,92.87,93.14,93.41,90.91,88.41,90.49,92.58
21155,82.84,84.2,85.55,81.2,76.85,67.48,58.12
21157,13.34,12.05,10.76,22.28,33.81,35.78,37.75
21159,88.38,87.57,86.76,88.5,90.23,84.3,78.36
21161,71.89,80.68,89.46,89.65,89.84,89.3,88.77
21163,24.99,24.98,24.96,20.34,15.73,15.3,14.86
21165,77.94,84.43,90.93,83.38,75.84,62.54,49.24
21167,47.63,41.94,36.26,48.34,60.43,55.48,50.54
21169,74.12,56.13,38.14,25.71,13.28,19.52,25.75
21171,87.3,87.89,88.48,88.18,87.87,83.12,78.36
21173,77.17,72.11,67.05,59.23,51.42,53.18,54.93
21175,73.0,67.27,61.54,62.89,64.25,69.06,73.87
21177,62.97,67.4,71.82,70.06,68.29,52.0,35.71
21179,40.18,33.9,27.63,41.02,54.41,49.31,44.21
21181,18.08,55.6,93.12,93.36,93.6,92.96,92.33
21183,40.18,35.74,31.3,25.5,19.71,21.17,22.63
21185,9.36,6.54,3.72,3.47,3.22,2.76,2.29
21187,23.62,19.93,16.24,13.23,10.22,9.31,8.4
21189,99.11,99.0,98.89,97.31,95.73,94.92,94.11
21191,29.74,20.74,11.75,13.74,15.73,21.63,27.53
21193,95.86,96.2,96.53,96.52,96.5,92.84,89.18
21195,88.38,87.57,86.76,81.8,76.85,78.7,80.55
21197,92.2,89.48,86.76,80.62,74.47,82.0,89.53
21199,69.79,71.84,73.89,76.28,78.67,75.79,72.92
21201,71.89,56.88,41.87,42.06,42.25,37.35,32.46
21203,85.23,85.66,86.09,88.52,90.96,86.22,81.48
21205,58.87,61.56,64.25,74.39,84.53,89.54,94.56
21207,79.59,82.84,86.09,72.58,59.06,48.4,37.75
21209,54.6,42.95,31.3,29.88,28.46,22.95,17.44
21211,15.79,12.26,8.72,12.22,15.73,13.0,10.28
21213,45.88,45.62,45.37,27.28,9.2,8.2,7.19
21215,18.08,10.9,3.72,2.78,1.85,3.49,5.12
21217,71.89,77.82,83.76,82.88,82.01,75.74,69.48
21219,82.23,82.72,83.22,87.31,91.4,90.46,89.53
21221,65.97,65.92,65.87,55.11,44.35,53.52,62.7
21223,45.88,58.18,70.49,68.76,67.02,73.78,80.55
21225,77.94,66.44,54.95,48.6,42.25,37.35,32.46
21227,60.17,61.57,62.97,58.69,54.41,56.27,58.12
21229,38.2,32.92,27.63,30.72,33.81,48.26,62.7
21231,81.12,87.94,94.75,91.31,87.87,86.28,84.69
21233,36.52,46.48,56.45,49.35,42.25,53.9,65.56
21235,83.86,74.87,65.87,67.08,68.29,72.14,76.0
21237,94.91,95.9,96.88,98.04,99.2,99.26,99.33
21239,22.03,29.14,36.26,35.99,35.72,26.58,17.44
22001,83.86,79.31,74.75,77.5,80.26,78.13,76.0
22003,85.86,82.33,78.8,76.89,74.98,67.2,59.42
22005,23.62,19.4,15.19,18.16,21.14,18.59,16.04
22007,86.85,80.8,74.75,71.52,68.29,81.2,94.11
22009,89.49,88.13,86.76,84.8,82.84,81.7,80.55
22011,42.38,40.26,38.14,50.07,61.99,60.7,59.42
22013,94.46,92.9,91.34,93.92,96.5,96.02,95.54
22015,54.6,45.43,36.26,32.36,28.46,37.26,46.05
22017,91.37,91.5,91.63,92.12,92.61,92.07,91.53
22019,60.17,63.02,65.87,61.87,57.88,51.96,46.05
22021,80.32,88.01,95.7,91.58,87.46,60.79,34.12
22023,0.96,0.78,0.6,0.82,1.05,0.97,0.89
22025,54.6,61.34,68.07,73.0,77.94,74.79,71.64
22027,92.2,93.48,94.75,92.74,90.74,89.12,87.49
22029,96.15,90.85,85.55,88.26,90.96,90.53,90.1
22031,92.87,89.82,86.76,86.24,85.71,87.9,90.1
22033,64.34,65.1,65.87,67.94,70.01,71.46,72.92
22035,98.89,99.02,99.14,99.08,99.01,98.26,97.52
22037,55.78,39.59,23.4,38.17,52.94,71.76,90.58
22039,95.16,95.35,95.54,95.38,95.22,96.45,97.68
22041,88.92,88.95,88.98,78.0,67.02,58.78,50.54
22043,62.97,38.51,14.04,19.12,24.2,35.92,47.64
22045,89.49,90.42,91.34,91.15,90.96,91.24,91.53
22047,89.78,88.74,87.71,87.01,86.31,87.24,88.16
22049,90.29,92.82,95.35,95.67,95.99,94.28,92.58
22051,75.96,74.4,72.84,72.54,72.24,76.4,80.55
22053,77.17,73.26,69.34,70.79,72.24,66.55,60.85
22055,61.76,61.65,61.54,64.28,67.02,67.1,67.19
22057,67.53,62.77,58.01,60.62,63.23,69.98,76.73
22059,49.32,36.36,23.4,24.51,25.63,20.83,16.04
22061,87.71,88.97,90.23,91.42,92.61,88.98,85.36
22063,12.0,18.48,24.96,30.34,35.72,33.14,30.55
22065,98.98,98.95,98.92,98.24,97.55,97.04,96.53
22067,94.91,94.51,94.11,93.57,93.03,94.78,96.53
22069,90.13,90.88,91.63,92.84,94.05,90.04,86.03
22071,98.95,98.96,98.98,99.03,99.08,99.02,98.95
22073,83.41,84.06,84.72,85.78,86.85,85.77,84.69
22075,12.0,10.36,8.72,28.59,48.46,44.74,41.02
22077,88.92,86.34,83.76,78.57,73.38,70.98,68.59
22079,79.59,82.16,84.72,87.06,89.4,90.46,91.53
22081,96.85,94.1,91.34,75.2,59.06,74.82,90.58
22083,83.86,84.29,84.72,76.5,68.29,68.88,69.48
22085,73.0,76.36,79.72,79.64,79.56,74.08,68.59
22087,45.88,55.06,64.25,64.25,64.25,67.5,70.75
22089,27.98,30.48,32.98,29.97,26.97,24.14,21.32
22091,78.83,86.12,93.41,91.16,88.92,86.18,83.45
22093,69.79,75.25,80.71,85.06,89.4,91.14,92.87
22095,83.41,80.0,76.6,72.45,68.29,47.91,27.53
22097,93.09,93.25,93.41,92.07,90.74,88.62,86.51
22099,73.0,68.62,64.25,59.33,54.41,57.63,60.85
22101,88.38,83.59,78.8,78.37,77.94,85.9,93.86
22103,15.79,15.49,15.19,15.46,15.73,21.63,27.53
22105,65.97,62.91,59.85,62.05,64.25,58.24,52.23
22107,98.28,98.39,98.5,98.17,97.84,97.86,97.87
22109,74.12,68.54,62.97,74.34,85.71,87.9,90.1
22111,71.89,68.88,65.87,68.49,71.12,56.07,41.02
22113,54.6,61.34,68.07,66.16,64.25,76.51,88.77
22115,23.62,24.29,24.96,42.01,59.06,65.99,72.92
22117,91.09,89.15,87.2,87.33,87.46,84.0,80.55
22119,82.23,79.82,77.4,75.39,73.38,80.44,87.49
22121,54.6,58.07,61.54,64.28,67.02,44.82,22.63
22123,52.98,37.52,22.06,20.88,19.71,13.45,7.19
22125,17.13,26.7,36.26,35.03,33.81,32.18,30.55
22127,60.17,61.57,62.97,63.61,64.25,77.64,91.02
23001,92.87,91.16,89.46,89.19,88.92,87.96,87.01
23003,75.17,75.89,76.6,81.16,85.71,84.58,83.45
23005,81.12,79.26,77.4,75.94,74.47,71.53,68.59
23007,45.88,43.88,41.87,48.14,54.41,69.22,84.02
23009,67.53,67.29,67.05,61.65,56.26,52.75,49.24
23011,75.96,78.74,81.53,80.54,79.56,78.6,77.63
23013,51.29,58.58,65.87,62.46,59.06,57.0,54.93
23015,4.78,9.98,15.19,22.66,30.12,41.88,53.63
23017,62.97,62.97,62.97,61.02,59.06,50.93,42.81
23019,82.23,81.47,80.71,81.09,81.47,76.55,71.64
23021,55.78,54.58,53.39,65.66,77.94,73.26,68.59
23023,65.97,63.76,61.54,59.71,57.88,40.92,23.97
23025,61.76,71.65,81.53,83.41,85.29,78.02,70.75
23027,45.88,47.32,48.77,46.56,44.35,46.79,49.24
23029,84.59,83.27,81.95,83.24,84.53,83.0,81.48
23031,40.18,41.02,41.87,43.11,44.35,46.79,49.24
24001,89.78,91.39,93.0,91.62,90.23,86.84,83.45
24003,20.73,19.14,17.54,18.07,18.59,19.23,19.86
24005,75.96,76.68,77.4,76.19,74.98,76.67,78.36
24009,10.16,16.11,22.06,16.14,10.22,9.8,9.39
24011,47.63,57.34,67.05,63.05,59.06,57.79,56.52
24013,20.73,22.84,24.96,27.54,30.12,28.82,27.53
24015,32.73,31.06,29.39,39.7,50.02,45.52,41.02
24017,15.79,14.2,12.61,14.17,15.73,14.68,13.62
24019,89.78,88.49,87.2,90.24,93.28,91.4,89.53
24021,32.73,33.73,34.73,29.46,24.2,24.08,23.97
24023,75.96,74.92,73.89,68.56,63.23,60.68,58.12
24025,26.52,29.75,32.98,35.07,37.15,33.85,30.55
24027,10.73,12.38,14.04,15.57,17.1,19.21,21.32
24029,89.78,92.12,94.46,95.02,95.57,93.95,92.33
24031,71.89,73.32,74.75,74.87,74.98,75.49,76.0
24033,88.38,86.55,84.72,84.32,83.92,85.7,87.49
24035,3.88,5.87,7.86,11.22,14.58,13.58,12.57
24037,44.51,43.19,41.87,35.99,30.12,32.12,34.12
24039,90.29,92.86,95.42,95.32,95.22,90.62,86.03
24041,58.87,52.12,45.37,39.59,33.81,54.57,75.33
24043,81.12,79.96,78.8,79.53,80.26,81.49,82.72
24045,71.89,69.47,67.05,73.3,79.56,80.05,80.55
24047,52.98,60.53,68.07,62.17,56.26,57.84,59.42
24510,99.43,99.42,99.4,99.4,99.4,99.38,99.36
25001,45.88,45.62,45.37,41.26,37.15,35.64,34.12
25003,91.09,89.78,88.48,88.7,88.92,87.96,87.01
25005,91.66,92.54,93.41,93.22,93.03,92.44,91.85
25007,12.0,8.1,4.2,6.7,9.2,12.03,14.86
25009,92.2,92.48,92.77,93.02,93.28,93.4,93.51
25011,62.97,62.97,62.97,65.63,68.29,73.32,78.36
25013,97.71,97.36,97.01,97.17,97.33,97.28,97.23
25015,74.12,75.76,77.4,78.83,80.26,78.5,76.73
25017,91.37,91.5,91.63,92.12,92.61,92.94,93.28
25019,38.2,58.5,78.8,69.62,60.43,67.15,73.87
25021,86.47,86.28,86.09,86.78,87.46,87.81,88.16
25023,60.17,57.56,54.95,54.68,54.41,56.27,58.12
25025,99.59,99.59,99.59,99.59,99.59,99.57,99.55
25027,83.86,83.81,83.76,85.3,86.85,87.17,87.49
26001,22.03,19.78,17.54,19.34,21.14,18.0,14.86
26003,49.32,51.36,53.39,58.31,63.23,67.44,71.64
26005,18.08,18.58,19.07,22.35,25.63,23.48,21.32
26007,78.83,75.84,72.84,73.66,74.47,74.9,75.33
26009,12.0,14.77,17.54,18.07,18.59,23.06,27.53
26011,58.87,56.13,53.39,51.7,50.02,61.95,73.87
26013,61.76,49.95,38.14,48.6,59.06,58.59,58.12
26015,24.99,28.98,32.98,23.78,14.58,12.43,10.28
26017,79.59,79.2,78.8,78.74,78.67,75.16,71.64
26019,23.62,20.58,17.54,16.63,15.73,17.79,19.86
26021,82.84,82.79,82.74,81.5,80.26,81.49,82.72
26023,65.97,64.47,62.97,63.61,64.25,62.55,60.85
26025,75.96,78.74,81.53,82.72,83.92,82.23,80.55
26027,24.99,24.98,24.96,25.96,26.97,28.03,29.09
26029,45.88,50.42,54.95,49.65,44.35,47.44,50.54
26031,42.38,46.36,50.33,44.62,38.9,39.96,41.02
26033,79.59,76.74,73.89,79.21,84.53,87.78,91.02
26035,80.32,80.02,79.72,79.64,79.56,80.05,80.55
26037,6.08,6.97,7.86,7.56,7.26,8.77,10.28
26039,54.6,59.42,64.25,57.14,50.02,58.6,67.19
26041,81.12,79.96,78.8,79.18,79.56,83.52,87.49
26043,38.2,52.62,67.05,69.08,71.12,70.94,70.75
26045,38.2,39.03,39.86,39.38,38.9,36.51,34.12
26047,26.52,35.05,43.58,48.26,52.94,50.29,47.64
26049,85.23,84.98,84.72,84.62,84.53,84.28,84.02
26051,57.15,66.51,75.87,76.36,76.85,73.8,70.75
26053,89.78,91.45,93.12,92.26,91.4,91.86,92.33
26055,36.52,32.07,27.63,33.26,38.9,46.26,53.63
26057,69.79,66.38,62.97,63.1,63.23,58.43,53.63
26059,60.17,66.0,71.82,72.6,73.38,72.06,70.75
26061,73.0,78.62,84.24,86.06,87.87,89.44,91.02
26063,51.29,47.44,43.58,49.92,56.26,52.75,49.24
26065,82.84,82.79,82.74,84.02,85.29,85.66,86.03
26067,42.38,43.88,45.37,43.81,42.25,45.74,49.24
26069,45.88,51.94,58.01,58.54,59.06,62.31,65.56
26071,68.64,71.26,73.89,71.09,68.29,68.88,69.48
26073,57.15,60.06,62.97,63.1,63.23,67.44,71.64
26075,77.94,77.27,76.6,74.99,73.38,71.43,69.48
26077,73.0,74.8,76.6,77.27,77.94,76.97,76.0
26079,60.17,48.22,36.26,36.7,37.15,34.8,32.46
26081,74.12,73.48,72.84,71.43,70.01,70.38,70.75
26083,31.36,24.45,17.54,15.41,13.28,12.34,11.39
26085,73.0,67.27,61.54,70.1,78.67,82.84,87.01
26087,36.52,37.33,38.14,37.65,37.15,31.45,25.75
26089,10.16,9.95,9.74,10.92,12.1,12.86,13.62
26091,45.88,42.01,38.14,41.24,44.35,45.2,46.05
26093,6.08,7.4,8.72,10.41,12.1,12.34,12.57
26095,40.18,55.34,70.49,71.36,72.24,69.72,67.19
26097,93.82,95.52,97.23,97.76,98.28,98.02,97.77
26099,61.76,61.65,61.54,58.9,56.26,56.39,56.52
26101,71.89,67.43,62.97,67.04,71.12,62.38,53.63
26103,49.32,52.89,56.45,55.43,54.41,52.48,50.54
26105,65.97,61.99,58.01,54.72,51.42,60.45,69.48
26107,71.06,71.44,71.82,68.73,65.65,63.25,60.85
26109,61.76,68.82,75.87,76.36,76.85,80.15,83.45
26111,31.36,34.75,38.14,47.2,56.26,56.39,56.52
26113,32.73,30.18,27.63,22.36,17.1,17.83,18.56
26115,34.8,36.47,38.14,43.3,48.46,48.05,47.64
26117,52.98,52.46,51.93,55.5,59.06,59.24,59.42
26119,42.38,47.88,53.39,40.92,28.46,46.28,64.1
26121,86.47,86.01,85.55,81.2,76.85,76.09,75.33
26123,42.38,35.88,29.39,30.7,32.0,28.88,25.75
26125,45.88,45.62,45.37,44.86,44.35,47.44,50.54
26127,29.74,30.52,31.3,37.82,44.35,45.2,46.05
26129,58.87,62.96,67.05,64.52,61.99,54.02,46.05
26131,51.29,61.56,71.82,68.73,65.65,58.94,52.23
26133,79.59,80.15,80.71,79.69,78.67,76.27,73.87
26135,68.64,71.26,73.89,74.18,74.47,80.74,87.01
26137,71.06,67.02,62.97,57.19,51.42,59.31,67.19
26139,22.03,24.16,26.3,26.64,26.97,25.47,23.97
26141,17.13,21.72,26.3,23.0,19.71,30.36,41.02
26143,54.6,59.42,64.25,67.13,70.01,79.09,88.16
26145,82.84,84.2,85.55,86.2,86.85,86.1,85.36
26147,67.53,70.71,73.89,68.56,63.23,59.08,54.93
26149,62.97,69.42,75.87,77.72,79.56,80.05,80.55
26151,49.32,49.82,50.33,53.3,56.26,55.59,54.93
26153,77.94,75.39,72.84,75.76,78.67,74.08,69.48
26155,61.76,59.1,56.45,51.61,46.77,49.5,52.23
26157,34.8,34.76,34.73,36.82,38.9,35.68,32.46
26159,49.32,49.04,48.77,49.4,50.02,48.83,47.64
26161,82.23,81.47,80.71,81.36,82.01,80.95,79.89
26163,97.42,97.47,97.52,97.62,97.71,97.38,97.04
26165,71.06,65.46,59.85,60.14,60.43,53.24,46.05
27001,54.6,49.98,45.37,47.7,50.02,44.68,39.34
27003,34.8,33.89,32.98,30.72,28.46,28.78,29.09
27005,57.15,54.54,51.93,50.97,50.02,40.28,30.55
27007,64.34,66.84,69.34,72.59,75.84,79.93,84.02
27009,75.96,77.38,78.8,76.09,73.38,65.75,58.12
27011,75.17,79.94,84.72,79.85,74.98,67.2,59.42
27013,58.87,63.47,68.07,66.86,65.65,63.25,60.85
27015,36.52,36.39,36.26,36.7,37.15,31.45,25.75
27017,42.38,40.26,38.14,36.93,35.72,28.52,21.32
27019,17.13,17.34,17.54,17.32,17.1,23.83,30.55
27021,49.32,49.04,48.77,46.56,44.35,41.84,39.34
27023,40.18,29.62,19.07,31.71,44.35,51.24,58.12
27025,36.52,38.19,39.86,33.42,26.97,24.8,22.63
27027,55.78,56.12,56.45,61.05,65.65,69.76,73.87
