FIPS,2014 EPL_CROWD,2015 EPL_CROWD,2016 EPL_CROWD,2017 EPL_CROWD,2018 EPL_CROWD,2019 EPL_CROWD,2020 EPL_CROWD
27047,44.92,41.02,37.12,29.57,22.03,24.81,27.59
27049,24.64,34.8,44.95,39.27,33.59,30.59,27.59
27051,4.74,6.16,7.58,6.62,5.67,11.24,16.8
27053,67.11,68.88,70.65,71.57,72.49,73.23,73.97
27055,18.34,16.37,14.39,9.35,4.3,4.9,5.51
27057,39.99,51.52,63.04,69.63,76.22,71.83,67.44
27059,43.08,44.99,46.9,38.27,29.64,30.74,31.83
27061,53.65,54.92,56.19,61.2,66.22,61.39,56.56
27063,37.89,30.79,23.69,19.6,15.5,17.73,19.96
27065,44.73,39.02,33.3,46.9,60.49,56.96,53.44
27067,41.9,49.64,57.37,58.93,60.49,58.53,56.56
27069,19.52,21.72,23.91,15.86,7.8,6.65,5.51
27071,30.28,22.38,14.49,12.15,9.81,9.28,8.75
27073,12.03,8.78,5.54,13.78,22.03,16.57,11.11
27075,50.53,58.12,65.71,40.61,15.5,13.3,11.11
27077,41.93,43.28,44.64,49.81,54.98,33.04,11.11
27079,29.26,31.92,34.57,37.57,40.56,30.26,19.96
27081,6.43,8.0,9.58,7.62,5.67,12.81,19.96
27083,56.06,62.72,69.37,69.01,68.64,64.11,59.58
27085,23.62,24.6,25.57,22.22,18.88,21.32,23.77
27087,89.43,87.94,86.44,80.39,74.34,79.61,84.88
27089,8.15,12.91,17.67,14.95,12.23,11.67,11.11
27091,21.11,27.76,34.42,24.96,15.5,14.78,14.07
27093,42.85,47.7,52.56,55.28,58.01,52.72,47.42
27095,43.62,51.94,60.27,63.24,66.22,61.39,56.56
27097,25.12,30.48,35.85,36.44,37.03,34.43,31.83
27099,59.73,51.36,42.98,59.6,76.22,79.66,83.1
27101,5.6,5.22,4.84,7.33,9.81,6.85,3.88
27103,32.66,24.91,17.16,10.19,3.22,2.46,1.69
27105,96.56,93.88,91.21,86.06,80.9,80.52,80.14
27107,54.44,64.82,75.2,72.92,70.65,71.51,72.37
27109,43.71,49.87,56.03,58.26,60.49,65.35,70.21
27111,31.26,30.2,29.13,31.36,33.59,36.91,40.23
27113,20.22,14.42,8.63,15.33,22.03,19.42,16.8
27115,67.94,55.22,42.5,39.76,37.03,40.33,43.63
27117,60.39,62.78,65.17,58.48,51.8,35.88,19.96
27119,26.04,23.86,21.68,23.86,26.04,39.74,53.44
27121,9.2,17.56,25.92,20.71,15.5,12.12,8.75
27123,89.33,89.44,89.56,89.14,88.73,89.21,89.69
27125,15.28,18.0,20.73,34.45,48.17,49.24,50.32
27127,31.77,23.42,15.06,11.43,7.8,13.88,19.96
27129,33.46,27.92,22.38,17.3,12.23,11.67,11.11
27131,61.38,53.69,46.0,48.9,51.8,54.18,56.56
27133,44.38,40.82,37.25,46.11,54.98,55.77,56.56
27135,52.37,59.76,67.14,59.47,51.8,34.3,16.8
27137,21.81,26.46,31.1,35.83,40.56,40.4,40.23
27139,32.7,36.21,39.73,55.19,70.65,71.51,72.37
27141,47.53,49.49,51.45,46.0,40.56,36.2,31.83
27143,24.99,23.75,22.51,26.08,29.64,32.82,36.0
27145,54.15,58.5,62.85,68.6,74.34,75.76,77.18
27147,51.99,58.12,64.25,61.13,58.01,60.21,62.41
27149,8.69,9.71,10.73,20.18,29.64,48.54,67.44
27151,25.06,30.5,35.94,30.99,26.04,24.9,23.77
27153,74.37,77.0,79.62,82.09,84.56,86.79,89.02
27155,0.0,1.62,3.25,9.38,15.5,34.47,53.44
27157,6.08,11.21,16.33,12.07,7.8,9.46,11.11
27159,25.31,31.44,37.57,55.96,74.34,82.76,91.18
27161,59.47,49.0,38.52,34.08,29.64,43.1,56.56
27163,29.96,29.18,28.4,25.22,22.03,26.93,31.83
27165,4.27,12.21,20.15,41.64,63.13,62.77,62.41
27167,23.27,22.96,22.64,33.6,44.57,30.68,16.8
27169,29.74,31.1,32.47,27.25,22.03,22.9,23.77
27171,41.8,47.69,53.58,47.07,40.56,32.16,23.77
27173,32.47,25.96,19.45,28.24,37.03,50.93,64.83
28001,79.72,72.43,65.14,64.13,63.13,37.12,11.11
28003,70.39,66.04,61.7,47.64,33.59,30.59,27.59
28005,10.76,23.1,35.43,41.8,48.17,49.24,50.32
28007,80.42,80.97,81.53,81.76,81.98,74.71,67.44
28009,61.92,48.23,34.54,34.06,33.59,43.52,53.44
28011,90.93,86.02,81.12,60.84,40.56,59.66,78.77
28013,70.01,73.96,77.91,81.24,84.56,79.27,73.97
28015,15.89,38.02,60.14,72.82,85.51,78.94,72.37
28017,65.65,70.22,74.79,63.3,51.8,43.9,36.0
28019,81.63,78.14,74.66,73.58,72.49,44.64,16.8
28021,94.08,94.78,95.48,94.98,94.49,79.66,64.83
28023,51.23,35.75,20.28,16.26,12.23,24.12,36.0
28025,67.21,44.42,21.62,13.65,5.67,6.29,6.91
28027,69.21,63.39,57.56,52.87,48.17,44.2,40.23
28029,85.71,86.7,87.68,86.6,85.51,75.17,64.83
28031,37.57,48.17,58.77,56.88,54.98,33.04,11.11
28033,59.41,59.18,58.96,62.59,66.22,61.39,56.56
28035,66.16,70.62,75.07,70.64,66.22,68.22,70.21
28037,55.11,40.48,25.85,27.74,29.64,39.98,50.32
28039,65.01,55.41,45.81,41.42,37.03,53.62,70.21
28041,91.05,79.67,68.29,75.89,83.48,83.29,83.1
28043,52.12,53.79,55.46,57.98,60.49,46.16,31.83
28045,77.81,68.56,59.31,51.94,44.57,56.0,67.44
28047,81.95,81.7,81.44,77.89,74.34,74.15,73.97
28049,76.57,79.12,81.66,78.0,74.34,73.35,72.37
28051,82.78,83.94,85.1,86.92,88.73,79.47,70.21
28053,93.0,92.3,91.6,88.08,84.56,77.38,70.21
28055,78.45,83.1,87.74,82.88,78.03,84.76,91.5
28057,56.92,56.78,56.64,45.12,33.59,20.25,6.91
28059,53.33,44.11,34.89,26.88,18.88,31.26,43.63
28061,49.76,58.9,68.04,65.59,63.13,68.55,73.97
28063,71.44,75.38,79.31,81.4,83.48,71.53,59.58
28065,70.65,49.54,28.43,43.22,58.01,61.42,64.83
28067,88.09,82.58,77.08,72.86,68.64,64.11,59.58
28069,62.02,57.76,53.49,69.03,84.56,91.1,97.64
28071,65.97,64.13,62.3,57.05,51.8,43.9,36.0
28073,69.56,64.69,59.82,58.91,58.01,57.28,56.56
28075,82.97,82.82,82.68,77.58,72.49,58.06,43.63
28077,55.24,62.78,70.33,70.49,70.65,71.51,72.37
28079,95.51,94.4,93.28,88.92,84.56,83.83,83.1
28081,48.23,64.66,81.09,85.1,89.11,84.62,80.14
28083,90.42,87.81,85.2,84.34,83.48,71.53,59.58
28085,78.99,68.77,58.55,56.76,54.98,71.04,87.11
28087,57.82,52.72,47.63,40.61,33.59,32.71,31.83
28089,68.83,65.76,62.69,53.63,44.57,46.0,47.42
28091,88.28,89.7,91.12,90.12,89.11,74.34,59.58
28093,76.41,53.64,30.88,35.72,40.56,47.0,53.44
28095,67.65,59.39,51.13,47.85,44.57,40.28,36.0
28097,80.64,75.28,69.91,66.52,63.13,76.08,89.02
28099,94.01,93.9,93.79,95.46,97.13,96.42,95.7
28101,84.46,86.16,87.87,89.4,90.93,84.06,77.18
28103,28.62,34.21,39.8,64.26,88.73,85.92,83.1
28105,51.16,52.52,53.87,51.02,48.17,45.9,43.63
28107,87.46,87.11,86.76,83.83,80.9,62.26,43.63
28109,69.88,70.3,70.71,68.46,66.22,65.53,64.83
28111,82.43,83.04,83.64,74.93,66.22,71.7,77.18
28113,56.45,59.63,62.81,65.72,68.64,58.03,47.42
28115,82.3,82.54,82.78,87.38,91.98,90.2,88.42
28117,33.78,46.48,59.18,66.76,74.34,70.89,67.44
28119,68.48,74.97,81.47,83.02,84.56,77.38,70.21
28121,57.18,59.06,60.94,59.48,58.01,49.12,40.23
28123,94.81,94.06,93.31,92.28,91.24,81.8,72.37
28125,93.06,92.82,92.58,91.1,89.62,92.12,94.62
28127,78.48,85.49,92.49,90.38,88.28,75.34,62.41
28129,78.92,79.42,79.91,52.98,26.04,21.42,16.8
28131,75.17,82.41,89.65,91.9,94.14,89.08,84.02
28133,93.79,91.98,90.16,88.64,87.11,82.94,78.77
28135,82.55,77.46,72.37,63.67,54.98,57.28,59.58
28137,88.54,90.85,93.16,92.57,91.98,91.12,90.26
28139,35.82,47.79,59.76,70.33,80.9,78.22,75.53
28141,39.35,53.18,67.02,62.52,58.01,52.72,47.42
28143,98.06,97.71,97.36,94.3,91.24,94.62,97.99
28145,89.14,86.96,84.78,80.5,76.22,64.83,53.44
28147,68.0,78.35,88.7,87.9,87.11,90.39,93.67
28149,59.6,63.77,67.94,67.08,66.22,59.83,53.44
28151,86.85,78.42,69.98,73.1,76.22,78.68,81.13
28153,56.19,48.09,39.99,56.24,72.49,52.16,31.83
28155,75.23,74.78,74.34,43.28,12.23,9.57,6.91
28157,85.61,61.12,36.64,22.22,7.8,3.9,0.0
28159,81.5,83.56,85.61,81.82,78.03,67.29,56.56
28161,77.97,75.02,72.08,75.06,78.03,62.72,47.42
28163,69.69,80.62,91.56,89.92,88.28,87.32,86.35
29001,47.31,27.78,8.25,6.96,5.67,6.29,6.91
29003,31.58,32.48,33.37,31.5,29.64,16.76,3.88
29005,7.1,5.78,4.46,7.14,9.81,31.62,53.44
29007,13.91,24.14,34.38,30.21,26.04,21.42,16.8
29009,63.01,67.48,71.95,81.6,91.24,90.75,90.26
29011,39.54,49.95,60.36,60.42,60.49,42.13,23.77
29013,37.98,41.93,45.88,61.96,78.03,82.19,86.35
29015,61.06,59.88,58.71,58.36,58.01,61.42,64.83
29017,64.88,63.64,62.4,62.76,63.13,68.55,73.97
29019,24.96,24.83,24.71,34.64,44.57,49.0,53.44
29021,45.75,46.56,47.37,51.17,54.98,59.9,64.83
29023,25.6,33.38,41.17,31.6,22.03,24.81,27.59
29025,44.44,59.85,75.26,81.56,87.87,73.72,59.58
29027,14.01,23.45,32.89,24.2,15.5,11.2,6.91
29029,62.81,54.89,46.96,43.76,40.56,36.2,31.83
29031,42.31,42.77,43.23,45.7,48.17,35.97,23.77
29033,52.24,59.1,65.97,44.0,22.03,15.39,8.75
29035,74.21,79.08,83.95,77.3,70.65,59.04,47.42
29037,53.58,50.59,47.6,46.08,44.57,44.1,43.63
29039,56.32,29.82,3.31,12.67,22.03,47.2,72.37
29041,47.47,36.4,25.34,25.69,26.04,21.42,16.8
29043,57.85,54.27,50.68,56.91,63.13,70.16,77.18
29045,35.08,34.16,33.24,33.41,33.59,53.78,73.97
29047,29.23,27.5,25.76,25.9,26.04,33.14,40.23
29049,44.16,40.38,36.61,29.32,22.03,24.81,27.59
29051,22.99,23.74,24.48,18.36,12.23,18.0,23.77
29053,12.45,19.2,25.95,29.77,33.59,34.8,36.0
29055,57.27,62.44,67.62,69.14,70.65,53.32,36.0
29057,58.58,61.0,63.42,72.16,80.9,72.87,64.83
29059,91.5,86.14,80.77,78.5,76.22,58.22,40.23
29061,89.56,87.44,85.32,78.9,72.49,75.63,78.77
29063,1.59,10.76,19.93,34.05,48.17,26.02,3.88
29065,60.78,61.88,62.97,57.38,51.8,68.64,85.49
29067,59.69,68.04,76.38,77.96,79.53,55.68,31.83
29069,54.63,58.94,63.26,60.63,58.01,69.08,80.14
29071,52.31,46.53,40.75,35.2,29.64,23.22,16.8
29073,74.63,68.93,63.23,36.52,9.81,16.79,23.77
29075,66.32,59.09,51.86,50.02,48.17,60.27,72.37
29077,26.93,28.0,29.07,44.78,60.49,65.35,70.21
29079,80.17,84.37,88.57,66.57,44.57,40.28,36.0
29081,43.11,60.68,78.26,68.13,58.01,54.16,50.32
29083,32.76,37.3,41.83,54.02,66.22,62.9,59.58
29085,9.11,7.14,5.16,17.4,29.64,30.74,31.83
29087,54.57,42.44,30.31,16.01,1.72,3.62,5.51
29089,19.1,17.46,15.82,26.42,37.03,21.97,6.91
29091,38.59,48.48,58.36,56.67,54.98,43.4,31.83
29093,73.93,71.08,68.23,71.28,74.34,66.96,59.58
29095,36.58,37.61,38.65,37.84,37.03,43.68,50.32
29097,61.19,58.39,55.59,59.36,63.13,65.28,67.44
29099,37.03,37.41,37.79,37.41,37.03,34.43,31.83
29101,57.05,59.92,62.78,65.71,68.64,62.6,56.56
29103,10.67,13.06,15.44,17.16,18.88,12.9,6.91
29105,79.5,81.62,83.73,82.32,80.9,58.45,36.0
29107,47.66,45.64,43.62,47.71,51.8,46.02,40.23
29109,78.16,78.05,77.94,80.71,83.48,82.78,82.08
29111,51.61,52.5,53.39,56.94,60.49,61.45,62.41
29113,42.25,48.52,54.79,53.3,51.8,39.7,27.59
29115,41.45,31.1,20.76,27.18,33.59,30.59,27.59
29117,38.68,34.58,30.47,33.75,37.03,32.31,27.59
29119,95.29,96.15,97.01,96.72,96.43,96.94,97.45
29121,48.33,44.26,40.18,34.91,29.64,36.64,43.63
29123,3.69,14.76,25.82,51.92,78.03,77.6,77.18
29125,60.49,53.58,46.67,50.82,54.98,51.2,47.42
29127,18.56,14.16,9.77,19.71,29.64,26.7,23.77
29129,78.64,79.38,80.13,65.96,51.8,52.62,53.44
29131,48.77,45.73,42.69,48.83,54.98,59.9,64.83
29133,95.8,94.68,93.57,83.03,72.49,41.8,11.11
29135,58.48,59.28,60.08,59.04,58.01,62.72,67.44
29137,24.2,24.47,24.74,21.81,18.88,19.42,19.96
29139,23.02,26.98,30.95,49.8,68.64,72.91,77.18
29141,49.06,38.19,27.32,23.1,18.88,25.36,31.83
29143,12.51,23.72,34.93,50.58,66.22,62.9,59.58
29145,45.88,45.54,45.21,51.61,58.01,62.72,67.44
29147,17.61,20.03,22.45,29.74,37.03,32.31,27.59
29149,27.44,28.61,29.77,40.79,51.8,62.89,73.97
29151,15.6,13.82,12.03,26.3,40.56,51.48,62.41
29153,89.05,90.35,91.66,77.4,63.13,59.84,56.56
29155,56.48,66.08,75.68,72.16,68.64,77.5,86.35
29157,68.13,45.8,23.46,40.74,58.01,47.0,36.0
29159,77.59,75.46,73.32,64.15,54.98,49.3,43.63
29161,39.76,45.72,51.67,48.12,44.57,47.44,50.32
29163,30.66,31.17,31.68,30.66,29.64,36.64,43.63
29165,34.54,30.98,27.41,28.52,29.64,38.53,47.42
29167,57.78,63.32,68.86,71.6,74.34,73.35,72.37
29169,68.55,67.51,66.48,55.53,44.57,61.67,78.77
29171,37.38,39.47,41.55,43.06,44.57,57.39,70.21
29173,50.94,49.3,47.66,36.85,26.04,26.82,27.59
29175,41.74,31.0,20.25,19.56,18.88,15.0,11.11
29177,27.79,31.54,35.28,28.65,22.03,32.83,43.63
29179,31.55,28.51,25.47,31.25,37.03,46.79,56.56
29181,68.64,63.2,57.75,52.96,48.17,35.97,23.77
29183,10.73,8.76,6.78,8.3,9.81,10.46,11.11
29185,46.16,51.51,56.86,46.94,37.03,38.63,40.23
29186,17.57,24.5,31.42,25.15,18.88,25.36,31.83
29187,76.85,67.65,58.45,56.72,54.98,61.21,67.44
29189,16.62,18.05,19.48,17.49,15.5,17.73,19.96
29195,51.8,56.29,60.78,65.72,70.65,49.12,27.59
29197,87.9,54.82,21.74,31.15,40.56,28.68,16.8
29199,90.26,85.62,80.99,84.05,87.11,75.97,64.83
29201,76.44,77.54,78.64,79.09,79.53,79.15,78.77
29203,65.39,72.03,78.67,76.5,74.34,86.12,97.9
29205,64.98,62.64,60.3,56.05,51.8,30.28,8.75
29207,48.01,45.34,42.66,39.84,37.03,38.63,40.23
29209,12.0,25.61,39.22,45.51,51.8,54.18,56.56
29211,66.76,76.01,85.26,82.4,79.53,70.97,62.41
29213,27.63,43.25,58.87,64.76,70.65,71.51,72.37
29215,21.14,34.1,47.06,45.82,44.57,52.08,59.58
29217,37.06,43.09,49.12,46.85,44.57,42.4,40.23
29219,79.24,82.79,86.34,87.98,89.62,91.23,92.84
29221,65.71,63.99,62.27,64.24,66.22,68.22,70.21
29223,51.58,59.14,66.7,72.36,78.03,84.94,91.85
29225,91.44,90.1,88.76,88.32,87.87,87.49,87.11
29227,2.83,15.31,27.79,24.91,22.03,13.77,5.51
29229,57.47,69.69,81.92,83.72,85.51,73.96,62.41
29510,58.23,54.76,51.29,45.92,40.56,50.07,59.58
30001,46.7,40.02,33.33,29.68,26.04,23.0,19.96
30003,99.08,99.3,99.52,99.6,99.68,99.7,99.71
30005,76.06,84.38,92.71,93.81,94.91,95.77,96.63
30007,60.68,45.32,29.96,15.65,1.34,1.68,2.01
30009,18.37,26.18,34.0,23.12,12.23,16.1,19.96
30011,85.77,45.48,5.19,12.04,18.88,39.23,59.58
30013,63.61,57.72,51.83,50.0,48.17,47.8,47.42
30015,45.3,54.55,63.8,67.22,70.65,55.44,40.23
30017,29.99,29.38,28.78,23.83,18.88,25.36,31.83
30019,7.8,4.65,1.5,1.61,1.72,14.66,27.59
30021,70.61,81.05,91.5,71.65,51.8,57.1,62.41
30023,65.3,46.68,28.05,27.04,26.04,21.42,16.8
30025,19.13,14.19,9.26,6.78,4.3,22.26,40.23
30027,36.84,52.94,69.05,67.64,66.22,37.48,8.75
30029,36.55,43.09,49.63,53.82,58.01,62.72,67.44
30031,35.91,36.62,37.34,37.18,37.03,38.63,40.23
30033,86.41,79.05,71.7,76.84,81.98,84.83,87.68
30035,97.93,95.67,93.41,92.48,91.56,92.92,94.27
30037,93.31,49.78,6.24,5.96,5.67,32.63,59.58
30039,61.51,44.64,27.76,24.9,22.03,34.72,47.42
30041,56.96,46.36,35.75,36.39,37.03,32.31,27.59
30043,28.65,25.72,22.8,31.68,40.56,55.38,70.21
30045,10.19,6.06,1.94,2.12,2.29,1.14,0.0
30047,83.83,84.94,86.06,81.14,76.22,66.39,56.56
30049,39.86,40.74,41.61,31.82,22.03,16.57,11.11
30051,71.16,59.16,47.15,31.32,15.5,7.75,0.0
30053,55.36,51.3,47.25,31.37,15.5,14.78,14.07
30055,34.22,18.86,3.5,42.74,81.98,83.43,84.88
30057,6.59,8.9,11.21,20.42,29.64,30.74,31.83
30059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30061,8.34,36.15,63.96,70.99,78.03,62.72,47.42
30063,62.97,54.22,45.46,43.01,40.56,42.1,43.63
30065,73.19,81.02,88.86,90.91,92.96,86.55,80.14
30067,3.76,7.72,11.68,16.86,22.03,39.3,56.56
30069,30.85,15.42,0.0,18.52,37.03,34.43,31.83
30071,60.36,60.38,60.39,60.44,60.49,68.84,77.18
30073,68.23,73.7,79.18,67.08,54.98,68.05,81.13
30075,7.51,3.76,0.0,0.0,0.0,0.0,0.0
30077,41.07,25.8,10.54,47.55,84.56,87.13,89.69
30079,9.84,4.92,0.0,0.0,0.0,0.0,0.0
30081,64.6,55.19,45.78,43.17,40.56,42.1,43.63
30083,10.38,41.28,72.17,75.1,78.03,67.29,56.56
30085,86.5,89.46,92.42,92.96,93.51,91.88,90.26
30087,85.58,86.71,87.84,88.06,88.28,91.28,94.27
30089,46.64,49.08,51.51,36.77,22.03,22.9,23.77
30091,0.0,2.07,4.14,18.86,33.59,23.83,14.07
30093,42.02,32.72,23.43,30.23,37.03,24.07,11.11
30095,76.92,76.04,75.17,47.02,18.88,15.0,11.11
30097,50.84,56.44,62.05,37.14,12.23,10.49,8.75
30099,62.46,65.63,68.8,76.68,84.56,73.48,62.41
30101,17.7,22.57,27.44,14.86,2.29,34.86,67.44
30103,0.0,2.4,4.81,4.56,4.3,2.15,0.0
30105,14.1,9.71,5.32,5.5,5.67,8.39,11.11
30107,96.53,95.1,93.66,90.08,86.5,80.24,73.97
30109,0.0,0.0,0.0,2.84,5.67,6.29,6.91
30111,48.3,56.88,65.46,62.98,60.49,53.96,47.42
31001,22.57,18.05,13.53,23.56,33.59,51.9,70.21
31003,15.41,17.97,20.53,18.02,15.5,41.47,67.44
31005,17.89,11.44,5.0,2.5,0.0,28.28,56.56
31007,27.73,27.04,26.36,13.18,0.0,0.0,0.0
31009,23.5,31.58,39.67,59.6,79.53,45.32,11.11
31011,25.79,35.28,44.76,31.82,18.88,23.24,27.59
31013,68.99,59.42,49.86,41.72,33.59,43.52,53.44
31015,2.67,2.69,2.71,2.5,2.29,1.14,0.0
31017,0.0,15.63,31.26,39.72,48.17,50.8,53.44
31019,17.64,23.24,28.84,34.7,40.56,38.28,36.0
31021,27.35,21.74,16.14,39.64,63.13,43.45,23.77
31023,90.07,77.4,64.72,50.88,37.03,36.52,36.0
31025,41.23,42.95,44.67,33.35,22.03,29.02,36.0
31027,22.06,17.28,12.51,8.4,4.3,4.9,5.51
31029,3.66,4.71,5.76,6.78,7.8,5.84,3.88
31031,81.53,50.76,19.99,14.9,9.81,18.7,27.59
31033,22.19,24.37,26.55,48.6,70.65,73.09,75.53
31035,32.63,43.09,53.55,39.8,26.04,34.84,43.63
31037,94.62,96.08,97.55,96.42,95.29,93.4,91.5
31039,21.49,22.24,22.99,15.4,7.8,21.9,36.0
31041,16.78,19.45,22.13,40.07,58.01,58.79,59.58
31043,92.58,93.68,94.78,95.72,96.66,95.34,94.02
31045,59.18,59.23,59.28,42.66,26.04,16.48,6.91
31047,92.68,90.13,87.58,89.57,91.56,90.91,90.26
31049,2.04,1.02,0.0,0.67,1.34,2.61,3.88
31051,39.45,39.94,40.43,51.78,63.13,55.28,47.42
31053,49.35,47.72,46.1,57.37,68.64,58.03,47.42
31055,67.3,65.38,63.45,57.62,51.8,54.18,56.56
31057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31059,10.28,11.18,12.07,8.87,5.67,4.78,3.88
31061,13.47,26.26,39.06,28.97,18.88,31.26,43.63
31063,7.07,4.41,1.75,1.55,1.34,18.67,36.0
31065,15.54,24.24,32.95,25.92,18.88,23.24,27.59
31067,10.09,11.4,12.7,7.21,1.72,4.31,6.91
31069,44.64,33.06,21.49,12.9,4.3,3.15,2.01
31071,10.7,7.82,4.93,7.37,9.81,4.9,0.0
31073,2.23,1.12,0.0,0.0,0.0,0.0,0.0
31075,0.0,0.0,0.0,0.0,0.0,32.42,64.83
31077,7.86,18.94,30.02,31.8,33.59,43.52,53.44
31079,82.65,85.29,87.93,87.52,87.11,82.14,77.18
31081,2.32,2.28,2.23,1.98,1.72,2.8,3.88
31083,11.65,7.12,2.58,1.96,1.34,47.09,92.84
31085,19.01,9.5,0.0,0.0,0.0,2.76,5.51
31087,14.55,14.32,14.1,18.06,22.03,48.78,75.53
31089,14.23,13.45,12.67,12.45,12.23,16.1,19.96
31091,7.0,7.24,7.48,9.86,12.23,19.91,27.59
31093,4.17,2.99,1.81,5.81,9.81,16.79,23.77
31095,2.74,2.02,1.31,1.8,2.29,5.52,8.75
31097,36.93,38.38,39.83,47.4,54.98,45.49,36.0
31099,11.97,18.61,25.25,32.9,40.56,57.26,73.97
31101,1.66,1.77,1.88,15.76,29.64,24.8,19.96
31103,5.25,9.15,13.05,6.52,0.0,1.53,3.06
31105,15.12,10.86,6.59,12.74,18.88,19.42,19.96
31107,31.1,42.36,53.61,63.98,74.34,63.89,53.44
31109,57.34,56.1,54.86,54.92,54.98,57.28,59.58
31111,48.17,53.4,58.64,53.4,48.17,40.0,31.83
31113,67.49,73.58,79.66,74.15,68.64,68.04,67.44
31115,0.0,0.0,0.0,0.0,0.0,36.98,73.97
31117,89.94,89.27,88.6,90.29,91.98,63.99,36.0
31119,40.53,53.89,67.24,65.18,63.13,58.28,53.44
31121,2.13,2.1,2.07,21.32,40.56,50.07,59.58
31123,54.0,41.58,29.16,20.7,12.23,13.15,14.07
31125,12.8,7.48,2.16,1.08,0.0,1.53,3.06
31127,75.2,55.97,36.74,21.2,5.67,14.72,23.77
31129,11.11,11.98,12.86,14.18,15.5,19.63,23.77
31131,8.82,15.57,22.32,17.28,12.23,45.5,78.77
31133,62.08,38.64,15.19,27.88,40.56,54.0,67.44
31135,0.0,0.67,1.34,1.53,1.72,3.62,5.51
31137,1.46,1.62,1.78,2.04,2.29,34.86,67.44
31139,14.58,14.2,13.82,8.52,3.22,5.98,8.75
31141,75.42,74.82,74.21,70.22,66.22,68.22,70.21
31143,13.94,24.08,34.22,44.6,54.98,55.77,56.56
31145,35.69,34.41,33.14,17.71,2.29,1.14,0.0
31147,14.07,21.74,29.42,22.46,15.5,9.69,3.88
31149,50.68,26.49,2.29,2.29,2.29,1.14,0.0
31151,68.45,59.44,50.43,67.97,85.51,83.32,81.13
31153,54.86,58.33,61.8,58.39,54.98,49.3,43.63
31155,3.34,9.66,15.98,19.0,22.03,18.05,14.07
31157,68.1,67.16,66.22,46.13,26.04,24.9,23.77
31159,9.04,10.18,11.33,8.5,5.67,6.29,6.91
31161,34.03,45.59,57.15,68.34,79.53,68.04,56.56
31163,7.58,20.83,34.07,21.94,9.81,4.9,0.0
31165,0.0,0.0,0.0,3.9,7.8,49.49,91.18
31167,6.4,20.03,33.65,24.58,15.5,13.3,11.11
31169,6.94,4.84,2.74,4.2,5.67,4.78,3.88
31171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31173,98.85,98.84,98.82,99.12,99.43,99.38,99.33
31175,6.02,5.75,5.48,15.76,26.04,34.84,43.63
31177,13.4,11.9,10.41,6.35,2.29,3.9,5.51
31179,85.0,82.23,79.47,54.56,29.64,16.35,3.06
31181,42.98,23.06,3.15,5.48,7.8,24.01,40.23
31183,27.57,54.14,80.71,41.5,2.29,1.14,0.0
31185,4.93,3.66,2.39,2.8,3.22,13.5,23.77
32001,63.16,71.72,80.29,75.47,70.65,57.14,43.63
32003,91.6,90.9,90.19,89.46,88.73,89.21,89.69
32005,39.29,40.44,41.58,53.9,66.22,65.53,64.83
32007,85.64,84.44,83.25,82.62,81.98,76.1,70.21
32009,91.12,90.68,90.23,90.58,90.93,51.02,11.11
32011,16.94,9.25,1.56,11.8,22.03,56.6,91.18
32013,87.23,85.96,84.69,86.28,87.87,90.15,92.43
32015,77.46,81.71,85.96,88.76,91.56,54.18,16.8
32017,17.06,9.49,1.91,0.96,0.0,15.92,31.83
32019,77.33,73.74,70.14,72.24,74.34,66.96,59.58
32021,95.16,95.58,95.99,94.18,92.36,74.46,56.56
32023,46.45,54.6,62.75,71.82,80.9,79.04,77.18
32027,97.77,97.38,96.98,95.73,94.49,70.96,47.42
32029,0.0,0.0,0.0,0.0,0.0,1.0,2.01
32031,89.59,90.48,91.37,90.9,90.42,89.42,88.42
32033,42.53,39.9,37.28,54.89,72.49,77.79,83.1
32510,86.47,86.87,87.27,88.44,89.62,87.98,86.35
33001,20.12,21.41,22.7,22.36,22.03,31.13,40.23
33003,27.32,34.02,40.72,40.64,40.56,30.26,19.96
33005,25.82,27.25,28.69,22.1,15.5,23.67,31.83
33007,10.32,16.2,22.09,22.06,22.03,26.93,31.83
33009,41.32,37.24,33.17,29.61,26.04,23.0,19.96
33011,41.77,42.39,43.01,45.59,48.17,45.9,43.63
33013,28.59,25.53,22.48,24.26,26.04,33.14,40.23
33015,20.31,18.36,16.4,21.22,26.04,24.9,23.77
33017,43.97,45.34,46.7,38.17,29.64,39.98,50.32
33019,8.6,8.45,8.31,9.06,9.81,8.36,6.91
34001,80.48,80.22,79.97,76.23,72.49,74.84,77.18
34003,60.08,60.13,60.17,61.65,63.13,66.67,70.21
34005,24.45,28.44,32.44,33.02,33.59,34.8,36.0
34007,55.81,54.46,53.1,52.45,51.8,58.32,64.83
34009,25.09,25.06,25.02,27.33,29.64,28.62,27.59
34011,87.93,87.58,87.23,85.9,84.56,81.66,78.77
34013,92.3,90.94,89.59,89.16,88.73,90.29,91.85
34015,22.6,19.74,16.87,16.18,15.5,14.78,14.07
34017,96.37,96.5,96.63,96.93,97.23,97.28,97.33
34019,18.88,13.78,8.69,7.18,5.67,7.21,8.75
34021,69.72,64.55,59.38,57.18,54.98,58.7,62.41
