FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP,2021 EPL_UNEMP,2022 EPL_UNEMP
18155,81.31,66.24,51.16,52.3,53.44,57.43,61.43,52.05,42.67
18157,40.08,40.51,40.94,39.66,38.38,34.51,30.65,29.08,27.52
18159,28.84,28.61,28.37,21.6,14.84,17.44,20.05,25.6,31.15
18161,50.72,40.45,30.18,19.84,9.49,11.73,13.97,35.92,57.87
18163,33.43,33.83,34.22,37.02,39.81,45.76,51.72,50.63,49.54
18165,37.76,39.35,40.94,41.98,43.03,65.82,88.61,88.58,88.55
18167,47.06,57.1,67.14,74.73,82.32,75.52,68.71,72.08,75.44
18169,38.81,37.79,36.77,33.01,29.24,33.44,37.65,31.66,25.68
18171,21.11,23.06,25.02,23.45,21.88,19.66,17.44,18.04,18.64
18173,25.76,22.66,19.55,17.83,16.11,19.04,21.96,22.02,22.08
18175,75.68,74.69,73.7,67.01,60.32,47.86,35.39,36.96,38.53
18177,73.96,65.47,56.99,55.9,54.81,48.25,41.69,43.53,45.37
18179,16.17,14.58,12.99,10.04,7.1,9.15,11.2,10.85,10.5
18181,31.01,30.6,30.18,28.82,27.45,34.57,41.69,42.18,42.67
18183,28.02,24.85,21.68,16.46,11.24,25.18,39.12,37.1,35.09
19001,7.04,6.82,6.59,12.4,18.22,43.46,68.71,50.84,32.96
19003,9.65,8.92,8.18,9.26,10.35,17.06,23.77,31.15,38.53
19005,30.25,25.96,21.68,14.72,7.77,10.33,12.89,16.53,20.17
19007,43.52,44.84,46.16,47.46,48.76,63.4,78.04,76.74,75.44
19009,3.85,5.22,6.59,7.18,7.77,5.2,2.64,2.05,1.46
19011,11.11,12.05,12.99,12.12,11.24,9.62,7.99,8.69,9.39
19013,43.52,42.96,42.41,37.7,32.99,45.46,57.92,58.56,59.21
19015,17.77,17.65,17.54,19.71,21.88,14.62,7.35,5.25,3.15
19017,17.77,13.18,8.6,11.72,14.84,15.55,16.26,18.21,20.17
19019,12.86,12.92,12.99,12.72,12.45,13.21,13.97,15.58,17.18
19021,12.13,15.84,19.55,33.23,46.91,57.81,68.71,62.37,56.03
19023,12.13,10.36,8.6,12.35,16.11,21.66,27.21,30.08,32.96
19025,12.13,9.06,5.99,5.86,5.73,7.46,9.2,11.42,13.65
19027,3.37,4.47,5.57,5.41,5.25,5.44,5.63,5.74,5.85
19029,7.04,8.08,9.11,8.1,7.1,6.36,5.63,4.52,3.4
19031,7.48,8.3,9.11,9.3,9.49,11.19,12.89,15.03,17.18
19033,17.06,16.4,15.73,20.92,26.11,22.3,18.49,17.84,17.18
19035,7.48,8.04,8.6,7.53,6.46,7.83,9.2,14.68,20.17
19037,18.53,13.56,8.6,6.46,4.33,5.84,7.35,7.34,7.32
19039,19.33,19.95,20.57,17.7,14.84,10.72,6.59,19.77,32.96
19041,13.31,11.21,9.11,14.28,19.46,31.66,43.86,40.27,36.68
19043,17.06,15.93,14.8,10.02,5.25,6.3,7.35,9.8,12.25
19045,18.53,19.55,20.57,25.89,31.21,35.16,39.12,40.9,42.67
19047,17.77,26.0,34.22,53.84,73.47,64.66,55.86,46.27,36.68
19049,5.35,4.73,4.11,5.6,7.1,12.27,17.44,17.31,17.18
19051,20.25,17.99,15.73,13.04,10.35,12.72,15.09,10.84,6.59
19053,38.81,37.06,35.31,33.26,31.21,30.93,30.65,34.59,38.53
19055,10.54,10.24,9.93,8.2,6.46,5.3,4.14,6.36,8.59
19057,38.81,36.52,34.22,40.56,46.91,41.15,35.39,25.64,15.88
19059,16.17,13.05,9.93,10.14,10.35,7.99,5.63,6.48,7.32
19061,13.59,14.19,14.8,20.46,26.11,29.67,33.23,34.96,36.68
19063,13.59,20.98,28.37,22.24,16.11,15.6,15.09,11.21,7.32
19065,16.17,16.86,17.54,17.35,17.17,12.58,7.99,18.61,29.24
19067,16.17,13.42,10.67,9.22,7.77,9.49,11.2,16.64,22.08
19069,7.48,18.83,30.18,26.76,23.34,32.52,41.69,36.42,31.15
19071,12.13,12.88,13.63,17.08,20.54,23.88,27.21,16.06,4.9
19073,33.43,34.37,35.31,41.11,46.91,42.28,37.65,32.58,27.52
19075,15.31,14.15,12.99,9.12,5.25,7.22,9.2,10.34,11.49
19077,12.86,10.98,9.11,13.14,17.17,22.19,27.21,24.64,22.08
19079,16.17,11.86,7.55,10.0,12.45,14.36,16.26,25.67,35.09
19081,4.27,3.41,2.55,3.44,4.33,5.46,6.59,6.96,7.32
19083,26.81,18.37,9.93,6.94,3.95,7.97,12.0,18.84,25.68
19085,10.54,8.57,6.59,4.82,3.06,6.62,10.18,11.92,13.65
19087,28.02,25.86,23.69,34.29,44.9,46.16,47.42,30.54,13.65
19089,8.05,9.98,11.91,9.84,7.77,8.49,9.2,6.56,3.91
19091,14.74,14.18,13.63,17.08,20.54,22.98,25.43,18.46,11.49
19093,6.08,8.67,11.27,19.36,27.45,17.72,7.99,7.29,6.59
19095,4.27,3.41,2.55,6.02,9.49,14.77,20.05,20.11,20.17
19097,10.54,16.54,22.54,25.89,29.24,43.58,57.92,48.22,38.53
19099,21.11,22.4,23.69,31.75,39.81,30.88,21.96,36.88,51.8
19101,13.31,29.74,46.16,57.92,69.68,76.76,83.83,71.52,59.21
19103,8.05,8.32,8.6,12.35,16.11,20.77,25.43,28.29,31.15
19105,23.78,21.66,19.55,20.72,21.88,30.5,39.12,28.88,18.64
19107,14.23,22.91,31.58,35.7,39.81,33.51,27.21,27.36,27.52
19109,2.55,2.55,2.55,8.12,13.69,19.56,25.43,28.29,31.15
19111,54.09,59.38,64.66,70.24,75.83,65.84,55.86,51.62,47.38
19113,16.17,16.48,16.78,17.5,18.22,23.42,28.61,29.88,31.15
19115,30.25,23.9,17.54,30.28,43.03,38.13,33.23,37.95,42.67
19117,54.09,39.99,25.88,32.84,39.81,29.15,18.49,25.72,32.96
19119,4.93,4.0,3.06,3.96,4.87,5.73,6.59,8.54,10.5
19121,41.39,31.96,22.54,23.54,24.55,19.82,15.09,12.24,9.39
19123,48.2,45.3,42.41,44.66,46.91,32.17,17.44,19.76,22.08
19125,11.56,12.6,13.63,13.04,12.45,11.32,10.18,9.78,9.39
19127,30.25,33.51,36.77,39.9,43.03,49.44,55.86,61.82,67.77
19129,9.04,11.34,13.63,17.76,21.88,26.26,30.65,36.66,42.67
19131,12.13,11.7,11.27,12.48,13.69,8.57,3.44,2.74,2.04
19133,16.17,15.95,15.73,14.71,13.69,11.44,9.2,10.72,12.25
19135,28.02,32.4,36.77,46.73,56.69,53.12,49.55,36.74,23.93
19137,67.34,68.85,70.36,70.64,70.92,45.49,20.05,32.71,45.37
19139,25.76,22.66,19.55,13.32,7.1,12.8,18.49,22.08,25.68
19141,4.93,5.46,5.99,5.86,5.73,5.3,4.87,7.68,10.5
19143,7.48,6.74,5.99,6.88,7.77,11.43,15.09,30.23,45.37
19145,18.53,18.04,17.54,23.39,29.24,41.54,53.85,67.64,81.42
19147,8.63,6.06,3.5,2.54,1.59,3.23,4.87,16.2,27.52
19149,7.48,9.38,11.27,8.86,6.46,6.52,6.59,6.96,7.32
19151,12.13,17.34,22.54,18.69,14.84,22.74,30.65,54.3,77.95
19153,23.78,25.49,27.19,28.22,29.24,36.55,43.86,44.62,45.37
19155,22.86,23.28,23.69,26.46,29.24,32.32,35.39,31.46,27.52
19157,21.11,19.32,17.54,26.2,34.87,43.3,51.72,49.55,47.38
19159,17.77,23.07,28.37,29.79,31.21,23.15,15.09,10.0,4.9
19161,9.04,11.34,13.63,13.04,12.45,12.67,12.89,16.53,20.17
19163,22.86,23.28,23.69,25.57,27.45,29.05,30.65,32.87,35.09
19165,7.04,8.08,9.11,11.98,14.84,18.4,21.96,16.73,11.49
19167,2.07,2.31,2.55,5.57,8.6,7.97,7.35,8.37,9.39
19169,21.11,24.15,27.19,28.22,29.24,46.83,64.42,66.1,67.77
19171,30.25,32.24,34.22,28.05,21.88,26.26,30.65,38.01,45.37
19173,10.54,9.83,9.11,14.82,20.54,16.27,12.0,16.08,20.17
19175,28.84,22.28,15.73,30.32,44.9,46.16,47.42,58.4,69.39
19177,30.25,21.08,11.91,24.13,36.34,40.98,45.61,49.77,53.93
19179,56.45,54.5,52.56,59.0,65.45,59.65,53.85,48.26,42.67
19181,21.11,24.15,27.19,21.65,16.11,17.3,18.49,19.33,20.17
19183,15.31,16.05,16.78,22.12,27.45,20.17,12.89,12.57,12.25
19185,37.76,22.66,7.55,7.0,6.46,4.71,2.96,3.69,4.42
19187,61.99,54.08,46.16,39.58,32.99,24.63,16.26,18.21,20.17
19189,20.25,33.2,46.16,40.52,34.87,25.56,16.26,13.87,11.49
19191,5.7,5.49,5.28,4.8,4.33,5.46,6.59,6.96,7.32
19193,20.25,22.64,25.02,30.68,36.34,40.98,45.61,45.49,45.37
19195,18.53,30.47,42.41,39.38,36.34,28.2,20.05,21.06,22.08
19197,31.01,35.98,40.94,44.85,48.76,30.82,12.89,10.74,8.59
20001,38.81,33.59,28.37,31.62,34.87,35.13,35.39,61.35,87.31
20003,49.38,30.64,11.91,11.58,11.24,29.33,47.42,34.75,22.08
20005,44.57,46.4,48.23,41.55,34.87,31.04,27.21,36.29,45.37
20007,3.37,5.98,8.6,6.13,3.66,7.43,11.2,10.85,10.5
20009,34.54,33.06,31.58,27.46,23.34,21.7,20.05,28.36,36.68
20011,14.23,9.75,5.28,6.52,7.77,14.86,21.96,26.56,31.15
20013,21.11,17.37,13.63,16.54,19.46,31.66,43.86,43.26,42.67
20015,31.01,29.69,28.37,27.91,27.45,31.42,35.39,27.02,18.64
20017,7.04,11.39,15.73,24.36,32.99,25.22,17.44,10.09,2.74
20019,22.86,31.9,40.94,59.42,77.9,76.7,75.49,71.63,67.77
20021,28.84,36.93,45.02,40.68,36.34,22.17,7.99,8.69,9.39
20023,5.35,3.87,2.39,7.42,12.45,9.9,7.35,6.36,5.38
20025,1.72,2.39,3.06,2.5,1.94,2.69,3.44,2.78,2.13
20027,2.23,5.2,8.18,7.98,7.77,9.49,11.2,7.3,3.4
20029,25.76,31.26,36.77,36.56,36.34,26.89,17.44,33.49,49.54
20031,26.81,24.68,22.54,26.88,31.21,38.41,45.61,53.6,61.6
20033,10.09,15.88,21.68,14.07,6.46,10.78,15.09,23.12,31.15
20035,49.38,45.16,40.94,40.38,39.81,46.83,53.85,57.72,61.6
20037,25.76,30.54,35.31,34.15,32.99,44.42,55.86,44.41,32.96
20039,19.33,12.96,6.59,6.52,6.46,17.54,28.61,41.27,53.93
20041,32.22,32.6,32.98,43.9,54.81,34.39,13.97,15.58,17.18
20043,22.86,24.37,25.88,23.88,21.88,12.26,2.64,3.53,4.42
20045,31.01,29.69,28.37,29.79,31.21,34.43,37.65,44.72,51.8
20047,5.7,3.88,2.07,3.9,5.73,5.68,5.63,19.3,32.96
20049,14.74,25.02,35.31,49.54,63.76,66.96,70.15,50.65,31.15
20051,14.23,12.08,9.93,8.52,7.1,13.57,20.05,21.06,22.08
20053,13.59,11.76,9.93,14.7,19.46,11.8,4.14,14.91,25.68
20055,12.13,17.34,22.54,29.44,36.34,35.86,35.39,49.62,63.86
20057,30.25,42.88,55.52,56.1,56.69,51.15,45.61,32.89,20.17
20059,36.55,37.24,37.92,35.46,32.99,24.63,16.26,14.26,12.25
20061,60.74,69.62,78.51,73.41,68.31,48.46,28.61,36.99,45.37
20063,2.55,2.55,2.55,3.25,3.95,8.96,13.97,18.02,22.08
20065,3.85,2.96,2.07,10.14,18.22,25.72,33.23,54.34,75.44
20067,38.81,31.92,25.02,35.97,46.91,59.21,71.51,49.52,27.52
20069,4.93,6.24,7.55,9.4,11.24,9.62,7.99,7.66,7.32
20071,3.37,2.32,1.27,1.21,1.15,0.57,0.0,0.29,0.57
20073,17.06,16.4,15.73,14.71,13.69,10.84,7.99,10.12,12.25
20075,3.37,2.96,2.55,3.9,5.25,2.62,0.0,0.0,0.0
20077,12.13,15.5,18.88,16.28,13.69,31.62,49.55,55.58,61.6
20079,15.31,13.61,11.91,12.18,12.45,17.2,21.96,30.24,38.53
20081,17.06,15.34,13.63,11.12,8.6,9.39,10.18,17.93,25.68
20083,7.04,4.3,1.56,7.62,13.69,16.87,20.05,13.68,7.32
20085,12.86,20.02,27.19,41.0,54.81,45.1,35.39,21.36,7.32
20087,34.54,44.4,54.25,52.15,50.06,36.01,21.96,23.82,25.68
20089,4.62,4.36,4.11,6.36,8.6,5.78,2.96,3.44,3.91
20091,15.31,15.52,15.73,14.71,13.69,15.57,17.44,18.8,20.17
20093,6.08,5.35,4.62,11.42,18.22,10.99,3.76,6.18,8.59
20095,23.78,27.68,31.58,39.25,46.91,37.76,28.61,39.08,49.54
20097,11.56,12.6,13.63,11.12,8.6,10.74,12.89,20.21,27.52
20099,31.01,29.69,28.37,26.46,24.55,19.26,13.97,12.24,10.5
20101,8.63,9.95,11.27,8.86,6.46,8.32,10.18,5.56,0.95
20103,35.5,30.26,25.02,24.18,23.34,43.88,64.42,54.9,45.37
20105,32.22,39.19,46.16,42.27,38.38,21.26,4.14,4.76,5.38
20107,71.89,59.02,46.16,51.42,56.69,53.12,49.55,46.11,42.67
20109,11.11,11.19,11.27,7.61,3.95,2.62,1.3,1.1,0.89
20111,41.39,43.78,46.16,49.8,53.44,42.04,30.65,22.15,13.65
20113,6.65,5.81,4.97,5.72,6.46,4.55,2.64,4.98,7.32
20115,21.11,21.4,21.68,26.44,31.21,30.93,30.65,29.94,29.24
20117,5.35,7.23,9.11,18.28,27.45,19.32,11.2,12.88,14.57
20119,6.65,5.81,4.97,7.66,10.35,9.17,7.99,5.36,2.74
20121,34.54,26.04,17.54,16.19,14.84,9.86,4.87,9.72,14.57
20123,4.62,5.6,6.59,10.14,13.69,13.29,12.89,7.18,1.46
20125,68.04,63.08,58.13,54.1,50.06,52.96,55.86,52.7,49.54
20127,9.65,7.82,5.99,10.42,14.84,13.42,12.0,9.66,7.32
20129,10.54,37.6,64.66,42.06,19.46,11.21,2.96,12.52,22.08
20131,1.72,2.14,2.55,3.44,4.33,5.28,6.24,5.57,4.9
20133,21.11,15.52,9.93,15.9,21.88,22.82,23.77,34.57,45.37
20135,4.62,6.86,9.11,9.3,9.49,6.06,2.64,1.95,1.27
20137,1.37,1.88,2.39,2.16,1.94,9.69,17.44,10.42,3.4
20139,54.09,59.38,64.66,55.78,46.91,40.07,33.23,28.58,23.93
20141,9.04,11.02,12.99,10.38,7.77,7.0,6.24,5.57,4.9
20143,18.53,17.65,16.78,12.69,8.6,8.3,7.99,15.03,22.08
20145,7.48,4.38,1.27,3.5,5.73,5.3,4.87,4.65,4.42
20147,13.31,10.43,7.55,7.66,7.77,8.98,10.18,22.64,35.09
20149,9.04,13.29,17.54,21.04,24.55,15.95,7.35,6.6,5.85
20151,12.86,20.62,28.37,25.12,21.88,20.18,18.49,23.0,27.52
20153,1.37,3.17,4.97,4.01,3.06,2.38,1.69,1.91,2.13
20155,28.84,28.02,27.19,30.09,32.99,36.06,39.12,38.82,38.53
20157,10.09,10.68,11.27,9.52,7.77,4.89,2.01,1.64,1.27
20159,34.54,32.36,30.18,38.54,46.91,45.38,43.86,35.69,27.52
20161,17.77,26.0,34.22,42.14,50.06,50.89,51.72,54.79,57.87
20163,10.09,12.91,15.73,20.14,24.55,15.95,7.35,6.36,5.38
20165,32.22,29.7,27.19,22.18,17.17,20.47,23.77,33.22,42.67
20167,19.33,32.17,45.02,54.39,63.76,51.44,39.12,36.04,32.96
20169,20.25,19.9,19.55,20.72,21.88,26.26,30.65,29.08,27.52
20171,12.86,17.7,22.54,22.21,21.88,11.78,1.69,5.54,9.39
20173,45.62,41.77,37.92,41.41,44.9,50.38,55.86,58.73,61.6
20175,51.74,61.68,71.63,59.27,46.91,35.34,23.77,18.71,13.65
20177,36.55,37.24,37.92,35.46,32.99,33.11,33.23,35.88,38.53
20179,2.55,2.05,1.56,3.64,5.73,7.46,9.2,5.07,0.95
20181,28.02,19.96,11.91,19.68,27.45,43.58,59.71,35.1,10.5
20183,14.74,13.0,11.27,10.81,10.35,11.18,12.0,9.66,7.32
20185,3.37,7.02,10.67,19.96,29.24,34.18,39.12,32.4,25.68
20187,3.37,2.22,1.08,2.07,3.06,5.2,7.35,12.26,17.18
20189,5.35,8.63,11.91,22.45,32.99,56.46,79.92,42.88,5.85
20191,36.55,37.24,37.92,29.23,20.54,37.2,53.85,56.53,59.21
20193,3.37,3.22,3.06,3.7,4.33,3.48,2.64,1.95,1.27
20195,1.91,1.73,1.56,2.43,3.31,4.95,6.59,9.42,12.25
20197,18.53,20.1,21.68,17.69,13.69,9.96,6.24,11.71,17.18
20199,18.53,32.34,46.16,26.96,7.77,4.33,0.89,4.74,8.59
20201,11.56,9.33,7.1,9.17,11.24,7.69,4.14,4.76,5.38
20203,4.93,5.25,5.57,6.33,7.1,18.87,30.65,20.02,9.39
20205,41.39,37.8,34.22,38.62,43.03,42.36,41.69,35.47,29.24
20207,21.11,27.66,34.22,60.76,87.29,88.94,90.58,83.64,76.71
20209,85.9,82.6,79.31,79.13,78.95,76.57,74.19,71.79,69.39
21001,73.96,54.64,35.31,48.69,62.07,72.3,82.53,81.98,81.42
21003,84.37,69.31,54.25,52.15,50.06,58.12,66.17,76.74,87.31
21005,41.39,49.76,58.13,69.32,80.51,76.01,71.51,67.68,63.86
21007,32.22,30.3,28.37,39.22,50.06,55.74,61.43,60.32,59.21
21009,49.38,55.08,60.78,68.3,75.83,77.46,79.09,66.51,53.93
21011,93.19,87.46,81.73,78.27,74.81,48.38,21.96,18.92,15.88
21013,82.87,85.43,88.0,88.74,89.49,92.2,94.91,95.66,96.4
21015,25.76,27.06,28.37,28.81,29.24,26.51,23.77,19.17,14.57
21017,75.68,68.86,62.05,63.75,65.45,64.12,62.79,64.31,65.83
21019,80.58,76.1,71.63,80.56,89.49,88.74,88.0,86.02,84.03
21021,54.09,43.54,32.98,34.66,36.34,51.26,66.17,71.44,76.71
21023,36.55,55.54,74.53,62.3,50.06,48.74,47.42,62.07,76.71
21025,81.31,87.42,93.54,95.02,96.5,94.86,93.22,93.65,94.08
21027,85.9,86.12,86.34,85.87,85.41,86.5,87.59,88.78,89.98
21029,52.88,50.56,48.23,43.3,38.38,45.05,51.72,49.55,47.38
21031,74.91,52.54,30.18,44.36,58.54,71.69,84.85,74.35,63.86
21033,73.96,69.98,66.0,53.83,41.66,57.29,72.92,61.23,49.54
21035,73.96,62.56,51.16,46.41,41.66,39.66,37.65,43.6,49.54
21037,48.2,41.76,35.31,34.15,32.99,35.32,37.65,34.4,31.15
21039,45.62,55.14,64.66,60.67,56.69,51.15,45.61,42.07,38.53
21041,95.13,92.51,89.88,89.68,89.49,92.92,96.34,89.33,82.31
21043,84.37,86.78,89.18,85.34,81.5,67.68,53.85,63.85,73.85
21045,75.68,77.5,79.31,82.36,85.41,88.0,90.58,93.77,96.95
21047,92.04,89.51,86.98,86.2,85.41,86.12,86.82,88.19,89.56
21049,57.59,54.37,51.16,54.85,58.54,55.13,51.72,55.46,59.21
21051,97.39,94.98,92.58,93.72,94.87,94.82,94.78,95.59,96.4
21053,68.04,71.82,75.61,75.72,75.83,77.88,79.92,73.84,67.77
21055,57.59,48.61,39.64,32.1,24.55,19.26,13.97,18.95,23.93
21057,83.25,69.39,55.52,53.62,51.72,43.56,35.39,33.27,31.15
21059,32.22,38.62,45.02,46.89,48.76,43.94,39.12,37.9,36.68
21061,67.34,76.36,85.39,86.71,88.03,89.64,91.25,87.22,83.2
21063,43.52,52.15,60.78,48.56,36.34,20.6,4.87,39.36,73.85
21065,88.19,92.33,96.47,96.7,96.94,96.45,95.96,94.67,93.38
21067,45.62,44.65,43.68,46.22,48.76,52.31,55.86,55.94,56.03
21069,57.59,70.82,84.05,78.18,72.32,81.45,90.58,91.51,92.43
21071,51.74,71.3,90.86,93.74,96.62,95.32,94.02,88.61,83.2
21073,78.13,70.87,63.61,58.53,53.44,50.43,47.42,49.61,51.8
21075,79.82,83.62,87.42,77.87,68.31,68.51,68.71,68.24,67.77
21077,63.01,50.46,37.92,47.3,56.69,62.7,68.71,48.98,29.24
21079,84.97,80.29,75.61,67.07,58.54,58.23,57.92,59.76,61.6
21081,69.02,54.98,40.94,30.2,19.46,33.44,47.42,46.4,45.37
21083,51.74,61.05,70.36,75.44,80.51,68.18,55.86,42.55,29.24
21085,75.68,63.42,51.16,41.18,31.21,26.58,21.96,36.88,51.8
21087,60.74,60.11,59.47,44.36,29.24,44.47,59.71,77.66,95.61
21089,83.92,82.5,81.09,82.88,84.68,73.06,61.43,69.07,76.71
21091,24.86,35.51,46.16,50.48,54.81,53.27,51.72,47.2,42.67
21093,58.8,59.79,60.78,58.74,56.69,67.89,79.09,81.14,83.2
21095,67.34,76.84,86.34,89.26,92.17,95.34,98.5,97.98,97.45
21097,51.74,51.45,51.16,47.1,43.03,35.82,28.61,21.59,14.57
21099,69.91,60.54,51.16,61.74,72.32,51.48,30.65,28.16,25.68
21101,60.74,52.21,43.68,40.01,36.34,32.48,28.61,29.88,31.15
21103,52.88,48.28,43.68,45.3,46.91,46.26,45.61,39.29,32.96
21105,87.68,71.6,55.52,55.16,54.81,65.15,75.49,56.09,36.68
21107,49.38,46.53,43.68,48.56,53.44,64.46,75.49,82.74,89.98
21109,68.04,81.65,95.26,94.48,93.69,83.94,74.19,74.02,73.85
21111,60.74,58.13,55.52,56.1,56.69,57.31,57.92,57.9,57.87
21113,58.8,62.4,66.0,64.04,62.07,55.81,49.55,47.46,45.37
21115,64.02,75.04,86.06,89.29,92.52,92.51,92.49,77.04,61.6
21117,50.72,47.87,45.02,41.7,38.38,33.49,28.61,35.64,42.67
21119,94.21,95.94,97.68,97.55,97.42,96.53,95.64,96.4,97.17
21121,96.66,96.32,95.99,85.91,75.83,75.01,74.19,84.14,94.08
21123,84.97,73.51,62.05,58.43,54.81,32.01,9.2,11.88,14.57
21125,88.19,86.12,84.05,84.12,84.2,67.96,51.72,39.62,27.52
21127,44.57,59.55,74.53,82.32,90.1,78.14,66.17,62.69,59.21
21129,78.13,87.34,96.56,91.92,87.29,91.62,95.96,93.68,91.41
21131,61.99,80.34,98.69,96.52,94.36,79.39,64.42,80.41,96.4
21133,83.92,89.68,95.45,96.52,97.58,95.4,93.22,91.6,89.98
21135,81.31,65.44,49.57,60.94,72.32,73.9,75.49,81.4,87.31
21137,87.17,87.85,88.54,79.11,69.68,77.26,84.85,83.14,81.42
21139,44.57,35.22,25.88,36.39,46.91,56.54,66.17,70.8,75.44
21141,55.21,56.67,58.13,54.92,51.72,48.67,45.61,56.69,67.77
21143,44.57,39.94,35.31,22.4,9.49,13.46,17.44,22.48,27.52
21145,36.55,31.22,25.88,26.66,27.45,24.7,21.96,24.74,27.52
21147,99.01,98.93,98.85,98.96,99.08,92.95,86.82,77.3,67.77
21149,38.81,48.47,58.13,65.8,73.47,68.95,64.42,73.37,82.31
21151,58.8,60.42,62.05,65.18,68.31,72.6,76.89,70.38,63.86
21153,79.05,86.98,94.91,95.82,96.72,97.52,98.31,98.58,98.85
21155,68.04,70.87,73.7,81.9,90.1,89.05,88.0,80.92,73.85
21157,44.57,47.07,49.57,49.82,50.06,36.92,23.77,20.47,17.18
21159,99.08,99.18,99.27,98.63,97.99,86.09,74.19,76.69,79.19
21161,33.43,39.8,46.16,47.46,48.76,42.08,35.39,42.46,49.54
21163,79.05,77.88,76.7,75.76,74.81,65.33,55.86,47.2,38.53
21165,96.98,92.76,88.54,76.15,63.76,53.81,43.86,46.7,49.54
21167,90.61,84.96,79.31,84.93,90.54,80.34,70.15,57.76,45.37
21169,55.21,54.73,54.25,51.5,48.76,32.51,16.26,34.03,51.8
21171,59.82,68.26,76.7,69.39,62.07,42.02,21.96,42.91,63.86
21173,89.88,82.74,75.61,71.29,66.97,62.44,57.92,65.89,73.85
21175,65.46,68.54,71.63,64.16,56.69,58.2,59.71,39.17,18.64
21177,63.01,66.68,70.36,79.66,88.95,70.33,51.72,52.82,53.93
21179,75.68,64.96,54.25,53.84,53.44,35.97,18.49,17.18,15.88
21181,26.81,45.21,63.61,69.21,74.81,63.26,51.72,59.74,67.77
21183,57.59,73.06,88.54,89.32,90.1,75.76,61.43,53.4,45.37
21185,16.17,15.95,15.73,14.71,13.69,18.73,23.77,28.36,32.96
21187,59.82,65.72,71.63,57.33,43.03,35.82,28.61,38.0,47.38
21189,94.75,82.56,70.36,82.9,95.45,96.36,97.26,98.28,99.3
21191,41.39,37.18,32.98,28.16,23.34,27.0,30.65,43.34,56.03
21193,91.5,94.71,97.93,98.02,98.12,96.07,94.02,91.28,88.55
21195,77.3,81.68,86.06,87.5,88.95,88.78,88.61,87.96,87.31
21197,73.96,66.04,58.13,65.8,73.47,71.09,68.71,77.09,85.46
21199,61.99,70.25,78.51,82.31,86.11,78.13,70.15,62.04,53.93
21201,89.88,62.6,35.31,34.15,32.99,59.91,86.82,85.79,84.76
21203,72.78,81.82,90.86,88.14,85.41,88.95,92.49,86.96,81.42
21205,21.11,31.76,42.41,40.39,38.38,33.49,28.61,38.0,47.38
21207,85.42,86.71,88.0,87.06,86.11,80.8,75.49,75.46,75.44
21209,42.73,35.55,28.37,26.46,24.55,21.52,18.49,23.86,29.24
21211,40.08,31.88,23.69,30.02,36.34,31.78,27.21,24.64,22.08
21213,52.88,42.23,31.58,23.21,14.84,41.78,68.71,47.2,25.68
21215,32.22,40.22,48.23,44.02,39.81,43.62,47.42,62.07,76.71
21217,79.05,76.79,74.53,63.98,53.44,51.5,49.55,51.74,53.93
21219,45.62,55.14,64.66,69.73,74.81,68.8,62.79,51.58,40.38
21221,40.08,62.74,85.39,89.24,93.09,90.54,88.0,61.54,35.09
21223,87.17,92.47,97.77,96.06,94.36,94.88,95.39,93.91,92.43
21225,45.62,57.99,70.36,77.52,84.68,69.26,53.85,41.54,29.24
21227,58.8,54.18,49.57,46.3,43.03,45.22,47.42,48.48,49.54
21229,44.57,39.94,35.31,37.56,39.81,40.75,41.69,25.54,9.39
21231,95.61,95.44,95.26,78.67,62.07,63.24,64.42,61.82,59.21
21233,41.39,47.82,54.25,47.03,39.81,39.47,39.12,55.81,72.51
21235,84.37,83.86,83.35,84.38,85.41,81.73,78.04,78.61,79.19
21237,61.99,74.03,86.06,92.78,99.49,99.73,99.97,99.89,99.81
21239,25.76,21.65,17.54,16.19,14.84,16.67,18.49,14.99,11.49
22001,61.99,69.76,77.52,83.81,90.1,92.51,94.91,94.38,93.86
22003,40.08,59.7,79.31,85.92,92.52,92.1,91.69,92.88,94.08
22005,26.81,31.79,36.77,47.66,58.54,64.35,70.15,57.76,45.37
22007,79.82,73.98,68.13,72.69,77.26,65.55,53.85,72.5,91.15
22009,69.91,70.77,71.63,73.73,75.83,75.66,75.49,82.02,88.55
22011,31.01,41.78,52.56,67.44,82.32,85.16,88.0,89.7,91.41
22013,76.5,80.62,84.75,66.76,48.76,53.34,57.92,62.84,67.77
22015,26.81,30.52,34.22,44.52,54.81,57.26,59.71,63.74,67.77
22017,42.73,48.49,54.25,64.53,74.81,77.76,80.71,86.88,93.06
22019,56.45,57.29,58.13,55.78,53.44,59.8,66.17,66.97,67.77
22021,70.77,80.32,89.88,87.28,84.68,89.58,94.49,96.72,98.95
22023,23.78,17.23,10.67,19.06,27.45,16.54,5.63,6.48,7.32
22025,58.8,57.9,56.99,55.21,53.44,70.13,86.82,83.66,80.5
22027,96.24,96.76,97.29,94.52,91.75,61.2,30.65,44.93,59.21
22029,96.88,89.74,82.59,73.17,63.76,78.72,93.67,95.99,98.31
22031,56.45,69.9,83.35,88.85,94.36,93.79,93.22,88.62,84.03
