FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP,2021 EPL_UNEMP,2022 EPL_UNEMP
22033,45.62,49.09,52.56,59.76,66.97,72.5,78.04,81.75,85.46
22035,98.47,95.14,91.82,86.66,81.5,78.5,75.49,87.52,99.55
22037,28.84,34.24,39.64,47.22,54.81,66.95,79.09,72.46,65.83
22039,52.88,71.87,90.86,94.36,97.87,98.4,98.92,99.04,99.17
22041,63.01,74.2,85.39,89.24,93.09,91.63,90.17,92.52,94.88
22043,70.77,70.56,70.36,61.04,51.72,42.47,33.23,34.16,35.09
22045,70.77,80.82,90.86,92.48,94.11,92.9,91.69,84.82,77.95
22047,47.06,51.29,55.52,61.24,66.97,80.94,94.91,91.73,88.55
22049,45.62,39.3,32.98,45.76,58.54,48.83,39.12,46.52,53.93
22051,38.81,41.24,43.68,48.56,53.44,56.58,59.71,66.78,73.85
22053,71.89,71.76,71.63,80.56,89.49,87.17,84.85,59.97,35.09
22055,28.84,27.36,25.88,32.13,38.38,46.11,53.85,56.53,59.21
22057,32.22,44.6,56.99,64.66,72.32,76.99,81.67,81.09,80.5
22059,33.43,30.31,27.19,24.54,21.88,30.5,39.12,43.25,47.38
22061,85.42,86.2,86.98,80.9,74.81,60.21,45.61,42.07,38.53
22063,44.57,42.76,40.94,38.64,36.34,45.1,53.85,49.61,45.37
22065,98.89,97.9,96.91,95.0,93.09,94.14,95.19,83.0,70.82
22067,71.89,69.51,67.14,57.95,48.76,57.46,66.17,80.01,93.86
22069,79.05,86.42,93.79,95.95,98.12,98.47,98.82,96.45,94.08
22071,81.76,82.56,83.35,84.73,86.11,88.54,90.96,91.7,92.43
22073,44.57,54.09,63.61,66.64,69.68,64.69,59.71,70.1,80.5
22075,16.17,14.9,13.63,16.54,19.46,18.45,17.44,30.06,42.67
22077,24.86,49.7,74.53,79.6,84.68,72.19,59.71,73.84,87.97
22079,52.88,59.44,66.0,70.91,75.83,71.0,66.17,67.78,69.39
22081,81.76,73.88,66.0,51.17,36.34,35.86,35.39,28.74,22.08
22083,75.68,82.11,88.54,62.44,36.34,57.19,78.04,80.62,83.2
22085,73.96,78.66,83.35,88.85,94.36,92.8,91.25,89.9,88.55
22087,84.97,87.78,90.58,92.47,94.36,93.64,92.93,92.04,91.15
22089,48.2,58.16,68.13,60.78,53.44,62.47,71.51,76.91,82.31
22091,95.38,96.29,97.2,97.58,97.96,98.82,99.68,99.79,99.9
22093,77.3,73.83,70.36,68.66,66.97,58.26,49.55,38.53,27.52
22095,75.68,71.9,68.13,71.98,75.83,83.4,90.96,93.08,95.2
22097,25.76,30.54,35.31,48.69,62.07,58.96,55.86,69.95,84.03
22099,43.52,48.04,52.56,61.74,70.92,77.38,83.83,80.27,76.71
22101,82.36,86.12,89.88,89.68,89.49,84.29,79.09,75.8,72.51
22103,43.52,50.26,56.99,55.9,54.81,56.36,57.92,58.56,59.21
22105,86.37,84.86,83.35,85.32,87.29,84.91,82.53,75.15,67.77
22107,71.89,84.83,97.77,98.56,99.36,99.28,99.2,98.92,98.63
22109,34.54,31.46,28.37,48.34,68.31,71.25,74.19,73.35,72.51
22111,41.39,43.78,46.16,54.96,63.76,47.2,30.65,47.26,63.86
22113,48.2,58.16,68.13,75.77,83.41,84.13,84.85,80.78,76.71
22115,40.08,54.1,68.13,78.81,89.49,87.68,85.87,80.66,75.44
22117,96.34,96.07,95.8,95.78,95.76,95.27,94.78,95.96,97.14
22119,73.96,71.67,69.37,60.54,51.72,50.64,49.55,55.58,61.6
22121,24.86,35.51,46.16,52.35,58.54,73.27,88.0,88.78,89.56
22123,64.02,77.3,90.58,93.1,95.61,89.72,83.83,65.6,47.38
22125,86.66,87.04,87.42,83.96,80.51,85.34,90.17,92.12,94.08
22127,32.22,45.18,58.13,46.5,34.87,48.83,62.79,48.94,35.09
23001,56.45,45.88,35.31,35.09,34.87,38.28,41.69,46.74,51.8
23003,38.81,39.88,40.94,41.98,43.03,46.29,49.55,60.18,70.82
23005,22.03,21.3,20.57,18.87,17.17,17.3,17.44,18.8,20.17
23007,54.09,52.63,51.16,52.3,53.44,50.43,47.42,45.04,42.67
23009,44.57,44.12,43.68,40.01,36.34,30.06,23.77,28.36,32.96
23011,50.72,51.64,52.56,46.18,39.81,32.62,25.43,31.06,36.68
23013,21.11,27.04,32.98,30.22,27.45,24.7,21.96,26.56,31.15
23015,15.31,13.29,11.27,16.58,21.88,25.24,28.61,25.35,22.08
23017,68.04,63.08,58.13,58.34,58.54,65.03,71.51,68.67,65.83
23019,45.62,51.3,56.99,53.52,50.06,46.96,43.86,42.12,40.38
23021,70.77,77.76,84.75,82.63,80.51,70.97,61.43,57.68,53.93
23023,31.01,28.44,25.88,17.24,8.6,18.6,28.61,35.64,42.67
23025,64.02,71.26,78.51,82.9,87.29,66.45,45.61,42.07,38.53
23027,49.38,52.45,55.52,53.62,51.72,49.57,47.42,47.4,47.38
23029,74.91,73.91,72.91,73.19,73.47,78.0,82.53,83.64,84.76
23031,31.01,28.44,25.88,26.0,26.11,24.04,21.96,22.94,23.93
24001,69.91,74.99,80.07,83.41,86.75,86.31,85.87,84.54,83.2
24003,30.25,30.92,31.58,33.22,34.87,35.13,35.39,36.96,38.53
24005,38.81,38.36,37.92,41.41,44.9,48.31,51.72,55.46,59.21
24009,49.38,56.5,63.61,64.53,65.45,46.33,27.21,23.69,20.17
24011,59.82,59.64,59.47,52.18,44.9,47.22,49.55,48.46,47.38
24013,14.23,16.89,19.55,18.89,18.22,19.14,20.05,19.35,18.64
24015,55.21,50.68,46.16,48.94,51.72,53.79,55.86,54.9,53.93
24017,35.5,30.26,25.02,24.78,24.55,31.84,39.12,46.52,53.93
24019,74.91,80.15,85.39,83.86,82.32,83.08,83.83,74.83,65.83
24021,26.81,27.59,28.37,31.62,34.87,34.05,33.23,31.24,29.24
24023,33.43,33.2,32.98,28.76,24.55,29.97,35.39,41.38,47.38
24025,35.5,36.71,37.92,38.15,38.38,36.88,35.39,32.32,29.24
24027,16.17,18.37,20.57,21.22,21.88,25.24,28.61,29.88,31.15
24029,35.5,34.24,32.98,32.1,31.21,24.85,18.49,20.28,22.08
24031,28.84,32.07,35.31,37.56,39.81,41.84,43.86,47.83,51.8
24033,64.02,65.01,66.0,67.84,69.68,72.58,75.49,78.9,82.31
24035,28.02,22.78,17.54,14.39,11.24,13.75,16.26,21.89,27.52
24037,18.53,18.7,18.88,19.17,19.46,20.71,21.96,25.6,29.24
24039,57.59,63.98,70.36,79.66,88.95,91.31,93.67,89.22,84.76
24041,37.76,37.84,37.92,27.02,16.11,15.04,13.97,17.07,20.17
24043,58.8,59.14,59.47,63.22,66.97,64.2,61.43,58.73,56.03
24045,59.82,60.94,62.05,70.88,79.71,83.86,88.0,86.02,84.03
24047,81.31,71.68,62.05,54.48,46.91,57.81,68.71,74.6,80.5
24510,92.23,91.88,91.53,90.82,90.1,88.27,86.44,85.24,84.03
25001,44.57,43.49,42.41,39.38,36.34,34.78,33.23,39.3,45.37
25003,61.99,65.06,68.13,63.34,58.54,56.19,53.85,57.72,61.6
25005,68.04,67.59,67.14,60.98,54.81,57.26,59.71,64.55,69.39
25007,16.17,16.86,17.54,16.19,14.84,34.35,53.85,69.3,84.76
25009,51.74,52.15,52.56,50.66,48.76,52.31,55.86,58.73,61.6
25011,40.08,39.86,39.64,42.27,44.9,52.3,59.71,64.55,69.39
25013,77.3,75.91,74.53,72.72,70.92,71.92,72.92,74.82,76.71
25015,37.76,46.0,54.25,55.47,56.69,59.74,62.79,62.2,61.6
25017,32.22,31.2,30.18,28.82,27.45,31.42,35.39,39.03,42.67
25019,6.08,8.0,9.93,10.14,10.35,38.26,66.17,66.0,65.83
25021,41.39,41.9,42.41,42.04,41.66,41.68,41.69,48.86,56.03
25023,55.21,53.18,51.16,49.96,48.76,51.3,53.85,56.53,59.21
25025,69.02,66.84,64.66,69.06,73.47,76.7,79.92,81.12,82.31
25027,52.88,50.56,48.23,49.14,50.06,48.74,47.42,57.6,67.77
26001,89.88,88.11,86.34,87.64,88.95,80.23,71.51,74.73,77.95
26003,83.25,72.02,60.78,63.87,66.97,56.29,45.61,51.74,57.87
26005,42.73,32.2,21.68,18.26,14.84,17.44,20.05,21.99,23.93
26007,72.78,68.2,63.61,61.08,58.54,72.21,85.87,86.92,87.97
26009,84.37,73.99,63.61,55.26,46.91,41.15,35.39,41.38,47.38
26011,93.7,91.44,89.18,90.85,92.52,86.22,79.92,83.04,86.16
26013,44.57,47.07,49.57,57.51,65.45,49.34,33.23,43.58,53.93
26015,61.99,51.46,40.94,42.92,44.9,51.41,57.92,59.76,61.6
26017,72.78,70.46,68.13,70.23,72.32,70.52,68.71,60.26,51.8
26019,61.99,61.38,60.78,56.25,51.72,50.64,49.55,47.46,45.37
26021,73.96,68.79,63.61,64.53,65.45,69.18,72.92,77.17,81.42
26023,58.8,45.19,31.58,32.29,32.99,44.42,55.86,54.9,53.93
26025,81.76,76.7,71.63,72.55,73.47,74.48,75.49,79.34,83.2
26027,72.78,74.19,75.61,72.65,69.68,67.92,66.17,61.1,56.03
26029,64.02,61.74,59.47,46.23,32.99,40.2,47.42,39.29,31.15
26031,95.96,95.44,94.91,89.8,84.68,84.76,84.85,85.51,86.16
26033,89.37,87.38,85.39,88.3,91.21,92.07,92.93,91.46,89.98
26035,96.34,95.46,94.59,94.24,93.89,94.76,95.64,95.42,95.2
26037,36.55,32.46,28.37,26.46,24.55,22.3,20.05,24.64,29.24
26039,92.04,90.96,89.88,87.28,84.68,84.76,84.85,80.14,75.44
26041,77.3,68.39,59.47,53.19,46.91,50.38,53.85,56.53,59.21
26043,51.74,51.45,51.16,41.18,31.21,29.21,27.21,29.18,31.15
26045,60.74,54.49,48.23,47.57,46.91,45.38,43.86,47.83,51.8
26047,54.09,56.78,59.47,50.57,41.66,36.16,30.65,30.9,31.15
26049,95.73,94.64,93.54,93.32,93.09,92.79,92.49,92.65,92.81
26051,88.19,83.75,79.31,76.39,73.47,73.19,72.92,78.48,84.03
26053,75.68,73.66,71.63,61.68,51.72,46.7,41.69,57.77,73.85
26055,43.52,39.42,35.31,37.56,39.81,33.51,27.21,30.08,32.96
26057,72.78,69.39,66.0,67.84,69.68,58.55,47.42,50.68,53.93
26059,74.91,67.84,60.78,51.22,41.66,37.44,33.23,37.95,42.67
26061,57.59,57.86,58.13,62.55,66.97,67.84,68.71,72.71,76.71
26063,65.46,55.81,46.16,47.46,48.76,51.3,53.85,57.72,61.6
26065,68.04,71.82,75.61,75.21,74.81,77.36,79.92,79.55,79.19
26067,79.05,73.59,68.13,56.52,44.9,49.38,53.85,57.72,61.6
26069,93.19,92.5,91.82,88.25,84.68,84.76,84.85,86.41,87.97
26071,47.06,54.56,62.05,60.3,58.54,57.2,55.86,51.62,47.38
26073,84.37,84.21,84.05,81.88,79.71,81.77,83.83,85.0,86.16
26075,82.87,79.24,75.61,73.26,70.92,72.56,74.19,76.07,77.95
26077,70.77,63.88,56.99,57.76,58.54,65.73,72.92,76.06,79.19
26079,87.17,81.39,75.61,77.28,78.95,73.83,68.71,58.04,47.38
26081,56.45,49.43,42.41,40.39,38.38,41.12,43.86,44.62,45.37
26083,18.53,32.34,46.16,52.35,58.54,60.66,62.79,56.16,49.54
26085,93.7,93.74,93.79,95.51,97.23,81.7,66.17,77.36,88.55
26087,85.9,82.2,78.51,71.98,65.45,67.08,68.71,65.16,61.6
26089,45.62,45.89,46.16,46.54,46.91,40.07,33.23,26.7,20.17
26091,69.91,64.02,58.13,50.58,43.03,45.22,47.42,57.6,67.77
26093,40.08,35.83,31.58,29.52,27.45,27.33,27.21,31.15,35.09
26095,93.19,94.68,96.18,74.81,53.44,65.74,78.04,85.09,92.14
26097,87.17,89.02,90.86,91.98,93.09,93.38,93.67,95.15,96.63
26099,76.5,67.99,59.47,56.46,53.44,58.12,62.79,66.09,69.39
26101,85.42,86.98,88.54,82.18,75.83,79.83,83.83,82.62,81.42
26103,51.74,53.63,55.52,57.92,60.32,63.24,66.17,66.97,67.77
26105,80.58,81.96,83.35,71.84,60.32,51.0,41.69,46.74,51.8
26107,95.13,91.84,88.54,81.0,73.47,73.19,72.92,69.38,65.83
26109,69.02,61.64,54.25,42.73,31.21,45.46,59.71,52.54,45.37
26111,55.21,58.0,60.78,59.66,58.54,50.11,41.69,48.86,56.03
26113,80.58,77.55,74.53,69.14,63.76,75.88,88.0,86.02,84.03
26115,68.04,60.3,52.56,46.18,39.81,45.76,51.72,60.56,69.39
26117,88.98,80.94,72.91,57.97,43.03,36.84,30.65,34.59,38.53
26119,99.27,97.92,96.56,96.53,96.5,89.88,83.26,79.98,76.71
26121,93.0,89.99,86.98,82.44,77.9,80.58,83.26,85.9,88.55
26123,88.19,81.9,75.61,67.96,60.32,58.09,55.86,52.7,49.54
26125,58.8,50.6,42.41,40.39,38.38,42.0,45.61,48.7,51.8
26127,63.01,66.19,69.37,73.64,77.9,74.03,70.15,63.09,56.03
26129,90.61,89.9,89.18,86.3,83.41,86.01,88.61,87.04,85.46
26131,95.38,94.46,93.54,84.68,75.83,72.27,68.71,73.33,77.95
26133,78.13,76.33,74.53,73.42,72.32,79.38,86.44,88.21,89.98
26135,94.75,90.54,86.34,91.72,97.1,95.56,94.02,94.05,94.08
26137,75.68,62.62,49.57,50.64,51.72,58.07,64.42,58.11,51.8
26139,38.81,33.59,28.37,25.86,23.34,27.0,30.65,30.9,31.15
26141,93.7,94.08,94.46,91.7,88.95,82.22,75.49,77.34,79.19
26143,94.94,95.9,96.85,96.52,96.18,93.38,90.58,79.98,69.39
26145,84.37,82.73,81.09,80.02,78.95,77.92,76.89,79.16,81.42
26147,88.19,82.86,77.52,73.6,69.68,73.86,78.04,80.18,82.31
26149,74.91,60.54,46.16,45.53,44.9,40.14,35.39,48.5,61.6
26151,87.17,82.84,78.51,75.99,73.47,72.49,71.51,76.0,80.5
26153,96.15,94.97,93.79,94.08,94.36,89.6,84.85,87.86,90.87
26155,81.31,77.92,74.53,58.1,41.66,36.16,30.65,33.66,36.68
26157,82.36,76.36,70.36,67.9,65.45,71.74,78.04,76.74,75.44
26159,63.01,61.9,60.78,61.42,62.07,58.96,55.86,52.7,49.54
26161,50.72,46.56,42.41,39.38,36.34,39.02,41.69,45.62,49.54
26163,97.39,96.52,95.64,94.88,94.11,93.3,92.49,93.48,94.46
26165,81.31,74.72,68.13,64.22,60.32,65.91,71.51,74.73,77.95
27001,47.06,49.81,52.56,54.62,56.69,55.27,53.85,62.34,70.82
27003,36.55,30.12,23.69,22.12,20.54,22.16,23.77,29.43,35.09
27005,12.86,12.38,11.91,15.68,19.46,23.34,27.21,33.79,40.38
27007,77.3,81.82,86.34,83.42,80.51,76.01,71.51,67.68,63.86
27009,47.06,36.04,25.02,24.78,24.55,21.52,18.49,23.86,29.24
27011,6.08,5.35,4.62,5.54,6.46,9.68,12.89,9.74,6.59
27013,21.11,22.4,23.69,24.12,24.55,26.58,28.61,28.92,29.24
27015,11.11,8.55,5.99,5.43,4.87,6.43,7.99,10.82,13.65
27017,31.01,24.28,17.54,22.5,27.45,37.44,47.42,48.48,49.54
27019,14.23,10.89,7.55,6.4,5.25,7.72,10.18,14.41,18.64
27021,51.74,47.08,42.41,45.58,48.76,60.84,72.92,76.06,79.19
27023,8.05,6.08,4.11,6.8,9.49,33.7,57.92,58.56,59.21
27025,23.78,26.98,30.18,28.14,26.11,25.77,25.43,27.33,29.24
27027,14.74,11.46,8.18,8.39,8.6,12.43,16.26,25.67,35.09
27029,60.74,58.86,56.99,69.66,82.32,81.99,81.67,85.62,89.56
27031,12.86,8.91,4.97,7.66,10.35,7.24,4.14,11.39,18.64
27033,14.23,18.39,22.54,24.32,26.11,34.98,43.86,38.41,32.96
27035,42.73,30.14,17.54,13.94,10.35,19.48,28.61,42.32,56.03
27037,22.86,20.87,18.88,19.17,19.46,20.71,21.96,25.6,29.24
27039,9.04,9.07,9.11,8.85,8.6,9.39,10.18,13.03,15.88
27041,17.06,15.93,14.8,13.62,12.45,10.82,9.2,13.92,18.64
27043,14.23,11.21,8.18,11.51,14.84,18.4,21.96,31.17,40.38
27045,14.23,12.45,10.67,10.08,9.49,9.83,10.18,15.18,20.17
27047,17.06,18.81,20.57,25.89,31.21,29.91,28.61,35.64,42.67
27049,23.78,22.73,21.68,21.11,20.54,22.16,23.77,29.43,35.09
27051,16.17,17.86,19.55,22.05,24.55,37.05,49.55,39.4,29.24
27053,34.54,30.21,25.88,26.66,27.45,29.05,30.65,35.51,40.38
27055,20.25,17.53,14.8,9.83,4.87,4.87,4.87,4.65,4.42
27057,17.06,17.97,18.88,18.55,18.22,24.44,30.65,35.51,40.38
27059,42.73,41.18,39.64,37.26,34.87,38.28,41.69,40.11,38.53
27061,45.62,41.77,37.92,41.41,44.9,55.54,66.17,71.44,76.71
27063,10.54,9.83,9.11,11.4,13.69,12.84,12.0,9.3,6.59
27065,79.82,69.64,59.47,47.17,34.87,32.76,30.65,36.66,42.67
27067,25.76,19.37,12.99,12.72,12.45,18.94,25.43,28.29,31.15
27069,4.62,5.3,5.99,7.3,8.6,20.92,33.23,25.93,18.64
27071,38.81,49.14,59.47,65.2,70.92,68.54,66.17,62.02,57.87
27073,11.11,10.52,9.93,8.2,6.46,9.68,12.89,10.1,7.32
27075,19.33,17.53,15.73,23.47,31.21,22.05,12.89,13.73,14.57
27077,9.04,11.34,13.63,13.66,13.69,24.54,35.39,21.36,7.32
27079,22.86,20.2,17.54,17.88,18.22,18.36,18.49,23.0,27.52
27081,3.85,6.22,8.6,7.85,7.1,10.54,13.97,13.81,13.65
27083,12.13,14.84,17.54,17.35,17.17,16.72,16.26,16.72,17.18
27085,15.31,14.15,12.99,10.79,8.6,10.3,12.0,16.08,20.17
27087,69.91,77.65,85.39,82.55,79.71,86.32,92.93,94.9,96.88
27089,14.74,14.77,14.8,12.14,9.49,8.04,6.59,11.24,15.88
27091,12.13,10.36,8.6,13.41,18.22,29.96,41.69,50.45,59.21
27093,22.86,18.24,13.63,11.56,9.49,9.35,9.2,10.34,11.49
27095,51.74,47.71,43.68,51.11,58.54,62.36,66.17,57.86,49.54
27097,38.81,29.18,19.55,24.4,29.24,32.32,35.39,36.04,36.68
27099,28.84,32.07,35.31,34.15,32.99,24.63,16.26,18.21,20.17
27101,11.56,14.17,16.78,12.69,8.6,10.74,12.89,15.03,17.18
27103,10.54,10.6,10.67,15.07,19.46,13.72,7.99,6.92,5.85
27105,32.22,42.39,52.56,47.8,43.03,26.12,9.2,13.19,17.18
27107,15.31,12.62,9.93,12.38,14.84,32.19,49.55,53.71,57.87
27109,12.13,14.46,16.78,18.66,20.54,20.3,20.05,21.99,23.93
27111,17.06,15.93,14.8,15.98,17.17,22.89,28.61,45.1,61.6
27113,9.04,9.07,9.11,10.78,12.45,17.2,21.96,13.9,5.85
27115,51.74,48.95,46.16,45.53,44.9,58.2,71.51,71.17,70.82
27117,13.31,15.04,16.78,14.01,11.24,18.34,25.43,20.66,15.88
27119,15.31,15.06,14.8,15.98,17.17,16.72,16.26,20.1,23.93
27121,13.31,12.61,11.91,10.7,9.49,6.22,2.96,2.54,2.13
27123,44.57,44.79,45.02,42.42,39.81,41.84,43.86,46.7,49.54
27125,15.31,15.06,14.8,15.46,16.11,11.35,6.59,5.25,3.91
27127,15.31,12.99,10.67,9.22,7.77,5.76,3.76,4.33,4.9
27129,23.78,16.86,9.93,10.58,11.24,12.6,13.97,16.3,18.64
27131,26.81,22.18,17.54,19.04,20.54,37.2,53.85,57.72,61.6
27133,10.09,6.93,3.76,4.04,4.33,4.6,4.87,9.72,14.57
27135,7.04,5.4,3.76,6.18,8.6,22.0,35.39,37.89,40.38
27137,44.57,39.94,35.31,37.56,39.81,44.68,49.55,48.46,47.38
27139,18.53,16.66,14.8,15.46,16.11,15.6,15.09,17.63,20.17
27141,25.76,20.74,15.73,14.71,13.69,11.44,9.2,13.19,17.18
27143,28.02,22.4,16.78,13.56,10.35,12.16,13.97,17.07,20.17
27145,26.81,24.68,22.54,28.7,34.87,42.21,49.55,46.11,42.67
27147,28.84,23.19,17.54,21.82,26.11,25.77,25.43,24.68,23.93
27149,12.13,9.84,7.55,7.0,6.46,7.83,9.2,6.3,3.4
27151,11.11,10.11,9.11,9.73,10.35,14.42,18.49,23.86,29.24
27153,26.81,22.18,17.54,15.0,12.45,23.92,35.39,36.04,36.68
27155,4.27,11.58,18.88,15.06,11.24,26.46,41.69,38.39,35.09
27157,14.74,12.34,9.93,12.38,14.84,20.14,25.43,17.01,8.59
27159,17.77,22.48,27.19,34.42,41.66,60.38,79.09,77.26,75.44
27161,18.53,20.1,21.68,20.57,19.46,21.62,23.77,22.92,22.08
27163,19.33,17.07,14.8,14.24,13.69,14.98,16.26,16.72,17.18
27165,11.11,8.55,5.99,7.3,8.6,14.32,20.05,47.74,75.44
27167,5.7,4.6,3.5,3.07,2.64,22.17,41.69,48.86,56.03
27169,48.2,41.21,34.22,28.05,21.88,20.18,18.49,16.53,14.57
27171,20.25,19.56,18.88,16.86,14.84,13.42,12.0,10.3,8.59
27173,7.48,7.83,8.18,10.32,12.45,9.04,5.63,12.9,20.17
28001,76.5,80.94,85.39,89.54,93.69,93.68,93.67,89.57,85.46
28003,74.91,68.48,62.05,75.28,88.5,80.71,72.92,76.06,79.19
28005,93.98,90.99,88.0,86.34,84.68,83.6,82.53,85.54,88.55
28007,92.23,91.88,91.53,93.2,94.87,89.35,83.83,85.0,86.16
28009,96.47,96.52,96.56,91.92,87.29,49.24,11.2,26.94,42.67
28011,97.13,97.21,97.29,96.08,94.87,89.86,84.85,86.41,87.97
28013,71.89,77.24,82.59,79.21,75.83,49.8,23.77,31.15,38.53
28015,87.68,81.64,75.61,84.35,93.09,89.96,86.82,80.34,73.85
28017,86.66,88.27,89.88,72.34,54.81,41.01,27.21,22.92,18.64
28019,95.38,95.68,95.99,92.47,88.95,91.72,94.49,90.9,87.31
28021,98.15,98.87,99.59,99.26,98.92,98.03,97.14,95.8,94.46
28023,85.9,86.95,88.0,86.34,84.68,80.09,75.49,71.63,67.77
28025,97.96,97.26,96.56,96.37,96.18,93.94,91.69,92.88,94.08
28027,98.95,99.28,99.62,99.58,99.55,98.82,98.09,97.77,97.45
28029,95.61,96.62,97.64,96.4,95.16,90.0,84.85,72.03,59.21
28031,86.66,91.23,95.8,94.64,93.47,77.45,61.43,66.12,70.82
28033,48.2,48.22,48.23,51.52,54.81,49.34,43.86,43.26,42.67
28035,91.05,92.82,94.59,94.24,93.89,88.86,83.83,85.9,87.97
28037,82.87,83.81,84.75,75.1,65.45,36.02,6.59,9.42,12.25
28039,69.02,71.78,74.53,82.87,91.21,94.88,98.54,97.74,96.95
28041,91.72,89.35,86.98,88.76,90.54,95.06,99.59,99.18,98.76
28043,78.13,79.93,81.73,77.03,72.32,65.12,57.92,47.3,36.68
28045,78.13,76.33,74.53,79.6,84.68,78.1,71.51,74.11,76.71
28047,65.46,73.6,81.73,87.13,92.52,92.3,92.08,92.26,92.43
28049,75.68,81.55,87.42,89.8,92.17,93.1,94.02,92.26,90.49
28051,99.2,99.26,99.33,99.56,99.78,99.59,99.4,96.63,93.86
28053,99.97,99.89,99.81,99.74,99.68,99.46,99.24,99.19,99.14
28055,97.13,92.84,88.54,93.26,97.99,96.24,94.49,96.44,98.38
28057,68.04,61.78,55.52,41.49,27.45,15.61,3.76,9.17,14.57
28059,70.77,72.24,73.7,79.19,84.68,89.35,94.02,92.72,91.41
28061,28.02,36.52,45.02,51.78,58.54,44.6,30.65,30.9,31.15
28063,97.74,95.49,93.25,86.1,78.95,87.01,95.07,79.46,63.86
28065,93.47,95.49,97.52,95.49,93.47,87.09,80.71,87.8,94.88
28067,43.52,51.5,59.47,62.46,65.45,56.44,47.42,38.33,29.24
28069,82.36,80.84,79.31,75.82,72.32,85.86,99.4,99.34,99.27
28071,66.35,61.67,56.99,63.96,70.92,52.08,33.23,23.9,14.57
28073,36.55,54.09,71.63,82.25,92.87,93.27,93.67,82.24,70.82
28075,75.68,76.19,76.7,73.19,69.68,59.61,49.55,57.69,65.83
28077,71.89,78.64,85.39,87.17,88.95,93.74,98.54,98.43,98.31
28079,85.9,84.98,84.05,89.9,95.76,92.96,90.17,82.01,73.85
28081,34.54,43.55,52.56,59.0,65.45,64.12,62.79,65.28,67.77
28083,97.87,96.84,95.8,95.99,96.18,96.91,97.64,97.94,98.25
28085,32.22,49.11,66.0,71.95,77.9,67.91,57.92,49.15,40.38
28087,93.47,92.64,91.82,91.18,90.54,89.06,87.59,82.15,76.71
28089,17.77,24.68,31.58,35.7,39.81,39.47,39.12,38.82,38.53
28091,79.05,76.79,74.53,74.0,73.47,83.98,94.49,95.05,95.61
28093,76.5,67.99,59.47,63.89,68.31,69.91,71.51,61.65,51.8
28095,85.42,82.74,80.07,72.76,65.45,75.94,86.44,76.13,65.83
28097,64.02,66.69,69.37,81.86,94.36,91.84,89.31,89.9,90.49
28099,79.05,74.21,69.37,78.33,87.29,90.48,93.67,94.44,95.2
28101,61.99,70.25,78.51,75.41,72.32,50.46,28.61,34.49,40.38
28103,98.73,98.25,97.77,95.83,93.89,95.46,97.04,96.12,95.2
28105,92.71,91.47,90.23,91.85,93.47,92.22,90.96,87.08,83.2
28107,88.19,83.35,78.51,77.17,75.83,82.57,89.31,92.46,95.61
28109,83.25,87.24,91.24,88.68,86.11,77.41,68.71,68.24,67.77
28111,89.37,88.18,86.98,78.95,70.92,77.09,83.26,80.6,77.95
28113,72.78,76.42,80.07,78.98,77.9,80.22,82.53,84.34,86.16
28115,41.39,46.98,52.56,64.2,75.83,48.9,21.96,18.92,15.88
28117,78.13,77.82,77.52,76.68,75.83,58.76,41.69,48.86,56.03
28119,98.85,99.34,99.84,99.89,99.94,99.7,99.46,98.95,98.44
28121,22.86,23.94,25.02,26.23,27.45,36.53,45.61,44.14,42.67
28123,88.19,90.86,93.54,87.93,82.32,82.79,83.26,78.55,73.85
28125,99.62,99.68,99.75,99.52,99.3,97.87,96.44,97.65,98.85
28127,76.5,82.52,88.54,86.61,84.68,83.18,81.67,77.76,73.85
28129,14.23,13.93,13.63,15.4,17.17,29.43,41.69,33.68,25.68
28131,90.29,80.32,70.36,54.37,38.38,58.74,79.09,85.25,91.41
28133,99.52,99.48,99.43,99.28,99.14,98.2,97.26,97.55,97.84
28135,88.98,92.66,96.34,97.28,98.22,97.4,96.59,97.15,97.71
28137,72.78,70.46,68.13,73.92,79.71,69.71,59.71,72.93,86.16
28139,88.19,88.1,88.0,84.26,80.51,76.01,71.51,72.68,73.85
28141,86.37,85.56,84.75,88.64,92.52,67.1,41.69,33.68,25.68
28143,82.87,86.38,89.88,92.38,94.87,92.09,89.31,93.88,98.44
28145,72.78,74.74,76.7,70.23,63.76,61.73,59.71,48.2,36.68
28147,70.77,71.2,71.63,66.85,62.07,53.84,45.61,63.06,80.5
28149,64.02,59.77,55.52,65.68,75.83,77.46,79.09,64.32,49.54
28151,99.65,99.54,99.43,99.02,98.6,97.28,95.96,95.78,95.61
28153,77.3,80.32,83.35,87.28,91.21,94.03,96.85,95.12,93.38
28155,92.04,88.4,84.75,63.89,43.03,55.87,68.71,73.95,79.19
28157,83.25,83.3,83.35,89.48,95.61,91.22,86.82,82.38,77.95
28159,95.8,93.66,91.53,88.1,84.68,87.42,90.17,87.1,84.03
28161,19.33,23.26,27.19,29.2,31.21,55.15,79.09,67.56,56.03
28163,99.46,99.22,98.98,98.72,98.47,98.36,98.25,97.6,96.95
29001,28.02,36.52,45.02,56.0,66.97,65.69,64.42,65.12,65.83
