FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH,2021 EPL_NOVEH,2022 EPL_NOVEH
29157,42.38,33.67,24.96,24.58,24.2,27.38,30.55,40.42,50.3
29159,71.89,73.88,75.87,76.9,77.94,73.26,68.59,70.31,72.03
29161,62.97,63.61,64.25,65.64,67.02,65.56,64.1,65.66,67.23
29163,61.76,58.36,54.95,53.94,52.94,58.52,64.1,72.3,80.5
29165,31.36,30.37,29.39,28.18,26.97,25.47,23.97,24.44,24.91
29167,19.33,21.36,23.4,35.08,46.77,53.1,59.42,56.5,53.58
29169,31.36,40.06,48.77,45.51,42.25,33.11,23.97,34.26,44.54
29171,71.06,75.39,79.72,70.08,60.43,58.48,56.52,63.0,69.49
29173,34.8,23.7,12.61,14.17,15.73,13.56,11.39,11.14,10.88
29175,49.32,54.59,59.85,60.14,60.43,50.72,41.02,45.66,50.3
29177,55.78,62.56,69.34,70.23,71.12,55.23,39.34,22.24,5.15
29179,71.06,61.5,51.93,47.09,42.25,37.35,32.46,46.64,60.83
29181,36.52,53.5,70.49,73.16,75.84,74.86,73.87,57.54,41.2
29183,13.34,12.54,11.75,9.79,7.83,8.61,9.39,12.38,15.37
29185,73.0,67.99,62.97,54.87,46.77,47.2,47.64,46.09,44.54
29186,10.73,14.9,19.07,18.08,17.1,12.14,7.19,10.66,14.13
29187,71.89,69.98,68.07,65.03,61.99,66.82,71.64,70.56,69.49
29189,69.79,69.56,69.34,67.49,65.65,62.54,59.42,62.2,64.97
29195,85.86,85.71,85.55,79.46,73.38,67.12,60.85,56.31,51.77
29197,32.73,39.05,45.37,42.14,38.9,39.96,41.02,57.82,74.61
29199,42.38,55.86,69.34,61.14,52.94,51.74,50.54,43.03,35.51
29201,64.34,57.34,50.33,56.16,61.99,70.6,79.22,77.92,76.61
29203,19.33,18.44,17.54,18.62,19.71,17.28,14.86,33.32,51.77
29205,42.38,35.88,29.39,29.76,30.12,32.12,34.12,43.85,53.58
29207,61.76,63.0,64.25,63.12,61.99,60.06,58.12,47.82,37.51
29209,15.79,18.08,20.38,23.0,25.63,24.13,22.63,17.82,13.01
29211,81.12,70.48,59.85,50.33,40.82,45.68,50.54,53.72,56.89
29213,22.03,33.7,45.37,49.16,52.94,39.34,25.75,33.48,41.2
29215,40.18,46.78,53.39,56.22,59.06,68.71,78.36,80.86,83.36
29217,69.79,75.87,81.95,79.4,76.85,83.19,89.53,87.02,84.51
29219,31.36,33.81,36.26,26.0,15.73,9.52,3.31,5.14,6.97
29221,79.59,73.32,67.05,60.73,54.41,57.63,60.85,75.37,89.88
29223,60.17,62.21,64.25,72.26,80.26,66.94,53.63,52.7,51.77
29225,75.17,69.71,64.25,66.27,68.29,64.57,60.85,56.31,51.77
29227,7.13,9.87,12.61,10.57,8.53,42.26,76.0,80.51,85.01
29229,42.38,57.61,72.84,79.85,86.85,85.15,83.45,74.75,66.05
29510,99.2,99.25,99.3,99.22,99.14,99.11,99.08,99.11,99.14
30001,15.79,33.86,51.93,45.42,38.9,21.54,4.17,2.54,0.92
30003,26.52,27.08,27.63,29.82,32.0,33.86,35.71,50.88,66.05
30005,93.09,89.32,85.55,84.74,83.92,85.46,87.01,87.98,88.96
30007,14.65,9.43,4.2,3.26,2.32,2.07,1.81,2.72,3.63
30009,4.78,4.7,4.62,5.46,6.3,6.36,6.43,7.66,8.88
30011,8.44,17.37,26.3,20.44,14.58,40.07,65.56,60.59,55.62
30013,68.64,65.81,62.97,67.04,71.12,68.34,65.56,60.59,55.62
30015,45.88,42.87,39.86,46.4,52.94,56.9,60.85,55.58,50.3
30017,60.17,59.09,58.01,54.01,50.02,57.06,64.1,48.14,32.17
30019,1.62,1.59,1.56,8.64,15.73,22.41,29.09,43.69,58.29
30021,26.52,21.38,16.24,9.73,3.22,23.02,42.81,43.68,44.54
30023,68.64,74.68,80.71,79.32,77.94,76.63,75.33,82.35,89.37
30025,5.48,6.26,7.04,6.29,5.54,36.36,67.19,70.9,74.61
30027,36.52,32.96,29.39,35.1,40.82,63.42,86.03,81.32,76.61
30029,15.79,14.92,14.04,14.31,14.58,18.6,22.63,21.66,20.68
30031,20.73,20.56,20.38,16.83,13.28,11.34,9.39,8.75,8.11
30033,1.05,1.58,2.1,1.62,1.15,0.88,0.6,0.57,0.54
30035,91.95,87.85,83.76,70.82,57.88,44.22,30.55,42.07,53.58
30037,3.06,2.05,1.05,0.78,0.51,2.5,4.49,5.06,5.63
30039,0.96,5.86,10.76,8.53,6.3,13.81,21.32,17.16,13.01
30041,65.97,64.47,62.97,51.9,40.82,43.44,46.05,48.91,51.77
30043,3.88,2.99,2.1,2.97,3.85,6.12,8.4,10.7,13.01
30045,2.55,3.38,4.2,10.65,17.1,12.14,7.19,5.41,3.63
30047,31.36,34.75,38.14,31.88,25.63,25.69,25.75,25.33,24.91
30049,47.63,48.2,48.77,45.51,42.25,41.64,41.02,44.85,48.68
30051,99.08,98.65,98.22,96.61,95.0,96.92,98.85,98.43,98.0
30053,15.79,21.04,26.3,28.21,30.12,24.34,18.56,20.32,22.08
30055,0.22,0.2,0.19,0.1,0.0,0.0,0.0,0.0,0.0
30057,2.55,3.04,3.53,4.28,5.03,8.8,12.57,7.7,2.83
30059,22.03,33.7,45.37,28.22,11.08,5.8,0.51,0.46,0.41
30061,10.73,16.4,22.06,18.9,15.73,15.88,16.04,9.83,3.63
30063,40.18,41.02,41.87,44.32,46.77,47.2,47.64,49.7,51.77
30065,20.73,28.49,36.26,38.54,40.82,52.46,64.1,39.74,15.37
30067,27.98,40.68,53.39,48.87,44.35,41.84,39.34,35.76,32.17
30069,0.6,0.44,0.29,0.34,0.38,0.19,0.0,0.0,0.0
30071,27.98,34.92,41.87,30.79,19.71,17.88,16.04,10.31,4.58
30073,29.74,37.56,45.37,53.68,61.99,66.82,71.64,64.26,56.89
30075,9.36,10.06,10.76,6.05,1.34,3.23,5.12,24.83,44.54
30077,3.44,4.03,4.62,7.85,11.08,20.08,29.09,24.34,19.6
30079,3.44,3.48,3.53,3.69,3.85,7.62,11.39,28.9,46.42
30081,10.73,11.67,12.61,13.6,14.58,16.01,17.44,21.18,24.91
30083,18.08,16.06,14.04,24.88,35.72,57.47,79.22,77.92,76.61
30085,51.29,59.17,67.05,78.64,90.23,92.4,94.56,94.21,93.86
30087,8.44,12.34,16.24,25.98,35.72,43.97,52.23,62.84,73.46
30089,13.34,12.97,12.61,9.46,6.3,16.92,27.53,41.58,55.62
30091,47.63,48.98,50.33,55.38,60.43,52.32,44.21,28.61,13.01
30093,90.13,91.57,93.0,91.62,90.23,86.84,83.45,76.47,69.49
30095,3.88,5.04,6.21,9.15,12.1,12.86,13.62,14.5,15.37
30097,1.78,2.75,3.72,5.49,7.26,17.4,27.53,22.93,18.33
30099,27.98,27.81,27.63,31.67,35.72,29.84,23.97,44.47,64.97
30101,77.17,86.44,95.7,96.98,98.25,96.7,95.16,82.32,69.49
30103,71.06,47.23,23.4,17.75,12.1,29.87,47.64,46.09,44.54
30105,17.13,15.58,14.04,17.59,21.14,25.12,29.09,32.3,35.51
30107,92.52,79.19,65.87,51.51,37.15,43.84,50.54,28.75,6.97
30109,26.52,20.28,14.04,11.62,9.2,5.89,2.58,5.34,8.11
30111,38.2,37.23,36.26,43.14,50.02,50.28,50.54,43.03,35.51
31001,27.98,26.47,24.96,35.86,46.77,48.66,50.54,46.74,42.95
31003,15.79,23.54,31.3,25.5,19.71,16.66,13.62,17.85,22.08
31005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,16.93
31007,71.06,37.84,4.62,5.08,5.54,3.17,0.8,3.38,5.95
31009,23.62,12.59,1.56,15.84,30.12,15.32,0.51,1.24,1.97
31011,10.73,8.89,7.04,14.09,21.14,19.85,18.56,19.08,19.6
31013,4.78,10.51,16.24,33.13,50.02,54.07,58.12,54.21,50.3
31015,40.18,33.24,26.3,25.25,24.2,15.32,6.43,4.07,1.72
31017,23.62,27.46,31.3,24.94,18.59,13.5,8.4,9.64,10.88
31019,27.98,27.14,26.3,29.15,32.0,34.88,37.75,34.18,30.61
31021,34.8,33.89,32.98,32.49,32.0,33.86,35.71,43.74,51.77
31023,12.0,10.87,9.74,7.64,5.54,5.33,5.12,7.0,8.88
31025,14.65,16.86,19.07,15.58,12.1,10.25,8.4,13.36,18.33
31027,17.13,11.67,6.21,7.37,8.53,7.48,6.43,8.16,9.9
31029,4.78,11.92,19.07,16.18,13.28,12.92,12.57,9.77,6.97
31031,1.46,7.75,14.04,26.47,38.9,43.27,47.64,56.31,64.97
31033,26.52,33.19,39.86,31.17,22.48,35.86,49.24,54.42,59.59
31035,2.8,3.16,3.53,3.18,2.83,3.66,4.49,6.3,8.11
31037,29.74,44.8,59.85,44.16,28.46,19.37,10.28,6.0,1.72
31039,23.62,37.78,51.93,47.09,42.25,33.11,23.97,14.8,5.63
31041,19.33,34.05,48.77,41.29,33.81,28.89,23.97,28.83,33.69
31043,58.87,42.58,26.3,37.38,48.46,61.17,73.87,71.2,68.53
31045,38.2,34.75,31.3,37.82,44.35,42.68,41.02,29.68,18.33
31047,15.79,20.38,24.96,39.68,54.41,51.02,47.64,48.16,48.68
31049,40.18,39.16,38.14,28.36,18.59,12.89,7.19,4.82,2.45
31051,24.99,28.98,32.98,23.13,13.28,10.24,7.19,7.65,8.11
31053,26.52,30.63,34.73,35.22,35.72,52.15,68.59,53.99,39.39
31055,74.12,74.44,74.75,72.94,71.12,70.94,70.75,68.4,66.05
31057,5.48,6.26,7.04,10.81,14.58,14.1,13.62,12.25,10.88
31059,6.08,4.35,2.61,3.82,5.03,5.73,6.43,6.7,6.97
31061,14.65,9.09,3.53,3.02,2.52,6.4,10.28,14.31,18.33
31063,22.03,17.32,12.61,15.6,18.59,16.73,14.86,12.87,10.88
31065,57.15,56.05,54.95,46.05,37.15,26.6,16.04,24.86,33.69
31067,42.38,36.84,31.3,29.88,28.46,48.97,69.48,74.48,79.48
31069,2.04,4.12,6.21,6.25,6.3,7.84,9.39,7.67,5.95
31071,7.7,6.16,4.62,3.57,2.52,2.26,2.01,30.15,58.29
31073,0.7,1.24,1.78,7.53,13.28,8.1,2.93,1.74,0.54
31075,4.78,5.91,7.04,4.68,2.32,1.6,0.89,10.24,19.6
31077,13.34,12.05,10.76,7.31,3.85,7.62,11.39,7.26,3.12
31079,57.15,48.5,39.86,37.79,35.72,35.71,35.71,42.2,48.68
31081,5.48,5.5,5.51,5.27,5.03,5.73,6.43,5.03,3.63
31083,15.79,10.2,4.62,3.57,2.52,2.26,2.01,2.82,3.63
31085,7.7,10.87,14.04,8.18,2.32,8.59,14.86,14.5,14.13
31087,5.48,5.5,5.51,8.3,11.08,15.47,19.86,22.38,24.91
31089,20.73,13.47,6.21,7.02,7.83,13.84,19.86,15.87,11.87
31091,0.0,0.0,0.0,0.16,0.32,32.94,65.56,61.22,56.89
31093,10.73,11.67,12.61,11.42,10.22,25.62,41.02,50.92,60.83
31095,34.8,43.36,51.93,40.2,28.46,42.49,56.52,58.06,59.59
31097,67.53,67.29,67.05,68.53,70.01,69.3,68.59,60.18,51.77
31099,22.03,30.08,38.14,38.52,38.9,45.56,52.23,33.8,15.37
31101,47.63,61.19,74.75,64.58,54.41,54.67,54.93,51.8,48.68
31103,2.32,1.38,0.45,0.48,0.51,0.26,0.0,0.22,0.45
31105,68.64,54.25,39.86,51.54,63.23,56.24,49.24,31.68,14.13
31107,47.63,51.29,54.95,53.18,51.42,41.94,32.46,26.03,19.6
31109,58.87,58.44,58.01,54.01,50.02,47.11,44.21,44.38,44.54
31111,55.78,54.58,53.39,60.2,67.02,55.62,44.21,37.41,30.61
31113,1.62,1.7,1.78,0.89,0.0,0.0,0.0,0.0,0.0
31115,0.54,0.8,1.05,0.85,0.64,2.56,4.49,3.8,3.12
31117,9.36,5.1,0.83,0.94,1.05,0.97,0.89,0.99,1.08
31119,42.38,50.2,58.01,57.14,56.26,60.18,64.1,50.8,37.51
31121,18.08,33.43,48.77,56.0,63.23,58.43,53.63,31.26,8.88
31123,10.73,12.38,14.04,13.66,13.28,17.95,22.63,23.04,23.45
31125,29.74,43.1,56.45,33.76,11.08,8.75,6.43,4.2,1.97
31127,52.98,40.3,27.63,21.68,15.73,15.88,16.04,37.82,59.59
31129,9.36,21.17,32.98,43.7,54.41,48.61,42.81,24.38,5.95
31131,36.52,49.03,61.54,58.9,56.26,54.94,53.63,37.85,22.08
31133,86.47,85.36,84.24,87.49,90.74,92.95,95.16,85.44,75.72
31135,13.34,12.97,12.61,16.16,19.71,27.71,35.71,28.9,22.08
31137,22.03,32.8,43.58,40.36,37.15,24.27,11.39,34.14,56.89
31139,3.44,3.02,2.61,4.94,7.26,19.86,32.46,24.7,16.93
31141,24.99,28.98,32.98,29.3,25.63,40.28,54.93,55.91,56.89
31143,4.78,11.92,19.07,24.6,30.12,23.78,17.44,11.7,5.95
31145,14.65,22.02,29.39,39.7,50.02,54.07,58.12,70.74,83.36
31147,27.98,41.46,54.95,32.58,10.22,35.54,60.85,64.04,67.23
31149,0.25,0.22,0.19,0.82,1.46,13.6,25.75,22.68,19.6
31151,29.74,19.74,9.74,5.88,2.01,2.01,2.01,3.12,4.23
31153,6.08,5.52,4.97,6.4,7.83,10.72,13.62,12.74,11.87
31155,17.13,13.95,10.76,8.53,6.3,11.17,16.04,17.18,18.33
31157,24.99,27.19,29.39,34.15,38.9,43.27,47.64,53.62,59.59
31159,17.13,19.6,22.06,16.57,11.08,19.3,27.53,31.52,35.51
31161,24.99,37.66,50.33,61.85,73.38,67.12,60.85,47.27,33.69
31163,10.16,10.46,10.76,7.31,3.85,7.06,10.28,26.62,42.95
31165,10.73,6.25,1.78,27.36,52.94,52.58,52.23,50.46,48.68
31167,2.55,3.38,4.2,4.03,3.85,5.52,7.19,5.71,4.23
31169,12.0,17.7,23.4,25.18,26.97,38.1,49.24,38.16,27.08
31171,0.38,0.46,0.54,0.43,0.32,0.75,1.18,4.64,8.11
31173,89.78,88.74,87.71,81.77,75.84,74.86,73.87,79.77,85.68
31175,20.73,32.16,43.58,36.85,30.12,24.34,18.56,23.67,28.79
31177,29.74,30.52,31.3,29.88,28.46,26.22,23.97,16.42,8.88
31179,27.98,17.92,7.86,8.2,8.53,5.73,2.93,22.06,41.2
31181,13.34,28.46,43.58,41.24,38.9,33.22,27.53,18.72,9.9
31183,17.13,12.08,7.04,4.33,1.62,1.4,1.18,2.0,2.83
31185,29.74,31.36,32.98,33.39,33.81,23.72,13.62,11.76,9.9
32001,22.03,34.68,47.34,38.73,30.12,20.2,10.28,14.31,18.33
32003,81.12,81.32,81.53,81.77,82.01,80.95,79.89,79.68,79.48
32005,4.33,5.27,6.21,5.88,5.54,4.6,3.66,5.32,6.97
32007,10.73,11.67,12.61,12.94,13.28,26.31,39.34,47.48,55.62
32009,84.59,42.6,0.6,30.51,60.43,79.8,99.17,99.26,99.36
32011,0.0,0.0,0.0,24.23,48.46,50.34,52.23,55.91,59.59
32013,12.0,15.53,19.07,16.18,13.28,20.4,27.53,26.22,24.91
32015,42.38,64.57,86.76,90.4,94.05,81.76,69.48,37.71,5.95
32017,17.13,9.87,2.61,8.6,14.58,42.66,70.75,64.52,58.29
32019,12.0,25.07,38.14,31.88,25.63,17.51,9.39,9.14,8.88
32021,78.83,85.4,91.98,89.14,86.31,63.66,41.02,21.37,1.72
32023,27.98,19.86,11.75,14.42,17.1,20.54,23.97,28.83,33.69
32027,52.98,58.61,64.25,68.24,72.24,48.1,23.97,37.14,50.3
32029,0.48,0.88,1.27,1.21,1.15,1.16,1.18,2.88,4.58
32031,77.94,77.27,76.6,71.12,65.65,64.88,64.1,65.07,66.05
32033,7.7,10.15,12.61,9.46,6.3,4.98,3.66,3.64,3.63
32510,69.79,70.14,70.49,60.96,51.42,49.53,47.64,55.75,63.86
33001,57.15,52.24,47.34,42.24,37.15,29.24,21.32,23.12,24.91
33003,19.33,22.14,24.96,32.89,40.82,31.07,21.32,16.6,11.87
33005,40.18,41.88,43.58,46.02,48.46,48.05,47.64,42.58,37.51
33007,75.96,73.23,70.49,71.93,73.38,75.87,78.36,80.59,82.82
33009,51.29,54.65,58.01,56.21,54.41,63.02,71.64,69.44,67.23
33011,51.29,50.81,50.33,50.88,51.42,50.98,50.54,47.54,44.54
33013,45.88,45.62,45.37,42.14,38.9,44.07,49.24,46.89,44.54
33015,8.44,9.09,9.74,9.98,10.22,10.81,11.39,11.63,11.87
33017,52.98,54.72,56.45,58.44,60.43,58.48,56.52,50.53,44.54
33019,45.88,49.64,53.39,54.82,56.26,44.36,32.46,40.57,48.68
34001,97.58,97.4,97.23,97.12,97.01,96.9,96.79,96.55,96.31
34003,80.32,78.86,77.4,78.83,80.26,80.08,79.89,80.97,82.06
34005,27.98,29.64,31.3,30.71,30.12,30.34,30.55,34.97,39.39
34007,94.3,94.14,93.98,94.21,94.43,94.27,94.11,93.89,93.67
34009,85.86,84.54,83.22,79.1,74.98,76.31,77.63,69.93,62.23
34011,88.38,88.43,88.48,90.1,91.72,91.79,91.85,91.38,90.9
34013,99.3,99.32,99.33,99.32,99.3,99.28,99.27,99.24,99.2
34015,52.98,53.96,54.95,53.94,52.94,46.98,41.02,41.98,42.95
34017,99.52,99.54,99.55,99.55,99.55,99.55,99.55,99.55,99.55
34019,14.65,16.1,17.54,16.63,15.73,14.15,12.57,10.73,8.88
34021,94.05,94.34,94.62,94.11,93.6,93.99,94.37,95.07,95.77
34023,75.96,75.36,74.75,74.87,74.98,78.23,81.48,82.15,82.82
34025,74.12,71.73,69.34,68.82,68.29,68.44,68.59,69.66,70.73
34027,32.73,31.06,29.39,30.7,32.0,35.67,39.34,41.94,44.54
34029,62.97,63.61,64.25,64.25,64.25,62.55,60.85,59.57,58.29
34031,98.54,98.48,98.41,98.6,98.79,98.65,98.5,98.48,98.47
34033,81.12,78.5,75.87,75.86,75.84,82.68,89.53,89.9,90.26
34035,40.18,39.16,38.14,35.98,33.81,32.18,30.55,32.12,33.69
34037,15.79,18.08,20.38,17.48,14.58,14.1,13.62,13.87,14.13
34039,92.87,93.74,94.62,94.68,94.75,94.3,93.86,93.86,93.86
34041,54.6,53.27,51.93,56.18,60.43,60.64,60.85,62.36,63.86
35001,57.15,60.06,62.97,63.1,63.23,66.36,69.48,70.76,72.03
35003,0.0,0.0,0.0,0.0,0.0,15.28,30.55,43.08,55.62
35005,29.74,36.66,43.58,36.85,30.12,35.57,41.02,50.3,59.59
35006,65.97,67.02,68.07,72.46,76.85,71.2,65.56,58.66,51.77
35007,81.12,84.42,87.71,74.07,60.43,70.95,81.48,84.01,86.54
35009,60.17,52.77,45.37,39.59,33.81,26.18,18.56,24.58,30.61
35011,91.37,79.72,68.07,77.19,86.31,90.34,94.37,73.07,51.77
35013,42.38,44.86,47.34,53.88,60.43,59.92,59.42,57.52,55.62
35015,15.79,17.43,19.07,27.4,35.72,35.71,35.71,36.61,37.51
35017,20.73,25.06,29.39,47.52,65.65,58.94,52.23,38.57,24.91
35019,38.2,26.7,15.19,49.02,82.84,67.54,52.23,37.84,23.45
35021,15.79,26.96,38.14,58.85,79.56,85.94,92.33,90.44,88.55
35023,95.16,79.07,62.97,58.69,54.41,53.32,52.23,63.42,74.61
35025,14.65,22.98,31.3,30.71,30.12,26.38,22.63,28.16,33.69
35027,19.33,23.48,27.63,19.36,11.08,18.42,25.75,29.72,33.69
35028,3.44,10.49,17.54,18.07,18.59,12.2,5.82,3.58,1.34
35029,71.89,78.99,86.09,89.04,91.98,85.6,79.22,81.02,82.82
35031,95.16,95.04,94.91,94.48,94.05,93.66,93.28,94.62,95.96
35033,40.18,47.57,54.95,61.62,68.29,53.82,39.34,56.97,74.61
35035,57.15,62.61,68.07,62.17,56.26,50.24,44.21,42.7,41.2
35037,82.23,78.06,73.89,67.16,60.43,47.28,34.12,58.09,82.06
35039,49.32,44.59,39.86,41.4075,42.955,44.5025,46.05,34.06,22.08
35041,55.78,51.56,47.34,44.08,40.82,47.22,53.63,57.93,62.23
35043,9.36,8.61,7.86,8.2,8.53,9.4,10.28,11.08,11.87
35045,49.32,47.35,45.37,43.81,42.25,44.94,47.64,54.24,60.83
35047,75.17,80.36,85.55,83.78,82.01,73.06,64.1,69.91,75.72
35049,23.62,19.4,15.19,15.46,15.73,19.18,22.63,25.71,28.79
35051,74.12,73.48,72.84,64.55,56.26,66.13,76.0,76.31,76.61
35053,55.78,68.24,80.71,84.08,87.46,79.55,71.64,56.42,41.2
35055,49.32,52.89,56.45,57.76,59.06,49.2,39.34,36.52,33.69
35057,32.73,31.06,29.39,24.55,19.71,15.55,11.39,27.17,42.95
35059,34.8,40.08,45.37,64.1,82.84,71.84,60.85,71.04,81.23
35061,20.73,15.74,10.76,12.02,13.28,14.07,14.86,11.87,8.88
36001,96.05,96.06,96.08,96.82,97.55,97.42,97.29,97.14,96.98
36003,83.41,84.48,85.55,85.93,86.31,81.52,76.73,76.22,75.72
36005,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.88,99.87
36007,94.46,94.82,95.19,95.46,95.73,95.99,96.24,96.61,96.98
36009,90.29,91.14,91.98,93.02,94.05,93.46,92.87,93.1,93.32
36011,88.03,88.74,89.46,91.04,92.61,90.69,88.77,90.41,92.05
36013,91.95,91.44,90.93,92.49,94.05,95.01,95.96,95.96,95.96
36015,95.38,95.14,94.91,94.35,93.79,92.66,91.53,92.02,92.52
36017,64.34,66.2,68.07,73.37,78.67,83.93,89.18,86.84,84.51
36019,87.3,85.02,82.74,85.1,87.46,88.12,88.77,89.52,90.26
36021,69.79,71.84,73.89,72.5,71.12,70.3,69.48,65.85,62.23
36023,88.92,87.5,86.09,83.78,81.47,77.67,73.87,80.94,88.01
36025,86.85,88.16,89.46,85.46,81.47,82.74,84.02,80.32,76.61
36027,82.23,81.88,81.53,80.9,80.26,78.13,76.0,75.31,74.61
36029,97.17,96.85,96.53,96.86,97.2,96.86,96.53,96.5,96.47
36031,81.12,79.96,78.8,79.53,80.26,81.49,82.72,86.3,89.88
36033,91.66,90.94,90.23,89.58,88.92,90.75,92.58,93.76,94.94
36035,85.23,87.57,89.91,88.68,87.46,89.9,92.33,92.19,92.05
36037,58.87,63.47,68.07,74.16,80.26,85.42,90.58,91.01,91.44
36039,67.53,66.7,65.87,75.79,85.71,86.6,87.49,86.58,85.68
36041,29.74,31.36,32.98,30.72,28.46,19.92,11.39,8.67,5.95
36043,90.83,90.14,89.46,90.1,90.74,91.66,92.58,92.46,92.33
36045,85.23,82.48,79.72,82.51,85.29,85.9,86.51,85.76,85.01
36047,99.84,99.84,99.84,99.82,99.81,99.81,99.81,99.81,99.81
36049,69.79,60.86,51.93,46.38,40.82,35.68,30.55,42.07,53.58
36051,60.17,66.0,71.82,74.33,76.85,68.13,59.42,59.5,59.59
36053,57.15,57.58,58.01,53.24,48.46,49.5,50.54,55.68,60.83
36055,94.05,94.26,94.46,94.26,94.05,94.52,95.0,94.84,94.69
36057,96.31,96.3,96.28,96.9,97.52,97.52,97.52,97.41,97.3
36059,75.96,74.92,73.89,71.09,68.29,66.2,64.1,65.66,67.23
36061,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97
36063,90.29,89.64,88.98,88.7,88.41,89.5,90.58,92.36,94.15
36065,94.3,94.46,94.62,94.21,93.79,93.33,92.87,93.36,93.86
36067,96.15,95.92,95.7,95.71,95.73,95.84,95.96,96.31,96.66
36069,68.64,70.74,72.84,72.54,72.24,70.42,68.59,67.32,66.05
36071,88.92,89.78,90.64,89.52,88.41,89.26,90.1,87.89,85.68
36073,75.96,75.91,75.87,77.27,78.67,77.7,76.73,77.77,78.81
36075,77.94,80.34,82.74,82.38,82.01,80.18,78.36,81.68,85.01
36077,81.12,77.94,74.75,79.64,84.53,81.88,79.22,75.63,72.03
36079,38.2,38.17,38.14,35.98,33.81,33.97,34.12,30.6,27.08
36081,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.68,99.71
36083,89.78,88.97,88.16,89.0,89.84,89.68,89.53,91.2,92.87
36085,98.63,98.66,98.69,98.76,98.82,98.6,98.38,98.5,98.63
36087,91.37,91.5,91.63,92.12,92.61,93.06,93.51,92.57,91.63
36089,88.03,89.48,90.93,90.16,89.4,89.75,90.1,91.71,93.32
36091,32.73,27.39,22.06,23.84,25.63,28.09,30.55,34.97,39.39
36093,93.54,93.82,94.11,94.27,94.43,94.89,95.35,96.01,96.66
36095,65.97,71.68,77.4,68.91,60.43,62.26,64.1,63.98,63.86
36097,75.17,64.28,53.39,55.64,57.88,60.29,62.7,60.5,58.29
36099,67.53,68.44,69.34,74.45,79.56,81.14,82.72,84.63,86.54
36101,83.86,84.98,86.09,85.9,85.71,86.11,86.51,88.2,89.88
36103,40.18,40.02,39.86,41.06,42.25,45.74,49.24,47.83,46.42
36105,92.2,91.06,89.91,90.66,91.4,90.29,89.18,90.4,91.63
36107,64.34,59.64,54.95,48.6,42.25,47.94,53.63,59.84,66.05
36109,97.9,97.82,97.74,97.96,98.19,97.62,97.04,97.34,97.65
36111,77.17,75.96,74.75,74.61,74.47,72.61,70.75,72.68,74.61
36113,77.94,80.85,83.76,85.61,87.46,86.41,85.36,85.18,85.01
36115,57.15,56.8,56.45,64.35,72.24,80.2,88.16,87.6,87.05
36117,49.32,56.78,64.25,64.95,65.65,71.64,77.63,76.68,75.72
36119,97.9,97.79,97.68,97.86,98.03,98.0,97.96,98.09,98.22
36121,58.87,57.66,56.45,60.35,64.25,62.55,60.85,70.17,79.48
36123,94.91,95.96,97.01,96.84,96.66,96.5,96.34,96.88,97.42
37001,57.15,50.36,43.58,42.92,42.25,38.98,35.71,39.33,42.95
37003,17.13,18.1,19.07,17.4,15.73,16.58,17.44,13.67,9.9
37005,71.06,65.46,59.85,39.78,19.71,38.12,56.52,55.05,53.58
37007,89.49,88.82,88.16,89.94,91.72,81.24,70.75,72.1,73.46
37009,57.15,57.58,58.01,57.94,57.88,46.0,34.12,31.46,28.79
37011,32.73,31.06,29.39,24.55,19.71,28.73,37.75,35.72,33.69
37013,75.96,73.89,71.82,73.83,75.84,68.34,60.85,58.87,56.89
37015,87.71,87.94,88.16,86.34,84.53,89.76,95.0,95.2,95.39
37017,83.86,82.29,80.71,86.34,91.98,86.73,81.48,81.36,81.23
37019,27.98,25.69,23.4,22.27,21.14,16.86,12.57,9.26,5.95
37021,65.97,55.67,45.37,42.14,38.9,44.72,50.54,50.42,50.3
37023,65.97,58.95,51.93,45.42,38.9,35.68,32.46,33.98,35.51
37025,32.73,30.18,27.63,26.63,25.63,25.69,25.75,23.22,20.68
37027,34.8,33.89,32.98,33.39,33.81,39.01,44.21,41.8,39.39
37029,8.44,7.33,6.21,4.52,2.83,7.7,12.57,7.05,1.53
37031,45.88,39.43,32.98,33.39,33.81,30.67,27.53,25.49,23.45
37033,79.59,83.18,86.76,88.3,89.84,87.6,85.36,61.43,37.51
37035,40.18,37.46,34.73,35.22,35.72,36.74,37.75,39.48,41.2
37037,40.18,36.58,32.98,30.72,28.46,27.1,25.75,19.38,13.01
37039,32.73,44.59,56.45,45.13,33.81,33.97,34.12,32.36,30.61
37041,95.38,93.68,91.98,91.69,91.4,84.52,77.63,85.08,92.52
37043,23.62,23.51,23.4,45.21,67.02,80.15,93.28,84.5,75.72
37045,67.53,67.8,68.07,72.46,76.85,74.89,72.92,69.48,66.05
37047,81.12,79.26,77.4,78.04,78.67,69.76,60.85,61.54,62.23
37049,74.12,71.73,69.34,66.8,64.25,59.59,54.93,56.61,58.29
37051,55.78,57.82,59.85,60.92,61.99,65.74,69.48,70.1,70.73
