FIPS,2014 EPL_SNGPNT,2015 EPL_SNGPNT,2016 EPL_SNGPNT,2017 EPL_SNGPNT,2018 EPL_SNGPNT,2019 EPL_SNGPNT,2020 EPL_SNGPNT
19171,80.96,65.81,50.65,51.5,52.34,47.75,43.16
19173,31.65,29.71,27.76,20.56,13.37,10.9,8.43
19175,45.08,50.16,55.24,52.89,50.53,48.83,47.14
19177,15.28,12.43,9.58,7.41,5.25,7.7,10.15
19179,80.42,80.82,81.22,82.11,83.0,84.88,86.76
19181,73.1,76.26,79.43,62.3,45.18,56.9,68.62
19183,16.01,31.76,47.5,48.25,49.0,46.08,43.16
19185,15.25,21.73,28.21,31.28,34.35,29.56,24.76
19187,80.32,81.12,81.92,84.37,86.82,69.03,51.24
19189,7.93,13.66,19.39,33.26,47.12,56.24,65.37
19191,8.95,6.8,4.65,5.04,5.44,20.14,34.85
19193,91.34,93.28,95.22,94.21,93.19,89.75,86.31
19195,82.55,70.14,57.72,61.51,65.3,38.82,12.35
19197,15.19,39.37,63.55,67.33,71.12,73.91,76.7
20001,65.43,51.6,37.76,35.11,32.47,46.78,61.08
20003,52.75,53.55,54.35,36.85,19.36,49.29,79.22
20005,81.6,65.84,50.08,39.0,27.92,29.2,30.49
20007,38.05,25.08,12.1,20.01,27.92,31.38,34.85
20009,68.96,68.21,67.46,73.7,79.94,72.66,65.37
20011,69.31,62.05,54.79,55.38,55.97,37.34,18.71
20013,52.66,40.65,28.65,35.98,43.3,37.9,32.5
20015,52.79,50.51,48.23,46.7,45.18,47.16,49.14
20017,7.48,7.21,6.94,13.15,19.36,29.2,39.05
20019,20.41,29.52,38.62,42.87,47.12,43.08,39.05
20021,7.9,7.39,6.88,19.68,32.47,49.88,67.28
20023,26.49,42.87,59.25,43.58,27.92,39.58,51.24
20025,34.48,54.82,75.17,75.98,76.79,43.47,10.15
20027,8.66,11.32,13.98,13.95,13.91,42.03,70.15
20029,67.11,59.98,52.85,69.84,86.82,72.04,57.26
20031,34.13,32.75,31.36,48.33,65.3,66.96,68.62
20033,3.31,7.19,11.08,21.16,31.23,24.97,18.71
20035,43.84,57.74,71.63,74.67,77.71,73.17,68.62
20037,56.35,53.07,49.79,54.58,59.38,70.27,81.16
20039,10.89,8.07,5.25,10.49,15.73,14.98,14.23
20041,47.66,42.02,36.39,33.81,31.23,19.47,7.7
20043,41.77,32.81,23.85,20.46,17.06,16.28,15.5
20045,24.1,24.85,25.6,22.48,19.36,20.26,21.16
20047,11.78,8.33,4.87,13.96,23.05,13.5,3.95
20049,4.71,3.19,1.66,2.04,2.42,4.12,5.82
20051,20.69,22.98,25.28,23.72,22.16,30.6,39.05
20053,21.14,15.95,10.76,14.44,18.12,14.71,11.3
20055,83.22,89.19,95.16,95.52,95.89,85.64,75.4
20057,90.07,91.07,92.07,90.08,88.09,69.66,51.24
20059,43.39,36.33,29.26,30.24,31.23,36.29,41.34
20061,73.86,70.39,66.92,73.84,80.77,89.91,99.05
20063,2.04,4.04,6.05,9.71,13.37,11.76,10.15
20065,16.08,15.25,14.42,11.1,7.77,45.96,84.15
20067,91.37,53.52,15.66,12.52,9.39,11.81,14.23
20069,29.77,24.45,19.13,15.82,12.51,21.5,30.49
20071,1.02,9.7,18.37,17.05,15.73,56.36,96.98
20073,45.24,34.44,23.65,27.44,31.23,48.3,65.37
20075,18.72,11.34,3.95,4.14,4.33,4.14,3.95
20077,30.31,22.24,14.17,18.16,22.16,50.14,78.13
20079,23.02,26.09,29.16,27.26,25.37,42.24,59.1
20081,17.64,25.14,32.63,26.0,19.36,13.53,7.7
20083,5.35,4.46,3.57,2.52,1.46,3.16,4.87
20085,48.62,45.99,43.36,47.85,52.34,55.72,59.1
20087,16.52,30.77,45.02,43.14,41.26,27.25,13.24
20089,1.31,1.6,1.88,1.31,0.73,1.64,2.55
20091,35.72,36.58,37.44,35.89,34.35,38.76,43.16
20093,59.34,63.55,67.75,51.05,34.35,23.35,12.35
20095,45.02,26.68,8.34,15.25,22.16,21.66,21.16
20097,23.46,12.96,2.45,2.63,2.8,3.38,3.95
20099,56.22,66.81,77.4,75.28,73.16,70.89,68.62
20101,21.36,16.76,12.16,10.78,9.39,5.36,1.34
20103,53.42,54.9,56.38,59.36,62.34,66.24,70.15
20105,8.37,22.36,36.36,23.29,10.22,13.8,17.38
20107,37.44,48.02,58.61,65.88,73.16,54.88,36.6
20109,46.07,32.56,19.04,14.63,10.22,22.54,34.85
20111,64.02,73.33,82.65,71.65,60.65,49.85,39.05
20113,36.29,30.21,24.13,30.13,36.13,39.64,43.16
20115,10.51,6.65,2.8,3.56,4.33,12.18,20.02
20117,18.08,16.42,14.77,13.2,11.62,8.72,5.82
20119,96.85,96.18,95.51,88.68,81.85,77.89,73.93
20121,42.34,49.25,56.16,41.4,26.65,28.57,30.49
20123,30.95,23.86,16.78,24.62,32.47,57.83,83.2
20125,71.28,72.1,72.91,75.98,79.05,68.16,57.26
20127,2.1,5.6,9.11,20.79,32.47,30.36,28.26
20129,69.4,58.19,46.99,41.56,36.13,62.78,89.43
20131,8.4,10.96,13.53,12.58,11.62,10.88,10.15
20133,69.25,73.23,77.2,80.52,83.83,77.72,71.61
20135,13.69,13.1,12.51,8.24,3.98,7.06,10.15
20137,39.73,58.16,76.6,50.98,25.37,15.59,5.82
20139,36.9,29.05,21.2,34.16,47.12,41.86,36.6
20141,13.88,15.28,16.68,21.02,25.37,47.76,70.15
20143,18.85,12.77,6.69,6.67,6.65,21.62,36.6
20145,29.64,51.62,73.61,65.68,57.75,60.16,62.57
20147,38.08,43.49,48.9,42.52,36.13,25.82,15.5
20149,7.86,11.38,14.9,28.08,41.26,32.06,22.85
20151,10.79,26.68,42.57,27.97,13.37,37.97,62.57
20153,1.85,1.9,1.94,2.0,2.07,1.99,1.91
20155,53.8,56.69,59.57,55.96,52.34,49.74,47.14
20157,6.72,5.28,3.85,2.8,1.75,2.15,2.55
20159,12.19,10.72,9.26,12.5,15.73,22.0,28.26
20161,26.71,24.54,22.38,28.36,34.35,52.98,71.61
20163,20.98,45.88,70.77,55.19,39.61,50.34,61.08
20165,5.22,6.88,8.53,6.25,3.98,3.76,3.53
20167,26.55,31.18,35.82,20.3,4.78,9.5,14.23
20169,82.94,79.23,75.52,63.93,52.34,60.48,68.62
20171,0.16,0.81,1.46,3.45,5.44,16.85,28.26
20173,80.45,79.76,79.08,79.51,79.94,79.04,78.13
20175,97.8,97.6,97.39,98.18,98.98,96.72,94.46
20177,67.34,64.28,61.22,57.67,54.12,50.63,47.14
20179,25.12,27.28,29.45,41.78,54.12,61.37,68.62
20181,30.5,47.71,64.92,69.04,73.16,47.16,21.16
20183,12.07,7.9,3.72,8.82,13.91,19.34,24.76
20185,4.46,4.54,4.62,11.37,18.12,19.64,21.16
20187,72.52,37.34,2.16,5.35,8.53,16.64,24.76
20189,3.63,9.49,15.35,27.48,39.61,61.4,83.2
20191,19.8,22.46,25.12,35.15,45.18,44.17,43.16
20193,9.11,7.53,5.95,8.78,11.62,5.98,0.35
20195,2.58,9.72,16.87,47.29,77.71,46.6,15.5
20197,17.61,11.44,5.28,8.45,11.62,25.33,39.05
20199,0.35,1.06,1.78,1.92,2.07,1.24,0.41
20201,6.43,9.62,12.8,8.79,4.78,6.96,9.13
20203,79.66,53.95,28.24,18.0,7.77,25.46,43.16
20205,59.66,64.88,70.11,71.64,73.16,69.26,65.37
20207,22.32,18.44,14.55,11.97,9.39,19.94,30.49
20209,97.96,97.34,96.72,95.75,94.78,92.57,90.36
21001,9.2,13.6,17.99,16.43,14.87,18.86,22.85
21003,42.15,43.74,45.34,58.66,71.98,80.39,88.8
21005,52.5,54.34,56.19,55.16,54.12,67.64,81.16
21007,7.7,21.72,35.75,45.86,55.97,49.56,43.16
21009,63.29,65.3,67.3,68.51,69.72,69.94,70.15
21011,68.42,56.5,44.57,57.84,71.12,59.13,47.14
21013,67.69,75.82,83.95,73.97,63.99,63.28,62.57
21015,56.45,66.64,76.82,71.06,65.3,69.03,72.76
21017,69.6,78.0,86.41,78.76,71.12,48.82,26.51
21019,55.4,57.68,59.95,67.32,74.69,75.7,76.7
21021,77.49,55.18,32.86,39.02,45.18,55.28,65.37
21023,26.27,30.36,34.45,25.09,15.73,14.04,12.35
21025,54.95,49.97,44.99,47.76,50.53,58.9,67.28
21027,16.33,15.11,13.88,13.63,13.37,26.21,39.05
21029,80.93,77.41,73.89,65.82,57.75,61.56,65.37
21031,81.66,76.54,71.41,66.03,60.65,51.9,43.16
21033,63.23,64.47,65.71,55.44,45.18,54.64,64.1
21035,15.35,19.48,23.62,23.74,23.85,24.3,24.76
21037,47.79,56.06,64.34,55.73,47.12,57.87,68.62
21039,55.91,36.31,16.71,17.42,18.12,34.68,51.24
21041,96.82,87.28,77.75,74.44,71.12,82.9,94.68
21043,13.15,26.23,39.32,53.82,68.32,56.74,45.16
21045,13.21,10.12,7.04,8.63,10.22,35.65,61.08
21047,83.6,82.32,81.03,85.61,90.19,90.83,91.47
21049,56.03,57.21,58.39,69.58,80.77,74.69,68.62
21051,42.95,55.34,67.72,61.84,55.97,73.52,91.06
21053,80.99,77.98,74.98,67.18,59.38,57.36,55.35
21055,2.01,6.98,11.94,17.05,22.16,43.13,64.1
21057,62.21,48.8,35.4,29.62,23.85,21.28,18.71
21059,65.87,66.6,67.34,74.6,81.85,75.24,68.62
21061,5.95,6.52,7.1,9.06,11.02,14.86,18.71
21063,86.82,89.46,92.1,86.98,81.85,48.04,14.23
21065,72.87,74.7,76.54,76.19,75.84,83.9,91.95
21067,66.54,67.99,69.44,66.72,63.99,61.54,59.1
21069,50.24,50.28,50.33,57.16,63.99,64.04,64.1
21071,61.73,56.14,50.56,53.27,55.97,47.51,39.05
21073,81.03,72.05,63.07,64.18,65.3,77.54,89.78
21075,72.46,79.57,86.69,92.36,98.03,98.66,99.3
21077,38.17,59.96,81.76,68.86,55.97,63.06,70.15
21079,48.81,58.79,68.77,70.38,71.98,59.56,47.14
21081,76.44,83.1,89.75,88.64,87.52,80.73,73.93
21083,50.62,48.95,47.28,42.6,37.92,39.63,41.34
21085,9.65,16.54,23.43,30.67,37.92,51.01,64.1
21087,27.22,25.88,24.55,27.08,29.61,61.0,92.39
21089,39.41,36.42,33.43,36.52,39.61,38.1,36.6
21091,83.48,75.63,67.78,56.48,45.18,40.89,36.6
21093,82.08,79.69,77.3,77.04,76.79,78.5,80.2
21095,49.38,42.25,35.12,42.06,49.0,55.78,62.57
21097,74.37,75.55,76.73,58.17,39.61,27.56,15.5
21099,74.94,58.38,41.83,37.15,32.47,41.86,51.24
21101,73.54,79.86,86.18,87.14,88.09,89.78,91.47
21103,75.36,66.04,56.73,72.41,88.09,76.73,65.37
21105,10.19,16.43,22.67,18.29,13.91,13.13,12.35
21107,66.67,67.42,68.16,69.64,71.12,68.24,65.37
21109,85.67,65.61,45.56,48.04,50.53,43.56,36.6
21111,81.85,80.04,78.22,76.46,74.69,78.4,82.11
21113,75.74,84.1,92.45,92.82,93.19,73.32,53.44
21115,28.81,24.5,20.18,15.6,11.02,13.26,15.5
21117,82.43,80.23,78.03,72.52,67.02,61.18,55.35
21119,31.61,44.42,57.24,41.94,26.65,51.02,75.4
21121,67.37,77.79,88.22,86.42,84.62,88.04,91.47
21123,89.05,88.62,88.19,83.62,79.05,74.6,70.15
21125,79.82,72.39,64.95,68.04,71.12,76.14,81.16
21127,8.82,8.92,9.01,8.39,7.77,9.54,11.3
21129,13.44,23.21,32.98,47.66,62.34,64.81,67.28
21131,35.59,23.78,11.97,6.72,1.46,5.3,9.13
21133,25.76,45.12,64.47,74.15,83.83,86.8,89.78
21135,68.7,47.64,26.58,34.94,43.3,60.0,76.7
21137,84.3,81.53,78.76,61.97,45.18,52.14,59.1
21139,32.06,19.82,7.58,5.78,3.98,2.58,1.18
21141,48.01,53.72,59.44,60.04,60.65,70.43,80.2
21143,4.11,5.9,7.7,4.82,1.94,2.74,3.53
21145,76.92,76.34,75.77,68.21,60.65,68.03,75.4
21147,14.49,23.3,32.12,23.92,15.73,10.78,5.82
21149,65.23,55.09,44.95,45.06,45.18,30.34,15.5
21151,55.71,49.55,43.39,45.26,47.12,49.18,51.24
21153,45.62,50.22,54.82,40.74,26.65,56.03,85.42
21155,84.56,83.03,81.5,82.66,83.83,80.27,76.7
21157,34.93,26.25,17.57,18.46,19.36,34.25,49.14
21159,93.03,49.11,5.19,11.12,17.06,21.78,26.51
21161,80.17,70.86,61.54,53.36,45.18,66.72,88.26
21163,67.56,59.9,52.24,35.18,18.12,28.58,39.05
21165,67.88,71.32,74.75,50.06,25.37,15.98,6.59
21167,44.32,35.93,27.54,23.45,19.36,12.98,6.59
21169,8.6,34.53,60.46,64.39,68.32,68.47,68.62
21171,32.35,32.43,32.51,26.6,20.69,48.04,75.4
21173,87.42,89.57,91.72,92.2,92.68,85.4,78.13
21175,45.37,61.35,77.33,74.23,71.12,56.23,41.34
21177,63.45,51.58,39.7,37.03,34.35,27.76,21.16
21179,89.11,82.76,76.41,69.38,62.34,49.47,36.6
21181,50.18,52.02,53.87,46.74,39.61,45.42,51.24
21183,62.34,55.76,49.19,49.86,50.53,52.94,55.35
21185,44.99,39.36,33.72,34.04,34.35,49.86,65.37
21187,67.75,65.0,62.24,54.68,47.12,36.82,26.51
21189,88.67,87.7,86.72,90.52,94.33,72.78,51.24
21191,26.04,24.37,22.7,41.68,60.65,63.01,65.37
21193,72.97,75.26,77.55,78.3,79.05,80.1,81.16
21195,32.0,41.52,51.03,53.5,55.97,61.62,67.28
21197,77.27,66.59,55.91,59.95,63.99,64.04,64.1
21199,72.33,72.76,73.19,72.16,71.12,74.63,78.13
21201,16.56,27.3,38.05,35.26,32.47,23.98,15.5
21203,45.34,58.7,72.05,76.0,79.94,84.1,88.26
21205,14.61,38.98,63.36,62.0,60.65,33.24,5.82
21207,39.29,51.7,64.12,63.23,62.34,71.27,80.2
21209,79.31,74.48,69.66,70.82,71.98,74.34,76.7
21211,81.41,75.86,70.3,56.8,43.3,43.23,43.16
21213,52.31,46.08,39.86,44.43,49.0,33.19,17.38
21215,65.27,65.88,66.48,59.41,52.34,44.47,36.6
21217,70.07,82.01,93.95,95.05,96.15,81.72,67.28
21219,82.27,69.04,55.81,57.6,59.38,56.41,53.44
21221,57.85,64.87,71.89,46.29,20.69,19.7,18.71
21223,67.02,64.01,61.0,64.01,67.02,46.76,26.51
21225,77.52,58.24,38.97,44.75,50.53,39.4,28.26
21227,64.47,68.67,72.87,77.36,81.85,78.62,75.4
21229,71.89,60.32,48.74,33.43,18.12,27.36,36.6
21231,53.58,43.72,33.87,23.89,13.91,47.06,80.2
21233,15.03,29.42,43.81,47.17,50.53,60.34,70.15
21235,70.46,56.9,43.33,45.22,47.12,39.81,32.5
21237,73.32,83.42,93.51,94.52,95.54,61.9,28.26
21239,21.84,42.42,63.01,63.5,63.99,57.61,51.24
22001,88.86,90.7,92.55,85.13,77.71,82.24,86.76
22003,78.83,75.71,72.59,68.95,65.3,50.95,36.6
22005,91.72,91.45,91.18,89.35,87.52,89.14,90.77
22007,60.46,69.04,77.62,80.73,83.83,89.26,94.68
22009,83.35,81.26,79.18,86.76,94.33,95.08,95.83
22011,74.4,65.38,56.35,62.34,68.32,62.79,57.26
22013,90.99,90.13,89.27,89.73,90.19,91.52,92.84
22015,84.02,86.17,88.32,85.66,83.0,84.21,85.42
22017,94.68,94.34,94.01,93.39,92.77,93.72,94.68
22019,89.3,89.57,89.84,88.96,88.09,85.64,83.2
22021,67.4,57.13,46.86,51.42,55.97,70.06,84.15
22023,0.7,1.94,3.18,13.12,23.05,25.66,28.26
22025,25.82,32.66,39.51,59.73,79.94,82.04,84.15
22027,80.74,87.92,95.1,93.03,90.96,88.19,85.42
22029,98.57,97.71,96.85,93.9,90.96,88.86,86.76
22031,96.72,95.21,93.7,95.16,96.63,95.66,94.68
22033,87.3,86.55,85.8,82.87,79.94,82.68,85.42
22035,98.82,99.06,99.3,99.3,99.3,96.88,94.46
22037,83.86,87.01,90.16,88.49,86.82,77.05,67.28
22039,93.28,94.28,95.29,95.51,95.73,96.53,97.33
22041,75.33,82.16,88.98,92.1,95.22,95.21,95.19
22043,77.87,54.33,30.79,20.51,10.22,36.4,62.57
22045,98.34,98.32,98.31,97.53,96.75,95.34,93.92
22047,94.14,94.73,95.32,92.76,90.19,94.4,98.6
22049,83.16,86.71,90.26,91.23,92.2,92.52,92.84
22051,83.64,83.59,83.54,81.74,79.94,77.67,75.4
22053,87.17,88.94,90.7,92.14,93.57,90.92,88.26
22055,85.58,87.96,90.35,85.56,80.77,80.49,80.2
22057,88.19,86.36,84.53,82.65,80.77,79.45,78.13
22059,41.8,50.22,58.64,73.91,89.18,86.66,84.15
22061,94.56,94.54,94.52,94.04,93.57,93.5,93.44
22063,86.91,85.84,84.78,83.32,81.85,81.03,80.2
22065,98.09,98.01,97.93,98.5,99.08,99.46,99.84
22067,85.71,84.75,83.79,80.75,77.71,84.24,90.77
22069,91.5,83.29,75.07,65.52,55.97,65.68,75.4
22071,92.23,90.4,88.57,83.81,79.05,82.9,86.76
22073,95.61,95.34,95.07,94.7,94.33,93.88,93.44
22075,90.19,93.42,96.66,97.43,98.19,88.7,79.22
22077,45.78,60.35,74.91,74.04,73.16,73.54,73.93
22079,87.55,91.21,94.87,95.3,95.73,95.94,96.15
22081,84.37,79.52,74.66,64.39,54.12,69.46,84.79
22083,82.36,85.16,87.97,91.93,95.89,95.86,95.83
22085,73.64,70.22,66.79,63.08,59.38,63.33,67.28
22087,96.18,96.72,97.26,97.1,96.94,95.7,94.46
22089,94.62,94.35,94.08,93.64,93.19,95.64,98.09
22091,80.36,84.15,87.93,85.88,83.83,89.45,95.07
22093,80.39,77.51,74.63,75.24,75.84,83.1,90.36
22095,90.89,93.04,95.19,95.83,96.47,92.95,89.43
22097,95.92,96.54,97.17,96.66,96.15,94.8,93.44
22099,89.91,89.26,88.6,89.98,91.37,90.08,88.8
22101,96.31,89.51,82.71,75.52,68.32,64.7,61.08
22103,59.98,63.48,66.99,64.66,62.34,66.24,70.15
22105,86.85,87.47,88.09,87.8,87.52,90.72,93.92
22107,92.71,92.88,93.06,75.4,57.75,38.89,20.02
22109,93.92,92.07,90.23,85.5,80.77,73.07,65.37
22111,85.55,82.94,80.32,58.22,36.13,50.75,65.37
22113,90.42,88.51,86.6,72.99,59.38,67.39,75.4
22115,65.36,62.84,60.33,60.49,60.65,63.01,65.37
22117,64.22,72.3,80.39,87.22,94.05,91.74,89.43
22119,89.78,85.8,81.82,82.41,83.0,82.08,81.16
22121,91.02,92.44,93.86,94.32,94.78,81.03,67.28
22123,65.11,71.97,78.83,76.76,74.69,83.76,92.84
22125,71.63,73.66,75.68,82.43,89.18,87.3,85.42
22127,90.35,89.42,88.48,82.16,75.84,78.02,80.2
23001,85.29,83.3,81.31,79.05,76.79,65.11,53.44
23003,32.22,30.93,29.64,28.78,27.92,27.22,26.51
23005,48.11,47.42,46.74,37.33,27.92,26.34,24.76
23007,43.52,35.07,26.62,22.37,18.12,30.64,43.16
23009,35.24,31.0,26.77,34.02,41.26,38.06,34.85
23011,64.85,63.82,62.78,59.38,55.97,46.28,36.6
23013,38.84,31.68,24.51,25.58,26.65,27.46,28.26
23015,28.56,34.76,40.97,41.12,41.26,32.06,22.85
23017,32.73,39.12,45.5,44.4,43.3,25.86,8.43
23019,43.71,47.96,52.21,56.43,60.65,47.75,34.85
23021,59.38,65.66,71.95,63.04,54.12,43.31,32.5
23023,22.06,21.22,20.38,30.82,41.26,36.88,32.5
23025,65.58,67.66,69.75,62.86,55.97,36.68,17.38
23027,53.9,45.76,37.63,44.08,50.53,32.38,14.23
23029,61.19,60.65,60.11,58.04,55.97,52.55,49.14
23031,42.79,34.99,27.19,26.92,26.65,32.85,39.05
24001,40.62,34.54,28.46,35.88,43.3,52.19,61.08
24003,32.82,36.02,39.22,38.57,37.92,42.53,47.14
24005,70.74,67.99,65.23,66.12,67.02,71.21,75.4
24009,55.94,58.12,60.3,59.02,57.75,43.0,28.26
24011,80.29,87.62,94.94,93.33,91.72,91.04,90.36
24013,25.06,23.46,21.87,19.46,17.06,19.11,21.16
24015,47.56,48.39,49.22,49.88,50.53,53.9,57.26
24017,90.61,86.56,82.52,85.02,87.52,86.47,85.42
24019,83.25,74.45,65.65,78.31,90.96,92.71,94.46
24021,30.85,39.48,48.11,44.68,41.26,48.3,55.35
24023,18.66,20.08,21.49,24.7,27.92,35.54,43.16
24025,49.95,45.66,41.36,37.86,34.35,40.74,47.14
24027,32.95,35.93,38.9,35.68,32.47,45.78,59.1
24029,26.84,29.71,32.57,37.93,43.3,44.23,45.16
24031,43.81,43.98,44.16,41.88,39.61,47.48,55.35
24033,95.26,94.24,93.22,90.66,88.09,86.76,85.42
24035,26.3,23.54,20.79,18.26,15.73,15.62,15.5
24037,42.31,45.26,48.2,52.08,55.97,69.04,82.11
24039,63.58,73.23,82.87,88.03,93.19,92.33,91.47
24041,60.84,60.36,59.89,55.21,50.53,50.89,51.24
24043,72.27,70.81,69.34,70.66,71.98,73.69,75.4
24045,90.54,89.4,88.25,87.54,86.82,86.12,85.42
24047,25.15,26.59,28.02,24.36,20.69,26.6,32.5
24510,94.65,94.28,93.92,93.34,92.77,92.58,92.39
25001,19.96,15.55,11.14,10.26,9.39,11.32,13.24
25003,61.22,60.2,59.18,56.65,54.12,50.63,47.14
25005,74.24,74.14,74.05,75.88,77.71,79.44,81.16
25007,75.49,45.36,15.22,19.54,23.85,19.04,14.23
25009,69.12,68.96,68.8,69.26,69.72,71.82,73.93
25011,56.89,46.86,36.84,33.22,29.61,41.52,53.44
25013,95.29,95.28,95.26,94.42,93.57,91.68,89.78
25015,34.86,32.76,30.66,30.94,31.23,33.04,34.85
25017,15.79,16.79,17.8,16.76,15.73,21.12,26.51
25019,39.8,25.08,10.35,27.76,45.18,24.36,3.53
25021,11.24,11.76,12.29,11.26,10.22,16.54,22.85
25023,46.96,49.78,52.59,52.46,52.34,49.74,47.14
25025,86.12,83.6,81.09,77.12,73.16,75.65,78.13
25027,59.03,57.77,56.51,55.32,54.12,56.61,59.1
26001,2.23,2.66,3.09,3.38,3.66,4.26,4.87
26003,16.78,13.61,10.44,8.54,6.65,5.76,4.87
26005,28.18,29.23,30.28,34.1,37.92,46.64,55.35
26007,23.24,37.95,52.66,51.59,50.53,53.9,57.26
26009,11.49,13.1,14.71,14.79,14.87,11.65,8.43
26011,25.31,28.51,31.71,33.03,34.35,27.18,20.02
26013,17.48,16.51,15.54,37.46,59.38,49.22,39.05
26015,12.48,12.7,12.93,27.1,41.26,34.76,28.26
26017,67.65,66.5,65.36,72.2,79.05,76.49,73.93
26019,37.09,34.16,31.23,25.3,19.36,13.53,7.7
26021,61.0,63.76,66.51,67.42,68.32,73.23,78.13
26023,61.89,57.32,52.75,60.54,68.32,63.71,59.1
26025,87.14,85.66,84.18,85.23,86.28,81.49,76.7
26027,35.37,42.23,49.09,54.24,59.38,52.27,45.16
26029,39.67,32.19,24.71,25.04,25.37,23.26,21.16
26031,37.66,41.24,44.83,33.94,23.05,16.09,9.13
26033,69.69,63.13,56.57,62.44,68.32,60.88,53.44
26035,79.56,66.89,54.22,42.72,31.23,33.92,36.6
26037,35.08,29.42,23.75,22.22,20.69,28.64,36.6
26039,18.82,23.82,28.81,30.02,31.23,26.2,21.16
26041,25.69,34.6,43.52,54.41,65.3,47.9,30.49
26043,57.88,48.72,39.57,39.59,39.61,44.38,49.14
26045,49.19,46.45,43.71,50.73,57.75,51.46,45.16
26047,29.42,31.34,33.27,38.29,43.3,45.22,47.14
26049,90.64,90.72,90.8,90.5,90.19,89.22,88.26
26051,36.61,38.56,40.5,31.78,23.05,25.66,28.26
26053,34.83,35.44,36.04,34.26,32.47,42.96,53.44
26055,30.21,31.18,32.16,37.73,43.3,35.78,28.26
26057,75.64,80.12,84.59,85.43,86.28,74.43,62.57
26059,34.45,35.7,36.96,40.13,43.3,39.95,36.6
26061,17.41,15.63,13.85,11.62,9.39,7.6,5.82
26063,39.89,39.51,39.13,34.37,29.61,24.82,20.02
26065,63.93,65.94,67.94,65.14,62.34,59.8,57.26
26067,52.44,61.98,71.51,73.1,74.69,69.4,64.1
26069,16.71,16.66,16.62,23.11,29.61,21.42,13.24
26071,20.89,23.9,26.9,23.8,20.69,20.36,20.02
26073,59.63,61.3,62.97,64.14,65.3,57.22,49.14
26075,78.26,78.16,78.06,79.0,79.94,80.55,81.16
26077,72.59,69.04,65.49,63.07,60.65,59.88,59.1
26079,27.89,28.74,29.58,45.96,62.34,41.75,21.16
26081,72.75,73.13,73.51,72.32,71.12,67.61,64.1
26083,19.01,30.39,41.77,49.76,57.75,45.13,32.5
26085,40.94,31.04,21.14,14.46,7.77,4.84,1.91
26087,33.21,36.18,39.16,35.2,31.23,28.0,24.76
26089,4.78,4.12,3.47,4.79,6.11,4.82,3.53
26091,59.89,61.28,62.66,66.19,69.72,57.44,45.16
26093,21.74,20.76,19.77,17.32,14.87,14.55,14.23
26095,69.53,55.42,41.32,23.98,6.65,5.76,4.87
26097,16.68,18.39,20.09,25.66,31.23,24.31,17.38
26099,52.82,52.88,52.94,52.64,52.34,51.79,51.24
26101,24.64,20.96,17.29,14.46,11.62,17.24,22.85
26103,17.92,20.8,23.69,25.8,27.92,29.2,30.49
26105,57.78,63.08,68.39,60.36,52.34,41.42,30.49
26107,44.29,38.5,32.7,39.91,47.12,36.82,26.51
26109,60.59,56.31,52.02,45.82,39.61,31.23,22.85
26111,32.16,30.93,29.7,32.03,34.35,36.7,39.05
26113,49.44,43.96,38.49,36.42,34.35,28.6,22.85
26115,49.47,46.13,42.79,44.96,47.12,43.08,39.05
26117,68.23,71.24,74.24,74.46,74.69,56.87,39.05
26119,14.39,11.14,7.9,8.64,9.39,18.83,28.26
26121,86.21,86.04,85.86,86.34,86.82,85.01,83.2
26123,37.5,33.76,30.02,38.57,47.12,39.81,32.5
26125,35.69,31.98,28.27,24.48,20.69,26.6,32.5
26127,44.22,49.95,55.68,60.49,65.3,43.23,21.16
26129,49.89,52.02,54.15,46.88,39.61,32.18,24.76
26131,2.8,2.36,1.91,2.11,2.32,2.43,2.55
26133,64.6,71.21,77.81,71.56,65.3,50.08,34.85
26135,29.19,27.78,26.36,33.81,41.26,23.92,6.59
26137,22.09,32.63,43.17,52.76,62.34,68.87,75.4
26139,28.78,31.74,34.7,30.04,25.37,27.93,30.49
26141,10.95,8.69,6.43,6.27,6.11,6.9,7.7
26143,31.3,36.7,42.09,35.85,29.61,35.48,41.34
26145,75.96,77.43,78.89,81.36,83.83,83.52,83.2
26147,57.08,54.56,52.05,52.19,52.34,55.72,59.1
26149,62.43,65.84,69.25,71.21,73.16,59.16,45.16
26151,13.75,17.78,21.81,30.71,39.61,32.18,24.76
26153,11.14,15.42,19.71,32.44,45.18,31.28,17.38
26155,56.19,50.64,45.08,47.8,50.53,45.93,41.34
26157,34.26,32.78,31.3,28.34,25.37,22.04,18.71
26159,68.1,63.95,59.79,56.06,52.34,58.85,65.37
26161,22.57,23.22,23.88,19.8,15.73,21.12,26.51
26163,93.57,93.41,93.25,92.72,92.2,91.48,90.77
26165,53.23,62.18,71.12,75.09,79.05,71.58,64.1
27001,19.71,23.7,27.7,27.18,26.65,28.57,30.49
27003,52.18,53.44,54.7,57.68,60.65,54.9,49.14
27005,50.94,47.1,43.27,46.14,49.0,47.08,45.16
27007,88.6,89.32,90.04,91.36,92.68,91.72,90.77
27009,83.0,82.32,81.63,81.2,80.77,71.67,62.57
27011,22.25,13.9,5.54,7.46,9.39,7.13,4.87
27013,21.39,28.24,35.08,48.71,62.34,55.74,49.14
27015,33.05,35.31,37.57,41.37,45.18,44.17,43.16
