FIPS,2014 EPL_MUNIT,2015 EPL_MUNIT,2016 EPL_MUNIT,2017 EPL_MUNIT,2018 EPL_MUNIT,2019 EPL_MUNIT,2020 EPL_MUNIT
34027,95.35,95.05,94.75,94.62,94.49,94.4,94.3
34029,73.26,73.72,74.18,73.83,73.48,72.75,72.02
34031,94.87,94.64,94.4,94.68,94.97,94.64,94.3
34033,82.59,82.96,83.32,81.58,79.85,81.49,83.13
34035,90.45,90.69,90.93,91.06,91.18,91.31,91.44
34037,67.62,66.25,64.88,64.44,63.99,65.6,67.22
34039,95.26,95.1,94.94,94.96,94.97,94.7,94.43
34041,83.95,83.84,83.73,83.14,82.55,81.6,80.65
35001,93.41,93.32,93.22,92.84,92.45,92.46,92.46
35003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35005,74.79,74.74,74.69,70.2,65.71,66.14,66.58
35006,38.05,42.24,46.42,47.22,48.01,44.54,41.06
35007,50.81,57.38,63.96,68.51,73.07,71.24,69.41
35009,52.69,54.58,56.48,53.64,50.81,54.1,57.38
35011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35013,77.46,76.61,75.77,76.04,76.31,75.77,75.24
35015,58.71,60.18,61.64,60.9,60.17,56.4,52.64
35017,18.56,15.71,12.86,25.93,39.0,56.84,74.67
35019,49.16,46.77,44.38,43.78,43.17,37.9,32.62
35021,4.36,4.28,4.2,4.04,3.88,1.94,0.0
35023,23.91,16.19,8.47,32.09,55.71,61.14,66.58
35025,77.3,77.76,78.22,75.85,73.48,69.25,65.02
35027,53.42,49.22,45.02,47.24,49.47,46.74,44.02
35028,87.42,87.22,87.01,87.01,87.01,87.24,87.46
35029,57.62,63.72,69.82,74.34,78.86,79.36,79.85
35031,22.67,23.21,23.75,22.96,22.16,23.02,23.87
35033,7.23,5.12,3.02,1.51,0.0,0.0,0.0
35035,32.0,29.18,26.36,30.14,33.91,28.89,23.87
35037,25.66,20.33,15.0,10.96,6.91,8.47,10.03
35039,12.67,9.35,6.02,6.68,7.34,8.0,8.66
35041,26.71,17.36,8.02,8.23,8.44,14.14,19.83
35043,39.38,39.62,39.86,42.81,45.75,43.4,41.06
35045,36.96,39.76,42.57,42.14,41.71,40.61,39.5
35047,20.76,18.49,16.21,21.0,25.79,29.2,32.62
35049,77.75,77.36,76.98,77.11,77.24,74.63,72.02
35051,47.21,49.89,52.56,56.36,60.17,62.6,65.02
35053,52.02,55.66,59.31,60.38,61.45,56.52,51.59
35055,35.88,37.16,38.43,42.09,45.75,48.2,50.64
35057,4.46,4.28,4.11,2.05,0.0,1.58,3.15
35059,0.0,0.0,0.0,0.0,0.0,16.31,32.62
35061,30.5,26.6,22.7,25.34,27.98,33.74,39.5
36001,91.82,91.61,91.4,91.37,91.34,91.61,91.88
36003,33.4,37.51,41.61,40.99,40.37,36.49,32.62
36005,99.97,99.97,99.97,99.97,99.97,99.97,99.97
36007,84.88,84.43,83.99,83.75,83.51,83.04,82.56
36009,52.53,52.97,53.42,56.36,59.31,56.6,53.88
36011,76.44,75.83,75.23,75.98,76.73,77.82,78.9
36013,71.51,69.6,67.69,67.94,68.19,68.36,68.52
36015,74.47,74.68,74.88,74.18,73.48,71.45,69.41
36017,43.04,42.63,42.22,44.5,46.77,49.7,52.64
36019,75.2,73.75,72.3,72.89,73.48,70.35,67.22
36021,49.09,50.88,52.66,55.98,59.31,57.85,56.4
36023,77.2,75.84,74.47,73.98,73.48,71.0,68.52
36025,34.7,37.72,40.75,40.56,40.37,33.68,26.99
36027,84.59,83.65,82.71,82.92,83.13,83.75,84.37
36029,82.55,83.16,83.76,83.44,83.13,83.13,83.13
36031,55.62,53.09,50.56,48.67,46.77,45.4,44.02
36033,61.89,58.76,55.62,51.2,46.77,48.7,50.64
36035,54.25,52.36,50.46,48.62,46.77,49.18,51.59
36037,65.46,65.22,64.98,62.58,60.17,57.02,53.88
36039,44.57,49.14,53.71,54.71,55.71,53.65,51.59
36041,8.37,6.88,5.38,5.44,5.51,5.65,5.79
36043,63.58,63.64,63.71,64.24,64.76,66.64,68.52
36045,76.54,76.12,75.71,75.39,75.07,74.54,74.0
36047,99.81,99.81,99.81,99.81,99.81,99.81,99.81
36049,39.41,38.73,38.05,31.92,25.79,26.39,26.99
36051,54.86,56.38,57.91,60.16,62.4,64.12,65.85
36053,60.46,59.1,57.75,57.31,56.86,60.08,63.3
36055,87.77,87.9,88.03,87.88,87.74,88.11,88.48
36057,63.1,59.35,55.59,57.88,60.17,63.01,65.85
36059,88.48,88.93,89.37,89.06,88.76,88.62,88.48
36061,100.0,100.0,100.0,100.0,100.0,100.0,100.0
36063,80.1,78.64,77.17,76.74,76.31,76.2,76.1
36065,79.4,78.85,78.29,78.57,78.86,79.07,79.28
36067,91.85,91.68,91.5,91.76,92.01,92.24,92.46
36069,75.61,76.96,78.32,79.29,80.26,80.05,79.85
36071,85.07,85.69,86.31,85.62,84.94,85.38,85.81
36073,55.24,50.99,46.74,47.38,48.01,43.76,39.5
36075,59.69,59.36,59.03,59.6,60.17,60.34,60.5
36077,47.41,46.98,46.55,43.46,40.37,42.2,44.02
36079,59.6,60.2,60.81,59.35,57.88,59.68,61.49
36081,99.49,99.5,99.52,99.56,99.59,99.57,99.55
36083,84.94,85.83,86.72,86.56,86.41,86.48,86.54
36085,90.96,90.82,90.67,90.62,90.58,90.53,90.48
36087,90.93,91.2,91.47,91.32,91.18,91.24,91.31
36089,69.44,69.54,69.63,68.53,67.43,70.14,72.85
36091,81.22,81.2,81.18,82.44,83.7,83.62,83.55
36093,86.91,87.01,87.11,87.62,88.12,87.94,87.75
36095,48.68,53.79,58.9,57.88,56.86,51.15,45.45
36097,41.1,44.26,47.41,45.94,44.48,45.65,46.82
36099,41.13,41.93,42.73,41.55,40.37,42.91,45.45
36101,61.54,59.52,57.5,57.69,57.88,58.63,59.39
36103,74.4,74.37,74.34,74.7,75.07,74.54,74.0
36105,55.75,53.01,50.27,49.14,48.01,45.24,42.46
36107,46.9,47.09,47.28,49.65,52.02,45.76,39.5
36109,91.72,91.88,92.04,92.44,92.84,93.12,93.41
36111,71.35,71.73,72.11,72.8,73.48,72.42,71.36
36113,65.07,67.84,70.61,69.68,68.74,70.38,72.02
36115,38.01,37.87,37.73,41.1,44.48,45.65,46.82
36117,58.99,57.76,56.54,57.21,57.88,57.14,56.4
36119,99.17,99.2,99.24,99.24,99.24,99.2,99.17
36121,49.7,45.28,40.85,41.28,41.71,37.17,32.62
36123,37.73,43.64,49.54,47.01,44.48,46.38,48.28
37001,81.31,80.54,79.78,80.02,80.26,80.05,79.85
37003,11.21,12.94,14.68,10.8,6.91,8.47,10.03
37005,14.77,17.53,20.28,14.36,8.44,9.24,10.03
37007,8.34,8.16,7.99,13.78,19.58,28.78,37.97
37009,30.28,30.02,29.77,39.62,49.47,42.84,36.22
37011,78.73,78.67,78.61,81.3,83.99,82.93,81.86
37013,31.96,34.22,36.49,39.1,41.71,42.86,44.02
37015,22.06,22.26,22.45,13.98,5.51,6.29,7.07
37017,36.71,27.81,18.91,17.02,15.12,14.29,13.46
37019,61.64,62.52,63.39,64.07,64.76,64.46,64.16
37021,83.38,82.94,82.49,83.72,84.94,85.38,85.81
37023,39.19,38.16,37.12,32.55,27.98,27.48,26.99
37025,78.86,77.72,76.57,75.03,73.48,75.61,77.75
37027,33.56,37.12,40.69,40.53,40.37,43.6,46.82
37029,49.41,47.55,45.69,38.84,32.0,34.11,36.22
37031,86.47,86.47,86.47,86.85,87.23,87.96,88.7
37033,23.69,24.45,25.21,25.5,25.79,26.39,26.99
37035,67.65,67.71,67.78,68.84,69.91,72.78,75.65
37037,50.91,52.52,54.12,52.46,50.81,46.64,42.46
37039,8.5,6.58,4.65,4.26,3.88,4.84,5.79
37041,54.0,45.99,37.98,39.18,40.37,36.49,32.62
37043,25.95,29.34,32.73,31.26,29.8,45.64,61.49
37045,47.25,45.83,44.41,47.61,50.81,49.96,49.11
37047,15.09,17.19,19.29,17.2,15.12,20.39,25.65
37049,64.47,67.51,70.55,69.96,69.37,66.33,63.3
37051,88.28,88.54,88.79,89.27,89.75,89.48,89.21
37053,11.4,10.86,10.32,9.38,8.44,10.15,11.87
37055,66.57,66.57,66.57,67.0,67.43,66.22,65.02
37057,50.11,49.93,49.76,50.28,50.81,52.34,53.88
37059,31.23,38.14,45.05,49.78,54.5,57.5,60.5
37061,36.87,33.34,29.8,29.8,29.8,24.82,19.83
37063,97.99,97.78,97.58,97.55,97.52,97.55,97.58
37065,39.03,41.32,43.62,44.05,44.48,38.55,32.62
37067,94.4,93.8,93.19,93.2,93.22,93.03,92.84
37069,25.41,23.88,22.35,23.26,24.16,30.19,36.22
37071,72.02,72.27,72.52,70.35,68.19,68.36,68.52
37073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37075,23.75,22.27,20.79,21.48,22.16,21.0,19.83
37077,39.29,38.77,38.24,34.02,29.8,28.4,26.99
37079,22.48,20.44,18.4,20.28,22.16,28.42,34.69
37081,93.44,93.8,94.17,93.87,93.57,93.4,93.22
37083,40.94,44.3,47.66,49.84,52.02,51.33,50.64
37085,20.38,20.57,20.76,21.46,22.16,21.0,19.83
37087,25.25,28.64,32.03,32.02,32.0,31.47,30.94
37089,50.33,52.72,55.11,55.41,55.71,57.55,59.39
37091,24.96,20.39,15.82,29.49,43.17,37.9,32.62
37093,9.58,10.92,12.26,12.07,11.88,17.88,23.87
37095,11.84,13.74,15.63,12.99,10.35,5.18,0.0
37097,66.76,67.26,67.75,66.73,65.71,67.93,70.15
37099,62.4,62.82,63.23,62.34,61.45,60.42,59.39
37101,38.9,37.57,36.23,37.61,39.0,45.3,51.59
37103,10.82,14.84,18.85,18.2,17.54,20.7,23.87
37105,59.22,56.59,53.96,55.41,56.86,56.63,56.4
37107,50.24,51.29,52.34,55.11,57.88,61.45,65.02
37109,29.13,30.56,32.0,29.99,27.98,31.34,34.69
37111,37.82,32.01,26.2,24.18,22.16,24.57,26.99
37113,23.08,22.04,21.01,18.07,15.12,13.5,11.87
37115,24.58,17.11,9.65,8.28,6.91,14.54,22.18
37117,28.43,29.82,31.2,21.54,11.88,17.03,22.18
37119,97.8,97.92,98.03,98.12,98.22,98.28,98.35
37121,32.35,37.18,42.02,33.9,25.79,28.36,30.94
37123,17.29,13.16,9.04,8.74,8.44,10.15,11.87
37125,42.88,45.96,49.03,52.94,56.86,54.75,52.64
37127,36.8,39.72,42.63,44.19,45.75,49.2,52.64
37129,93.76,93.88,94.01,94.41,94.81,94.97,95.13
37131,11.02,10.44,9.87,10.11,10.35,11.11,11.87
37133,77.33,77.87,78.41,78.92,79.43,78.59,77.75
37135,96.08,95.67,95.26,95.22,95.19,94.74,94.3
37137,9.96,10.84,11.72,11.8,11.88,10.96,10.03
37139,61.22,66.07,70.93,68.32,65.71,64.94,64.16
37141,50.3,44.32,38.33,41.4,44.48,45.65,46.82
37143,12.61,12.34,12.07,20.02,27.98,30.3,32.62
37145,32.06,29.61,27.16,21.14,15.12,15.48,15.85
37147,94.46,94.41,94.36,94.3,94.24,94.4,94.56
37149,67.24,65.26,63.29,66.97,70.65,67.84,65.02
37151,42.15,45.4,48.65,49.06,49.47,49.29,49.11
37153,20.5,21.8,23.11,22.64,22.16,26.55,30.94
37155,41.61,38.73,35.85,33.92,32.0,29.49,26.99
37157,58.55,56.74,54.92,53.47,52.02,56.76,61.49
37159,59.18,60.73,62.27,62.34,62.4,60.9,59.39
37161,16.3,19.8,23.3,25.64,27.98,27.48,26.99
37163,19.1,16.12,13.15,11.75,10.35,16.26,22.18
37165,54.03,52.93,51.83,48.79,45.75,41.86,37.97
37167,26.36,24.93,23.5,19.31,15.12,9.77,4.42
37169,29.45,27.15,24.86,21.2,17.54,14.71,11.87
37171,38.68,42.02,45.37,44.92,44.48,43.47,42.46
37173,14.68,14.63,14.58,11.51,8.44,7.12,5.79
37175,18.88,18.7,18.53,21.34,24.16,33.31,42.46
37177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37179,30.63,30.71,30.79,30.3,29.8,30.37,30.94
37181,43.84,45.45,47.06,39.53,32.0,34.11,36.22
37183,95.73,95.82,95.92,96.08,96.24,96.4,96.56
37185,18.27,17.42,16.56,19.36,22.16,17.81,13.46
37187,6.02,7.48,8.95,17.37,25.79,25.72,25.65
37189,90.04,90.7,91.37,91.2,91.02,89.24,87.46
37191,51.03,53.58,56.13,56.5,56.86,57.68,58.5
37193,44.95,42.22,39.48,37.65,35.82,39.14,42.46
37195,54.41,53.31,52.21,50.11,48.01,46.73,45.45
37197,16.71,17.7,18.69,23.34,27.98,36.0,44.02
37199,24.74,31.22,37.7,36.76,35.82,39.14,42.46
38001,75.36,70.78,66.19,68.42,70.65,78.34,86.03
38003,90.07,88.52,86.98,87.36,87.74,89.75,91.76
38005,47.37,44.65,41.93,39.59,37.25,38.38,39.5
38007,14.04,29.78,45.53,48.17,50.81,48.82,46.82
38009,41.93,38.18,34.42,34.16,33.91,32.43,30.94
38011,47.5,48.58,49.67,56.04,62.4,58.14,53.88
38013,0.0,3.09,6.18,11.86,17.54,29.3,41.06
38015,96.28,96.36,96.43,96.78,97.13,96.91,96.69
38017,99.52,99.6,99.68,99.66,99.65,99.62,99.59
38019,31.14,29.56,27.98,21.55,15.12,37.81,60.5
38021,78.22,77.08,75.93,70.82,65.71,57.41,49.11
38023,23.59,30.08,36.58,46.14,55.71,54.79,53.88
38025,34.35,26.98,19.61,19.6,19.58,28.78,37.97
38027,62.15,61.2,60.24,70.9,81.57,82.67,83.77
38029,51.26,47.46,43.65,47.23,50.81,59.2,67.6
38031,63.55,53.8,44.06,41.53,39.0,44.06,49.11
38033,66.89,60.41,53.93,61.65,69.37,65.43,61.49
38035,99.36,99.38,99.4,99.43,99.46,99.43,99.4
38037,25.69,25.74,25.79,27.8,29.8,25.99,22.18
38039,63.61,63.1,62.59,62.5,62.4,69.5,76.61
38041,9.07,7.05,5.03,3.87,2.71,3.56,4.42
38043,43.49,21.74,0.0,0.0,0.0,0.0,0.0
38045,36.49,30.23,23.97,17.92,11.88,7.52,3.15
38047,42.02,40.8,39.57,29.58,19.58,14.81,10.03
38049,38.11,43.78,49.44,40.72,32.0,42.32,52.64
38051,46.67,40.27,33.87,32.94,32.0,29.49,26.99
38053,75.96,81.36,86.76,92.41,98.06,98.5,98.95
38055,52.75,52.67,52.59,50.3,48.01,45.24,42.46
38057,77.08,77.42,77.75,78.59,79.43,79.16,78.9
38059,75.99,78.45,80.9,82.76,84.62,85.94,87.27
38061,61.03,60.85,60.68,65.66,70.65,72.66,74.67
38063,32.57,38.93,45.3,40.56,35.82,29.0,22.18
38065,61.19,52.92,44.64,46.32,48.01,46.73,45.45
38067,56.64,57.15,57.66,51.7,45.75,48.67,51.59
38069,79.91,77.53,75.14,75.49,75.84,71.21,66.58
38071,93.66,94.66,95.67,95.08,94.49,93.6,92.71
38073,83.79,84.4,85.0,86.37,87.74,90.02,92.3
38075,0.0,0.0,0.0,1.94,3.88,3.52,3.15
38077,93.54,94.1,94.65,94.57,94.49,94.28,94.08
38079,65.17,67.27,69.37,69.37,69.37,66.76,64.16
38081,50.59,59.1,67.62,71.08,74.53,72.94,71.36
38083,30.66,22.18,13.69,29.72,45.75,54.52,63.3
38085,30.34,33.12,35.91,38.81,41.71,44.26,46.82
38087,4.93,4.63,4.33,2.16,0.0,2.21,4.42
38089,90.99,93.08,95.16,96.38,97.61,97.39,97.17
38091,47.09,39.24,31.39,30.6,29.8,21.63,13.46
38093,93.09,92.96,92.84,92.72,92.61,94.04,95.48
38095,36.45,34.52,32.6,25.07,17.54,15.5,13.46
38097,84.46,83.8,83.13,84.3,85.48,82.66,79.85
38099,44.92,52.1,59.28,59.73,60.17,62.17,64.16
38101,92.14,93.78,95.42,96.45,97.48,97.58,97.68
38103,63.64,64.83,66.03,50.92,35.82,52.62,69.41
38105,95.19,96.98,98.76,99.14,99.52,99.58,99.65
39001,29.51,29.29,29.07,25.62,22.16,16.1,10.03
39003,74.66,75.4,76.15,75.99,75.84,74.92,74.0
39005,62.05,64.6,67.14,67.28,67.43,64.97,62.51
39007,67.14,67.81,68.48,68.92,69.37,69.76,70.15
39009,87.3,87.38,87.46,87.79,88.12,87.07,86.03
39011,57.59,55.95,54.31,55.58,56.86,54.75,52.64
39013,62.69,63.12,63.55,62.98,62.4,61.45,60.5
39015,33.62,35.76,37.89,35.9,33.91,33.26,32.62
39017,86.25,86.54,86.82,86.68,86.53,85.8,85.07
39019,15.28,15.26,15.25,15.18,15.12,14.29,13.46
39021,49.89,48.46,47.02,46.9,46.77,44.62,42.46
39023,78.32,77.92,77.52,76.68,75.84,74.34,72.85
39025,89.43,89.19,88.95,89.42,89.88,89.86,89.85
39027,72.68,73.18,73.67,68.83,63.99,64.5,65.02
39029,62.18,60.56,58.93,58.4,57.88,57.14,56.4
39031,24.8,22.97,21.14,22.65,24.16,29.42,34.69
39033,49.12,50.3,51.48,52.99,54.5,51.8,49.11
39035,97.01,97.07,97.13,97.06,96.98,97.04,97.1
39037,38.17,38.32,38.46,36.18,33.91,35.07,36.22
39039,53.49,52.4,51.32,54.6,57.88,58.19,58.5
39041,70.2,70.31,70.42,71.74,73.07,74.36,75.65
39043,78.61,79.88,81.15,81.36,81.57,79.89,78.2
39045,72.65,72.02,71.38,70.38,69.37,68.74,68.11
39047,35.24,34.12,33.01,37.36,41.71,44.26,46.82
39049,94.75,94.18,93.6,93.92,94.24,94.22,94.21
39051,26.9,26.42,25.95,27.88,29.8,33.88,37.97
39053,37.66,28.44,19.23,25.62,32.0,29.49,26.99
39055,55.17,52.14,49.12,49.96,50.81,51.72,52.64
39057,86.34,86.74,87.14,86.22,85.29,85.66,86.03
39059,46.39,47.79,49.19,53.54,57.88,54.74,51.59
39061,96.66,96.66,96.66,96.42,96.18,96.14,96.09
39063,82.49,81.16,79.82,80.04,80.26,80.05,79.85
39065,71.82,67.64,63.45,62.92,62.4,58.14,53.88
39067,21.94,18.52,15.09,15.11,15.12,17.48,19.83
39069,32.63,34.96,37.28,45.89,54.5,53.05,51.59
39071,34.93,36.99,39.06,41.12,43.17,42.12,41.06
39073,37.79,38.54,39.29,38.27,37.25,38.38,39.5
39075,18.02,20.39,22.76,26.28,29.8,33.01,36.22
39077,51.93,52.15,52.37,51.59,50.81,51.72,52.64
39079,44.25,47.85,51.45,50.46,49.47,42.08,34.69
39081,70.87,71.4,71.92,70.91,69.91,70.64,71.36
39083,42.28,40.45,38.62,34.21,29.8,25.99,22.18
39085,87.93,88.22,88.51,88.72,88.92,88.54,88.16
39087,33.05,33.11,33.17,36.08,39.0,39.25,39.5
39089,62.94,61.16,59.38,58.63,57.88,61.45,65.02
39091,50.21,47.39,44.57,47.69,50.81,47.42,44.02
39093,84.69,84.65,84.62,84.3,83.99,83.88,83.77
39095,91.37,91.62,91.88,91.94,92.01,91.72,91.44
39097,58.04,57.74,57.43,57.66,57.88,57.63,57.38
39099,82.68,82.4,82.11,81.6,81.09,80.87,80.65
39101,74.08,72.56,71.03,71.21,71.38,71.7,72.02
39103,80.36,79.52,78.67,78.19,77.71,77.96,78.2
39105,35.91,35.84,35.78,38.08,40.37,43.6,46.82
39107,44.99,50.0,55.01,52.91,50.81,44.39,37.97
39109,62.59,64.28,65.97,63.71,61.45,58.92,56.4
39111,35.72,37.38,39.03,42.39,45.75,39.18,32.62
39113,86.88,86.84,86.79,86.14,85.48,85.12,84.75
39115,39.26,34.74,30.21,30.0,29.8,22.82,15.85
39117,25.72,29.29,32.86,31.33,29.8,27.72,25.65
39119,67.08,67.75,68.42,68.58,68.74,65.11,61.49
39121,27.22,32.14,37.06,28.32,19.58,29.54,39.5
39123,64.57,64.41,64.25,65.84,67.43,66.64,65.85
39125,50.65,46.08,41.52,40.26,39.0,32.99,26.99
39127,57.4,54.06,50.72,50.76,50.81,52.34,53.88
39129,37.98,37.58,37.19,35.55,33.91,28.89,23.87
39131,21.9,26.36,30.82,37.65,44.48,44.96,45.45
39133,85.2,85.28,85.35,84.98,84.62,84.84,85.07
39135,39.16,40.22,41.29,36.65,32.0,30.54,29.09
39137,38.36,34.97,31.58,28.69,25.79,21.94,18.08
39139,76.98,76.67,76.35,75.44,74.53,74.6,74.67
39141,63.45,64.52,65.58,63.52,61.45,60.98,60.5
39143,61.06,56.69,52.31,52.16,52.02,52.95,53.88
39145,67.75,67.54,67.34,69.0,70.65,71.33,72.02
39147,59.92,58.77,57.62,58.9,60.17,57.7,55.22
39149,60.97,61.59,62.21,63.96,65.71,64.5,63.3
39151,75.71,76.4,77.08,76.7,76.31,75.77,75.24
39153,89.14,88.73,88.32,88.62,88.92,88.7,88.48
39155,70.84,71.82,72.81,72.94,73.07,72.54,72.02
39157,47.06,47.71,48.36,48.18,48.01,48.14,48.28
39159,66.95,63.05,59.15,59.23,59.31,54.21,49.11
39161,27.79,30.24,32.7,33.3,33.91,34.3,34.69
39163,21.08,20.84,20.6,20.09,19.58,19.71,19.83
39165,76.28,76.01,75.74,75.13,74.53,74.6,74.67
39167,68.93,67.39,65.84,63.64,61.45,62.38,63.3
39169,59.12,58.16,57.21,57.04,56.86,54.75,52.64
39171,34.83,38.29,41.74,36.87,32.0,37.23,42.46
39173,89.78,90.24,90.7,91.2,91.69,90.77,89.85
39175,54.79,56.1,57.4,53.44,49.47,57.24,65.02
40001,14.36,15.58,16.81,15.97,15.12,15.48,15.85
40003,5.19,5.54,5.89,5.7,5.51,6.29,7.07
40005,6.78,6.68,6.59,5.24,3.88,4.15,4.42
40007,42.41,30.88,19.36,13.9,8.44,4.22,0.0
40009,54.35,56.94,59.54,60.97,62.4,67.88,73.36
40011,14.61,10.3,5.99,6.45,6.91,7.78,8.66
40013,73.86,70.32,66.79,64.6,62.4,58.81,55.22
40015,19.61,24.61,29.61,26.88,24.16,16.41,8.66
40017,75.07,74.11,73.16,72.73,72.3,67.8,63.3
40019,31.87,44.88,57.88,56.79,55.71,54.18,52.64
40021,70.55,70.23,69.91,68.23,66.54,67.07,67.6
40023,36.07,41.84,47.6,53.46,59.31,60.4,61.49
40025,0.0,0.0,0.0,0.0,0.0,2.9,5.79
40027,87.11,87.07,87.04,87.26,87.49,87.14,86.79
40029,6.46,6.34,6.21,7.33,8.44,9.24,10.03
40031,83.32,82.65,81.98,81.77,81.57,81.11,80.65
40033,12.42,13.0,13.59,6.8,0.0,3.54,7.07
40035,56.77,55.28,53.8,51.64,49.47,55.99,62.51
40037,45.72,47.07,48.42,45.06,41.71,44.26,46.82
40039,76.5,80.68,84.85,79.69,74.53,72.94,71.36
40041,21.2,26.25,31.3,28.54,25.79,26.39,26.99
40043,3.72,5.09,6.46,5.17,3.88,3.52,3.15
40045,20.12,16.35,12.58,13.85,15.12,11.1,7.07
40047,73.58,72.62,71.67,71.98,72.3,65.4,58.5
40049,28.08,28.81,29.54,30.77,32.0,31.47,30.94
40051,37.7,38.19,38.68,42.22,45.75,49.2,52.64
40053,6.14,9.56,12.99,10.72,8.44,9.24,10.03
40055,11.24,26.22,41.2,46.61,52.02,42.32,32.62
40057,0.0,0.0,0.0,0.0,0.0,17.34,34.69
40059,34.29,30.78,27.28,15.0,2.71,1.36,0.0
40061,15.92,14.01,12.1,12.9,13.69,12.78,11.87
40063,10.41,10.9,11.4,9.92,8.44,10.15,11.87
40065,62.5,58.98,55.46,61.82,68.19,73.19,78.2
40067,3.44,3.54,3.63,3.76,3.88,4.84,5.79
40069,9.17,8.39,7.61,5.74,3.88,4.15,4.42
40071,66.73,65.76,64.79,65.66,66.54,65.35,64.16
40073,29.93,20.08,10.22,11.05,11.88,11.88,11.87
40075,5.83,8.3,10.76,14.15,17.54,18.69,19.83
40077,21.74,31.4,41.07,35.44,29.8,28.4,26.99
40079,43.39,41.4,39.41,35.7,32.0,29.49,26.99
40081,7.04,7.04,7.04,8.7,10.35,8.71,7.07
40083,35.43,36.04,36.64,27.09,17.54,13.78,10.03
40085,11.81,11.88,11.94,13.53,15.12,20.39,25.65
40087,16.4,19.17,21.94,24.96,27.98,37.4,46.82
40089,27.25,26.55,25.85,21.7,17.54,19.86,22.18
40091,7.77,8.63,9.49,7.5,5.51,4.96,4.42
40093,27.03,25.36,23.69,24.74,25.79,21.94,18.08
40095,15.19,15.28,15.38,13.63,11.88,10.96,10.03
40097,39.89,40.1,40.31,41.01,41.71,38.97,36.22
40099,23.62,20.64,17.67,32.22,46.77,49.18,51.59
40101,79.18,79.12,79.05,78.38,77.71,77.96,78.2
40103,12.7,14.18,15.66,11.28,6.91,7.78,8.66
40105,17.0,19.22,21.43,20.51,19.58,12.69,5.79
40107,8.82,6.75,4.68,4.28,3.88,1.94,0.0
40109,91.95,91.64,91.34,90.82,90.29,90.29,90.29
40111,28.69,29.5,30.31,29.14,27.98,35.22,42.46
40113,35.56,31.26,26.97,22.26,17.54,19.86,22.18
40115,67.56,67.56,67.56,65.44,63.32,62.92,62.51
40117,16.08,14.42,12.77,13.95,15.12,14.29,13.46
40119,91.28,91.15,91.02,90.8,90.58,92.28,93.98
40121,27.06,29.29,31.52,32.71,33.91,31.5,29.09
40123,56.13,53.5,50.88,50.85,50.81,49.96,49.11
40125,56.45,57.58,58.71,56.02,53.33,51.22,49.11
40127,15.66,13.62,11.59,15.58,19.58,18.83,18.08
40129,3.66,3.38,3.09,1.54,0.0,0.0,0.0
40131,50.84,50.22,49.6,48.8,48.01,48.14,48.28
40133,33.72,31.28,28.84,28.41,27.98,29.46,30.94
40135,28.78,32.03,35.28,31.63,27.98,23.9,19.83
40137,48.58,47.08,45.59,47.53,49.47,50.05,50.64
40139,66.16,64.28,62.4,69.82,77.24,78.07,78.9
40141,6.37,13.12,19.87,22.83,25.79,22.81,19.83
40143,94.72,94.91,95.1,95.04,94.97,94.76,94.56
40145,44.79,45.46,46.13,45.94,45.75,52.57,59.39
40147,74.18,75.69,77.2,74.58,71.95,70.24,68.52
40149,24.2,23.91,23.62,25.8,27.98,33.74,39.5
40151,77.78,77.73,77.68,78.1,78.51,75.26,72.02
40153,76.95,73.06,69.18,68.68,68.19,70.1,72.02
41001,67.59,70.98,74.37,68.39,62.4,60.45,58.5
41003,95.03,94.33,93.63,93.08,92.52,92.49,92.46
41005,90.61,90.92,91.24,91.13,91.02,91.02,91.02
41007,84.91,84.42,83.92,82.5,81.09,80.87,80.65
41009,58.48,56.56,54.63,57.4,60.17,59.78,59.39
41011,67.78,65.71,63.64,65.09,66.54,68.34,70.15
41013,64.09,61.16,58.23,55.12,52.02,52.95,53.88
41015,70.71,66.88,63.04,65.89,68.74,70.8,72.85
41017,68.86,69.69,70.52,71.8,73.07,73.54,74.0
41019,65.33,65.56,65.78,67.26,68.74,66.88,65.02
41021,52.63,48.36,44.09,45.43,46.77,48.7,50.64
41023,39.73,40.3,40.88,38.35,35.82,29.84,23.87
41025,58.01,53.44,48.87,44.62,40.37,48.88,57.38
41027,78.38,77.98,77.59,74.48,71.38,69.74,68.11
41029,78.83,76.49,74.15,75.93,77.71,77.96,78.2
41031,39.96,33.78,27.6,33.3,39.0,34.04,29.09
41033,64.72,59.4,54.09,53.06,52.02,49.42,46.82
41035,68.39,67.05,65.71,66.57,67.43,69.4,71.36
41037,21.84,21.03,20.22,17.67,15.12,14.29,13.46
41039,90.16,90.45,90.74,90.88,91.02,90.75,90.48
41041,72.81,73.43,74.05,73.0,71.95,68.05,64.16
41043,73.64,74.52,75.39,77.41,79.43,78.59,77.75
41045,67.02,71.67,76.31,77.01,77.71,78.5,79.28
41047,89.97,88.32,86.66,86.84,87.01,87.98,88.96
41049,70.49,55.12,39.76,43.89,48.01,47.42,46.82
41051,98.47,98.46,98.44,98.56,98.69,98.74,98.79
41053,87.23,85.32,83.41,83.85,84.3,83.43,82.56
